JUN18LOF00192.spu,JUN18LOF00191.spu,JUN18LOF00190.spu,JUN18LOF00189.spu,JUN18LOF00188.spu,
Wavelength,JUN18LOF00193.spu,JUN18LOF00194.spu,JUN18LOF00195.spu,JUN18LOF00196.spu,JUN18LOF00197.spu,JUN18LOF00198.spu,JUN18LOF00199.spu,JUN18LOF00200.spu,JUN18LOF00201.spu,JUN18LOF00202.spu,JUN18LOF00203.spu,JUN18LOF00204.spu,JUN18LOF00205.spu,JUN18LOF00206.spu,JUN18LOF00207.spu,JUN18LOF00208.spu,JUN18LOF00209.spu,JUN18LOF00210.spu,JUN18LOF00211.spu,JUN18LOF00212.spu
 595 , 0.122456 , 0.100524 , 0.103536 , 0.136576 , 0.120535 , 0.113652 , 0.105776 , 0.152599 , 0.1092 , 0.109032 , 0.191158 , 0.174537 , 0.189736 , 0.161595 , 0.170353 , 0.121161 , 0.126094 , 0.127093 , 0.132803 , 0.110953 
 596 , 0.122606 , 0.100655 , 0.103648 , 0.1368 , 0.120642 , 0.113734 , 0.105815 , 0.152871 , 0.10944 , 0.109266 , 0.191317 , 0.174706 , 0.190027 , 0.161784 , 0.170656 , 0.121328 , 0.126243 , 0.127243 , 0.132937 , 0.11105 
 597 , 0.122754 , 0.10079 , 0.103769 , 0.137016 , 0.120753 , 0.113814 , 0.105851 , 0.153152 , 0.109678 , 0.10951 , 0.191477 , 0.174883 , 0.190326 , 0.161981 , 0.170956 , 0.121503 , 0.126395 , 0.127396 , 0.133073 , 0.111162 
 598 , 0.122806 , 0.100942 , 0.103952 , 0.137135 , 0.120908 , 0.11385 , 0.105868 , 0.153415 , 0.109879 , 0.109757 , 0.191653 , 0.175093 , 0.190692 , 0.16226 , 0.171175 , 0.121699 , 0.126561 , 0.12754 , 0.133205 , 0.111347 
 599 , 0.12286 , 0.101098 , 0.104147 , 0.137259 , 0.121059 , 0.113888 , 0.105878 , 0.153682 , 0.110082 , 0.11 , 0.191819 , 0.17531 , 0.191056 , 0.162543 , 0.171381 , 0.121892 , 0.126719 , 0.127681 , 0.133348 , 0.111527 
 600 , 0.122911 , 0.101256 , 0.104338 , 0.137386 , 0.121218 , 0.113934 , 0.105896 , 0.153945 , 0.110286 , 0.110251 , 0.191995 , 0.175529 , 0.191428 , 0.162822 , 0.171595 , 0.122093 , 0.126885 , 0.127825 , 0.133487 , 0.111716 
 601 , 0.123047 , 0.101359 , 0.104496 , 0.137527 , 0.12133 , 0.114011 , 0.106003 , 0.15425 , 0.110477 , 0.110501 , 0.192222 , 0.175751 , 0.19179 , 0.163064 , 0.171861 , 0.122276 , 0.127077 , 0.128 , 0.133649 , 0.111897 
 602 , 0.123204 , 0.101439 , 0.104643 , 0.137684 , 0.121426 , 0.114096 , 0.106151 , 0.154567 , 0.11067 , 0.110757 , 0.192472 , 0.175957 , 0.192157 , 0.163283 , 0.172152 , 0.122444 , 0.127272 , 0.128178 , 0.133802 , 0.112079 
 603 , 0.123367 , 0.101514 , 0.104784 , 0.137842 , 0.121524 , 0.114181 , 0.106306 , 0.154886 , 0.110869 , 0.111016 , 0.19273 , 0.176172 , 0.192525 , 0.163499 , 0.172451 , 0.122618 , 0.127469 , 0.128364 , 0.133957 , 0.112262 
 604 , 0.123454 , 0.10159 , 0.104911 , 0.138003 , 0.121656 , 0.114247 , 0.106422 , 0.155158 , 0.111054 , 0.111242 , 0.192976 , 0.176407 , 0.192947 , 0.163709 , 0.172764 , 0.122763 , 0.127642 , 0.128508 , 0.134084 , 0.112425 
 605 , 0.123424 , 0.10169 , 0.105002 , 0.13814 , 0.121829 , 0.114295 , 0.10648 , 0.155331 , 0.111199 , 0.111411 , 0.193242 , 0.176655 , 0.193435 , 0.163956 , 0.173108 , 0.122885 , 0.12778 , 0.128613 , 0.134183 , 0.11256 
 606 , 0.123389 , 0.10179 , 0.105094 , 0.138279 , 0.122009 , 0.114338 , 0.106538 , 0.155499 , 0.111351 , 0.11158 , 0.193508 , 0.17691 , 0.193931 , 0.164209 , 0.173453 , 0.123007 , 0.127926 , 0.128718 , 0.134288 , 0.112695 
 607 , 0.123362 , 0.101887 , 0.105183 , 0.138415 , 0.122175 , 0.114379 , 0.106588 , 0.155672 , 0.111494 , 0.111746 , 0.193775 , 0.177164 , 0.194421 , 0.164456 , 0.173804 , 0.123127 , 0.128069 , 0.128821 , 0.134385 , 0.112828 
 608 , 0.123372 , 0.101856 , 0.105214 , 0.138541 , 0.122083 , 0.114296 , 0.106497 , 0.155833 , 0.111484 , 0.111814 , 0.193936 , 0.177379 , 0.194765 , 0.164644 , 0.174085 , 0.123201 , 0.128083 , 0.128865 , 0.134465 , 0.112855 
 609 , 0.123394 , 0.101818 , 0.105238 , 0.138671 , 0.121993 , 0.114222 , 0.10641 , 0.156009 , 0.111484 , 0.111873 , 0.194099 , 0.177609 , 0.195105 , 0.164828 , 0.174365 , 0.123271 , 0.128098 , 0.128916 , 0.134544 , 0.11288 
 610 , 0.123412 , 0.101787 , 0.105263 , 0.138803 , 0.121898 , 0.114143 , 0.106324 , 0.156186 , 0.111486 , 0.11194 , 0.194258 , 0.177841 , 0.195448 , 0.165007 , 0.174647 , 0.123342 , 0.128114 , 0.128969 , 0.134626 , 0.112906 
 611 , 0.123456 , 0.101869 , 0.105301 , 0.139052 , 0.121976 , 0.114163 , 0.106368 , 0.156406 , 0.111598 , 0.112082 , 0.194515 , 0.178111 , 0.195854 , 0.165274 , 0.175027 , 0.123438 , 0.128191 , 0.12907 , 0.134748 , 0.112931 
 612 , 0.123505 , 0.101987 , 0.105344 , 0.139328 , 0.122136 , 0.1142 , 0.10646 , 0.156621 , 0.111752 , 0.112247 , 0.194812 , 0.178392 , 0.196281 , 0.165578 , 0.175448 , 0.123546 , 0.128284 , 0.12918 , 0.134874 , 0.11295 
 613 , 0.123554 , 0.102113 , 0.105389 , 0.139611 , 0.122297 , 0.114244 , 0.106558 , 0.156838 , 0.111906 , 0.11242 , 0.195116 , 0.178675 , 0.19671 , 0.165882 , 0.175882 , 0.12366 , 0.128377 , 0.129286 , 0.135007 , 0.112969 
 614 , 0.123593 , 0.102194 , 0.105436 , 0.139891 , 0.122407 , 0.114223 , 0.106599 , 0.157044 , 0.112008 , 0.112451 , 0.195431 , 0.178963 , 0.197132 , 0.166191 , 0.176329 , 0.123753 , 0.128483 , 0.12941 , 0.135131 , 0.112977 
 615 , 0.123631 , 0.102233 , 0.105489 , 0.140195 , 0.122449 , 0.114093 , 0.106553 , 0.157244 , 0.111996 , 0.112244 , 0.195797 , 0.179245 , 0.19757 , 0.166516 , 0.176816 , 0.123814 , 0.128637 , 0.129582 , 0.135237 , 0.112971 
 616 , 0.123669 , 0.10227 , 0.105547 , 0.140502 , 0.122498 , 0.113969 , 0.106499 , 0.157454 , 0.111982 , 0.112041 , 0.196171 , 0.179533 , 0.198022 , 0.16684 , 0.177309 , 0.123876 , 0.128785 , 0.129755 , 0.135345 , 0.11297 
 617 , 0.123712 , 0.102312 , 0.105598 , 0.140809 , 0.12254 , 0.113844 , 0.106456 , 0.157663 , 0.111968 , 0.111849 , 0.19655 , 0.179826 , 0.198474 , 0.167176 , 0.177808 , 0.123943 , 0.12894 , 0.129928 , 0.135451 , 0.112968 
 618 , 0.123767 , 0.102383 , 0.105623 , 0.141165 , 0.122606 , 0.113804 , 0.106595 , 0.157999 , 0.112121 , 0.112477 , 0.196994 , 0.180207 , 0.198996 , 0.167513 , 0.178359 , 0.124099 , 0.129051 , 0.130052 , 0.135667 , 0.113028 
 619 , 0.123824 , 0.102461 , 0.105651 , 0.141524 , 0.122662 , 0.113768 , 0.10673 , 0.15834 , 0.11228 , 0.11311 , 0.197438 , 0.180587 , 0.19952 , 0.167857 , 0.178915 , 0.124257 , 0.129167 , 0.130175 , 0.135885 , 0.11308 
 620 , 0.123877 , 0.102539 , 0.105679 , 0.141879 , 0.122719 , 0.113727 , 0.106866 , 0.158676 , 0.112439 , 0.113745 , 0.197891 , 0.180969 , 0.200051 , 0.168202 , 0.179473 , 0.124417 , 0.129278 , 0.130305 , 0.136104 , 0.11314 
 621 , 0.123966 , 0.102664 , 0.105796 , 0.142315 , 0.122825 , 0.11377 , 0.106978 , 0.158958 , 0.112641 , 0.114091 , 0.1984 , 0.181329 , 0.200545 , 0.16859 , 0.180058 , 0.124584 , 0.129492 , 0.130496 , 0.136361 , 0.113229 
 622 , 0.124071 , 0.102793 , 0.105958 , 0.14279 , 0.12297 , 0.113845 , 0.10707 , 0.159196 , 0.112858 , 0.114286 , 0.198936 , 0.181692 , 0.201001 , 0.168987 , 0.180663 , 0.124755 , 0.129745 , 0.130721 , 0.136616 , 0.113322 
 623 , 0.124183 , 0.102924 , 0.106122 , 0.143268 , 0.123117 , 0.113922 , 0.107164 , 0.159435 , 0.113083 , 0.114482 , 0.199476 , 0.182058 , 0.201459 , 0.16938 , 0.181272 , 0.124921 , 0.130001 , 0.130941 , 0.136878 , 0.113422 
 624 , 0.124336 , 0.103058 , 0.106325 , 0.143682 , 0.123257 , 0.113992 , 0.107249 , 0.159726 , 0.113283 , 0.114672 , 0.199999 , 0.182447 , 0.20193 , 0.169784 , 0.181898 , 0.125093 , 0.130256 , 0.131174 , 0.137112 , 0.113521 
 625 , 0.124553 , 0.103189 , 0.106599 , 0.143959 , 0.123383 , 0.114044 , 0.107339 , 0.16011 , 0.113447 , 0.114886 , 0.200461 , 0.182859 , 0.202444 , 0.170189 , 0.182489 , 0.125264 , 0.130506 , 0.13142 , 0.137307 , 0.113626 
 626 , 0.124774 , 0.103324 , 0.106876 , 0.144233 , 0.123506 , 0.1141 , 0.107432 , 0.160499 , 0.113609 , 0.115098 , 0.200919 , 0.183277 , 0.202964 , 0.170594 , 0.183086 , 0.125438 , 0.130754 , 0.131669 , 0.1375 , 0.113729 
 627 , 0.124998 , 0.10346 , 0.107155 , 0.144511 , 0.123632 , 0.114151 , 0.107527 , 0.160892 , 0.11378 , 0.115319 , 0.201386 , 0.183693 , 0.203488 , 0.171008 , 0.183681 , 0.125609 , 0.131011 , 0.131921 , 0.137701 , 0.113833 
 628 , 0.125231 , 0.103717 , 0.107408 , 0.145043 , 0.123954 , 0.114432 , 0.107714 , 0.161319 , 0.11403 , 0.115666 , 0.20195 , 0.184247 , 0.204054 , 0.171471 , 0.184343 , 0.125878 , 0.131325 , 0.132236 , 0.138133 , 0.114054 
 629 , 0.12547 , 0.103976 , 0.10766 , 0.145579 , 0.124294 , 0.114717 , 0.107906 , 0.161745 , 0.114291 , 0.116013 , 0.202533 , 0.184812 , 0.204627 , 0.171947 , 0.185034 , 0.126155 , 0.131639 , 0.132551 , 0.138576 , 0.114279 
 630 , 0.125706 , 0.104236 , 0.10792 , 0.146118 , 0.124636 , 0.115004 , 0.108094 , 0.16218 , 0.114547 , 0.116362 , 0.203118 , 0.18538 , 0.205209 , 0.172419 , 0.185729 , 0.126427 , 0.131955 , 0.132868 , 0.139022 , 0.114511 
 631 , 0.125955 , 0.104466 , 0.108169 , 0.146609 , 0.124951 , 0.115177 , 0.108307 , 0.16255 , 0.114805 , 0.11665 , 0.203654 , 0.185855 , 0.205812 , 0.172865 , 0.186378 , 0.126719 , 0.132237 , 0.133162 , 0.139354 , 0.114763 
 632 , 0.126218 , 0.104689 , 0.108391 , 0.147066 , 0.125242 , 0.115273 , 0.10853 , 0.162894 , 0.115056 , 0.116922 , 0.204158 , 0.186271 , 0.206403 , 0.173291 , 0.186981 , 0.127006 , 0.132491 , 0.133424 , 0.139613 , 0.115014 
 633 , 0.126481 , 0.104918 , 0.108621 , 0.147531 , 0.125534 , 0.115374 , 0.108747 , 0.163245 , 0.115314 , 0.117189 , 0.204663 , 0.186688 , 0.206997 , 0.173712 , 0.187581 , 0.127301 , 0.132752 , 0.133687 , 0.139873 , 0.115266 
 634 , 0.126699 , 0.105107 , 0.108759 , 0.147916 , 0.125745 , 0.115441 , 0.108916 , 0.163573 , 0.115502 , 0.117451 , 0.205102 , 0.187084 , 0.207565 , 0.174125 , 0.188128 , 0.127544 , 0.132976 , 0.13393 , 0.140123 , 0.115465 
 635 , 0.126796 , 0.10521 , 0.108726 , 0.148152 , 0.125787 , 0.11542 , 0.108962 , 0.163866 , 0.115529 , 0.117673 , 0.205394 , 0.187445 , 0.208088 , 0.174517 , 0.188587 , 0.12766 , 0.133151 , 0.134124 , 0.140365 , 0.115547 
 636 , 0.126894 , 0.105317 , 0.108697 , 0.148387 , 0.125824 , 0.115392 , 0.109012 , 0.164153 , 0.115555 , 0.117896 , 0.205675 , 0.187805 , 0.20862 , 0.174917 , 0.189038 , 0.127771 , 0.133329 , 0.134327 , 0.140604 , 0.115634 
 637 , 0.126993 , 0.105418 , 0.108668 , 0.148622 , 0.125861 , 0.11537 , 0.109056 , 0.16444 , 0.115576 , 0.118118 , 0.205962 , 0.188164 , 0.209146 , 0.175313 , 0.189496 , 0.127877 , 0.1335 , 0.134523 , 0.140849 , 0.115721 
 638 , 0.126869 , 0.105415 , 0.108647 , 0.148833 , 0.125935 , 0.115354 , 0.109132 , 0.164544 , 0.115675 , 0.118331 , 0.206215 , 0.188448 , 0.209611 , 0.175611 , 0.189922 , 0.12793 , 0.133515 , 0.134673 , 0.141022 , 0.115815 
 639 , 0.126739 , 0.105428 , 0.108616 , 0.149047 , 0.126017 , 0.115352 , 0.109199 , 0.164655 , 0.115789 , 0.118552 , 0.206483 , 0.18873 , 0.210102 , 0.175897 , 0.190352 , 0.127984 , 0.133517 , 0.134835 , 0.141218 , 0.11591 
 640 , 0.126615 , 0.105434 , 0.108585 , 0.149255 , 0.126097 , 0.115349 , 0.109272 , 0.164766 , 0.115897 , 0.11878 , 0.20675 , 0.189006 , 0.210594 , 0.17619 , 0.190783 , 0.128038 , 0.133519 , 0.135003 , 0.141408 , 0.116012 
 641 , 0.126531 , 0.105257 , 0.108488 , 0.149312 , 0.12597 , 0.11519 , 0.10919 , 0.164885 , 0.11583 , 0.118836 , 0.206861 , 0.189178 , 0.210989 , 0.176422 , 0.191062 , 0.127995 , 0.133592 , 0.135056 , 0.141525 , 0.116001 
 642 , 0.126475 , 0.104954 , 0.108356 , 0.149297 , 0.125712 , 0.114933 , 0.109015 , 0.164992 , 0.115654 , 0.118799 , 0.206861 , 0.189285 , 0.211277 , 0.176632 , 0.191246 , 0.127898 , 0.133712 , 0.135025 , 0.141566 , 0.115904 
 643 , 0.126426 , 0.104651 , 0.108229 , 0.149289 , 0.125459 , 0.114682 , 0.108841 , 0.165094 , 0.115484 , 0.118756 , 0.206862 , 0.1894 , 0.211572 , 0.176849 , 0.191437 , 0.127808 , 0.133833 , 0.134995 , 0.1416 , 0.115808 
 644 , 0.126354 , 0.104393 , 0.10807 , 0.149295 , 0.12522 , 0.114463 , 0.108665 , 0.165182 , 0.115315 , 0.118704 , 0.206849 , 0.189497 , 0.211838 , 0.177048 , 0.191624 , 0.127702 , 0.133899 , 0.134977 , 0.141628 , 0.115701 
 645 , 0.12622 , 0.104235 , 0.107834 , 0.149291 , 0.124998 , 0.114306 , 0.108497 , 0.165208 , 0.115141 , 0.118642 , 0.206806 , 0.189557 , 0.212057 , 0.177213 , 0.191823 , 0.127558 , 0.133865 , 0.135007 , 0.141615 , 0.115584 
 646 , 0.126089 , 0.104076 , 0.107594 , 0.149283 , 0.124779 , 0.114144 , 0.108326 , 0.165226 , 0.114969 , 0.118579 , 0.206774 , 0.189607 , 0.212285 , 0.177374 , 0.192018 , 0.127412 , 0.133827 , 0.135032 , 0.141613 , 0.115461 
 647 , 0.125954 , 0.103917 , 0.107355 , 0.149278 , 0.124549 , 0.11399 , 0.108149 , 0.165252 , 0.114797 , 0.118518 , 0.206737 , 0.189666 , 0.212516 , 0.177536 , 0.192223 , 0.12726 , 0.133796 , 0.135065 , 0.141601 , 0.115339 
 648 , 0.125806 , 0.103806 , 0.10722 , 0.149368 , 0.124398 , 0.11384 , 0.107968 , 0.165236 , 0.114673 , 0.118415 , 0.206717 , 0.189786 , 0.212761 , 0.177696 , 0.192454 , 0.127164 , 0.133783 , 0.135043 , 0.141687 , 0.11526 
 649 , 0.125669 , 0.103703 , 0.107085 , 0.149471 , 0.124259 , 0.113694 , 0.107783 , 0.165224 , 0.114553 , 0.118306 , 0.206695 , 0.189916 , 0.212989 , 0.177867 , 0.192686 , 0.127066 , 0.133762 , 0.135023 , 0.14178 , 0.115184 
 650 , 0.125533 , 0.103595 , 0.106944 , 0.149576 , 0.124116 , 0.113549 , 0.107594 , 0.165213 , 0.11444 , 0.118185 , 0.20667 , 0.190049 , 0.213225 , 0.178033 , 0.192927 , 0.126976 , 0.133742 , 0.134998 , 0.141876 , 0.115103 
 651 , 0.125459 , 0.103434 , 0.106769 , 0.149692 , 0.123972 , 0.113396 , 0.107469 , 0.165277 , 0.114307 , 0.118169 , 0.206675 , 0.190185 , 0.213476 , 0.178215 , 0.193179 , 0.126898 , 0.133735 , 0.134975 , 0.141918 , 0.114989 
 652 , 0.125423 , 0.103231 , 0.106569 , 0.149825 , 0.123828 , 0.113247 , 0.107382 , 0.16539 , 0.114159 , 0.118224 , 0.20674 , 0.190313 , 0.213803 , 0.178404 , 0.193478 , 0.126838 , 0.133752 , 0.134968 , 0.141913 , 0.114854 
 653 , 0.125388 , 0.103034 , 0.106371 , 0.149954 , 0.12368 , 0.113099 , 0.107303 , 0.165505 , 0.114006 , 0.118287 , 0.206808 , 0.190437 , 0.214133 , 0.178595 , 0.193786 , 0.126774 , 0.133769 , 0.134962 , 0.141902 , 0.114727 
 654 , 0.1253 , 0.102875 , 0.106155 , 0.150123 , 0.123542 , 0.112939 , 0.107224 , 0.165585 , 0.11387 , 0.118337 , 0.206869 , 0.190556 , 0.214447 , 0.178791 , 0.194079 , 0.126698 , 0.133792 , 0.134966 , 0.141905 , 0.114603 
 655 , 0.125076 , 0.102817 , 0.105911 , 0.150349 , 0.123411 , 0.112763 , 0.107153 , 0.165588 , 0.113751 , 0.118361 , 0.206864 , 0.190668 , 0.214642 , 0.178982 , 0.194296 , 0.126573 , 0.133805 , 0.134985 , 0.141943 , 0.114503 
 656 , 0.124848 , 0.102754 , 0.105664 , 0.150567 , 0.123281 , 0.112591 , 0.107075 , 0.165597 , 0.113623 , 0.118374 , 0.206838 , 0.190782 , 0.214828 , 0.179178 , 0.194494 , 0.126433 , 0.133808 , 0.134996 , 0.141992 , 0.114401 
 657 , 0.124619 , 0.10269 , 0.105416 , 0.150786 , 0.123144 , 0.112419 , 0.106997 , 0.165613 , 0.113502 , 0.118394 , 0.206818 , 0.190896 , 0.21501 , 0.179375 , 0.194699 , 0.126299 , 0.133818 , 0.135007 , 0.142041 , 0.114292 
 658 , 0.124421 , 0.102433 , 0.105186 , 0.150984 , 0.12288 , 0.112203 , 0.106827 , 0.165669 , 0.11339 , 0.118387 , 0.206818 , 0.190995 , 0.215258 , 0.179529 , 0.194966 , 0.126186 , 0.133787 , 0.135043 , 0.142159 , 0.114105 
 659 , 0.124234 , 0.102188 , 0.104961 , 0.151205 , 0.122611 , 0.111999 , 0.106664 , 0.165747 , 0.113286 , 0.118402 , 0.206831 , 0.191089 , 0.215542 , 0.179686 , 0.195248 , 0.126093 , 0.133778 , 0.135102 , 0.142264 , 0.113932 
 660 , 0.124053 , 0.101948 , 0.10474 , 0.151419 , 0.122348 , 0.111787 , 0.1065 , 0.165824 , 0.113174 , 0.118411 , 0.20685 , 0.191182 , 0.215825 , 0.17985 , 0.19553 , 0.125999 , 0.133768 , 0.135155 , 0.142376 , 0.113759 
 661 , 0.123859 , 0.101627 , 0.104421 , 0.151597 , 0.12206 , 0.111589 , 0.106312 , 0.165865 , 0.113013 , 0.118327 , 0.206732 , 0.191183 , 0.215991 , 0.179933 , 0.195694 , 0.125881 , 0.133702 , 0.135158 , 0.142388 , 0.113505 
 662 , 0.123634 , 0.101236 , 0.104025 , 0.151729 , 0.121754 , 0.11137 , 0.106085 , 0.165817 , 0.112796 , 0.118187 , 0.20653 , 0.191104 , 0.216049 , 0.179973 , 0.195785 , 0.125745 , 0.13357 , 0.13512 , 0.142335 , 0.113176 
 663 , 0.123422 , 0.100844 , 0.103628 , 0.15186 , 0.121447 , 0.111152 , 0.105858 , 0.165775 , 0.112578 , 0.11804 , 0.206321 , 0.191031 , 0.216112 , 0.180019 , 0.195876 , 0.125614 , 0.133437 , 0.135075 , 0.142281 , 0.112846 
 664 , 0.123225 , 0.100524 , 0.103286 , 0.151999 , 0.121199 , 0.110955 , 0.105631 , 0.165747 , 0.112389 , 0.117907 , 0.206149 , 0.190973 , 0.216187 , 0.180075 , 0.195974 , 0.125482 , 0.133345 , 0.135065 , 0.142279 , 0.112583 
 665 , 0.123086 , 0.100369 , 0.103116 , 0.152158 , 0.121101 , 0.110838 , 0.105407 , 0.165817 , 0.112274 , 0.117811 , 0.206076 , 0.191018 , 0.216357 , 0.180187 , 0.196094 , 0.125333 , 0.133386 , 0.135141 , 0.142407 , 0.11248 
 666 , 0.122942 , 0.100223 , 0.102954 , 0.152316 , 0.120999 , 0.110721 , 0.105184 , 0.165893 , 0.11217 , 0.117712 , 0.206001 , 0.191068 , 0.216536 , 0.180296 , 0.19621 , 0.125173 , 0.133433 , 0.13522 , 0.142543 , 0.112376 
 667 , 0.122805 , 0.100071 , 0.102786 , 0.152468 , 0.120904 , 0.110603 , 0.104968 , 0.16597 , 0.112073 , 0.117614 , 0.205928 , 0.191124 , 0.216716 , 0.180405 , 0.196328 , 0.125019 , 0.133487 , 0.1353 , 0.14268 , 0.112279 
 668 , 0.122808 , 0.099889 , 0.102709 , 0.152688 , 0.120778 , 0.110534 , 0.104902 , 0.166134 , 0.111975 , 0.117721 , 0.205888 , 0.191202 , 0.216902 , 0.180563 , 0.196521 , 0.124995 , 0.133585 , 0.135396 , 0.142751 , 0.112182 
 669 , 0.122824 , 0.0997 , 0.102619 , 0.152921 , 0.120658 , 0.110446 , 0.104847 , 0.166309 , 0.111877 , 0.11784 , 0.205853 , 0.191278 , 0.217057 , 0.180714 , 0.196714 , 0.125008 , 0.13367 , 0.135496 , 0.142809 , 0.11209 
 670 , 0.122845 , 0.09951 , 0.102528 , 0.153153 , 0.120537 , 0.110363 , 0.104798 , 0.166491 , 0.111771 , 0.117959 , 0.20581 , 0.191354 , 0.217211 , 0.180865 , 0.196906 , 0.12502 , 0.133755 , 0.135597 , 0.142866 , 0.111991 
 671 , 0.122883 , 0.099501 , 0.102482 , 0.153474 , 0.120576 , 0.110436 , 0.104871 , 0.166716 , 0.111854 , 0.118125 , 0.205885 , 0.191547 , 0.217494 , 0.18111 , 0.197181 , 0.125108 , 0.133899 , 0.135771 , 0.143019 , 0.112018 
 672 , 0.122933 , 0.09962 , 0.102482 , 0.15384 , 0.120721 , 0.110613 , 0.105003 , 0.166974 , 0.112034 , 0.118333 , 0.206031 , 0.191778 , 0.217877 , 0.18143 , 0.197502 , 0.125207 , 0.134103 , 0.135973 , 0.143257 , 0.112123 
 673 , 0.122975 , 0.099731 , 0.102486 , 0.154205 , 0.120872 , 0.110796 , 0.105134 , 0.167232 , 0.112221 , 0.118535 , 0.20617 , 0.192015 , 0.218267 , 0.181749 , 0.197829 , 0.125299 , 0.134299 , 0.136174 , 0.143495 , 0.112221 
 674 , 0.123125 , 0.099918 , 0.102579 , 0.154608 , 0.121074 , 0.110988 , 0.105303 , 0.167552 , 0.112461 , 0.118806 , 0.206447 , 0.192309 , 0.218736 , 0.182134 , 0.19826 , 0.125481 , 0.13457 , 0.136431 , 0.143786 , 0.112391 
 675 , 0.123525 , 0.100286 , 0.102885 , 0.155099 , 0.121384 , 0.111195 , 0.105562 , 0.168022 , 0.112826 , 0.119224 , 0.207052 , 0.192772 , 0.219382 , 0.182697 , 0.198934 , 0.125857 , 0.135027 , 0.136811 , 0.144209 , 0.112743 
 676 , 0.123935 , 0.10066 , 0.103185 , 0.155596 , 0.121697 , 0.111399 , 0.105819 , 0.168489 , 0.113196 , 0.119639 , 0.207662 , 0.19324 , 0.220018 , 0.183268 , 0.199607 , 0.126236 , 0.135486 , 0.137199 , 0.144627 , 0.113093 
 677 , 0.124346 , 0.10103 , 0.103493 , 0.156095 , 0.122012 , 0.111604 , 0.106077 , 0.168965 , 0.113567 , 0.120056 , 0.208268 , 0.193717 , 0.220663 , 0.183836 , 0.200284 , 0.126616 , 0.13594 , 0.137582 , 0.145046 , 0.113445 
 678 , 0.124854 , 0.101553 , 0.104066 , 0.15678 , 0.122572 , 0.112253 , 0.106709 , 0.169613 , 0.114251 , 0.120703 , 0.209235 , 0.194532 , 0.221527 , 0.184593 , 0.201217 , 0.127245 , 0.136534 , 0.138152 , 0.145609 , 0.114032 
 679 , 0.125371 , 0.102076 , 0.104682 , 0.157498 , 0.123153 , 0.112951 , 0.107397 , 0.17028 , 0.114955 , 0.121395 , 0.210236 , 0.195398 , 0.222443 , 0.185364 , 0.202193 , 0.127905 , 0.137138 , 0.138754 , 0.146209 , 0.114664 
 680 , 0.125894 , 0.102611 , 0.105296 , 0.158223 , 0.123747 , 0.113662 , 0.108091 , 0.170954 , 0.115666 , 0.122093 , 0.211247 , 0.196279 , 0.223362 , 0.186136 , 0.203186 , 0.128572 , 0.137749 , 0.139364 , 0.146809 , 0.11531 
 681 , 0.126749 , 0.103537 , 0.106355 , 0.159047 , 0.124741 , 0.114703 , 0.109029 , 0.171901 , 0.116705 , 0.122967 , 0.212625 , 0.197429 , 0.224619 , 0.187143 , 0.204433 , 0.129528 , 0.138698 , 0.140224 , 0.1476 , 0.116288 
 682 , 0.127854 , 0.104725 , 0.1077 , 0.159928 , 0.12599 , 0.11592 , 0.110113 , 0.17304 , 0.117973 , 0.123957 , 0.214249 , 0.198738 , 0.226059 , 0.188322 , 0.205814 , 0.130679 , 0.139879 , 0.14122 , 0.148531 , 0.11745 
 683 , 0.128983 , 0.105943 , 0.109077 , 0.160829 , 0.127259 , 0.117168 , 0.111221 , 0.174198 , 0.119273 , 0.12497 , 0.215912 , 0.200077 , 0.227537 , 0.189521 , 0.207224 , 0.131862 , 0.14108 , 0.142247 , 0.149479 , 0.118637 
 684 , 0.13036 , 0.107427 , 0.110732 , 0.161883 , 0.128757 , 0.11867 , 0.112579 , 0.175584 , 0.120773 , 0.126214 , 0.21787 , 0.201645 , 0.229205 , 0.190921 , 0.208841 , 0.133285 , 0.142511 , 0.143464 , 0.1506 , 0.120057 
 685 , 0.132306 , 0.109537 , 0.113039 , 0.163282 , 0.130759 , 0.120786 , 0.114513 , 0.1775 , 0.122741 , 0.128007 , 0.220496 , 0.203724 , 0.231344 , 0.192758 , 0.210985 , 0.135314 , 0.14447 , 0.145154 , 0.152138 , 0.122011 
 686 , 0.134282 , 0.111686 , 0.115386 , 0.164706 , 0.132798 , 0.122951 , 0.116474 , 0.179454 , 0.124752 , 0.12983 , 0.223161 , 0.205848 , 0.233542 , 0.19463 , 0.213176 , 0.137388 , 0.146463 , 0.146886 , 0.153705 , 0.124 
 687 , 0.136289 , 0.11388 , 0.117779 , 0.16616 , 0.134882 , 0.125161 , 0.118479 , 0.181446 , 0.126793 , 0.13169 , 0.225876 , 0.208019 , 0.235776 , 0.19654 , 0.215408 , 0.139501 , 0.148502 , 0.148654 , 0.155302 , 0.126033 
 688 , 0.139085 , 0.116976 , 0.120974 , 0.168385 , 0.138011 , 0.128218 , 0.121231 , 0.184138 , 0.129799 , 0.134429 , 0.229329 , 0.210672 , 0.23849 , 0.198962 , 0.218114 , 0.142378 , 0.151262 , 0.15111 , 0.157498 , 0.128956 
