DHT_00010.spu,DHT_00009.spu,DHT_00008.spu,DHT_00007.spu,DHT_00006.spu,DHT_00005.spu,DHT_00004.spu,DHT_00003.spu,DHT_00002.spu,DHT_00001.spu,
Wavelength,DHT_00120.spu,DHT_00119.spu,DHT_00118.spu,DHT_00117.spu,DHT_00116.spu,DHT_00115.spu,DHT_00114.spu,DHT_00113.spu,DHT_00112.spu,DHT_00111.spu,DHT_00110.spu,DHT_00109.spu,DHT_00108.spu,DHT_00107.spu,DHT_00106.spu,DHT_00105.spu,DHT_00104.spu,DHT_00103.spu,DHT_00102.spu,DHT_00101.spu,DHT_00100.spu,DHT_00099.spu,DHT_00098.spu,DHT_00097.spu,DHT_00096.spu,DHT_00095.spu,DHT_00094.spu,DHT_00093.spu,DHT_00092.spu,DHT_00091.spu,DHT_00090.spu,DHT_00089.spu,DHT_00088.spu,DHT_00087.spu,DHT_00086.spu,DHT_00085.spu,DHT_00084.spu,DHT_00083.spu,DHT_00082.spu,DHT_00081.spu,DHT_00080.spu,DHT_00079.spu,DHT_00078.spu,DHT_00077.spu,DHT_00076.spu,DHT_00075.spu,DHT_00074.spu,DHT_00073.spu,DHT_00072.spu,DHT_00071.spu,DHT_00070.spu,DHT_00069.spu,DHT_00068.spu,DHT_00067.spu,DHT_00066.spu,DHT_00065.spu,DHT_00064.spu,DHT_00063.spu,DHT_00062.spu,DHT_00061.spu,DHT_00060.spu,DHT_00059.spu,DHT_00058.spu,DHT_00057.spu,DHT_00056.spu,DHT_00055.spu,DHT_00054.spu,DHT_00053.spu,DHT_00052.spu,DHT_00051.spu,DHT_00050.spu,DHT_00049.spu,DHT_00048.spu,DHT_00047.spu,DHT_00046.spu,DHT_00045.spu,DHT_00044.spu,DHT_00043.spu,DHT_00042.spu,DHT_00041.spu,DHT_00040.spu,DHT_00039.spu,DHT_00038.spu,DHT_00037.spu,DHT_00036.spu,DHT_00035.spu,DHT_00034.spu,DHT_00033.spu,DHT_00032.spu,DHT_00031.spu,DHT_00030.spu,DHT_00029.spu,DHT_00028.spu,DHT_00027.spu,DHT_00026.spu,DHT_00025.spu,DHT_00024.spu,DHT_00023.spu,DHT_00022.spu,DHT_00021.spu,DHT_00020.spu,DHT_00019.spu,DHT_00018.spu,DHT_00017.spu,DHT_00016.spu,DHT_00015.spu,DHT_00014.spu,DHT_00013.spu,DHT_00012.spu,DHT_00011.spu
 1088 , 0.281517 , 0.166655 , 0.192851 , 0.175291 , 0.203233 , 0.199319 , 0.198727 , 0.271145 , 0.211308 , 0.227458 , 0.283607 , 0.294335 , 0.290667 , 0.317554 , 0.324662 , 0.228878 , 0.259462 , 0.276371 , 0.270692 , 0.262745 , 0.199487 , 0.219353 , 0.266659 , 0.219629 , 0.18028 , 0.310149 , 0.329158 , 0.323085 , 0.333901 , 0.317623 , 0.299609 , 0.280068 , 0.293733 , 0.302084 , 0.261197 , 0.276824 , 0.29959 , 0.313363 , 0.311579 , 0.248222 , 0.29678 , 0.307891 , 0.307241 , 0.311697 , 0.286329 , 0.30657 , 0.312456 , 0.261483 , 0.273748 , 0.296652 , 0.278283 , 0.338051 , 0.278579 , 0.277504 , 0.306728 , 0.301167 , 0.295833 , 0.302587 , 0.278333 , 0.282691 , 0.274468 , 0.210263 , 0.247374 , 0.282503 , 0.233019 , 0.283962 , 0.238284 , 0.254621 , 0.210559 , 0.234645 , 0.250144 , 0.234133 , 0.23714 , 0.224727 , 0.196036 , 0.30308 , 0.316735 , 0.236351 , 0.399505 , 0.312308 , 0.250795 , 0.160128 , 0.112911 , 0.141158 , 0.132708 , 0.254995 , 0.226827 , 0.257588 , 0.150791 , 0.196134 , 0.308897 , 0.296908 , 0.274665 , 0.327462 , 0.319111 , 0.271145 , 0.282986 , 0.282227 , 0.251416 , 0.212205 , 0.210214 , 0.22096 , 0.184964 , 0.244505 , 0.225821 , 0.359683 , 0.304194 , 0.247551 , 0.335961 , 0.219048 
 1089 , 0.2772 , 0.164684 , 0.191571 , 0.175758 , 0.202566 , 0.198581 , 0.199205 , 0.272362 , 0.20786 , 0.226499 , 0.280085 , 0.293192 , 0.290287 , 0.316708 , 0.323539 , 0.226747 , 0.255547 , 0.271926 , 0.271569 , 0.262705 , 0.196697 , 0.219599 , 0.262993 , 0.216763 , 0.17903 , 0.306278 , 0.327723 , 0.322339 , 0.33035 , 0.316876 , 0.299695 , 0.278935 , 0.290138 , 0.298843 , 0.258651 , 0.274949 , 0.296295 , 0.31067 , 0.306764 , 0.2472 , 0.295125 , 0.307428 , 0.306318 , 0.313288 , 0.282435 , 0.307408 , 0.309381 , 0.262378 , 0.270399 , 0.295065 , 0.274444 , 0.33498 , 0.277775 , 0.277111 , 0.302818 , 0.29918 , 0.296166 , 0.302947 , 0.27716 , 0.280591 , 0.273393 , 0.206363 , 0.241529 , 0.281116 , 0.229344 , 0.279718 , 0.234638 , 0.252395 , 0.206809 , 0.236007 , 0.246962 , 0.230217 , 0.23677 , 0.222048 , 0.191641 , 0.302174 , 0.312822 , 0.231783 , 0.398738 , 0.309451 , 0.250144 , 0.159598 , 0.107866 , 0.142129 , 0.134555 , 0.253991 , 0.223971 , 0.254318 , 0.14667 , 0.192414 , 0.306407 , 0.295829 , 0.274543 , 0.326454 , 0.318294 , 0.266493 , 0.283416 , 0.279401 , 0.247725 , 0.212213 , 0.209437 , 0.218944 , 0.18943 , 0.242223 , 0.229374 , 0.354649 , 0.300518 , 0.243373 , 0.337657 , 0.218359 
 1090 , 0.273321 , 0.162249 , 0.190345 , 0.175962 , 0.202025 , 0.196881 , 0.199843 , 0.273601 , 0.203787 , 0.226548 , 0.277054 , 0.292228 , 0.290337 , 0.31608 , 0.321906 , 0.224726 , 0.251101 , 0.267776 , 0.2725 , 0.262511 , 0.193648 , 0.21825 , 0.260579 , 0.213796 , 0.177613 , 0.302298 , 0.325499 , 0.321825 , 0.326199 , 0.316831 , 0.299525 , 0.277315 , 0.285502 , 0.295281 , 0.255835 , 0.271349 , 0.293549 , 0.307222 , 0.302728 , 0.245776 , 0.292689 , 0.307442 , 0.30465 , 0.314429 , 0.278576 , 0.307933 , 0.306872 , 0.263852 , 0.267926 , 0.29376 , 0.269998 , 0.330163 , 0.275423 , 0.275663 , 0.300196 , 0.295311 , 0.295631 , 0.303689 , 0.276324 , 0.278516 , 0.27214 , 0.203427 , 0.235706 , 0.279907 , 0.224396 , 0.276103 , 0.231082 , 0.249869 , 0.201985 , 0.237688 , 0.243694 , 0.225107 , 0.236177 , 0.218691 , 0.185741 , 0.301617 , 0.309194 , 0.226027 , 0.396404 , 0.306912 , 0.248778 , 0.159266 , 0.103005 , 0.143572 , 0.136685 , 0.252332 , 0.221133 , 0.249829 , 0.142361 , 0.188983 , 0.303429 , 0.29377 , 0.273961 , 0.325479 , 0.317191 , 0.262441 , 0.28328 , 0.276734 , 0.245545 , 0.212425 , 0.208652 , 0.217279 , 0.193878 , 0.238469 , 0.231993 , 0.349751 , 0.297223 , 0.23951 , 0.339412 , 0.21769 
 1091 , 0.269099 , 0.158738 , 0.191665 , 0.174168 , 0.197805 , 0.196346 , 0.198575 , 0.271895 , 0.201401 , 0.224207 , 0.276566 , 0.29003 , 0.289959 , 0.312248 , 0.316605 , 0.222059 , 0.247519 , 0.26456 , 0.268319 , 0.260538 , 0.191402 , 0.215291 , 0.258623 , 0.209871 , 0.174269 , 0.297163 , 0.322228 , 0.318742 , 0.321458 , 0.316503 , 0.298399 , 0.274175 , 0.280375 , 0.293232 , 0.249687 , 0.267235 , 0.291337 , 0.302806 , 0.299939 , 0.243659 , 0.290061 , 0.303221 , 0.300901 , 0.312674 , 0.275178 , 0.306271 , 0.301631 , 0.262503 , 0.266222 , 0.290638 , 0.2669 , 0.325966 , 0.270568 , 0.271308 , 0.297517 , 0.290881 , 0.292918 , 0.302461 , 0.271642 , 0.275563 , 0.27076 , 0.201036 , 0.230205 , 0.272219 , 0.221411 , 0.271875 , 0.227115 , 0.247083 , 0.196741 , 0.235301 , 0.239657 , 0.220367 , 0.234733 , 0.214825 , 0.180916 , 0.298885 , 0.30464 , 0.218776 , 0.391496 , 0.304174 , 0.245949 , 0.155668 , 0.102063 , 0.142143 , 0.135183 , 0.251227 , 0.218138 , 0.243943 , 0.139377 , 0.183884 , 0.298419 , 0.29076 , 0.272969 , 0.323322 , 0.312583 , 0.256931 , 0.279261 , 0.272554 , 0.242393 , 0.213903 , 0.208027 , 0.213255 , 0.193397 , 0.234389 , 0.229951 , 0.345266 , 0.294721 , 0.234612 , 0.340282 , 0.215119 
 1092 , 0.264046 , 0.155063 , 0.193944 , 0.171557 , 0.191877 , 0.196834 , 0.196248 , 0.268416 , 0.199734 , 0.220023 , 0.277136 , 0.286762 , 0.288685 , 0.306629 , 0.309447 , 0.219056 , 0.244219 , 0.261948 , 0.261393 , 0.257824 , 0.18945 , 0.212506 , 0.256508 , 0.205184 , 0.169758 , 0.291533 , 0.318774 , 0.314198 , 0.317046 , 0.315915 , 0.296037 , 0.270113 , 0.275244 , 0.291975 , 0.241782 , 0.263809 , 0.289405 , 0.298032 , 0.297919 , 0.241062 , 0.287173 , 0.297302 , 0.296264 , 0.309334 , 0.271985 , 0.303709 , 0.294916 , 0.259562 , 0.264375 , 0.28634 , 0.26457 , 0.322188 , 0.265743 , 0.265588 , 0.294371 , 0.287101 , 0.289446 , 0.299143 , 0.265105 , 0.27146 , 0.269146 , 0.198201 , 0.224712 , 0.260632 , 0.219899 , 0.267881 , 0.22283 , 0.243942 , 0.191414 , 0.230358 , 0.235581 , 0.21629 , 0.232671 , 0.210757 , 0.177429 , 0.294834 , 0.299379 , 0.211549 , 0.385934 , 0.301796 , 0.24278 , 0.15024 , 0.102978 , 0.138846 , 0.131689 , 0.251089 , 0.214788 , 0.237258 , 0.136923 , 0.177923 , 0.292654 , 0.287574 , 0.271573 , 0.320892 , 0.306681 , 0.250688 , 0.273352 , 0.267306 , 0.237998 , 0.216043 , 0.207744 , 0.207652 , 0.190417 , 0.231098 , 0.226686 , 0.34151 , 0.291934 , 0.229052 , 0.340934 , 0.211529 
 1093 , 0.257455 , 0.152315 , 0.195341 , 0.16936 , 0.186248 , 0.198526 , 0.193675 , 0.264223 , 0.197855 , 0.214282 , 0.27714 , 0.282378 , 0.285709 , 0.300523 , 0.302199 , 0.216042 , 0.240599 , 0.259707 , 0.253956 , 0.255485 , 0.187274 , 0.212176 , 0.253463 , 0.199888 , 0.164729 , 0.286202 , 0.316154 , 0.309208 , 0.314236 , 0.315033 , 0.291775 , 0.265679 , 0.27076 , 0.290853 , 0.233653 , 0.262808 , 0.287522 , 0.293609 , 0.296353 , 0.23821 , 0.283908 , 0.292414 , 0.291985 , 0.305614 , 0.268738 , 0.301592 , 0.287993 , 0.256124 , 0.261289 , 0.281425 , 0.262567 , 0.318783 , 0.264118 , 0.260064 , 0.29013 , 0.28572 , 0.286768 , 0.293074 , 0.258691 , 0.265637 , 0.267135 , 0.193633 , 0.218944 , 0.247492 , 0.219793 , 0.265365 , 0.218295 , 0.240316 , 0.186457 , 0.22413 , 0.232417 , 0.213423 , 0.230122 , 0.206886 , 0.176033 , 0.290256 , 0.293567 , 0.206173 , 0.381924 , 0.30068 , 0.240599 , 0.144342 , 0.103684 , 0.134474 , 0.127685 , 0.252793 , 0.210783 , 0.230395 , 0.134243 , 0.171958 , 0.287543 , 0.285154 , 0.269723 , 0.319349 , 0.301927 , 0.244475 , 0.267565 , 0.261342 , 0.231778 , 0.218263 , 0.208122 , 0.201113 , 0.187232 , 0.2303 , 0.226152 , 0.33917 , 0.287501 , 0.223176 , 0.342114 , 0.207776 
 1094 , 0.254152 , 0.149834 , 0.196043 , 0.16783 , 0.183918 , 0.199825 , 0.191738 , 0.260747 , 0.197268 , 0.209989 , 0.277677 , 0.279126 , 0.282664 , 0.296056 , 0.295726 , 0.215317 , 0.237712 , 0.258649 , 0.248484 , 0.253257 , 0.186027 , 0.212728 , 0.250604 , 0.196362 , 0.160212 , 0.283143 , 0.314105 , 0.3049 , 0.31288 , 0.313881 , 0.287309 , 0.261078 , 0.267918 , 0.288566 , 0.228241 , 0.262719 , 0.285999 , 0.290005 , 0.296056 , 0.234559 , 0.281673 , 0.288076 , 0.287554 , 0.301767 , 0.266235 , 0.297836 , 0.283196 , 0.25167 , 0.258904 , 0.276793 , 0.261557 , 0.316449 , 0.263134 , 0.255708 , 0.288907 , 0.285338 , 0.283633 , 0.287203 , 0.254323 , 0.26111 , 0.26568 , 0.191792 , 0.216052 , 0.238245 , 0.218939 , 0.265393 , 0.215285 , 0.236572 , 0.183438 , 0.218556 , 0.230883 , 0.211609 , 0.227996 , 0.204161 , 0.177206 , 0.286915 , 0.289642 , 0.203394 , 0.378362 , 0.299775 , 0.238746 , 0.142365 , 0.104691 , 0.131189 , 0.124445 , 0.25428 , 0.208199 , 0.225012 , 0.133511 , 0.168533 , 0.283133 , 0.281034 , 0.26811 , 0.318505 , 0.298241 , 0.239012 , 0.26355 , 0.256869 , 0.227729 , 0.220772 , 0.208231 , 0.196682 , 0.187487 , 0.228731 , 0.224032 , 0.338184 , 0.285562 , 0.218353 , 0.3443 , 0.205866 
 1095 , 0.256144 , 0.147907 , 0.195603 , 0.167471 , 0.187014 , 0.200464 , 0.190903 , 0.258542 , 0.198757 , 0.208091 , 0.279036 , 0.27774 , 0.279544 , 0.294377 , 0.29066 , 0.218344 , 0.236104 , 0.259504 , 0.246335 , 0.251304 , 0.186323 , 0.214725 , 0.24815 , 0.195754 , 0.156614 , 0.283887 , 0.313077 , 0.30182 , 0.314006 , 0.312386 , 0.28259 , 0.256371 , 0.267855 , 0.284481 , 0.227364 , 0.26416 , 0.28514 , 0.287862 , 0.297823 , 0.229719 , 0.281143 , 0.284859 , 0.283001 , 0.297823 , 0.265003 , 0.2916 , 0.281975 , 0.24573 , 0.257711 , 0.272781 , 0.262161 , 0.315897 , 0.263328 , 0.253368 , 0.292562 , 0.286609 , 0.279911 , 0.281704 , 0.253411 , 0.258802 , 0.265122 , 0.194371 , 0.217836 , 0.235521 , 0.216939 , 0.269734 , 0.214811 , 0.232766 , 0.183655 , 0.214141 , 0.232096 , 0.211602 , 0.226619 , 0.20336 , 0.182585 , 0.285702 , 0.288824 , 0.205002 , 0.375671 , 0.299281 , 0.23753 , 0.146816 , 0.106131 , 0.129736 , 0.122508 , 0.255409 , 0.207983 , 0.222157 , 0.135894 , 0.169383 , 0.280052 , 0.274337 , 0.266915 , 0.318878 , 0.296505 , 0.234991 , 0.262518 , 0.254923 , 0.227224 , 0.22368 , 0.207919 , 0.1957 , 0.193269 , 0.226003 , 0.219489 , 0.339577 , 0.287635 , 0.215405 , 0.348123 , 0.207022 
 1096 , 0.259871 , 0.145091 , 0.196014 , 0.165914 , 0.190025 , 0.199425 , 0.190914 , 0.25746 , 0.20087 , 0.206748 , 0.280727 , 0.27816 , 0.281282 , 0.294571 , 0.287871 , 0.221781 , 0.234315 , 0.261682 , 0.244437 , 0.249615 , 0.186847 , 0.216292 , 0.246815 , 0.196448 , 0.155047 , 0.286027 , 0.310594 , 0.300071 , 0.313149 , 0.311049 , 0.280127 , 0.252704 , 0.268504 , 0.281115 , 0.227137 , 0.263971 , 0.283504 , 0.286538 , 0.29896 , 0.226237 , 0.279282 , 0.27906 , 0.27906 , 0.295105 , 0.26386 , 0.286804 , 0.282371 , 0.23987 , 0.257371 , 0.267204 , 0.264115 , 0.317549 , 0.260548 , 0.252748 , 0.297849 , 0.288449 , 0.277615 , 0.278871 , 0.252382 , 0.257393 , 0.266604 , 0.197192 , 0.220715 , 0.23427 , 0.214759 , 0.270138 , 0.213826 , 0.231559 , 0.184392 , 0.211626 , 0.231815 , 0.211137 , 0.226281 , 0.203114 , 0.187447 , 0.284382 , 0.289716 , 0.205303 , 0.370372 , 0.29676 , 0.236193 , 0.150825 , 0.107857 , 0.129291 , 0.120302 , 0.255682 , 0.20907 , 0.219726 , 0.139235 , 0.169314 , 0.277215 , 0.264837 , 0.26536 , 0.316638 , 0.292705 , 0.230181 , 0.263226 , 0.252926 , 0.230426 , 0.226126 , 0.20857 , 0.196981 , 0.198748 , 0.220303 , 0.212381 , 0.336794 , 0.289838 , 0.211337 , 0.349439 , 0.209737 
 1097 , 0.263187 , 0.142336 , 0.196059 , 0.164324 , 0.193054 , 0.197911 , 0.190654 , 0.256056 , 0.202447 , 0.20543 , 0.281792 , 0.278204 , 0.282501 , 0.294626 , 0.285186 , 0.224881 , 0.232789 , 0.263325 , 0.242411 , 0.24808 , 0.187214 , 0.217304 , 0.245508 , 0.196882 , 0.153444 , 0.287723 , 0.307997 , 0.298066 , 0.311905 , 0.309082 , 0.277461 , 0.248834 , 0.269004 , 0.277564 , 0.226755 , 0.263427 , 0.281358 , 0.285323 , 0.299643 , 0.222469 , 0.277015 , 0.273655 , 0.275164 , 0.292272 , 0.262479 , 0.282238 , 0.282341 , 0.233943 , 0.256696 , 0.261393 , 0.265462 , 0.31843 , 0.257725 , 0.252422 , 0.302145 , 0.289883 , 0.275004 , 0.275632 , 0.250937 , 0.255908 , 0.267439 , 0.199236 , 0.223144 , 0.232949 , 0.212104 , 0.27025 , 0.21263 , 0.230046 , 0.184951 , 0.209327 , 0.230983 , 0.210321 , 0.225726 , 0.20255 , 0.191534 , 0.282878 , 0.290146 , 0.205144 , 0.365251 , 0.294169 , 0.234229 , 0.154335 , 0.10916 , 0.128622 , 0.118143 , 0.255668 , 0.21023 , 0.217247 , 0.142085 , 0.168975 , 0.274307 , 0.255668 , 0.263256 , 0.313688 , 0.288718 , 0.225509 , 0.263702 , 0.251039 , 0.2336 , 0.227246 , 0.208641 , 0.197465 , 0.203865 , 0.215053 , 0.204264 , 0.332841 , 0.291689 , 0.207807 , 0.350155 , 0.211796 
 1098 , 0.262563 , 0.140878 , 0.193497 , 0.162724 , 0.195573 , 0.192804 , 0.188604 , 0.252849 , 0.199492 , 0.204748 , 0.27812 , 0.275891 , 0.280232 , 0.294298 , 0.285136 , 0.22468 , 0.233808 , 0.260909 , 0.240108 , 0.248602 , 0.186246 , 0.21418 , 0.245364 , 0.195585 , 0.152786 , 0.286156 , 0.305186 , 0.295425 , 0.307908 , 0.303414 , 0.274401 , 0.244965 , 0.268676 , 0.273908 , 0.225631 , 0.260264 , 0.27609 , 0.286086 , 0.296962 , 0.218146 , 0.271738 , 0.272371 , 0.273275 , 0.289758 , 0.260041 , 0.28178 , 0.279751 , 0.229561 , 0.253905 , 0.254691 , 0.262329 , 0.313598 , 0.254961 , 0.255137 , 0.297748 , 0.288409 , 0.271562 , 0.270576 , 0.247018 , 0.254585 , 0.263584 , 0.194705 , 0.22163 , 0.232201 , 0.206895 , 0.267913 , 0.210004 , 0.227613 , 0.184181 , 0.210144 , 0.226194 , 0.207153 , 0.223906 , 0.199926 , 0.188499 , 0.28049 , 0.287459 , 0.201428 , 0.362121 , 0.291846 , 0.228177 , 0.153021 , 0.107043 , 0.126612 , 0.116828 , 0.253694 , 0.21208 , 0.215154 , 0.140421 , 0.166701 , 0.272277 , 0.250198 , 0.257272 , 0.305796 , 0.284432 , 0.223449 , 0.263009 , 0.250397 , 0.236283 , 0.217946 , 0.204701 , 0.192042 , 0.2049 , 0.214661 , 0.191584 , 0.32052 , 0.290439 , 0.2091 , 0.346095 , 0.208619 
 1099 , 0.261221 , 0.139562 , 0.189063 , 0.161544 , 0.197677 , 0.188822 , 0.185986 , 0.248529 , 0.196446 , 0.204602 , 0.272187 , 0.271705 , 0.274914 , 0.291647 , 0.28325 , 0.22335 , 0.234896 , 0.256708 , 0.237454 , 0.247624 , 0.184563 , 0.209572 , 0.243667 , 0.192984 , 0.150324 , 0.282659 , 0.303109 , 0.291515 , 0.303832 , 0.29476 , 0.27121 , 0.240614 , 0.266565 , 0.269774 , 0.223338 , 0.25736 , 0.270643 , 0.285446 , 0.293469 , 0.21254 , 0.267747 , 0.272501 , 0.270945 , 0.286399 , 0.256467 , 0.279667 , 0.275782 , 0.224303 , 0.250242 , 0.248915 , 0.256901 , 0.306402 , 0.253294 , 0.256636 , 0.291683 , 0.285169 , 0.267084 , 0.264888 , 0.242219 , 0.252474 , 0.257565 , 0.190848 , 0.219598 , 0.229744 , 0.200705 , 0.265926 , 0.208233 , 0.222819 , 0.182476 , 0.209331 , 0.221215 , 0.203492 , 0.221227 , 0.196543 , 0.184394 , 0.2784 , 0.283395 , 0.197279 , 0.360982 , 0.288643 , 0.220937 , 0.151265 , 0.10408 , 0.124494 , 0.115626 , 0.25029 , 0.211973 , 0.213264 , 0.138464 , 0.165042 , 0.269316 , 0.246755 , 0.251472 , 0.298572 , 0.279076 , 0.220527 , 0.259097 , 0.250495 , 0.236199 , 0.208559 , 0.199499 , 0.185299 , 0.20529 , 0.214217 , 0.176998 , 0.306812 , 0.290477 , 0.21143 , 0.340738 , 0.204192 
 1100 , 0.259554 , 0.138245 , 0.183925 , 0.160483 , 0.199644 , 0.185129 , 0.183068 , 0.24371 , 0.193275 , 0.204648 , 0.265364 , 0.26673 , 0.26832 , 0.288062 , 0.280575 , 0.221584 , 0.236049 , 0.251719 , 0.234596 , 0.246057 , 0.182596 , 0.204325 , 0.241339 , 0.189848 , 0.147123 , 0.278315 , 0.301223 , 0.287019 , 0.299621 , 0.28492 , 0.267835 , 0.23595 , 0.263738 , 0.265315 , 0.220541 , 0.254475 , 0.26498 , 0.284225 , 0.289589 , 0.206312 , 0.264148 , 0.273187 , 0.268369 , 0.282611 , 0.252389 , 0.276837 , 0.27115 , 0.218616 , 0.246156 , 0.243338 , 0.250527 , 0.298169 , 0.251992 , 0.257666 , 0.284883 , 0.281158 , 0.262062 , 0.258821 , 0.23698 , 0.250005 , 0.250626 , 0.187116 , 0.217313 , 0.226588 , 0.194007 , 0.264048 , 0.206734 , 0.21704 , 0.180374 , 0.207864 , 0.216046 , 0.199545 , 0.218145 , 0.192815 , 0.179803 , 0.276341 , 0.278712 , 0.192902 , 0.360574 , 0.285032 , 0.213104 , 0.14932 , 0.10076 , 0.122252 , 0.114455 , 0.246293 , 0.211117 , 0.211403 , 0.136333 , 0.16355 , 0.265898 , 0.243971 , 0.245622 , 0.291389 , 0.273274 , 0.217238 , 0.253904 , 0.25085 , 0.234969 , 0.198837 , 0.193684 , 0.177878 , 0.205443 , 0.213749 , 0.161464 , 0.292482 , 0.290992 , 0.214221 , 0.334834 , 0.199123 
 1101 , 0.253625 , 0.137468 , 0.178825 , 0.155558 , 0.191149 , 0.180103 , 0.177598 , 0.237095 , 0.187135 , 0.200699 , 0.256131 , 0.25948 , 0.26035 , 0.279641 , 0.275128 , 0.212908 , 0.233439 , 0.243513 , 0.229655 , 0.239882 , 0.177879 , 0.197886 , 0.235203 , 0.184309 , 0.142799 , 0.269989 , 0.297181 , 0.281469 , 0.294394 , 0.274463 , 0.263367 , 0.231112 , 0.255824 , 0.260145 , 0.217766 , 0.245507 , 0.260222 , 0.279935 , 0.281086 , 0.19827 , 0.257179 , 0.267368 , 0.26439 , 0.27702 , 0.246914 , 0.269478 , 0.262037 , 0.214928 , 0.238361 , 0.23753 , 0.240905 , 0.28859 , 0.243666 , 0.249675 , 0.277046 , 0.271523 , 0.2581 , 0.252564 , 0.230396 , 0.243168 , 0.241864 , 0.181791 , 0.211361 , 0.220489 , 0.189538 , 0.254891 , 0.20369 , 0.211437 , 0.17669 , 0.202233 , 0.208203 , 0.192721 , 0.209187 , 0.188579 , 0.17329 , 0.272559 , 0.275576 , 0.189244 , 0.35572 , 0.278964 , 0.203077 , 0.141802 , 0.097594 , 0.11686 , 0.110685 , 0.238208 , 0.204329 , 0.206874 , 0.131127 , 0.16016 , 0.261104 , 0.242298 , 0.236967 , 0.286174 , 0.261513 , 0.210364 , 0.242772 , 0.244612 , 0.229233 , 0.191328 , 0.188183 , 0.171116 , 0.196672 , 0.208996 , 0.149153 , 0.282709 , 0.282441 , 0.205557 , 0.323478 , 0.191328 
 1102 , 0.24659 , 0.136166 , 0.176335 , 0.149622 , 0.179961 , 0.174262 , 0.171672 , 0.230464 , 0.180147 , 0.195582 , 0.247254 , 0.251823 , 0.252687 , 0.270486 , 0.269211 , 0.203153 , 0.22972 , 0.234462 , 0.224659 , 0.233771 , 0.172947 , 0.191132 , 0.228737 , 0.178726 , 0.138531 , 0.260829 , 0.292058 , 0.275534 , 0.288591 , 0.264748 , 0.25804 , 0.225708 , 0.247068 , 0.253736 , 0.216224 , 0.234648 , 0.254719 , 0.275374 , 0.271695 , 0.190083 , 0.249193 , 0.258903 , 0.25974 , 0.271456 , 0.241688 , 0.260577 , 0.251677 , 0.212 , 0.229919 , 0.231726 , 0.231048 , 0.278934 , 0.233479 , 0.240001 , 0.268786 , 0.260683 , 0.253032 , 0.24639 , 0.223517 , 0.235618 , 0.233054 , 0.174568 , 0.204163 , 0.213514 , 0.185088 , 0.243627 , 0.199275 , 0.206129 , 0.172589 , 0.195874 , 0.199899 , 0.184889 , 0.199102 , 0.184623 , 0.166067 , 0.268201 , 0.273103 , 0.186071 , 0.34903 , 0.272691 , 0.192992 , 0.13347 , 0.094643 , 0.110078 , 0.106279 , 0.229972 , 0.197282 , 0.20136 , 0.124809 , 0.155746 , 0.255343 , 0.24016 , 0.228285 , 0.281139 , 0.248981 , 0.203286 , 0.231088 , 0.236175 , 0.222959 , 0.183308 , 0.182843 , 0.164313 , 0.186935 , 0.203114 , 0.137216 , 0.274896 , 0.270699 , 0.193736 , 0.312155 , 0.18198 
 1103 , 0.239212 , 0.134104 , 0.177019 , 0.143388 , 0.168056 , 0.167763 , 0.16578 , 0.224177 , 0.172816 , 0.189988 , 0.239296 , 0.244238 , 0.245704 , 0.261591 , 0.263378 , 0.193645 , 0.225531 , 0.225182 , 0.220073 , 0.22877 , 0.168349 , 0.18425 , 0.222739 , 0.173612 , 0.134551 , 0.251623 , 0.286133 , 0.269381 , 0.282364 , 0.256021 , 0.251916 , 0.219654 , 0.238514 , 0.246053 , 0.21622 , 0.222948 , 0.248119 , 0.27121 , 0.262261 , 0.182086 , 0.240748 , 0.248817 , 0.254597 , 0.266338 , 0.237076 , 0.250939 , 0.24086 , 0.209519 , 0.221525 , 0.22595 , 0.221622 , 0.269465 , 0.222683 , 0.230348 , 0.260279 , 0.249669 , 0.246444 , 0.240329 , 0.216596 , 0.228212 , 0.224582 , 0.165571 , 0.196326 , 0.206224 , 0.18016 , 0.231548 , 0.193604 , 0.201128 , 0.168391 , 0.189625 , 0.191621 , 0.176544 , 0.188955 , 0.181123 , 0.158451 , 0.263573 , 0.271084 , 0.183301 , 0.341138 , 0.26677 , 0.183259 , 0.125379 , 0.091916 , 0.102428 , 0.10173 , 0.222432 , 0.191202 , 0.195251 , 0.11791 , 0.15055 , 0.248775 , 0.237188 , 0.22017 , 0.275859 , 0.236839 , 0.196731 , 0.220045 , 0.226704 , 0.217099 , 0.174185 , 0.177605 , 0.157265 , 0.177982 , 0.196898 , 0.12496 , 0.268362 , 0.257263 , 0.180844 , 0.302076 , 0.17149 
