DHT_00005.spu,DHT_00004.spu,DHT_00003.spu,DHT_00002.spu,DHT_00001.spu,
Wavelength,DHT_00011.spu,DHT_00012.spu,DHT_00013.spu,DHT_00014.spu,DHT_00015.spu,DHT_00016.spu,DHT_00017.spu,DHT_00018.spu,DHT_00019.spu,DHT_00020.spu,DHT_00021.spu,DHT_00022.spu,DHT_00023.spu,DHT_00024.spu,DHT_00025.spu,DHT_00026.spu,DHT_00027.spu,DHT_00028.spu,DHT_00029.spu,DHT_00030.spu,DHT_00031.spu,DHT_00032.spu,DHT_00033.spu,DHT_00034.spu,DHT_00035.spu,DHT_00036.spu,DHT_00037.spu,DHT_00038.spu,DHT_00039.spu,DHT_00040.spu,DHT_00041.spu,DHT_00042.spu,DHT_00043.spu,DHT_00044.spu,DHT_00045.spu,DHT_00046.spu,DHT_00047.spu,DHT_00048.spu,DHT_00049.spu,DHT_00050.spu,DHT_00051.spu,DHT_00052.spu,DHT_00053.spu,DHT_00054.spu,DHT_00055.spu,DHT_00056.spu,DHT_00057.spu,DHT_00058.spu,DHT_00059.spu,DHT_00060.spu,DHT_00061.spu,DHT_00062.spu,DHT_00063.spu,DHT_00064.spu,DHT_00065.spu,DHT_00066.spu,DHT_00067.spu,DHT_00068.spu,DHT_00069.spu,DHT_00070.spu,DHT_00071.spu,DHT_00072.spu,DHT_00073.spu,DHT_00074.spu,DHT_00075.spu,DHT_00076.spu,DHT_00077.spu,DHT_00078.spu,DHT_00079.spu,DHT_00080.spu,DHT_00081.spu,DHT_00082.spu,DHT_00083.spu,DHT_00084.spu,DHT_00085.spu,DHT_00086.spu,DHT_00087.spu,DHT_00088.spu,DHT_00089.spu,DHT_00090.spu,DHT_00091.spu,DHT_00092.spu,DHT_00093.spu,DHT_00094.spu,DHT_00095.spu,DHT_00096.spu,DHT_00097.spu,DHT_00098.spu,DHT_00099.spu,DHT_00100.spu,DHT_00101.spu,DHT_00102.spu,DHT_00103.spu,DHT_00104.spu,DHT_00105.spu,DHT_00106.spu,DHT_00107.spu,DHT_00108.spu,DHT_00109.spu,DHT_00110.spu,DHT_00111.spu,DHT_00112.spu,DHT_00113.spu,DHT_00114.spu,DHT_00115.spu,DHT_00116.spu,DHT_00117.spu,DHT_00118.spu,DHT_00119.spu,DHT_00120.spu,DHT_00121.spu,DHT_00122.spu,DHT_00123.spu,DHT_00124.spu,DHT_00125.spu,DHT_00126.spu,DHT_00127.spu,DHT_00128.spu,DHT_00129.spu,DHT_00130.spu,DHT_00131.spu,DHT_00132.spu,DHT_00133.spu,DHT_00134.spu,DHT_00135.spu,DHT_00136.spu,DHT_00137.spu,DHT_00138.spu,DHT_00139.spu,DHT_00140.spu,DHT_00141.spu,DHT_00142.spu,DHT_00143.spu,DHT_00144.spu,DHT_00145.spu,DHT_00146.spu,DHT_00147.spu,DHT_00148.spu,DHT_00149.spu,DHT_00150.spu,DHT_00151.spu,DHT_00152.spu,DHT_00153.spu,DHT_00154.spu,DHT_00155.spu,DHT_00156.spu,DHT_00157.spu,DHT_00158.spu,DHT_00159.spu,DHT_00160.spu,DHT_00161.spu,DHT_00162.spu,DHT_00163.spu,DHT_00164.spu,DHT_00165.spu,DHT_00166.spu,DHT_00167.spu,DHT_00168.spu,DHT_00169.spu,DHT_00170.spu,DHT_00171.spu
 1050 , 0.368974 , 0.46218 , 0.434019 , 0.32898 , 0.52946 , 0.292838 , 0.293365 , 0.287046 , 0.274239 , 0.279628 , 0.308138 , 0.370252 , 0.332295 , 0.373532 , 0.389583 , 0.352744 , 0.441973 , 0.452841 , 0.379788 , 0.40508 , 0.417682 , 0.433715 , 0.390861 , 0.331303 , 0.372057 , 0.322447 , 0.140091 , 0.164704 , 0.174455 , 0.275213 , 0.258081 , 0.319211 , 0.422946 , 0.323975 , 0.361225 , 0.196575 , 0.282497 , 0.327451 , 0.272899 , 0.334136 , 0.380074 , 0.342609 , 0.245014 , 0.327183 , 0.32015 , 0.367633 , 0.377384 , 0.328703 , 0.368286 , 0.307173 , 0.342323 , 0.416011 , 0.378465 , 0.446344 , 0.352851 , 0.373434 , 0.391728 , 0.383363 , 0.508475 , 0.520782 , 0.444047 , 0.33865 , 0.329266 , 0.327684 , 0.386098 , 0.331384 , 0.417869 , 0.366016 , 0.310739 , 0.341519 , 0.343985 , 0.320025 , 0.428478 , 0.398663 , 0.397341 , 0.388126 , 0.292435 , 0.35648 , 0.357016 , 0.318747 , 0.355139 , 0.483272 , 0.467569 , 0.445691 , 0.468213 , 0.47202 , 0.269485 , 0.318988 , 0.352118 , 0.260833 , 0.221813 , 0.365301 , 0.342448 , 0.371548 , 0.315484 , 0.290523 , 0.31889 , 0.434841 , 0.285259 , 0.288896 , 0.389789 , 0.226041 , 0.300103 , 0.235166 , 0.22024 , 0.194573 , 0.171318 , 0.287413 , 0.24345 , 0.216308 , 0.24606 , 0.09091 , 0.141047 , 0.280316 , 0.265356 , 0.100535 , 0.245846 , 0.300059 , 0.300264 , 0.303955 , 0.190524 , 0.373005 , 0.383014 , 0.390236 , 0.381182 , 0.343842 , 0.377554 , 0.342493 , 0.364863 , 0.468481 , 0.412731 , 0.301355 , 0.331741 , 0.325449 , 0.339231 , 0.315467 , 0.209176 , 0.243432 , 0.346211 , 0.269905 , 0.277135 , 0.262773 , 0.279932 , 0.329525 , 0.292471 , 0.159038 , 0.241305 , 0.272729 , 0.23916 , 0.411336 , 0.375427 , 0.40029 , 0.390665 , 0.342922 , 0.249724 , 0.24581 , 0.292248 , 0.319944 , 0.37456 , 0.310578 , 0.31485 
 1051 , 0.3644 , 0.458947 , 0.433633 , 0.32484 , 0.527867 , 0.288441 , 0.290035 , 0.285298 , 0.271715 , 0.27732 , 0.304326 , 0.365474 , 0.331108 , 0.370345 , 0.386946 , 0.348228 , 0.440573 , 0.451721 , 0.378082 , 0.403082 , 0.41654 , 0.43204 , 0.388433 , 0.32912 , 0.370014 , 0.3191 , 0.135217 , 0.162769 , 0.170524 , 0.273371 , 0.254048 , 0.316163 , 0.419772 , 0.322315 , 0.357559 , 0.192497 , 0.280347 , 0.326129 , 0.2691 , 0.333176 , 0.379434 , 0.339391 , 0.243348 , 0.32527 , 0.316423 , 0.365071 , 0.376255 , 0.325529 , 0.367068 , 0.305195 , 0.339516 , 0.412018 , 0.375145 , 0.444369 , 0.351523 , 0.369101 , 0.387779 , 0.377956 , 0.507282 , 0.520883 , 0.442319 , 0.332281 , 0.326273 , 0.323613 , 0.383875 , 0.327347 , 0.413397 , 0.363638 , 0.306941 , 0.339453 , 0.339776 , 0.316593 , 0.425199 , 0.396957 , 0.395157 , 0.385612 , 0.288656 , 0.355768 , 0.356233 , 0.314838 , 0.351532 , 0.481708 , 0.463872 , 0.442874 , 0.46568 , 0.469558 , 0.267023 , 0.316942 , 0.350001 , 0.258167 , 0.218948 , 0.363853 , 0.340752 , 0.368841 , 0.312564 , 0.288835 , 0.316513 , 0.430867 , 0.281663 , 0.286624 , 0.386534 , 0.2221 , 0.296267 , 0.231233 , 0.215035 , 0.189157 , 0.165088 , 0.284922 , 0.239892 , 0.213701 , 0.24145 , 0.085324 , 0.136113 , 0.276523 , 0.26037 , 0.094305 , 0.24059 , 0.292945 , 0.294449 , 0.297834 , 0.183346 , 0.369199 , 0.380813 , 0.38726 , 0.378565 , 0.340769 , 0.375583 , 0.339507 , 0.361498 , 0.465107 , 0.40815 , 0.29744 , 0.329783 , 0.324133 , 0.337913 , 0.311803 , 0.209053 , 0.242309 , 0.34419 , 0.266674 , 0.273891 , 0.261579 , 0.278198 , 0.326129 , 0.290187 , 0.155579 , 0.239435 , 0.270891 , 0.236579 , 0.41097 , 0.374285 , 0.398193 , 0.389167 , 0.341549 , 0.245309 , 0.242157 , 0.286973 , 0.316334 , 0.37176 , 0.30883 , 0.313719 
 1052 , 0.362049 , 0.457976 , 0.431368 , 0.323758 , 0.528019 , 0.285995 , 0.286459 , 0.283137 , 0.270757 , 0.276626 , 0.301206 , 0.36463 , 0.331217 , 0.371615 , 0.385959 , 0.347892 , 0.440148 , 0.44908 , 0.377349 , 0.403653 , 0.415818 , 0.43152 , 0.385441 , 0.327796 , 0.368078 , 0.317408 , 0.134584 , 0.160155 , 0.168453 , 0.273071 , 0.251349 , 0.317042 , 0.415934 , 0.320186 , 0.358056 , 0.192488 , 0.278975 , 0.324107 , 0.268658 , 0.331065 , 0.377242 , 0.33704 , 0.240675 , 0.324911 , 0.314791 , 0.362442 , 0.373303 , 0.324125 , 0.36472 , 0.301206 , 0.33796 , 0.40911 , 0.372713 , 0.443926 , 0.350965 , 0.367685 , 0.385941 , 0.373758 , 0.506208 , 0.521043 , 0.441006 , 0.325965 , 0.326116 , 0.319989 , 0.382351 , 0.322856 , 0.412951 , 0.363121 , 0.3046 , 0.336361 , 0.338996 , 0.315916 , 0.421222 , 0.396972 , 0.393623 , 0.383342 , 0.28771 , 0.354198 , 0.357467 , 0.31421 , 0.350563 , 0.480797 , 0.462469 , 0.439443 , 0.462889 , 0.468408 , 0.266033 , 0.315416 , 0.347919 , 0.257145 , 0.217283 , 0.362781 , 0.339139 , 0.367622 , 0.311835 , 0.288148 , 0.313612 , 0.427528 , 0.279984 , 0.284852 , 0.382878 , 0.217113 , 0.291863 , 0.228046 , 0.213282 , 0.186174 , 0.162772 , 0.283101 , 0.239068 , 0.211861 , 0.238523 , 0.081699 , 0.133137 , 0.27425 , 0.256583 , 0.091318 , 0.23972 , 0.288648 , 0.294373 , 0.295659 , 0.179734 , 0.365863 , 0.378403 , 0.385477 , 0.376125 , 0.338424 , 0.374491 , 0.337335 , 0.36087 , 0.462067 , 0.407092 , 0.296124 , 0.328867 , 0.323205 , 0.335763 , 0.311977 , 0.206869 , 0.23863 , 0.342131 , 0.264925 , 0.272856 , 0.261451 , 0.276867 , 0.323249 , 0.289657 , 0.154734 , 0.238925 , 0.268569 , 0.234941 , 0.409512 , 0.37366 , 0.396526 , 0.388139 , 0.340693 , 0.242578 , 0.240988 , 0.284075 , 0.313282 , 0.370936 , 0.308994 , 0.314041 
 1053 , 0.359025 , 0.457352 , 0.428073 , 0.32194 , 0.526177 , 0.282554 , 0.283705 , 0.280805 , 0.269092 , 0.275034 , 0.298014 , 0.363048 , 0.330576 , 0.372112 , 0.384601 , 0.347516 , 0.438671 , 0.445603 , 0.376661 , 0.403683 , 0.413416 , 0.429438 , 0.382826 , 0.326097 , 0.365269 , 0.31607 , 0.133672 , 0.156643 , 0.166358 , 0.271278 , 0.248842 , 0.316248 , 0.411007 , 0.316659 , 0.357231 , 0.192461 , 0.277184 , 0.321512 , 0.267103 , 0.328443 , 0.374663 , 0.334608 , 0.23778 , 0.324822 , 0.312653 , 0.359319 , 0.368258 , 0.322306 , 0.361335 , 0.296355 , 0.335384 , 0.406324 , 0.371434 , 0.441865 , 0.349542 , 0.366259 , 0.383209 , 0.37006 , 0.504633 , 0.518933 , 0.438885 , 0.320843 , 0.32343 , 0.314687 , 0.379953 , 0.317712 , 0.409678 , 0.363101 , 0.302787 , 0.333814 , 0.337882 , 0.314536 , 0.417091 , 0.396056 , 0.391131 , 0.379775 , 0.285105 , 0.351468 , 0.356812 , 0.312832 , 0.349185 , 0.478485 , 0.46092 , 0.435745 , 0.460126 , 0.466201 , 0.2644 , 0.313795 , 0.346053 , 0.25588 , 0.215352 , 0.36088 , 0.336856 , 0.365876 , 0.310789 , 0.287059 , 0.310271 , 0.423059 , 0.277621 , 0.280502 , 0.378767 , 0.211338 , 0.287799 , 0.224657 , 0.211151 , 0.183014 , 0.160542 , 0.281011 , 0.236905 , 0.209322 , 0.234515 , 0.077434 , 0.129256 , 0.27035 , 0.253168 , 0.088434 , 0.237815 , 0.283749 , 0.291475 , 0.291823 , 0.175386 , 0.361246 , 0.375154 , 0.382166 , 0.372932 , 0.336428 , 0.372656 , 0.333707 , 0.359042 , 0.459198 , 0.40577 , 0.294829 , 0.327837 , 0.321137 , 0.333252 , 0.312279 , 0.204531 , 0.234318 , 0.339389 , 0.262776 , 0.271171 , 0.26093 , 0.275176 , 0.31971 , 0.288816 , 0.153762 , 0.238324 , 0.265952 , 0.233266 , 0.406868 , 0.372932 , 0.394512 , 0.385903 , 0.338845 , 0.239626 , 0.239296 , 0.281153 , 0.309585 , 0.370015 , 0.308139 , 0.312787 
 1054 , 0.355614 , 0.456814 , 0.424261 , 0.319771 , 0.523527 , 0.278606 , 0.281111 , 0.27833 , 0.267089 , 0.273053 , 0.294643 , 0.361123 , 0.32963 , 0.372346 , 0.383042 , 0.347101 , 0.436749 , 0.441679 , 0.375947 , 0.403509 , 0.410319 , 0.426703 , 0.380217 , 0.324183 , 0.362014 , 0.314797 , 0.132613 , 0.152652 , 0.164169 , 0.268845 , 0.246284 , 0.314797 , 0.405488 , 0.312479 , 0.355882 , 0.192408 , 0.275157 , 0.318577 , 0.265084 , 0.325512 , 0.37182 , 0.332037 , 0.234678 , 0.324843 , 0.310233 , 0.355855 , 0.362255 , 0.320261 , 0.357424 , 0.29097 , 0.332304 , 0.403446 , 0.370518 , 0.439102 , 0.347725 , 0.364751 , 0.380012 , 0.366373 , 0.502802 , 0.515896 , 0.436366 , 0.315885 , 0.319718 , 0.308566 , 0.37715 , 0.312105 , 0.405256 , 0.363262 , 0.301096 , 0.33135 , 0.33661 , 0.312836 , 0.412708 , 0.394773 , 0.388195 , 0.375573 , 0.281789 , 0.348189 , 0.355436 , 0.311107 , 0.347592 , 0.475569 , 0.459248 , 0.431802 , 0.45726 , 0.463518 , 0.262463 , 0.312069 , 0.344177 , 0.254467 , 0.21324 , 0.358582 , 0.334229 , 0.36386 , 0.309591 , 0.285782 , 0.306623 , 0.417985 , 0.274898 , 0.275041 , 0.374307 , 0.205004 , 0.283669 , 0.221031 , 0.208783 , 0.179634 , 0.158241 , 0.278713 , 0.234152 , 0.206412 , 0.229945 , 0.072756 , 0.124876 , 0.265681 , 0.249716 , 0.085423 , 0.235445 , 0.278366 , 0.287395 , 0.28719 , 0.170515 , 0.35598 , 0.371463 , 0.378158 , 0.369333 , 0.334461 , 0.370456 , 0.329389 , 0.356693 , 0.456262 , 0.404311 , 0.293484 , 0.326724 , 0.318568 , 0.330503 , 0.312658 , 0.202035 , 0.229588 , 0.33628 , 0.260377 , 0.269184 , 0.260252 , 0.273285 , 0.315786 , 0.287823 , 0.152714 , 0.237664 , 0.263096 , 0.231487 , 0.403678 , 0.372141 , 0.392286 , 0.38314 , 0.336547 , 0.236452 , 0.237335 , 0.278089 , 0.305491 , 0.36903 , 0.306872 , 0.310893 
 1055 , 0.352499 , 0.454318 , 0.419937 , 0.318873 , 0.520068 , 0.27674 , 0.281851 , 0.2765 , 0.265265 , 0.270927 , 0.292002 , 0.360783 , 0.327504 , 0.372569 , 0.381769 , 0.344152 , 0.434452 , 0.438799 , 0.374569 , 0.402328 , 0.408106 , 0.423546 , 0.377769 , 0.320881 , 0.357361 , 0.313175 , 0.131357 , 0.148414 , 0.160663 , 0.267052 , 0.244208 , 0.312935 , 0.401786 , 0.308784 , 0.352996 , 0.19132 , 0.272856 , 0.316437 , 0.261638 , 0.323726 , 0.369707 , 0.329539 , 0.232768 , 0.323975 , 0.307744 , 0.354481 , 0.359236 , 0.317575 , 0.355512 , 0.287833 , 0.33025 , 0.400729 , 0.369716 , 0.435928 , 0.345228 , 0.362569 , 0.377751 , 0.363378 , 0.499348 , 0.511473 , 0.432443 , 0.312677 , 0.314224 , 0.303451 , 0.374151 , 0.306366 , 0.399893 , 0.361387 , 0.297513 , 0.329548 , 0.333646 , 0.311344 , 0.410133 , 0.392524 , 0.383698 , 0.372045 , 0.278189 , 0.34473 , 0.351192 , 0.309353 , 0.34553 , 0.471367 , 0.457127 , 0.42935 , 0.454461 , 0.459412 , 0.260216 , 0.309717 , 0.341859 , 0.251363 , 0.211933 , 0.356605 , 0.332126 , 0.360961 , 0.306082 , 0.281913 , 0.303966 , 0.414302 , 0.270972 , 0.270065 , 0.371636 , 0.202946 , 0.281247 , 0.216128 , 0.206351 , 0.175631 , 0.155996 , 0.27514 , 0.231257 , 0.201764 , 0.227159 , 0.067972 , 0.120113 , 0.261087 , 0.24587 , 0.080976 , 0.231088 , 0.274509 , 0.28122 , 0.282367 , 0.165916 , 0.351663 , 0.368027 , 0.374711 , 0.366845 , 0.33313 , 0.368196 , 0.32593 , 0.353245 , 0.45351 , 0.401831 , 0.292607 , 0.325068 , 0.315637 , 0.328544 , 0.311371 , 0.20068 , 0.227426 , 0.333379 , 0.258385 , 0.267407 , 0.257816 , 0.270883 , 0.313246 , 0.286829 , 0.151188 , 0.23579 , 0.260527 , 0.230617 , 0.400577 , 0.370036 , 0.390791 , 0.380747 , 0.334383 , 0.233035 , 0.236021 , 0.274856 , 0.302971 , 0.367405 , 0.303771 , 0.306517 
 1056 , 0.349348 , 0.450551 , 0.415775 , 0.318621 , 0.516862 , 0.276041 , 0.283064 , 0.275198 , 0.26378 , 0.269001 , 0.289598 , 0.360597 , 0.325368 , 0.371801 , 0.379889 , 0.340541 , 0.432271 , 0.435973 , 0.372885 , 0.40086 , 0.406755 , 0.420836 , 0.375246 , 0.317263 , 0.352083 , 0.310684 , 0.12995 , 0.144013 , 0.157047 , 0.265574 , 0.242091 , 0.311252 , 0.399519 , 0.30565 , 0.349508 , 0.189345 , 0.270377 , 0.314173 , 0.257406 , 0.321897 , 0.367593 , 0.326949 , 0.231055 , 0.322598 , 0.305206 , 0.353752 , 0.35812 , 0.314111 , 0.354462 , 0.285461 , 0.328929 , 0.397255 , 0.368605 , 0.432599 , 0.341882 , 0.360952 , 0.37632 , 0.360499 , 0.49583 , 0.507043 , 0.42785 , 0.308873 , 0.309095 , 0.299195 , 0.371766 , 0.301078 , 0.395195 , 0.356993 , 0.292226 , 0.327295 , 0.330305 , 0.310169 , 0.40766 , 0.389966 , 0.379037 , 0.369014 , 0.275144 , 0.341598 , 0.346374 , 0.30763 , 0.342787 , 0.467047 , 0.454582 , 0.427423 , 0.452513 , 0.4561 , 0.258089 , 0.307212 , 0.339076 , 0.247444 , 0.211106 , 0.354773 , 0.330216 , 0.358307 , 0.301939 , 0.277018 , 0.301912 , 0.412277 , 0.266621 , 0.265565 , 0.369848 , 0.20221 , 0.279042 , 0.210493 , 0.204101 , 0.171118 , 0.153442 , 0.270901 , 0.228436 , 0.196466 , 0.225178 , 0.063231 , 0.11499 , 0.256767 , 0.24146 , 0.075713 , 0.226421 , 0.270084 , 0.274736 , 0.277684 , 0.160962 , 0.347724 , 0.364779 , 0.37126 , 0.36461 , 0.331849 , 0.365773 , 0.323113 , 0.349828 , 0.450196 , 0.399208 , 0.291596 , 0.323131 , 0.313241 , 0.327091 , 0.310142 , 0.199715 , 0.226323 , 0.33113 , 0.25682 , 0.266293 , 0.25468 , 0.268157 , 0.311208 , 0.285559 , 0.149607 , 0.233284 , 0.257796 , 0.229874 , 0.397442 , 0.367602 , 0.389114 , 0.379179 , 0.332382 , 0.229315 , 0.23466 , 0.271007 , 0.301486 , 0.365489 , 0.300341 , 0.301566 
 1057 , 0.345979 , 0.445936 , 0.41198 , 0.318701 , 0.51425 , 0.276011 , 0.283535 , 0.274294 , 0.262626 , 0.267384 , 0.287155 , 0.360004 , 0.323664 , 0.369787 , 0.377107 , 0.337058 , 0.430345 , 0.432782 , 0.371068 , 0.399422 , 0.406127 , 0.41881 , 0.372536 , 0.313712 , 0.346477 , 0.30721 , 0.128409 , 0.139446 , 0.153748 , 0.264227 , 0.239697 , 0.309932 , 0.398283 , 0.303004 , 0.34581 , 0.186681 , 0.267749 , 0.311399 , 0.252691 , 0.319537 , 0.365163 , 0.324153 , 0.229096 , 0.320916 , 0.302586 , 0.352996 , 0.358225 , 0.309914 , 0.353707 , 0.283126 , 0.328129 , 0.392716 , 0.367021 , 0.429216 , 0.337672 , 0.360298 , 0.375568 , 0.35746 , 0.492842 , 0.503106 , 0.422892 , 0.303573 , 0.305005 , 0.295568 , 0.370188 , 0.296324 , 0.391648 , 0.350221 , 0.285501 , 0.32418 , 0.327097 , 0.3093 , 0.404598 , 0.387379 , 0.374723 , 0.366301 , 0.27288 , 0.338926 , 0.341932 , 0.305921 , 0.339353 , 0.463039 , 0.451655 , 0.42556 , 0.45161 , 0.454323 , 0.256204 , 0.304747 , 0.335866 , 0.243122 , 0.210543 , 0.352969 , 0.328333 , 0.356278 , 0.297854 , 0.271804 , 0.300202 , 0.411748 , 0.262119 , 0.261389 , 0.368427 , 0.201445 , 0.276384 , 0.204353 , 0.202068 , 0.166145 , 0.150466 , 0.266272 , 0.225716 , 0.190933 , 0.223457 , 0.058441 , 0.109492 , 0.252682 , 0.236451 , 0.069914 , 0.222061 , 0.264235 , 0.268558 , 0.273147 , 0.155348 , 0.343835 , 0.361632 , 0.367528 , 0.362245 , 0.330397 , 0.363126 , 0.320711 , 0.346841 , 0.446079 , 0.396753 , 0.290232 , 0.321031 , 0.311622 , 0.32595 , 0.30963 , 0.198777 , 0.225538 , 0.329578 , 0.255582 , 0.265899 , 0.251331 , 0.265196 , 0.309212 , 0.283944 , 0.148144 , 0.230412 , 0.25471 , 0.228936 , 0.394228 , 0.365234 , 0.386917 , 0.378494 , 0.33053 , 0.225263 , 0.232929 , 0.266406 , 0.300665 , 0.363437 , 0.297178 , 0.296814 
 1058 , 0.342824 , 0.441193 , 0.409071 , 0.317648 , 0.510629 , 0.275018 , 0.281848 , 0.272631 , 0.26035 , 0.264981 , 0.283291 , 0.355879 , 0.321281 , 0.364731 , 0.373886 , 0.333108 , 0.429117 , 0.430266 , 0.368489 , 0.396951 , 0.405598 , 0.416115 , 0.370395 , 0.309749 , 0.341096 , 0.304325 , 0.126341 , 0.135541 , 0.149798 , 0.260546 , 0.236217 , 0.306685 , 0.39509 , 0.299793 , 0.340749 , 0.182455 , 0.265622 , 0.307807 , 0.248007 , 0.31657 , 0.362736 , 0.321183 , 0.226679 , 0.318886 , 0.29957 , 0.351444 , 0.358079 , 0.303773 , 0.352994 , 0.280031 , 0.32536 , 0.387778 , 0.364562 , 0.424949 , 0.33293 , 0.359147 , 0.373832 , 0.354436 , 0.489603 , 0.499185 , 0.417807 , 0.2968 , 0.299988 , 0.291217 , 0.367964 , 0.29208 , 0.386549 , 0.343589 , 0.278348 , 0.320925 , 0.321522 , 0.306561 , 0.401911 , 0.384136 , 0.37043 , 0.362772 , 0.269006 , 0.335548 , 0.336572 , 0.302838 , 0.335209 , 0.459031 , 0.448451 , 0.422794 , 0.449911 , 0.451684 , 0.253832 , 0.302446 , 0.332093 , 0.238826 , 0.208868 , 0.350304 , 0.325859 , 0.354107 , 0.294093 , 0.266905 , 0.297673 , 0.410558 , 0.257661 , 0.257412 , 0.366824 , 0.198885 , 0.273619 , 0.198369 , 0.198956 , 0.160627 , 0.147893 , 0.261561 , 0.220988 , 0.18591 , 0.219875 , 0.051545 , 0.103143 , 0.247642 , 0.22862 , 0.063309 , 0.216384 , 0.257198 , 0.261508 , 0.266094 , 0.147251 , 0.338104 , 0.358551 , 0.36303 , 0.358631 , 0.328361 , 0.359993 , 0.317799 , 0.342735 , 0.441371 , 0.394208 , 0.287743 , 0.31828 , 0.309669 , 0.324505 , 0.308849 , 0.196481 , 0.22439 , 0.327827 , 0.253645 , 0.264162 , 0.247927 , 0.262114 , 0.306008 , 0.28143 , 0.146388 , 0.227837 , 0.251694 , 0.226875 , 0.391225 , 0.362006 , 0.383806 , 0.378784 , 0.327951 , 0.221229 , 0.229903 , 0.261659 , 0.299071 , 0.361213 , 0.292428 , 0.293256 
 1059 , 0.34016 , 0.436783 , 0.407106 , 0.315327 , 0.506217 , 0.273027 , 0.277942 , 0.270146 , 0.25698 , 0.261663 , 0.277951 , 0.348197 , 0.318145 , 0.357349 , 0.370319 , 0.328511 , 0.429014 , 0.429049 , 0.365279 , 0.39369 , 0.405197 , 0.412511 , 0.368919 , 0.305184 , 0.335959 , 0.302196 , 0.123829 , 0.132526 , 0.145086 , 0.254349 , 0.231754 , 0.301242 , 0.389489 , 0.29622 , 0.334416 , 0.176743 , 0.26433 , 0.303614 , 0.243841 , 0.313257 , 0.360552 , 0.318012 , 0.22394 , 0.316236 , 0.296327 , 0.349062 , 0.357447 , 0.295961 , 0.352452 , 0.276247 , 0.32034 , 0.382682 , 0.361051 , 0.42004 , 0.327699 , 0.356894 , 0.37081 , 0.351587 , 0.485969 , 0.495504 , 0.412895 , 0.288513 , 0.294239 , 0.286452 , 0.365083 , 0.288477 , 0.379828 , 0.337654 , 0.271092 , 0.317619 , 0.313293 , 0.301607 , 0.400148 , 0.380533 , 0.366448 , 0.35825 , 0.263625 , 0.331427 , 0.330366 , 0.298503 , 0.330901 , 0.455373 , 0.4454 , 0.419362 , 0.447362 , 0.448067 , 0.250977 , 0.300466 , 0.327957 , 0.234733 , 0.205894 , 0.346708 , 0.322989 , 0.351819 , 0.290992 , 0.262662 , 0.294186 , 0.408408 , 0.253037 , 0.253635 , 0.365047 , 0.194316 , 0.270878 , 0.192719 , 0.194468 , 0.154586 , 0.145933 , 0.257025 , 0.213815 , 0.181587 , 0.214128 , 0.042139 , 0.095927 , 0.241397 , 0.217794 , 0.055769 , 0.209159 , 0.249041 , 0.253519 , 0.255936 , 0.1363 , 0.330651 , 0.355601 , 0.357974 , 0.35396 , 0.325915 , 0.356716 , 0.314354 , 0.33719 , 0.436551 , 0.39154 , 0.284142 , 0.315005 , 0.307263 , 0.322846 , 0.307691 , 0.19288 , 0.222852 , 0.325906 , 0.250905 , 0.26103 , 0.244759 , 0.259094 , 0.30167 , 0.278192 , 0.144274 , 0.225849 , 0.24897 , 0.223699 , 0.388721 , 0.357777 , 0.380015 , 0.380229 , 0.324595 , 0.21733 , 0.225635 , 0.257069 , 0.296621 , 0.359008 , 0.286122 , 0.291064 
