JUL21MAT00005.spu,JUL21MAT00004.spu,JUL21MAT00003.spu,
Wavelength,JUL21MAT00007.spu,JUL21MAT00008.spu,JUL21MAT00009.spu,JUL21MAT00010.spu,JUL21MAT00011.spu,JUL21MAT00012.spu,JUL21MAT00013.spu,JUL21MAT00014.spu,JUL21MAT00015.spu,JUL21MAT00016.spu,JUL21MAT00017.spu,JUL21MAT00018.spu,JUL21MAT00019.spu,JUL21MAT00020.spu,JUL21MAT00021.spu,JUL21MAT00022.spu,JUL21MAT00023.spu,JUL21MAT00024.spu,JUL21MAT00025.spu,JUL21MAT00026.spu,JUL21MAT00027.spu,JUL21MAT00028.spu,JUL21MAT00029.spu,JUL21MAT00030.spu,JUL21MAT00031.spu,JUL21MAT00032.spu,JUL21MAT00033.spu,JUL21MAT00034.spu,JUL21MAT00035.spu,JUL21MAT00036.spu,JUL21MAT00037.spu,JUL21MAT00038.spu,JUL21MAT00039.spu,JUL21MAT00040.spu,JUL21MAT00041.spu,JUL21MAT00042.spu,JUL21MAT00043.spu,JUL21MAT00044.spu,JUL21MAT00045.spu,JUL21MAT00046.spu,JUL21MAT00047.spu,JUL21MAT00048.spu,JUL21MAT00049.spu,JUL21MAT00050.spu,JUL21MAT00051.spu,JUL21MAT00052.spu,JUL21MAT00053.spu,JUL21MAT00054.spu,JUL21MAT00055.spu,JUL21MAT00056.spu,JUL21MAT00057.spu,JUL21MAT00058.spu,JUL21MAT00059.spu,JUL21MAT00060.spu,JUL21MAT00061.spu,JUL21MAT00062.spu,JUL21MAT00063.spu,JUL21MAT00064.spu,JUL21MAT00065.spu,JUL21MAT00066.spu,JUL21MAT00067.spu,JUL21MAT00068.spu,JUL21MAT00069.spu,JUL21MAT00070.spu,JUL21MAT00071.spu,JUL21MAT00072.spu,JUL21MAT00073.spu,JUL21MAT00074.spu,JUL21MAT00075.spu,JUL21MAT00076.spu,JUL21MAT00077.spu,JUL21MAT00078.spu,JUL21MAT00079.spu,JUL21MAT00080.spu,JUL21MAT00081.spu,JUL21MAT00082.spu,JUL21MAT00083.spu,JUL21MAT00084.spu,JUL21MAT00085.spu
 718 , 0.22096 , 0.228692 , 0.192072 , 0.145303 , 0.173026 , 0.214077 , 0.206533 , 0.191408 , 0.193884 , 0.12762 , 0.122292 , 0.173681 , 0.207078 , 0.221375 , 0.161556 , 0.174861 , 0.137389 , 0.170087 , 0.223928 , 0.242565 , 0.189351 , 0.224968 , 0.09799 , 0.166325 , 0.253982 , 0.177684 , 0.256516 , 0.221356 , 0.225628 , 0.173098 , 0.180111 , 0.192882 , 0.154619 , 0.183324 , 0.172924 , 0.198243 , 0.095104 , 0.080927 , 0.142553 , 0.188315 , 0.219983 , 0.211119 , 0.143241 , 0.14973 , 0.180309 , 0.243466 , 0.231293 , 0.195565 , 0.175116 , 0.174365 , 0.136473 , 0.163088 , 0.19924 , 0.158083 , 0.189327 , 0.178411 , 0.239636 , 0.228779 , 0.231192 , 0.164244 , 0.160867 , 0.164663 , 0.092137 , 0.182192 , 0.148054 , 0.218306 , 0.141546 , 0.126179 , 0.23388 , 0.263351 , 0.198445 , 0.225628 , 0.205107 , 0.164225 , 0.198026 , 0.189702 , 0.154263 , 0.212873 , 0.211784 
 719 , 0.229182 , 0.236201 , 0.197714 , 0.148963 , 0.177616 , 0.221226 , 0.212516 , 0.197042 , 0.198886 , 0.131995 , 0.124174 , 0.179201 , 0.213957 , 0.230968 , 0.165613 , 0.180175 , 0.141516 , 0.174539 , 0.232235 , 0.250806 , 0.194853 , 0.230564 , 0.100658 , 0.171543 , 0.260087 , 0.182768 , 0.264019 , 0.227775 , 0.232566 , 0.178509 , 0.185538 , 0.198487 , 0.158882 , 0.188184 , 0.180444 , 0.206068 , 0.097628 , 0.082715 , 0.146399 , 0.19431 , 0.228663 , 0.219526 , 0.147878 , 0.155161 , 0.185519 , 0.25035 , 0.238981 , 0.201464 , 0.180118 , 0.18091 , 0.141151 , 0.168518 , 0.206251 , 0.162891 , 0.194901 , 0.184223 , 0.24662 , 0.23442 , 0.23864 , 0.168835 , 0.166401 , 0.169661 , 0.093768 , 0.189211 , 0.153346 , 0.227381 , 0.146956 , 0.129638 , 0.243988 , 0.270654 , 0.203447 , 0.232749 , 0.21038 , 0.169718 , 0.200902 , 0.195386 , 0.157845 , 0.218153 , 0.218273 
 720 , 0.237527 , 0.243829 , 0.203443 , 0.152678 , 0.182273 , 0.228483 , 0.218588 , 0.202763 , 0.203959 , 0.136442 , 0.126087 , 0.1848 , 0.220937 , 0.240704 , 0.169727 , 0.185575 , 0.145701 , 0.179053 , 0.240666 , 0.259175 , 0.200438 , 0.236244 , 0.103367 , 0.176842 , 0.266285 , 0.187929 , 0.271635 , 0.234287 , 0.239604 , 0.184001 , 0.19104 , 0.20417 , 0.163205 , 0.193112 , 0.188068 , 0.214013 , 0.10019 , 0.084524 , 0.150295 , 0.200395 , 0.237465 , 0.228057 , 0.152587 , 0.160669 , 0.190801 , 0.257337 , 0.246776 , 0.207453 , 0.185192 , 0.187551 , 0.145897 , 0.174034 , 0.213367 , 0.16777 , 0.200557 , 0.190121 , 0.2537 , 0.240149 , 0.246193 , 0.173493 , 0.172014 , 0.174732 , 0.095424 , 0.196337 , 0.158721 , 0.236589 , 0.152443 , 0.13314 , 0.254251 , 0.278066 , 0.208524 , 0.239977 , 0.215731 , 0.175292 , 0.203821 , 0.201151 , 0.161482 , 0.223511 , 0.224856 
 721 , 0.245704 , 0.251194 , 0.208892 , 0.156236 , 0.186831 , 0.235641 , 0.224565 , 0.208288 , 0.208864 , 0.140768 , 0.127948 , 0.19022 , 0.22774 , 0.250505 , 0.173715 , 0.190767 , 0.149814 , 0.183427 , 0.248927 , 0.267442 , 0.20584 , 0.241763 , 0.105929 , 0.181982 , 0.272262 , 0.19283 , 0.278946 , 0.240508 , 0.246341 , 0.189355 , 0.19639 , 0.209672 , 0.167341 , 0.197854 , 0.195668 , 0.221855 , 0.102659 , 0.086268 , 0.154069 , 0.206282 , 0.246156 , 0.236411 , 0.157249 , 0.166 , 0.195953 , 0.264072 , 0.254427 , 0.213237 , 0.190106 , 0.19417 , 0.150618 , 0.179391 , 0.220334 , 0.172532 , 0.205945 , 0.195834 , 0.26053 , 0.24558 , 0.253471 , 0.178013 , 0.177471 , 0.179653 , 0.097011 , 0.203288 , 0.163856 , 0.245675 , 0.157781 , 0.136528 , 0.264428 , 0.285282 , 0.21337 , 0.24694 , 0.220852 , 0.180627 , 0.206591 , 0.206682 , 0.164988 , 0.228639 , 0.231234 
 722 , 0.253808 , 0.258433 , 0.214212 , 0.159698 , 0.191345 , 0.242766 , 0.230505 , 0.213714 , 0.213671 , 0.145013 , 0.129788 , 0.195576 , 0.234475 , 0.260316 , 0.177642 , 0.195832 , 0.153916 , 0.187707 , 0.257086 , 0.275608 , 0.211195 , 0.247186 , 0.108439 , 0.187086 , 0.278031 , 0.197568 , 0.286147 , 0.246622 , 0.252921 , 0.194627 , 0.201666 , 0.21507 , 0.171352 , 0.202544 , 0.203269 , 0.22966 , 0.105085 , 0.087986 , 0.157787 , 0.212082 , 0.254861 , 0.244639 , 0.161909 , 0.171319 , 0.201031 , 0.270627 , 0.261971 , 0.218941 , 0.194945 , 0.200822 , 0.155358 , 0.184648 , 0.227246 , 0.177206 , 0.211195 , 0.201457 , 0.267274 , 0.250862 , 0.260633 , 0.18248 , 0.182826 , 0.184477 , 0.098559 , 0.210185 , 0.168891 , 0.254714 , 0.163042 , 0.139839 , 0.274545 , 0.292365 , 0.21812 , 0.253727 , 0.22588 , 0.185852 , 0.209317 , 0.212077 , 0.168421 , 0.233697 , 0.23751 
 723 , 0.261962 , 0.26571 , 0.219556 , 0.163175 , 0.195878 , 0.249926 , 0.236481 , 0.219168 , 0.21851 , 0.149275 , 0.131636 , 0.200957 , 0.241246 , 0.270178 , 0.181586 , 0.200924 , 0.15804 , 0.192002 , 0.265284 , 0.283813 , 0.216579 , 0.252638 , 0.110964 , 0.192215 , 0.283822 , 0.202329 , 0.293392 , 0.252766 , 0.259529 , 0.199925 , 0.206967 , 0.220498 , 0.175381 , 0.207256 , 0.21091 , 0.237503 , 0.107518 , 0.089709 , 0.161528 , 0.217914 , 0.263613 , 0.252903 , 0.166597 , 0.176673 , 0.206134 , 0.277215 , 0.269553 , 0.224672 , 0.199807 , 0.207511 , 0.160123 , 0.189929 , 0.23419 , 0.181903 , 0.216466 , 0.207109 , 0.274049 , 0.256173 , 0.26784 , 0.186971 , 0.188211 , 0.189319 , 0.100116 , 0.217114 , 0.173956 , 0.263798 , 0.168329 , 0.14317 , 0.284712 , 0.299483 , 0.222888 , 0.260551 , 0.230934 , 0.191103 , 0.212055 , 0.217502 , 0.171865 , 0.238776 , 0.243816 
 724 , 0.270023 , 0.272882 , 0.2248 , 0.166595 , 0.200337 , 0.257004 , 0.242338 , 0.224559 , 0.223253 , 0.153505 , 0.133467 , 0.206266 , 0.247919 , 0.279986 , 0.185464 , 0.205969 , 0.162109 , 0.196228 , 0.273405 , 0.291953 , 0.221899 , 0.257994 , 0.113457 , 0.197275 , 0.28951 , 0.207007 , 0.300505 , 0.258796 , 0.266009 , 0.20512 , 0.212167 , 0.225823 , 0.179346 , 0.211847 , 0.21854 , 0.245282 , 0.109914 , 0.091423 , 0.165204 , 0.223658 , 0.272287 , 0.261051 , 0.171194 , 0.181968 , 0.21113 , 0.283698 , 0.276986 , 0.230272 , 0.204563 , 0.214177 , 0.164864 , 0.195139 , 0.241055 , 0.186501 , 0.221644 , 0.212639 , 0.280703 , 0.261367 , 0.27491 , 0.191407 , 0.193521 , 0.194087 , 0.101645 , 0.223979 , 0.178954 , 0.272787 , 0.173534 , 0.146434 , 0.29483 , 0.306472 , 0.227564 , 0.267264 , 0.235904 , 0.196247 , 0.214734 , 0.222823 , 0.175256 , 0.243734 , 0.249975 
 725 , 0.277777 , 0.279731 , 0.229792 , 0.169863 , 0.204599 , 0.263846 , 0.247928 , 0.22975 , 0.227796 , 0.157646 , 0.135245 , 0.211407 , 0.254336 , 0.289609 , 0.18918 , 0.210894 , 0.16605 , 0.20032 , 0.281341 , 0.299938 , 0.227038 , 0.263126 , 0.115861 , 0.202123 , 0.294985 , 0.211497 , 0.307306 , 0.264529 , 0.272212 , 0.21008 , 0.217137 , 0.230913 , 0.183149 , 0.216167 , 0.226106 , 0.252919 , 0.112213 , 0.093121 , 0.168747 , 0.229209 , 0.28071 , 0.26895 , 0.175574 , 0.187052 , 0.215908 , 0.289952 , 0.284081 , 0.235588 , 0.209086 , 0.220791 , 0.169538 , 0.200202 , 0.247711 , 0.190922 , 0.226647 , 0.217919 , 0.287095 , 0.266341 , 0.281647 , 0.19572 , 0.198705 , 0.198696 , 0.103126 , 0.230659 , 0.183804 , 0.281534 , 0.178554 , 0.149567 , 0.304849 , 0.313225 , 0.232057 , 0.273719 , 0.240654 , 0.201148 , 0.217278 , 0.227952 , 0.178554 , 0.248441 , 0.255847 
 726 , 0.285506 , 0.28657 , 0.234777 , 0.173134 , 0.208853 , 0.270689 , 0.253524 , 0.234933 , 0.232344 , 0.161777 , 0.137034 , 0.216549 , 0.260744 , 0.29923 , 0.192898 , 0.215833 , 0.169995 , 0.204434 , 0.28929 , 0.307928 , 0.23217 , 0.268261 , 0.118259 , 0.206961 , 0.300482 , 0.215989 , 0.314108 , 0.270247 , 0.278432 , 0.215047 , 0.222107 , 0.236001 , 0.186958 , 0.220488 , 0.233671 , 0.260579 , 0.114508 , 0.09483 , 0.172301 , 0.234768 , 0.289125 , 0.276879 , 0.17995 , 0.192112 , 0.220695 , 0.296209 , 0.291187 , 0.240906 , 0.213616 , 0.227412 , 0.174212 , 0.205276 , 0.254367 , 0.195364 , 0.231671 , 0.223213 , 0.293502 , 0.271344 , 0.288372 , 0.200033 , 0.203916 , 0.203313 , 0.104615 , 0.237338 , 0.188652 , 0.290288 , 0.183583 , 0.152712 , 0.31489 , 0.320006 , 0.236566 , 0.280183 , 0.2454 , 0.206053 , 0.219829 , 0.233097 , 0.181875 , 0.253162 , 0.261737 
 727 , 0.293224 , 0.293393 , 0.239763 , 0.176403 , 0.213099 , 0.277523 , 0.259111 , 0.240102 , 0.236889 , 0.165906 , 0.138823 , 0.221686 , 0.267148 , 0.308836 , 0.196612 , 0.220764 , 0.173933 , 0.20854 , 0.297228 , 0.315903 , 0.237293 , 0.273382 , 0.120656 , 0.211796 , 0.305975 , 0.220477 , 0.3209 , 0.275956 , 0.284646 , 0.220006 , 0.227073 , 0.241081 , 0.190759 , 0.224806 , 0.241231 , 0.268225 , 0.116807 , 0.096532 , 0.175848 , 0.240323 , 0.297529 , 0.284792 , 0.184317 , 0.197162 , 0.225474 , 0.302456 , 0.298282 , 0.246214 , 0.218134 , 0.234023 , 0.178878 , 0.210342 , 0.261012 , 0.199797 , 0.236696 , 0.228509 , 0.299905 , 0.276337 , 0.295083 , 0.204338 , 0.209128 , 0.207928 , 0.106103 , 0.244008 , 0.193497 , 0.299035 , 0.188608 , 0.155855 , 0.324923 , 0.326786 , 0.241071 , 0.286637 , 0.250143 , 0.210958 , 0.222378 , 0.238239 , 0.185188 , 0.257874 , 0.267618 
 728 , 0.300324 , 0.299507 , 0.244147 , 0.179319 , 0.216967 , 0.283954 , 0.264166 , 0.244701 , 0.240897 , 0.169702 , 0.140385 , 0.226298 , 0.273008 , 0.318 , 0.200005 , 0.225199 , 0.177521 , 0.212247 , 0.304518 , 0.323274 , 0.241944 , 0.278084 , 0.12271 , 0.216112 , 0.310904 , 0.224433 , 0.326974 , 0.281095 , 0.290242 , 0.224518 , 0.231581 , 0.245574 , 0.194159 , 0.228688 , 0.248312 , 0.2753 , 0.118873 , 0.098094 , 0.179052 , 0.245321 , 0.305288 , 0.292003 , 0.188256 , 0.201677 , 0.229791 , 0.308063 , 0.304786 , 0.251012 , 0.222254 , 0.240188 , 0.183287 , 0.214938 , 0.267152 , 0.203846 , 0.241085 , 0.233304 , 0.305683 , 0.280761 , 0.301071 , 0.208242 , 0.213863 , 0.212055 , 0.107443 , 0.250134 , 0.197868 , 0.307138 , 0.193205 , 0.158657 , 0.334262 , 0.33291 , 0.245053 , 0.292435 , 0.254417 , 0.215304 , 0.224678 , 0.242865 , 0.18812 , 0.262067 , 0.272966 
 729 , 0.307357 , 0.305605 , 0.2485 , 0.182219 , 0.220812 , 0.290321 , 0.269145 , 0.249289 , 0.244854 , 0.173504 , 0.141926 , 0.230862 , 0.278824 , 0.327105 , 0.203376 , 0.229565 , 0.181054 , 0.215865 , 0.311722 , 0.330572 , 0.246545 , 0.282737 , 0.124748 , 0.220394 , 0.3158 , 0.228348 , 0.332987 , 0.286224 , 0.295752 , 0.228973 , 0.236035 , 0.250036 , 0.19756 , 0.232535 , 0.25536 , 0.282315 , 0.120928 , 0.099635 , 0.182247 , 0.25029 , 0.312972 , 0.299173 , 0.192171 , 0.206162 , 0.234071 , 0.313644 , 0.311233 , 0.255778 , 0.226328 , 0.246259 , 0.187674 , 0.219497 , 0.273256 , 0.207849 , 0.245404 , 0.238018 , 0.311384 , 0.285143 , 0.307019 , 0.21212 , 0.218505 , 0.216161 , 0.108769 , 0.256224 , 0.202206 , 0.315222 , 0.19779 , 0.161443 , 0.343512 , 0.338931 , 0.248965 , 0.298224 , 0.258682 , 0.219595 , 0.226962 , 0.247443 , 0.19101 , 0.266218 , 0.27826 
 730 , 0.31434 , 0.311655 , 0.252824 , 0.185098 , 0.224632 , 0.296641 , 0.274086 , 0.253848 , 0.248781 , 0.177276 , 0.143453 , 0.235393 , 0.284597 , 0.336147 , 0.206722 , 0.233898 , 0.184562 , 0.219457 , 0.318876 , 0.337816 , 0.251113 , 0.287361 , 0.126769 , 0.224642 , 0.320662 , 0.232234 , 0.338958 , 0.291319 , 0.301219 , 0.233395 , 0.240456 , 0.254464 , 0.200935 , 0.236356 , 0.262357 , 0.289279 , 0.122966 , 0.101163 , 0.185418 , 0.255221 , 0.320601 , 0.306292 , 0.196056 , 0.210619 , 0.238317 , 0.319182 , 0.317635 , 0.26051 , 0.230372 , 0.252283 , 0.192027 , 0.224017 , 0.279318 , 0.211827 , 0.249698 , 0.242703 , 0.317038 , 0.289491 , 0.312929 , 0.215969 , 0.223114 , 0.220242 , 0.110081 , 0.262268 , 0.206515 , 0.323248 , 0.202336 , 0.164207 , 0.352694 , 0.34491 , 0.252852 , 0.303969 , 0.262912 , 0.223857 , 0.22923 , 0.251992 , 0.193879 , 0.270335 , 0.283511 
 731 , 0.32071 , 0.317192 , 0.256733 , 0.187723 , 0.228131 , 0.302456 , 0.278632 , 0.258036 , 0.252387 , 0.180761 , 0.144906 , 0.239537 , 0.289831 , 0.344613 , 0.209777 , 0.2379 , 0.187793 , 0.222745 , 0.325442 , 0.344515 , 0.255303 , 0.291581 , 0.128642 , 0.228568 , 0.325075 , 0.235746 , 0.344406 , 0.295951 , 0.306162 , 0.237467 , 0.244513 , 0.258539 , 0.204006 , 0.239814 , 0.268882 , 0.295725 , 0.124808 , 0.102565 , 0.188339 , 0.259701 , 0.327643 , 0.312827 , 0.199608 , 0.214693 , 0.242204 , 0.324247 , 0.323499 , 0.264842 , 0.234038 , 0.257923 , 0.196132 , 0.228192 , 0.284912 , 0.215473 , 0.253619 , 0.246949 , 0.322225 , 0.29342 , 0.318307 , 0.219509 , 0.227312 , 0.223963 , 0.111295 , 0.26781 , 0.21045 , 0.33063 , 0.206447 , 0.166726 , 0.361184 , 0.350352 , 0.25638 , 0.30921 , 0.266765 , 0.227707 , 0.23131 , 0.256107 , 0.196485 , 0.274046 , 0.288275 
 732 , 0.326838 , 0.322453 , 0.260433 , 0.190193 , 0.23148 , 0.308055 , 0.283022 , 0.262034 , 0.25584 , 0.18407 , 0.146334 , 0.243458 , 0.294815 , 0.352837 , 0.212707 , 0.241781 , 0.190928 , 0.225904 , 0.33168 , 0.35092 , 0.259349 , 0.295649 , 0.130442 , 0.232342 , 0.32925 , 0.239078 , 0.349587 , 0.300326 , 0.310895 , 0.241428 , 0.248446 , 0.262477 , 0.20689 , 0.24309 , 0.275151 , 0.301899 , 0.126561 , 0.10393 , 0.191111 , 0.263946 , 0.334445 , 0.319001 , 0.20299 , 0.218603 , 0.245898 , 0.329099 , 0.329123 , 0.268967 , 0.237561 , 0.263456 , 0.200117 , 0.232192 , 0.290284 , 0.218952 , 0.257413 , 0.251055 , 0.32722 , 0.29718 , 0.323461 , 0.222904 , 0.231353 , 0.227482 , 0.112474 , 0.273093 , 0.214247 , 0.337643 , 0.2103 , 0.16913 , 0.369275 , 0.355659 , 0.259839 , 0.314201 , 0.270432 , 0.231405 , 0.233294 , 0.260023 , 0.198953 , 0.2776 , 0.292842 
 733 , 0.332918 , 0.327678 , 0.264102 , 0.192649 , 0.234809 , 0.313614 , 0.287372 , 0.266007 , 0.259268 , 0.187357 , 0.147749 , 0.247349 , 0.299767 , 0.361004 , 0.215613 , 0.245637 , 0.194045 , 0.229045 , 0.337875 , 0.357278 , 0.263361 , 0.299692 , 0.132228 , 0.236096 , 0.33339 , 0.242388 , 0.354736 , 0.304667 , 0.315595 , 0.245364 , 0.252349 , 0.266389 , 0.209751 , 0.24634 , 0.281378 , 0.30803 , 0.128304 , 0.105288 , 0.193871 , 0.268163 , 0.3412 , 0.325136 , 0.20635 , 0.222485 , 0.249571 , 0.333918 , 0.334711 , 0.273063 , 0.241058 , 0.268955 , 0.204072 , 0.236162 , 0.295617 , 0.222405 , 0.261182 , 0.255136 , 0.332178 , 0.300908 , 0.328579 , 0.226272 , 0.23536 , 0.230974 , 0.113641 , 0.278345 , 0.218014 , 0.344605 , 0.214127 , 0.171515 , 0.377309 , 0.360924 , 0.263272 , 0.319165 , 0.274077 , 0.235077 , 0.235266 , 0.263909 , 0.201403 , 0.281128 , 0.297376 
 734 , 0.338655 , 0.332525 , 0.267523 , 0.194921 , 0.237933 , 0.318796 , 0.291437 , 0.269697 , 0.262452 , 0.19046 , 0.149046 , 0.250982 , 0.30441 , 0.368722 , 0.21832 , 0.249238 , 0.196949 , 0.231974 , 0.343698 , 0.363254 , 0.26714 , 0.303484 , 0.133903 , 0.239583 , 0.337275 , 0.245476 , 0.359516 , 0.308701 , 0.319968 , 0.24903 , 0.255977 , 0.270023 , 0.212408 , 0.249347 , 0.287273 , 0.313796 , 0.129948 , 0.106568 , 0.196429 , 0.272117 , 0.347526 , 0.330876 , 0.209501 , 0.226123 , 0.252972 , 0.338423 , 0.339926 , 0.276857 , 0.244309 , 0.274149 , 0.207805 , 0.239876 , 0.300657 , 0.225612 , 0.264702 , 0.258941 , 0.336802 , 0.304391 , 0.333376 , 0.229426 , 0.239115 , 0.234228 , 0.114739 , 0.283275 , 0.221567 , 0.351141 , 0.21771 , 0.17372 , 0.384871 , 0.365872 , 0.266488 , 0.323787 , 0.277452 , 0.238515 , 0.237083 , 0.267528 , 0.203688 , 0.284419 , 0.301574 
 735 , 0.343823 , 0.336769 , 0.270571 , 0.196922 , 0.240694 , 0.323362 , 0.295004 , 0.27291 , 0.265236 , 0.193272 , 0.150139 , 0.2542 , 0.308534 , 0.37565 , 0.220678 , 0.252378 , 0.199488 , 0.234592 , 0.348926 , 0.368667 , 0.270505 , 0.306835 , 0.135387 , 0.242621 , 0.340741 , 0.248212 , 0.363711 , 0.312236 , 0.323826 , 0.252198 , 0.25911 , 0.273194 , 0.214741 , 0.251956 , 0.29268 , 0.318987 , 0.13143 , 0.107711 , 0.198669 , 0.275632 , 0.353097 , 0.336016 , 0.212317 , 0.229346 , 0.255952 , 0.342431 , 0.344509 , 0.280144 , 0.247118 , 0.278813 , 0.211176 , 0.243175 , 0.305197 , 0.228442 , 0.267797 , 0.262277 , 0.340906 , 0.307483 , 0.337635 , 0.232253 , 0.24245 , 0.237115 , 0.115731 , 0.287718 , 0.22474 , 0.357026 , 0.220929 , 0.175632 , 0.391713 , 0.37023 , 0.269298 , 0.327816 , 0.280394 , 0.24157 , 0.238668 , 0.270708 , 0.205723 , 0.287311 , 0.305192 
 736 , 0.348999 , 0.341024 , 0.273634 , 0.198928 , 0.243434 , 0.327916 , 0.298569 , 0.276112 , 0.268014 , 0.196085 , 0.151237 , 0.257432 , 0.312658 , 0.382545 , 0.223029 , 0.255489 , 0.202017 , 0.237212 , 0.35416 , 0.374105 , 0.273847 , 0.31017 , 0.136869 , 0.245652 , 0.344208 , 0.250954 , 0.367916 , 0.315776 , 0.327684 , 0.255333 , 0.262218 , 0.276364 , 0.217082 , 0.25457 , 0.298095 , 0.324182 , 0.132917 , 0.108849 , 0.200918 , 0.279136 , 0.358657 , 0.341175 , 0.215144 , 0.232563 , 0.25893 , 0.346435 , 0.349075 , 0.28341 , 0.249907 , 0.283458 , 0.214542 , 0.246476 , 0.30972 , 0.231284 , 0.27089 , 0.265611 , 0.345023 , 0.310582 , 0.341891 , 0.235089 , 0.245784 , 0.240008 , 0.116725 , 0.292167 , 0.227891 , 0.362926 , 0.224152 , 0.177537 , 0.398576 , 0.374565 , 0.272085 , 0.331826 , 0.283339 , 0.244614 , 0.240269 , 0.273904 , 0.207775 , 0.290205 , 0.308805 
 737 , 0.35413 , 0.345245 , 0.276675 , 0.200923 , 0.246154 , 0.332437 , 0.302106 , 0.279289 , 0.270769 , 0.198879 , 0.152329 , 0.260642 , 0.316745 , 0.38939 , 0.225368 , 0.258578 , 0.204524 , 0.239817 , 0.359353 , 0.379504 , 0.277169 , 0.313482 , 0.138345 , 0.248664 , 0.347646 , 0.253668 , 0.372085 , 0.319293 , 0.331517 , 0.25845 , 0.265305 , 0.279507 , 0.219414 , 0.257165 , 0.303477 , 0.329335 , 0.134393 , 0.109978 , 0.203148 , 0.28261 , 0.364168 , 0.346298 , 0.217949 , 0.235756 , 0.261889 , 0.350416 , 0.353604 , 0.286656 , 0.252682 , 0.28807 , 0.217877 , 0.24975 , 0.314212 , 0.23411 , 0.273957 , 0.268915 , 0.349107 , 0.313662 , 0.346113 , 0.2379 , 0.249091 , 0.242877 , 0.11771 , 0.296589 , 0.231022 , 0.368788 , 0.22735 , 0.17943 , 0.40539 , 0.378868 , 0.274849 , 0.335805 , 0.286262 , 0.247634 , 0.241861 , 0.277074 , 0.209808 , 0.293074 , 0.31239 
 738 , 0.358415 , 0.348726 , 0.279204 , 0.202584 , 0.248438 , 0.33624 , 0.305075 , 0.281996 , 0.273053 , 0.201252 , 0.153348 , 0.263355 , 0.320177 , 0.395274 , 0.227347 , 0.261209 , 0.206627 , 0.241988 , 0.363738 , 0.384073 , 0.280007 , 0.316239 , 0.139569 , 0.251278 , 0.3505 , 0.255915 , 0.375473 , 0.322251 , 0.334728 , 0.261114 , 0.267878 , 0.282162 , 0.221425 , 0.259364 , 0.30801 , 0.333638 , 0.135687 , 0.110953 , 0.204991 , 0.285473 , 0.368804 , 0.350558 , 0.220279 , 0.238454 , 0.264301 , 0.353802 , 0.357431 , 0.289368 , 0.255078 , 0.292094 , 0.22074 , 0.252533 , 0.318008 , 0.236508 , 0.276488 , 0.271707 , 0.352513 , 0.316215 , 0.349668 , 0.240247 , 0.25182 , 0.245332 , 0.118559 , 0.300313 , 0.23364 , 0.373727 , 0.229992 , 0.181041 , 0.411176 , 0.382541 , 0.277173 , 0.339213 , 0.288741 , 0.250193 , 0.243229 , 0.279741 , 0.211469 , 0.295471 , 0.315411 
 739 , 0.36266 , 0.352177 , 0.281688 , 0.204231 , 0.250766 , 0.340036 , 0.308028 , 0.284712 , 0.275343 , 0.203626 , 0.154347 , 0.26606 , 0.323574 , 0.401155 , 0.229313 , 0.263869 , 0.208699 , 0.244145 , 0.368095 , 0.38859 , 0.282874 , 0.319026 , 0.140787 , 0.2539 , 0.35332 , 0.258177 , 0.37884 , 0.325213 , 0.337878 , 0.263803 , 0.27049 , 0.28477 , 0.223417 , 0.261564 , 0.312491 , 0.337911 , 0.136967 , 0.111927 , 0.206812 , 0.288351 , 0.373477 , 0.354796 , 0.222597 , 0.24114 , 0.266684 , 0.357168 , 0.361298 , 0.292109 , 0.257492 , 0.29613 , 0.223612 , 0.255296 , 0.321793 , 0.238868 , 0.278992 , 0.274486 , 0.355925 , 0.31874 , 0.353205 , 0.242559 , 0.254548 , 0.247784 , 0.119396 , 0.304008 , 0.236277 , 0.378612 , 0.232647 , 0.18264 , 0.416935 , 0.386194 , 0.279502 , 0.342641 , 0.291205 , 0.252752 , 0.244569 , 0.282393 , 0.2131 , 0.297863 , 0.318416 
 740 , 0.366916 , 0.355636 , 0.284169 , 0.205882 , 0.253096 , 0.343841 , 0.310984 , 0.287432 , 0.277635 , 0.206006 , 0.155349 , 0.268773 , 0.326976 , 0.407047 , 0.231285 , 0.266532 , 0.210771 , 0.246304 , 0.372454 , 0.393115 , 0.285743 , 0.32182 , 0.142004 , 0.256525 , 0.356147 , 0.260441 , 0.382222 , 0.328178 , 0.341032 , 0.266498 , 0.273109 , 0.287379 , 0.225413 , 0.26377 , 0.316984 , 0.342191 , 0.138245 , 0.1129 , 0.208634 , 0.291238 , 0.378158 , 0.359046 , 0.224917 , 0.243829 , 0.269074 , 0.360544 , 0.365171 , 0.294863 , 0.259912 , 0.300171 , 0.226487 , 0.258061 , 0.325588 , 0.241239 , 0.281503 , 0.277268 , 0.359347 , 0.321267 , 0.356748 , 0.244873 , 0.257279 , 0.250244 , 0.12024 , 0.307712 , 0.238921 , 0.383509 , 0.235305 , 0.184247 , 0.422706 , 0.389853 , 0.281837 , 0.346073 , 0.293675 , 0.255314 , 0.245913 , 0.285052 , 0.214734 , 0.300257 , 0.321429 
