JUN28MAT00009.spu,JUN28MAT00008.spu,JUN28MAT00007.spu,JUN28MAT00006.spu,JUN28MAT00005.spu,
Wavelength,JUN28MAT00010.spu,JUN28MAT00011.spu,JUN28MAT00012.spu,JUN28MAT00013.spu,JUN28MAT00014.spu,JUN28MAT00015.spu,JUN28MAT00016.spu,JUN28MAT00017.spu,JUN28MAT00018.spu,JUN28MAT00019.spu,JUN28MAT00020.spu,JUN28MAT00021.spu,JUN28MAT00022.spu,JUN28MAT00023.spu,JUN28MAT00024.spu,JUN28MAT00025.spu,JUN28MAT00026.spu,JUN28MAT00027.spu,JUN28MAT00028.spu,JUN28MAT00029.spu,JUN28MAT00030.spu,JUN28MAT00031.spu,JUN28MAT00032.spu,JUN28MAT00033.spu,JUN28MAT00034.spu,JUN28MAT00035.spu,JUN28MAT00036.spu,JUN28MAT00037.spu,JUN28MAT00038.spu,JUN28MAT00039.spu,JUN28MAT00040.spu,JUN28MAT00041.spu,JUN28MAT00042.spu,JUN28MAT00043.spu,JUN28MAT00044.spu,JUN28MAT00045.spu,JUN28MAT00046.spu,JUN28MAT00047.spu,JUN28MAT00048.spu,JUN28MAT00049.spu,JUN28MAT00050.spu,JUN28MAT00051.spu,JUN28MAT00052.spu,JUN28MAT00053.spu,JUN28MAT00054.spu,JUN28MAT00055.spu,JUN28MAT00056.spu,JUN28MAT00057.spu,JUN28MAT00058.spu,JUN28MAT00059.spu,JUN28MAT00060.spu,JUN28MAT00061.spu,JUN28MAT00062.spu,JUN28MAT00063.spu,JUN28MAT00064.spu,JUN28MAT00065.spu,JUN28MAT00066.spu,JUN28MAT00067.spu,JUN28MAT00068.spu,JUN28MAT00069.spu,JUN28MAT00070.spu,JUN28MAT00071.spu,JUN28MAT00072.spu,JUN28MAT00073.spu,JUN28MAT00074.spu,JUN28MAT00075.spu,JUN28MAT00076.spu,JUN28MAT00077.spu,JUN28MAT00078.spu,JUN28MAT00079.spu,JUN28MAT00080.spu,JUN28MAT00081.spu,JUN28MAT00082.spu,JUN28MAT00083.spu,JUN28MAT00084.spu
 738 , 0.196453 , 0.223348 , 0.21171 , 0.22102 , 0.137225 , 0.228442 , 0.193761 , 0.201896 , 0.10333 , 0.24497 , 0.21744 , 0.104339 , 0.258592 , 0.304688 , 0.170752 , 0.100832 , 0.069925 , 0.109084 , 0.119135 , 0.163528 , 0.215557 , 0.358022 , 0.255633 , 0.112208 , 0.260688 , 0.234002 , 0.18808 , 0.189642 , 0.184345 , 0.223533 , 0.217013 , 0.212108 , 0.175016 , 0.239571 , 0.242705 , 0.223906 , 0.208872 , 0.097509 , 0.057127 , 0.186848 , 0.240347 , 0.315676 , 0.329046 , 0.157935 , 0.240507 , 0.260969 , 0.245863 , 0.317631 , 0.281465 , 0.243427 , 0.208116 , 0.219152 , 0.253164 , 0.214941 , 0.200359 , 0.121677 , 0.065855 , 0.133398 , 0.082543 , 0.244305 , 0.177282 , 0.271763 , 0.167657 , 0.2453 , 0.226128 , 0.216411 , 0.30121 , 0.216649 , 0.218109 , 0.240041 , 0.204768 , 0.2427 , 0.230295 , 0.273878 , 0.225206 
 739 , 0.197868 , 0.225013 , 0.213104 , 0.222491 , 0.137995 , 0.229755 , 0.194773 , 0.203183 , 0.104125 , 0.246872 , 0.218925 , 0.104752 , 0.260529 , 0.306822 , 0.171932 , 0.101293 , 0.070251 , 0.109582 , 0.11961 , 0.164698 , 0.217108 , 0.361759 , 0.257794 , 0.112929 , 0.262483 , 0.235517 , 0.18919 , 0.190896 , 0.185512 , 0.225188 , 0.218721 , 0.213634 , 0.176378 , 0.24161 , 0.24469 , 0.225921 , 0.210573 , 0.098105 , 0.057405 , 0.187946 , 0.242407 , 0.319047 , 0.332636 , 0.159504 , 0.242572 , 0.263051 , 0.247839 , 0.320334 , 0.283895 , 0.245366 , 0.209519 , 0.220839 , 0.255282 , 0.216544 , 0.201827 , 0.122384 , 0.066194 , 0.134263 , 0.082883 , 0.246609 , 0.178725 , 0.27441 , 0.169134 , 0.247644 , 0.227875 , 0.218128 , 0.303927 , 0.218225 , 0.219736 , 0.24196 , 0.205831 , 0.244608 , 0.231727 , 0.275805 , 0.227092 
 740 , 0.199286 , 0.226682 , 0.214507 , 0.223967 , 0.138766 , 0.231067 , 0.195787 , 0.204468 , 0.104923 , 0.248774 , 0.220415 , 0.105161 , 0.262472 , 0.308958 , 0.173116 , 0.101755 , 0.070578 , 0.110076 , 0.120085 , 0.165871 , 0.218658 , 0.365502 , 0.259961 , 0.113648 , 0.264282 , 0.237042 , 0.190298 , 0.192152 , 0.186678 , 0.226848 , 0.220434 , 0.215159 , 0.177744 , 0.24365 , 0.246677 , 0.227947 , 0.212274 , 0.098709 , 0.057683 , 0.189053 , 0.244468 , 0.322432 , 0.336233 , 0.161077 , 0.244643 , 0.265144 , 0.24982 , 0.32305 , 0.286331 , 0.24731 , 0.210921 , 0.222536 , 0.257412 , 0.218152 , 0.203296 , 0.123088 , 0.066529 , 0.135131 , 0.08322 , 0.24892 , 0.180172 , 0.277066 , 0.170615 , 0.249996 , 0.229626 , 0.21985 , 0.306656 , 0.219802 , 0.221368 , 0.243889 , 0.206892 , 0.246526 , 0.233169 , 0.277737 , 0.228984 
 741 , 0.200528 , 0.22813 , 0.215664 , 0.225261 , 0.139453 , 0.232268 , 0.19678 , 0.205636 , 0.105629 , 0.250483 , 0.221743 , 0.105551 , 0.264238 , 0.31087 , 0.174174 , 0.102184 , 0.070873 , 0.110552 , 0.12055 , 0.166948 , 0.22007 , 0.368852 , 0.261866 , 0.11426 , 0.265882 , 0.238426 , 0.191301 , 0.193228 , 0.18769 , 0.228301 , 0.221982 , 0.216459 , 0.178937 , 0.245477 , 0.248404 , 0.229721 , 0.213785 , 0.099242 , 0.057928 , 0.190047 , 0.246257 , 0.325371 , 0.339302 , 0.162444 , 0.246409 , 0.267 , 0.251551 , 0.32545 , 0.288479 , 0.248999 , 0.212189 , 0.224017 , 0.259261 , 0.219562 , 0.204587 , 0.123726 , 0.066852 , 0.135852 , 0.083569 , 0.250873 , 0.181474 , 0.279305 , 0.171891 , 0.252025 , 0.231165 , 0.221319 , 0.309045 , 0.221216 , 0.222822 , 0.245633 , 0.207866 , 0.248238 , 0.234449 , 0.279461 , 0.230624 
 742 , 0.201704 , 0.229452 , 0.216736 , 0.226472 , 0.140114 , 0.233379 , 0.197772 , 0.206756 , 0.10628 , 0.25205 , 0.222999 , 0.105952 , 0.265875 , 0.312723 , 0.175139 , 0.102601 , 0.071156 , 0.111013 , 0.120993 , 0.167973 , 0.221435 , 0.372027 , 0.263681 , 0.114824 , 0.267365 , 0.239774 , 0.192227 , 0.194206 , 0.188642 , 0.229642 , 0.223414 , 0.217649 , 0.180039 , 0.247126 , 0.250037 , 0.231323 , 0.215207 , 0.099748 , 0.058152 , 0.190996 , 0.247932 , 0.328125 , 0.342116 , 0.163679 , 0.247991 , 0.268728 , 0.253149 , 0.327739 , 0.290437 , 0.250531 , 0.213414 , 0.225402 , 0.260995 , 0.220903 , 0.205754 , 0.12432 , 0.06716 , 0.136518 , 0.083925 , 0.252666 , 0.182711 , 0.281326 , 0.173073 , 0.253931 , 0.232617 , 0.222627 , 0.311154 , 0.222564 , 0.224176 , 0.247214 , 0.208822 , 0.249788 , 0.235612 , 0.281097 , 0.232138 
 743 , 0.202889 , 0.230777 , 0.217811 , 0.227696 , 0.140776 , 0.234504 , 0.198767 , 0.207883 , 0.106937 , 0.253622 , 0.224257 , 0.106355 , 0.267521 , 0.31458 , 0.176117 , 0.103024 , 0.071445 , 0.111471 , 0.121438 , 0.169001 , 0.222805 , 0.375221 , 0.265501 , 0.115393 , 0.268856 , 0.241131 , 0.193162 , 0.195186 , 0.189601 , 0.230992 , 0.224849 , 0.218848 , 0.18115 , 0.248785 , 0.251675 , 0.232934 , 0.216637 , 0.100261 , 0.058376 , 0.191949 , 0.249621 , 0.330896 , 0.344942 , 0.164922 , 0.249577 , 0.27047 , 0.254756 , 0.33004 , 0.29241 , 0.252076 , 0.214647 , 0.226801 , 0.262743 , 0.222252 , 0.206929 , 0.124921 , 0.067468 , 0.137192 , 0.084283 , 0.254463 , 0.183957 , 0.283363 , 0.174264 , 0.255847 , 0.234083 , 0.223944 , 0.31327 , 0.223925 , 0.225539 , 0.248804 , 0.209785 , 0.251352 , 0.236788 , 0.282736 , 0.233667 
 744 , 0.203956 , 0.232004 , 0.218848 , 0.228867 , 0.141366 , 0.235577 , 0.199711 , 0.208956 , 0.107519 , 0.255086 , 0.22547 , 0.10672 , 0.269076 , 0.316353 , 0.177001 , 0.103436 , 0.071727 , 0.111902 , 0.121867 , 0.169972 , 0.224097 , 0.378222 , 0.267188 , 0.115872 , 0.270267 , 0.242386 , 0.194055 , 0.196099 , 0.190481 , 0.232244 , 0.226161 , 0.219995 , 0.182168 , 0.250302 , 0.253189 , 0.234445 , 0.21798 , 0.100755 , 0.05861 , 0.192868 , 0.251199 , 0.333494 , 0.347567 , 0.166041 , 0.251057 , 0.272115 , 0.256258 , 0.332225 , 0.294246 , 0.253537 , 0.215833 , 0.228136 , 0.264365 , 0.223548 , 0.208029 , 0.125509 , 0.067757 , 0.137832 , 0.084648 , 0.25615 , 0.185119 , 0.285251 , 0.175354 , 0.25761 , 0.23543 , 0.225171 , 0.315225 , 0.225161 , 0.226828 , 0.250292 , 0.210691 , 0.252831 , 0.237915 , 0.284286 , 0.235082 
 745 , 0.204785 , 0.233026 , 0.219777 , 0.229921 , 0.141811 , 0.236587 , 0.200571 , 0.209909 , 0.107975 , 0.256359 , 0.226591 , 0.107008 , 0.270462 , 0.317894 , 0.177739 , 0.103825 , 0.071988 , 0.112269 , 0.122255 , 0.170842 , 0.22521 , 0.38081 , 0.268629 , 0.116203 , 0.271508 , 0.243449 , 0.194868 , 0.196882 , 0.191213 , 0.233315 , 0.227259 , 0.22103 , 0.183 , 0.251589 , 0.254433 , 0.235747 , 0.219139 , 0.101182 , 0.058838 , 0.193703 , 0.252552 , 0.335769 , 0.349813 , 0.166946 , 0.25236 , 0.273527 , 0.257533 , 0.334119 , 0.295828 , 0.254821 , 0.216864 , 0.229351 , 0.265731 , 0.224699 , 0.208956 , 0.126072 , 0.067985 , 0.138392 , 0.084986 , 0.257616 , 0.186089 , 0.286834 , 0.17624 , 0.259031 , 0.236543 , 0.226203 , 0.316961 , 0.226153 , 0.227946 , 0.251579 , 0.211432 , 0.254133 , 0.238945 , 0.28565 , 0.236268 
 746 , 0.205603 , 0.234053 , 0.220689 , 0.230974 , 0.14225 , 0.23762 , 0.201442 , 0.210866 , 0.108429 , 0.257639 , 0.227713 , 0.107288 , 0.271864 , 0.319423 , 0.178491 , 0.104218 , 0.072242 , 0.112639 , 0.122649 , 0.171718 , 0.226326 , 0.383401 , 0.270078 , 0.116535 , 0.272754 , 0.244521 , 0.195692 , 0.197679 , 0.191949 , 0.234398 , 0.228367 , 0.222066 , 0.183823 , 0.252892 , 0.255661 , 0.237044 , 0.220306 , 0.101602 , 0.059064 , 0.194526 , 0.253901 , 0.338055 , 0.352074 , 0.167862 , 0.253679 , 0.274938 , 0.258805 , 0.336009 , 0.297422 , 0.256109 , 0.217876 , 0.230566 , 0.267098 , 0.225839 , 0.209883 , 0.126638 , 0.068208 , 0.13895 , 0.085316 , 0.25909 , 0.18705 , 0.288415 , 0.177109 , 0.260438 , 0.237654 , 0.227231 , 0.318739 , 0.227143 , 0.229066 , 0.252858 , 0.212155 , 0.25544 , 0.239976 , 0.287023 , 0.237452 
 747 , 0.206427 , 0.235077 , 0.221597 , 0.232022 , 0.142695 , 0.238649 , 0.202314 , 0.211822 , 0.108887 , 0.258917 , 0.228835 , 0.107576 , 0.273264 , 0.320956 , 0.179241 , 0.104615 , 0.072498 , 0.113011 , 0.123047 , 0.1726 , 0.22744 , 0.385989 , 0.271525 , 0.116858 , 0.274003 , 0.245586 , 0.19652 , 0.198476 , 0.192682 , 0.235481 , 0.229475 , 0.2231 , 0.184651 , 0.254203 , 0.256888 , 0.238338 , 0.221474 , 0.102019 , 0.059294 , 0.195352 , 0.255252 , 0.340343 , 0.354325 , 0.168777 , 0.254996 , 0.276353 , 0.26007 , 0.337904 , 0.299012 , 0.25739 , 0.218892 , 0.231776 , 0.268456 , 0.226972 , 0.210812 , 0.127205 , 0.068433 , 0.139502 , 0.085647 , 0.260563 , 0.188006 , 0.289986 , 0.17798 , 0.261839 , 0.238762 , 0.228263 , 0.320522 , 0.228125 , 0.230184 , 0.254139 , 0.212877 , 0.256745 , 0.241014 , 0.288404 , 0.238644 
 748 , 0.207097 , 0.235862 , 0.222133 , 0.232811 , 0.143125 , 0.239482 , 0.203026 , 0.21258 , 0.109274 , 0.259951 , 0.229725 , 0.107803 , 0.274338 , 0.322215 , 0.179789 , 0.10496 , 0.072649 , 0.11334 , 0.123408 , 0.17334 , 0.228388 , 0.387995 , 0.272649 , 0.116911 , 0.275101 , 0.246376 , 0.197202 , 0.199074 , 0.19326 , 0.236342 , 0.230374 , 0.223871 , 0.185271 , 0.255246 , 0.257752 , 0.239323 , 0.222415 , 0.10233 , 0.05949 , 0.195914 , 0.256197 , 0.342109 , 0.355927 , 0.169388 , 0.255949 , 0.277488 , 0.261026 , 0.33944 , 0.300171 , 0.258361 , 0.219756 , 0.232618 , 0.269405 , 0.22771 , 0.211544 , 0.127663 , 0.068583 , 0.1399 , 0.085888 , 0.26161 , 0.188649 , 0.291083 , 0.178575 , 0.262947 , 0.239591 , 0.229007 , 0.321908 , 0.228829 , 0.231033 , 0.255068 , 0.213392 , 0.257742 , 0.241854 , 0.289553 , 0.239546 
 749 , 0.207767 , 0.236674 , 0.222696 , 0.233607 , 0.143567 , 0.240301 , 0.203718 , 0.213339 , 0.109669 , 0.261001 , 0.23062 , 0.108021 , 0.275405 , 0.323508 , 0.180338 , 0.105307 , 0.072803 , 0.113663 , 0.12378 , 0.174062 , 0.22934 , 0.39 , 0.273782 , 0.116938 , 0.276189 , 0.247143 , 0.197868 , 0.199654 , 0.193824 , 0.237185 , 0.231295 , 0.224646 , 0.185895 , 0.256277 , 0.258654 , 0.240315 , 0.223341 , 0.102648 , 0.059694 , 0.196479 , 0.257091 , 0.343861 , 0.357531 , 0.169978 , 0.256898 , 0.27865 , 0.261978 , 0.340969 , 0.3013 , 0.259329 , 0.220627 , 0.233478 , 0.270324 , 0.228457 , 0.212282 , 0.128116 , 0.06874 , 0.140297 , 0.08614 , 0.262653 , 0.189294 , 0.2922 , 0.179172 , 0.264087 , 0.240405 , 0.229727 , 0.323231 , 0.229509 , 0.231876 , 0.25599 , 0.213894 , 0.258723 , 0.242652 , 0.290672 , 0.240425 
 750 , 0.208452 , 0.237508 , 0.223271 , 0.234421 , 0.144022 , 0.241142 , 0.20442 , 0.214114 , 0.110074 , 0.262075 , 0.231537 , 0.108245 , 0.276501 , 0.324834 , 0.180897 , 0.105665 , 0.072955 , 0.113997 , 0.124167 , 0.174803 , 0.230315 , 0.392048 , 0.27494 , 0.116969 , 0.277296 , 0.247932 , 0.198549 , 0.200245 , 0.194409 , 0.238045 , 0.232233 , 0.225443 , 0.186534 , 0.257332 , 0.259574 , 0.24133 , 0.22429 , 0.102981 , 0.059901 , 0.197058 , 0.258008 , 0.345658 , 0.35917 , 0.170587 , 0.257864 , 0.279836 , 0.26296 , 0.342541 , 0.30246 , 0.26032 , 0.221516 , 0.234356 , 0.271266 , 0.229216 , 0.213035 , 0.128582 , 0.068894 , 0.140701 , 0.086397 , 0.263725 , 0.189954 , 0.293343 , 0.179789 , 0.265261 , 0.241231 , 0.230469 , 0.324591 , 0.230205 , 0.23274 , 0.25693 , 0.214407 , 0.259728 , 0.243463 , 0.291817 , 0.24133 
 751 , 0.208977 , 0.238079 , 0.223761 , 0.234948 , 0.14436 , 0.241742 , 0.204946 , 0.21469 , 0.110348 , 0.262829 , 0.232179 , 0.108453 , 0.277267 , 0.325772 , 0.181317 , 0.105916 , 0.073059 , 0.114263 , 0.124459 , 0.175347 , 0.231028 , 0.393505 , 0.275709 , 0.117087 , 0.278056 , 0.248542 , 0.199051 , 0.200649 , 0.194835 , 0.238682 , 0.232933 , 0.226058 , 0.187046 , 0.25811 , 0.260326 , 0.242029 , 0.224988 , 0.103192 , 0.060008 , 0.197468 , 0.258638 , 0.346929 , 0.360332 , 0.171035 , 0.258597 , 0.280679 , 0.263683 , 0.343703 , 0.303369 , 0.26101 , 0.222158 , 0.235003 , 0.271965 , 0.229797 , 0.21356 , 0.128917 , 0.069064 , 0.141033 , 0.086583 , 0.264502 , 0.190448 , 0.294202 , 0.180231 , 0.266126 , 0.241843 , 0.231013 , 0.325546 , 0.230752 , 0.23343 , 0.257648 , 0.214796 , 0.260452 , 0.244049 , 0.29274 , 0.242014 
 752 , 0.209485 , 0.238633 , 0.224278 , 0.235381 , 0.144687 , 0.242282 , 0.205433 , 0.215213 , 0.110591 , 0.263497 , 0.232759 , 0.108648 , 0.277963 , 0.326584 , 0.181706 , 0.106132 , 0.073149 , 0.114517 , 0.12472 , 0.175848 , 0.231687 , 0.39487 , 0.276347 , 0.11727 , 0.278748 , 0.249132 , 0.199519 , 0.201014 , 0.195226 , 0.239247 , 0.233504 , 0.226573 , 0.18752 , 0.258776 , 0.260965 , 0.242694 , 0.225596 , 0.103348 , 0.060072 , 0.197833 , 0.259244 , 0.348086 , 0.361354 , 0.171448 , 0.259244 , 0.28136 , 0.264322 , 0.344714 , 0.304211 , 0.261599 , 0.222753 , 0.235537 , 0.272617 , 0.230328 , 0.21399 , 0.129219 , 0.069248 , 0.141334 , 0.086728 , 0.265163 , 0.190902 , 0.294995 , 0.180624 , 0.266884 , 0.242408 , 0.231526 , 0.326413 , 0.231244 , 0.234067 , 0.258313 , 0.215173 , 0.261091 , 0.244602 , 0.293616 , 0.242624 
 753 , 0.210021 , 0.239216 , 0.224828 , 0.235839 , 0.145035 , 0.242851 , 0.205942 , 0.215768 , 0.110843 , 0.264197 , 0.233363 , 0.108857 , 0.278692 , 0.327433 , 0.182111 , 0.106356 , 0.073239 , 0.114786 , 0.12499 , 0.176379 , 0.232385 , 0.396301 , 0.277023 , 0.117463 , 0.279483 , 0.249758 , 0.200013 , 0.20139 , 0.195637 , 0.239842 , 0.234104 , 0.227117 , 0.188019 , 0.259478 , 0.261641 , 0.243391 , 0.226239 , 0.103518 , 0.060136 , 0.198219 , 0.259887 , 0.349299 , 0.362427 , 0.171887 , 0.259922 , 0.282075 , 0.265004 , 0.345775 , 0.305099 , 0.262221 , 0.223376 , 0.236106 , 0.273312 , 0.230883 , 0.214447 , 0.129532 , 0.069437 , 0.141652 , 0.086876 , 0.265861 , 0.191382 , 0.295828 , 0.181037 , 0.267681 , 0.243003 , 0.232067 , 0.327322 , 0.23176 , 0.234739 , 0.25902 , 0.215561 , 0.261762 , 0.245186 , 0.294537 , 0.24327 
 754 , 0.210505 , 0.239649 , 0.225293 , 0.236127 , 0.145361 , 0.243227 , 0.206312 , 0.216176 , 0.110997 , 0.264636 , 0.233841 , 0.109061 , 0.279191 , 0.328053 , 0.18255 , 0.10652 , 0.073372 , 0.115078 , 0.125232 , 0.176802 , 0.232956 , 0.39743 , 0.277458 , 0.117944 , 0.280029 , 0.250296 , 0.200417 , 0.201759 , 0.196006 , 0.240269 , 0.234577 , 0.227534 , 0.1885 , 0.259997 , 0.262284 , 0.243908 , 0.22669 , 0.103669 , 0.060215 , 0.198537 , 0.260393 , 0.350179 , 0.363407 , 0.17235 , 0.260444 , 0.282585 , 0.265678 , 0.346464 , 0.30585 , 0.262685 , 0.223865 , 0.236524 , 0.273885 , 0.231406 , 0.214794 , 0.129831 , 0.069652 , 0.141997 , 0.087016 , 0.266456 , 0.191839 , 0.296677 , 0.181437 , 0.268265 , 0.243435 , 0.232631 , 0.328154 , 0.232296 , 0.235284 , 0.259575 , 0.215978 , 0.262273 , 0.245595 , 0.295254 , 0.243791 
 755 , 0.210884 , 0.239764 , 0.225559 , 0.236129 , 0.145582 , 0.243267 , 0.20643 , 0.216325 , 0.110954 , 0.26464 , 0.234042 , 0.109272 , 0.279249 , 0.328245 , 0.18297 , 0.106562 , 0.073566 , 0.115382 , 0.125394 , 0.177029 , 0.23326 , 0.397996 , 0.277455 , 0.11888 , 0.280195 , 0.250574 , 0.200637 , 0.202099 , 0.19625 , 0.240414 , 0.23482 , 0.227748 , 0.188917 , 0.260187 , 0.262866 , 0.244008 , 0.226786 , 0.103744 , 0.060296 , 0.198719 , 0.260616 , 0.350376 , 0.364115 , 0.172815 , 0.260662 , 0.282701 , 0.266261 , 0.346464 , 0.306329 , 0.262835 , 0.224036 , 0.236614 , 0.274151 , 0.231792 , 0.214893 , 0.130063 , 0.069889 , 0.142365 , 0.087131 , 0.266875 , 0.19219 , 0.297417 , 0.181753 , 0.268424 , 0.243507 , 0.233142 , 0.3287 , 0.232769 , 0.23552 , 0.259803 , 0.216335 , 0.262432 , 0.245629 , 0.295469 , 0.244034 
 756 , 0.211292 , 0.239859 , 0.225822 , 0.236121 , 0.145805 , 0.243301 , 0.20655 , 0.216475 , 0.110903 , 0.264647 , 0.234231 , 0.109505 , 0.279289 , 0.328439 , 0.183417 , 0.106596 , 0.073768 , 0.115702 , 0.125566 , 0.177266 , 0.23357 , 0.398586 , 0.277425 , 0.119891 , 0.280349 , 0.250835 , 0.20085 , 0.202473 , 0.196502 , 0.240571 , 0.235071 , 0.227988 , 0.189358 , 0.260386 , 0.263495 , 0.244074 , 0.226882 , 0.103815 , 0.060381 , 0.198904 , 0.260837 , 0.350537 , 0.364846 , 0.173312 , 0.260883 , 0.282807 , 0.266859 , 0.34643 , 0.306837 , 0.262982 , 0.224178 , 0.236684 , 0.274398 , 0.232188 , 0.21498 , 0.130303 , 0.070137 , 0.142768 , 0.087248 , 0.267336 , 0.192538 , 0.298166 , 0.18206 , 0.26856 , 0.243542 , 0.233668 , 0.329238 , 0.233248 , 0.235737 , 0.260022 , 0.21669 , 0.262573 , 0.245626 , 0.295641 , 0.244274 
 757 , 0.211752 , 0.239974 , 0.226109 , 0.236129 , 0.146041 , 0.243341 , 0.206708 , 0.216642 , 0.110832 , 0.264649 , 0.234443 , 0.109766 , 0.279323 , 0.328648 , 0.183909 , 0.106634 , 0.073999 , 0.116055 , 0.125758 , 0.177522 , 0.23391 , 0.399228 , 0.277391 , 0.121007 , 0.280518 , 0.251122 , 0.201085 , 0.202884 , 0.196769 , 0.240737 , 0.23534 , 0.228256 , 0.189839 , 0.26061 , 0.264192 , 0.244141 , 0.226975 , 0.103892 , 0.060478 , 0.199122 , 0.261076 , 0.350709 , 0.365645 , 0.173868 , 0.261117 , 0.282911 , 0.267519 , 0.346383 , 0.307387 , 0.263147 , 0.224346 , 0.236765 , 0.274669 , 0.232634 , 0.215073 , 0.130566 , 0.070416 , 0.143211 , 0.087377 , 0.267842 , 0.19292 , 0.298996 , 0.182402 , 0.268693 , 0.243587 , 0.234259 , 0.329822 , 0.233787 , 0.235976 , 0.260261 , 0.217082 , 0.262721 , 0.245617 , 0.295818 , 0.244536 
 758 , 0.212384 , 0.2402 , 0.226481 , 0.236253 , 0.146239 , 0.243414 , 0.207182 , 0.216775 , 0.110685 , 0.264544 , 0.234667 , 0.110094 , 0.279248 , 0.328791 , 0.184506 , 0.106727 , 0.074321 , 0.116454 , 0.125976 , 0.177743 , 0.234294 , 0.399756 , 0.277305 , 0.122329 , 0.280696 , 0.251497 , 0.201296 , 0.203382 , 0.197001 , 0.240777 , 0.235539 , 0.228526 , 0.190351 , 0.260846 , 0.265039 , 0.244117 , 0.226925 , 0.104009 , 0.060621 , 0.199455 , 0.261178 , 0.350758 , 0.366436 , 0.174591 , 0.261305 , 0.28291 , 0.268298 , 0.346142 , 0.30786 , 0.26334 , 0.224711 , 0.236936 , 0.275035 , 0.233228 , 0.215184 , 0.130872 , 0.070786 , 0.143735 , 0.087571 , 0.268349 , 0.19334 , 0.299955 , 0.182772 , 0.26866 , 0.243638 , 0.234988 , 0.330418 , 0.234442 , 0.236192 , 0.260433 , 0.217555 , 0.262856 , 0.245525 , 0.295869 , 0.244811 
 759 , 0.213064 , 0.240458 , 0.226896 , 0.236382 , 0.146483 , 0.243475 , 0.207689 , 0.216909 , 0.110538 , 0.26438 , 0.234925 , 0.110411 , 0.279179 , 0.328915 , 0.185178 , 0.106846 , 0.074686 , 0.11689 , 0.126191 , 0.177968 , 0.23472 , 0.400257 , 0.277215 , 0.123752 , 0.280877 , 0.251933 , 0.201517 , 0.203879 , 0.197262 , 0.24077 , 0.235728 , 0.228778 , 0.190865 , 0.261061 , 0.265945 , 0.244083 , 0.22684 , 0.104167 , 0.060777 , 0.199763 , 0.26124 , 0.350786 , 0.367324 , 0.17536 , 0.261491 , 0.282902 , 0.269197 , 0.345913 , 0.308312 , 0.2635 , 0.225106 , 0.237124 , 0.275436 , 0.233846 , 0.215314 , 0.131188 , 0.071188 , 0.144269 , 0.087762 , 0.268824 , 0.193815 , 0.30104 , 0.183199 , 0.268604 , 0.243715 , 0.235768 , 0.331104 , 0.235165 , 0.236433 , 0.260591 , 0.218065 , 0.263004 , 0.245408 , 0.295926 , 0.24506 
 760 , 0.213803 , 0.240737 , 0.227347 , 0.236522 , 0.146749 , 0.243547 , 0.208244 , 0.217054 , 0.110378 , 0.264205 , 0.235209 , 0.110758 , 0.279097 , 0.329053 , 0.185909 , 0.106973 , 0.07508 , 0.117363 , 0.126425 , 0.178217 , 0.235183 , 0.400805 , 0.277118 , 0.125302 , 0.281072 , 0.252404 , 0.201751 , 0.204418 , 0.197551 , 0.240768 , 0.235932 , 0.229055 , 0.191428 , 0.261302 , 0.266933 , 0.24405 , 0.226742 , 0.104332 , 0.060941 , 0.2001 , 0.261307 , 0.350823 , 0.36828 , 0.176201 , 0.261687 , 0.282898 , 0.270169 , 0.345664 , 0.308801 , 0.263676 , 0.225542 , 0.237332 , 0.275877 , 0.234521 , 0.215454 , 0.131533 , 0.071618 , 0.144857 , 0.087967 , 0.269338 , 0.19433 , 0.302211 , 0.183668 , 0.268543 , 0.243799 , 0.236614 , 0.331848 , 0.235957 , 0.236701 , 0.260763 , 0.218618 , 0.263164 , 0.245286 , 0.29599 , 0.245332 
 761 , 0.214289 , 0.241175 , 0.227882 , 0.237093 , 0.14709 , 0.244096 , 0.208896 , 0.217639 , 0.110549 , 0.264627 , 0.235847 , 0.111092 , 0.279745 , 0.329863 , 0.186432 , 0.107334 , 0.075359 , 0.117801 , 0.126858 , 0.178796 , 0.235852 , 0.401902 , 0.277616 , 0.125811 , 0.281758 , 0.252924 , 0.202227 , 0.204939 , 0.197966 , 0.241165 , 0.236475 , 0.229577 , 0.19181 , 0.261801 , 0.267608 , 0.2445 , 0.227094 , 0.104603 , 0.061104 , 0.200572 , 0.261671 , 0.35147 , 0.36902 , 0.176612 , 0.2621 , 0.283448 , 0.270912 , 0.346446 , 0.309387 , 0.264163 , 0.226257 , 0.237781 , 0.2764 , 0.23504 , 0.215934 , 0.131977 , 0.071855 , 0.145325 , 0.088249 , 0.269846 , 0.194686 , 0.302932 , 0.184009 , 0.268889 , 0.244186 , 0.237123 , 0.332534 , 0.236475 , 0.237188 , 0.261163 , 0.219075 , 0.26366 , 0.245721 , 0.296487 , 0.245701 
