  time  ,5:31 PM",5:39 PM",5:52 PM",6:03 PM",6:12 PM",6:54 PM",7:00 PM",7:06 PM",7:13 PM",7:19 PM",8:14 PM",8:21 PM",8:28 PM",8:34 PM",8:41 PM",9:47 PM",9:53 PM",0:00 PM",0:07 PM",0:15 PM",1:29 PM",1:34 PM",1:40 PM",1:45 PM",1:58 PM",2:59 PM",3:05 PM",3:11 PM",3:17 PM",3:23 PM",4:12 PM",4:17 PM",4:23 PM",4:29 PM",4:35 PM",5:26 PM",5:32 PM",5:37 PM",5:44 PM",5:51 PM",7:06 PM",7:11 PM",7:17 PM",7:22 PM",7:31 PM",8:59 PM",9:05 PM",9:11 PM",9:18 PM",9:25 PM",0:08 PM",0:13 PM",0:20 PM",0:27 PM",0:34 PM",1:15 PM",1:20 PM",1:27 PM",1:33 PM",1:40 PM"
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 337 , 0.002893 , 0.000152 , 0 , 0.002549 , 0.007323 , 0.02182 , 0.011647 , 0.005174 , 0.019677 , 0.027282 , 0.008667 , 0.006148 , 0.011005 , 0.011475 , 0.007152 , 0.028379 , 0.024053 , 0.030839 , 0.005417 , 0.026213 , 0.024585 , 0.014418 , 0.016388 , 0.009285 , 0.009759 , 0.003036 , 0.002142 , 0.003051 , 0.002497 , 0.009591 , 0.00056 , 0.009077 , 0.035254 , 0.048501 , 0.0268 , 0.008044 , 0.024473 , 0 , 0.019907 , 0.018263 , 0.00806 , 0 , 0.003071 , 0.012532 , 0.003936 , 0.026194 , 0.000912 , 0.011493 , 0.010998 , 0.019111 , 0.007103 , 0.019143 , 0.042245 , 0.026918 , 0.005926 , 0.019256 , 0.030704 , 0.016388 , 0.012731 , 0.017258 
 338 , 0.003139 , 0.000211 , 0 , 0.003204 , 0.008245 , 0.021761 , 0.011673 , 0.005172 , 0.0184 , 0.025865 , 0.009468 , 0.007237 , 0.014572 , 0.008895 , 0.006721 , 0.027572 , 0.025688 , 0.032598 , 0.006621 , 0.02663 , 0.022968 , 0.015313 , 0.01699 , 0.010292 , 0.010377 , 0.003912 , 0.002788 , 0.003867 , 0.00327 , 0.00995 , 0.000775 , 0.009326 , 0.03736 , 0.051871 , 0.025786 , 0.008681 , 0.023877 , 0 , 0.019537 , 0.019849 , 0.008926 , 0 , 0.003868 , 0.011616 , 0.004641 , 0.027166 , 0.001092 , 0.013132 , 0.012551 , 0.019737 , 0.007715 , 0.021381 , 0.041216 , 0.026366 , 0.006847 , 0.018493 , 0.030472 , 0.016123 , 0.013659 , 0.018208 
 339 , 0.003634 , 0.001539 , 0.001698 , 0.004918 , 0.00776 , 0.021748 , 0.012806 , 0.006671 , 0.017581 , 0.025854 , 0.010001 , 0.007949 , 0.014777 , 0.009895 , 0.008224 , 0.027341 , 0.025196 , 0.03327 , 0.007639 , 0.025532 , 0.023796 , 0.015442 , 0.017929 , 0.0115 , 0.01185 , 0.004793 , 0.004089 , 0.005468 , 0.004707 , 0.01103 , 0.001575 , 0.010197 , 0.035143 , 0.052898 , 0.02673 , 0.009177 , 0.023686 , 0.001282 , 0.021592 , 0.020037 , 0.010308 , 0.001967 , 0.005564 , 0.012201 , 0.00576 , 0.02664 , 0.00275 , 0.013526 , 0.013315 , 0.019991 , 0.009167 , 0.020586 , 0.040951 , 0.026722 , 0.00823 , 0.020466 , 0.031728 , 0.017309 , 0.014188 , 0.019173 
 340 , 0.00401 , 0.002577 , 0.003261 , 0.006273 , 0.007183 , 0.021649 , 0.01379 , 0.008327 , 0.016892 , 0.02605 , 0.010392 , 0.008486 , 0.014377 , 0.011431 , 0.009697 , 0.02716 , 0.024416 , 0.033628 , 0.008436 , 0.024385 , 0.024797 , 0.015402 , 0.018765 , 0.012507 , 0.013284 , 0.005507 , 0.005142 , 0.006847 , 0.006071 , 0.012038 , 0.002315 , 0.01098 , 0.032781 , 0.053384 , 0.027875 , 0.009562 , 0.023441 , 0.002464 , 0.024102 , 0.019917 , 0.011658 , 0.003862 , 0.006908 , 0.012839 , 0.006798 , 0.025918 , 0.004202 , 0.013617 , 0.01377 , 0.020095 , 0.010555 , 0.019487 , 0.04069 , 0.02704 , 0.009513 , 0.022769 , 0.033059 , 0.018611 , 0.014502 , 0.019972 
 341 , 0.00425 , 0.00325 , 0.004441 , 0.007196 , 0.006713 , 0.021453 , 0.014478 , 0.009865 , 0.016267 , 0.026236 , 0.010691 , 0.008916 , 0.013976 , 0.012919 , 0.010828 , 0.026975 , 0.023664 , 0.033835 , 0.009054 , 0.02336 , 0.025591 , 0.015328 , 0.01944 , 0.013281 , 0.014514 , 0.006061 , 0.005889 , 0.007896 , 0.007235 , 0.012855 , 0.002901 , 0.011578 , 0.030816 , 0.05368 , 0.028924 , 0.009867 , 0.023101 , 0.00336 , 0.026685 , 0.019725 , 0.012873 , 0.005362 , 0.007836 , 0.013338 , 0.007674 , 0.025221 , 0.005259 , 0.013625 , 0.014066 , 0.020113 , 0.011726 , 0.018536 , 0.040327 , 0.027181 , 0.010608 , 0.02494 , 0.034218 , 0.019788 , 0.014675 , 0.020591 
 342 , 0.004822 , 0.003982 , 0.005203 , 0.008146 , 0.00716 , 0.022466 , 0.015287 , 0.010541 , 0.016795 , 0.027515 , 0.011308 , 0.009785 , 0.013926 , 0.014612 , 0.011479 , 0.02741 , 0.024301 , 0.03417 , 0.009994 , 0.023311 , 0.025938 , 0.016056 , 0.020547 , 0.014146 , 0.015689 , 0.00686 , 0.006697 , 0.008632 , 0.008003 , 0.013862 , 0.003584 , 0.012056 , 0.031005 , 0.054203 , 0.029882 , 0.010611 , 0.023653 , 0.00448 , 0.028814 , 0.020343 , 0.013981 , 0.006314 , 0.008928 , 0.014601 , 0.008787 , 0.026654 , 0.006431 , 0.014345 , 0.014415 , 0.021092 , 0.012499 , 0.018701 , 0.04117 , 0.027216 , 0.011733 , 0.025991 , 0.035075 , 0.02089 , 0.015447 , 0.021176 
 343 , 0.005867 , 0.004955 , 0.005644 , 0.009365 , 0.00859 , 0.024835 , 0.016278 , 0.010313 , 0.018437 , 0.029842 , 0.012251 , 0.011115 , 0.014182 , 0.016441 , 0.011712 , 0.028372 , 0.026287 , 0.034584 , 0.011317 , 0.024096 , 0.02585 , 0.017588 , 0.022074 , 0.01512 , 0.016777 , 0.007998 , 0.00766 , 0.009119 , 0.008371 , 0.01508 , 0.004393 , 0.012427 , 0.033134 , 0.054804 , 0.030628 , 0.011824 , 0.025066 , 0.005836 , 0.030117 , 0.02174 , 0.014925 , 0.006809 , 0.010391 , 0.016768 , 0.010195 , 0.030536 , 0.007901 , 0.015791 , 0.014831 , 0.023071 , 0.012866 , 0.019853 , 0.043121 , 0.027159 , 0.012858 , 0.025803 , 0.035532 , 0.021828 , 0.016852 , 0.02171 
 344 , 0.006933 , 0.005884 , 0.006005 , 0.010616 , 0.010005 , 0.027194 , 0.017154 , 0.010108 , 0.019877 , 0.03187 , 0.013075 , 0.01228 , 0.014356 , 0.018099 , 0.011873 , 0.029126 , 0.028062 , 0.034832 , 0.0125 , 0.0247 , 0.025711 , 0.018936 , 0.023385 , 0.015929 , 0.017668 , 0.009071 , 0.008498 , 0.009499 , 0.008642 , 0.016134 , 0.005078 , 0.0127 , 0.035018 , 0.055149 , 0.031173 , 0.012916 , 0.026301 , 0.006928 , 0.031176 , 0.022923 , 0.015709 , 0.007232 , 0.011776 , 0.018841 , 0.01148 , 0.034542 , 0.009256 , 0.017059 , 0.015127 , 0.02487 , 0.013137 , 0.020791 , 0.04475 , 0.027039 , 0.013774 , 0.025582 , 0.035814 , 0.022546 , 0.018102 , 0.022094 
 345 , 0.007972 , 0.006754 , 0.006323 , 0.011726 , 0.011397 , 0.029108 , 0.018011 , 0.010063 , 0.021199 , 0.033445 , 0.013835 , 0.013306 , 0.014577 , 0.01953 , 0.012088 , 0.029843 , 0.029549 , 0.035112 , 0.013541 , 0.025132 , 0.025696 , 0.020151 , 0.024572 , 0.016633 , 0.018358 , 0.010005 , 0.009263 , 0.009856 , 0.008879 , 0.016941 , 0.005694 , 0.012973 , 0.03665 , 0.055244 , 0.031659 , 0.013831 , 0.027265 , 0.007775 , 0.031947 , 0.02387 , 0.016406 , 0.007611 , 0.013057 , 0.020656 , 0.012628 , 0.038125 , 0.010397 , 0.018185 , 0.015421 , 0.026517 , 0.013438 , 0.021601 , 0.046001 , 0.02706 , 0.014487 , 0.025464 , 0.0361 , 0.02305 , 0.019182 , 0.022416 
 346 , 0.008523 , 0.007422 , 0.00681 , 0.011099 , 0.012755 , 0.02694 , 0.019637 , 0.011594 , 0.022911 , 0.03287 , 0.01489 , 0.014237 , 0.015839 , 0.020078 , 0.013383 , 0.031689 , 0.029834 , 0.036689 , 0.014291 , 0.025096 , 0.027201 , 0.021492 , 0.026089 , 0.01743 , 0.018449 , 0.010135 , 0.010357 , 0.010799 , 0.009369 , 0.016538 , 0.006595 , 0.013934 , 0.037625 , 0.054628 , 0.032916 , 0.013942 , 0.02711 , 0.008004 , 0.031672 , 0.024086 , 0.017369 , 0.008244 , 0.013944 , 0.020664 , 0.013392 , 0.036329 , 0.010405 , 0.019294 , 0.016418 , 0.028116 , 0.014769 , 0.022592 , 0.04592 , 0.028846 , 0.014649 , 0.026473 , 0.037581 , 0.022863 , 0.019873 , 0.023107 
 347 , 0.008982 , 0.008018 , 0.007225 , 0.010603 , 0.013978 , 0.025311 , 0.021229 , 0.013076 , 0.024533 , 0.032376 , 0.01589 , 0.015044 , 0.017028 , 0.020525 , 0.014615 , 0.033391 , 0.030055 , 0.038131 , 0.014926 , 0.025048 , 0.02857 , 0.0227 , 0.027541 , 0.018154 , 0.01851 , 0.010227 , 0.011331 , 0.01162 , 0.009807 , 0.016198 , 0.00744 , 0.014788 , 0.03848 , 0.054076 , 0.034015 , 0.014022 , 0.026957 , 0.008173 , 0.031419 , 0.024248 , 0.018268 , 0.0087 , 0.014741 , 0.020653 , 0.014064 , 0.034919 , 0.010396 , 0.020276 , 0.017322 , 0.029569 , 0.015992 , 0.023483 , 0.045821 , 0.030501 , 0.01477 , 0.027363 , 0.038884 , 0.02269 , 0.020435 , 0.023687 
 348 , 0.00937 , 0.008553 , 0.007581 , 0.0102 , 0.015085 , 0.02404 , 0.022789 , 0.014513 , 0.026073 , 0.031947 , 0.016842 , 0.01575 , 0.018151 , 0.020896 , 0.015789 , 0.034966 , 0.030228 , 0.039455 , 0.015469 , 0.024993 , 0.02982 , 0.023794 , 0.028932 , 0.018817 , 0.018551 , 0.010293 , 0.012203 , 0.012339 , 0.0102 , 0.015907 , 0.008233 , 0.015552 , 0.039234 , 0.053578 , 0.034982 , 0.01408 , 0.02681 , 0.008299 , 0.031187 , 0.024372 , 0.019108 , 0.009039 , 0.015461 , 0.020631 , 0.014661 , 0.033778 , 0.010378 , 0.02115 , 0.018146 , 0.030896 , 0.017119 , 0.024287 , 0.045711 , 0.032041 , 0.014862 , 0.028153 , 0.040038 , 0.02253 , 0.020898 , 0.024179 
 349 , 0.010253 , 0.009142 , 0.008652 , 0.011065 , 0.015979 , 0.026123 , 0.02343 , 0.016109 , 0.027325 , 0.032591 , 0.018014 , 0.015966 , 0.019667 , 0.021422 , 0.01685 , 0.036801 , 0.031786 , 0.040973 , 0.016078 , 0.026922 , 0.030287 , 0.025291 , 0.029525 , 0.019919 , 0.019526 , 0.010994 , 0.012865 , 0.013041 , 0.011067 , 0.016822 , 0.008971 , 0.016373 , 0.041274 , 0.054655 , 0.035161 , 0.015288 , 0.028324 , 0.008981 , 0.032428 , 0.025772 , 0.020214 , 0.009403 , 0.016065 , 0.020954 , 0.015276 , 0.034254 , 0.01122 , 0.02249 , 0.01934 , 0.032331 , 0.018399 , 0.025881 , 0.047099 , 0.033793 , 0.015404 , 0.029242 , 0.04122 , 0.02373 , 0.021861 , 0.025906 
 350 , 0.01132 , 0.009728 , 0.009995 , 0.012407 , 0.016738 , 0.029677 , 0.023648 , 0.017702 , 0.028359 , 0.033529 , 0.019162 , 0.015966 , 0.021315 , 0.021944 , 0.017789 , 0.038629 , 0.033789 , 0.042426 , 0.016648 , 0.029662 , 0.030403 , 0.026882 , 0.029752 , 0.021107 , 0.020805 , 0.011925 , 0.013391 , 0.013679 , 0.012069 , 0.018135 , 0.009627 , 0.017144 , 0.043692 , 0.056157 , 0.035022 , 0.016954 , 0.03043 , 0.009851 , 0.034115 , 0.027619 , 0.021334 , 0.009751 , 0.01656 , 0.021348 , 0.015827 , 0.035198 , 0.012345 , 0.023958 , 0.020596 , 0.033696 , 0.019672 , 0.027719 , 0.048904 , 0.035522 , 0.016063 , 0.030353 , 0.042285 , 0.0254 , 0.022938 , 0.028098 
 351 , 0.012348 , 0.010272 , 0.011289 , 0.013711 , 0.017425 , 0.033445 , 0.023815 , 0.019204 , 0.029277 , 0.034344 , 0.020175 , 0.015943 , 0.022915 , 0.022389 , 0.018634 , 0.040311 , 0.035648 , 0.043704 , 0.017134 , 0.032396 , 0.030473 , 0.028374 , 0.02992 , 0.022176 , 0.021992 , 0.012817 , 0.013847 , 0.014236 , 0.012991 , 0.01935 , 0.010206 , 0.017817 , 0.045925 , 0.057463 , 0.034867 , 0.018594 , 0.032447 , 0.01067 , 0.035641 , 0.029373 , 0.022337 , 0.010057 , 0.016975 , 0.021671 , 0.016289 , 0.036007 , 0.013388 , 0.025333 , 0.021734 , 0.034917 , 0.020847 , 0.029447 , 0.050509 , 0.037109 , 0.016649 , 0.031341 , 0.043194 , 0.026979 , 0.023901 , 0.030224 
 352 , 0.013027 , 0.010716 , 0.012092 , 0.014376 , 0.017874 , 0.035858 , 0.023985 , 0.020013 , 0.02947 , 0.035602 , 0.020659 , 0.015986 , 0.023764 , 0.022737 , 0.018895 , 0.041105 , 0.0368 , 0.043918 , 0.017414 , 0.034304 , 0.030959 , 0.029475 , 0.030137 , 0.022799 , 0.023023 , 0.01344 , 0.014235 , 0.014773 , 0.013568 , 0.020252 , 0.010599 , 0.018396 , 0.047323 , 0.058696 , 0.035086 , 0.01985 , 0.033265 , 0.011109 , 0.036395 , 0.030111 , 0.022681 , 0.010379 , 0.017136 , 0.022349 , 0.016628 , 0.036578 , 0.014062 , 0.026006 , 0.022206 , 0.035701 , 0.021767 , 0.030188 , 0.051307 , 0.038099 , 0.01694 , 0.032217 , 0.042834 , 0.028306 , 0.024437 , 0.031714 
 353 , 0.01305 , 0.01101 , 0.011958 , 0.013854 , 0.017939 , 0.035158 , 0.024213 , 0.01956 , 0.028499 , 0.037945 , 0.020286 , 0.016191 , 0.023252 , 0.022969 , 0.01817 , 0.040382 , 0.036712 , 0.042391 , 0.017391 , 0.034499 , 0.032319 , 0.029906 , 0.030498 , 0.022692 , 0.02384 , 0.013562 , 0.014561 , 0.015358 , 0.013569 , 0.020641 , 0.010705 , 0.018889 , 0.047293 , 0.059989 , 0.036033 , 0.02033 , 0.031945 , 0.010884 , 0.035847 , 0.029058 , 0.021965 , 0.010779 , 0.0169 , 0.023838 , 0.016818 , 0.036824 , 0.014099 , 0.025446 , 0.021559 , 0.035804 , 0.02229 , 0.029215 , 0.050787 , 0.038078 , 0.016754 , 0.033002 , 0.040474 , 0.029221 , 0.024284 , 0.031982 
 354 , 0.013067 , 0.011273 , 0.011832 , 0.013409 , 0.017994 , 0.034532 , 0.024414 , 0.019145 , 0.027686 , 0.040283 , 0.019955 , 0.016373 , 0.022828 , 0.023175 , 0.01754 , 0.039745 , 0.036616 , 0.041083 , 0.017368 , 0.034663 , 0.033633 , 0.030294 , 0.030821 , 0.022592 , 0.02461 , 0.013669 , 0.014861 , 0.015907 , 0.013571 , 0.020992 , 0.0108 , 0.019346 , 0.047252 , 0.061191 , 0.036913 , 0.020771 , 0.030829 , 0.010693 , 0.035352 , 0.028169 , 0.021374 , 0.011137 , 0.016689 , 0.025313 , 0.016988 , 0.037035 , 0.014129 , 0.024958 , 0.021002 , 0.035889 , 0.022768 , 0.028394 , 0.050311 , 0.038046 , 0.016588 , 0.033725 , 0.038541 , 0.030082 , 0.024147 , 0.032217 
 355 , 0.013078 , 0.011512 , 0.011712 , 0.013025 , 0.01804 , 0.033968 , 0.024593 , 0.018764 , 0.026995 , 0.042614 , 0.019659 , 0.016536 , 0.022471 , 0.023359 , 0.016987 , 0.039179 , 0.036514 , 0.039949 , 0.017344 , 0.034803 , 0.034906 , 0.030644 , 0.031109 , 0.0225 , 0.025337 , 0.013764 , 0.015137 , 0.016425 , 0.013573 , 0.021311 , 0.010884 , 0.01977 , 0.047204 , 0.062311 , 0.037733 , 0.021175 , 0.029872 , 0.01053 , 0.034905 , 0.027408 , 0.020877 , 0.011458 , 0.0165 , 0.026776 , 0.017139 , 0.03722 , 0.014154 , 0.024528 , 0.020517 , 0.03596 , 0.023207 , 0.027692 , 0.049875 , 0.038006 , 0.016437 , 0.034392 , 0.036928 , 0.030893 , 0.024025 , 0.032425 
 356 , 0.012659 , 0.011276 , 0.012069 , 0.013684 , 0.017858 , 0.034659 , 0.02515 , 0.018207 , 0.026862 , 0.041378 , 0.019948 , 0.016966 , 0.022057 , 0.023367 , 0.017726 , 0.039736 , 0.036873 , 0.040834 , 0.017589 , 0.033952 , 0.035439 , 0.030046 , 0.030422 , 0.022397 , 0.025506 , 0.014024 , 0.0148 , 0.016229 , 0.013539 , 0.021372 , 0.010933 , 0.020145 , 0.047565 , 0.060715 , 0.037572 , 0.020678 , 0.029365 , 0.010563 , 0.035239 , 0.028195 , 0.021209 , 0.011645 , 0.016885 , 0.026603 , 0.017021 , 0.036784 , 0.01418 , 0.024697 , 0.020797 , 0.035855 , 0.023287 , 0.028544 , 0.047559 , 0.037838 , 0.017169 , 0.03344 , 0.037691 , 0.030407 , 0.024255 , 0.032201 
 357 , 0.012256 , 0.011036 , 0.01243 , 0.014367 , 0.017653 , 0.03535 , 0.025675 , 0.017704 , 0.026736 , 0.040078 , 0.020232 , 0.01738 , 0.02165 , 0.023344 , 0.018509 , 0.040279 , 0.037197 , 0.041743 , 0.017817 , 0.033118 , 0.035872 , 0.029468 , 0.029744 , 0.022285 , 0.025615 , 0.014266 , 0.014467 , 0.016006 , 0.013491 , 0.02139 , 0.010967 , 0.020479 , 0.047879 , 0.059156 , 0.037347 , 0.020179 , 0.028905 , 0.010596 , 0.035555 , 0.029005 , 0.021543 , 0.011805 , 0.017262 , 0.026345 , 0.016887 , 0.036333 , 0.014195 , 0.024859 , 0.021078 , 0.035727 , 0.023325 , 0.029428 , 0.045489 , 0.037643 , 0.017918 , 0.032499 , 0.038499 , 0.029893 , 0.024463 , 0.031952 
 358 , 0.011889 , 0.010813 , 0.012773 , 0.015021 , 0.01744 , 0.035983 , 0.026153 , 0.017255 , 0.026595 , 0.038887 , 0.020486 , 0.017766 , 0.021256 , 0.023305 , 0.01927 , 0.040758 , 0.037469 , 0.042579 , 0.018016 , 0.032346 , 0.036249 , 0.028948 , 0.029119 , 0.022167 , 0.025699 , 0.014482 , 0.014165 , 0.015794 , 0.013436 , 0.021384 , 0.010991 , 0.020778 , 0.048132 , 0.057749 , 0.037111 , 0.019719 , 0.028473 , 0.010619 , 0.035821 , 0.029764 , 0.021844 , 0.011946 , 0.017604 , 0.026091 , 0.016753 , 0.0359 , 0.014201 , 0.024989 , 0.021325 , 0.035587 , 0.023342 , 0.030268 , 0.043698 , 0.037433 , 0.018637 , 0.031641 , 0.039239 , 0.029415 , 0.024637 , 0.031701 
 359 , 0.01203 , 0.010991 , 0.01261 , 0.015429 , 0.017712 , 0.036193 , 0.025642 , 0.017134 , 0.026879 , 0.037814 , 0.020078 , 0.018036 , 0.020946 , 0.023263 , 0.019699 , 0.040347 , 0.037306 , 0.042262 , 0.017848 , 0.032659 , 0.0366 , 0.028467 , 0.029546 , 0.022116 , 0.025619 , 0.014572 , 0.014234 , 0.015656 , 0.013419 , 0.020869 , 0.011298 , 0.020903 , 0.047796 , 0.05687 , 0.0377 , 0.019703 , 0.028662 , 0.010957 , 0.035792 , 0.029803 , 0.021718 , 0.012089 , 0.017649 , 0.025865 , 0.016787 , 0.03587 , 0.014326 , 0.024666 , 0.021283 , 0.03524 , 0.023398 , 0.030239 , 0.0441 , 0.037251 , 0.018973 , 0.03173 , 0.039135 , 0.029407 , 0.024327 , 0.0311 
 360 , 0.012513 , 0.01145 , 0.012134 , 0.015654 , 0.018309 , 0.036095 , 0.02452 , 0.017216 , 0.027454 , 0.036848 , 0.019291 , 0.018211 , 0.020697 , 0.023214 , 0.019869 , 0.039367 , 0.036851 , 0.04119 , 0.017446 , 0.033712 , 0.036927 , 0.028012 , 0.030727 , 0.022104 , 0.025424 , 0.014572 , 0.014557 , 0.015564 , 0.013428 , 0.020069 , 0.011806 , 0.020902 , 0.047073 , 0.056325 , 0.038902 , 0.019979 , 0.029276 , 0.01153 , 0.035559 , 0.029345 , 0.021312 , 0.012219 , 0.017489 , 0.025658 , 0.016932 , 0.036103 , 0.014525 , 0.024064 , 0.021043 , 0.034758 , 0.023474 , 0.029616 , 0.046053 , 0.037085 , 0.01902 , 0.032467 , 0.038461 , 0.029716 , 0.023714 , 0.030297 
 361 , 0.012965 , 0.011894 , 0.011719 , 0.015863 , 0.018857 , 0.035978 , 0.023519 , 0.017276 , 0.027987 , 0.035961 , 0.01861 , 0.018361 , 0.020456 , 0.023152 , 0.020017 , 0.038465 , 0.036412 , 0.040206 , 0.017075 , 0.034706 , 0.037216 , 0.027582 , 0.031893 , 0.022076 , 0.025228 , 0.014563 , 0.014867 , 0.015469 , 0.013429 , 0.019364 , 0.012293 , 0.020891 , 0.046385 , 0.055789 , 0.04009 , 0.020226 , 0.029854 , 0.012094 , 0.03532 , 0.028909 , 0.020934 , 0.012326 , 0.01733 , 0.02545 , 0.017059 , 0.036301 , 0.014699 , 0.023513 , 0.020811 , 0.034299 , 0.023529 , 0.029038 , 0.048034 , 0.036906 , 0.019054 , 0.033172 , 0.037827 , 0.029999 , 0.023152 , 0.029562 
 362 , 0.013282 , 0.01228 , 0.011488 , 0.015913 , 0.019338 , 0.035818 , 0.022848 , 0.01737 , 0.028388 , 0.035405 , 0.018243 , 0.018479 , 0.02038 , 0.022946 , 0.020042 , 0.037823 , 0.036002 , 0.039522 , 0.016856 , 0.035435 , 0.037091 , 0.027266 , 0.032712 , 0.022075 , 0.025038 , 0.014513 , 0.015073 , 0.015424 , 0.013483 , 0.018869 , 0.012637 , 0.020921 , 0.045862 , 0.055637 , 0.040748 , 0.020478 , 0.030377 , 0.012508 , 0.035188 , 0.028577 , 0.020721 , 0.012395 , 0.017218 , 0.025229 , 0.017229 , 0.036486 , 0.014785 , 0.023156 , 0.020635 , 0.034222 , 0.023574 , 0.02849 , 0.049557 , 0.036773 , 0.01909 , 0.033596 , 0.037436 , 0.030239 , 0.022796 , 0.029074 
 363 , 0.013165 , 0.012454 , 0.011846 , 0.015379 , 0.019709 , 0.035571 , 0.023153 , 0.017686 , 0.028382 , 0.035973 , 0.018908 , 0.018557 , 0.020954 , 0.02224 , 0.019659 , 0.038016 , 0.035689 , 0.039811 , 0.017168 , 0.035282 , 0.035495 , 0.027346 , 0.032163 , 0.022239 , 0.024899 , 0.014325 , 0.014896 , 0.015604 , 0.013778 , 0.018972 , 0.012473 , 0.021139 , 0.045904 , 0.057065 , 0.039335 , 0.020847 , 0.030782 , 0.01233 , 0.03552 , 0.028593 , 0.021111 , 0.012398 , 0.017294 , 0.024977 , 0.017625 , 0.036732 , 0.014604 , 0.023436 , 0.020675 , 0.035675 , 0.023632 , 0.027964 , 0.049035 , 0.036883 , 0.01918 , 0.032981 , 0.037942 , 0.030377 , 0.023122 , 0.029394 
 364 , 0.013056 , 0.012613 , 0.012194 , 0.014911 , 0.020058 , 0.03534 , 0.023435 , 0.017984 , 0.028375 , 0.03651 , 0.019571 , 0.018627 , 0.021505 , 0.021609 , 0.019309 , 0.038193 , 0.035398 , 0.04008 , 0.017464 , 0.035136 , 0.034129 , 0.027419 , 0.031667 , 0.02239 , 0.024769 , 0.014155 , 0.014736 , 0.015775 , 0.014059 , 0.019067 , 0.012326 , 0.021339 , 0.045939 , 0.058452 , 0.03811 , 0.021199 , 0.031161 , 0.01217 , 0.035828 , 0.028606 , 0.021481 , 0.012399 , 0.017363 , 0.024745 , 0.017998 , 0.036958 , 0.014438 , 0.023694 , 0.020711 , 0.037098 , 0.023682 , 0.027487 , 0.048557 , 0.036982 , 0.019262 , 0.032431 , 0.038421 , 0.030502 , 0.023425 , 0.029693 
 365 , 0.012954 , 0.012757 , 0.012532 , 0.014497 , 0.020388 , 0.035123 , 0.023696 , 0.018266 , 0.028366 , 0.037018 , 0.020232 , 0.018691 , 0.022036 , 0.021041 , 0.018989 , 0.038355 , 0.035128 , 0.04033 , 0.017746 , 0.034999 , 0.032947 , 0.027484 , 0.031216 , 0.02253 , 0.024648 , 0.014 , 0.014591 , 0.015937 , 0.014327 , 0.019156 , 0.012193 , 0.021524 , 0.045969 , 0.059802 , 0.037038 , 0.021536 , 0.031516 , 0.012024 , 0.036114 , 0.028617 , 0.021832 , 0.012399 , 0.017426 , 0.024531 , 0.01835 , 0.037167 , 0.014286 , 0.023932 , 0.020742 , 0.03849 , 0.023728 , 0.027052 , 0.048118 , 0.037072 , 0.019337 , 0.031937 , 0.038875 , 0.030617 , 0.023708 , 0.029972 
 366 , 0.013252 , 0.012693 , 0.012956 , 0.014872 , 0.02 , 0.034911 , 0.024047 , 0.018536 , 0.028731 , 0.037823 , 0.020664 , 0.018815 , 0.022306 , 0.021776 , 0.019268 , 0.039536 , 0.035802 , 0.041013 , 0.017852 , 0.03565 , 0.033552 , 0.028324 , 0.031932 , 0.022927 , 0.024937 , 0.014429 , 0.014679 , 0.015871 , 0.014405 , 0.019548 , 0.012262 , 0.021722 , 0.046643 , 0.060522 , 0.037173 , 0.021437 , 0.031987 , 0.012429 , 0.036387 , 0.029525 , 0.022053 , 0.012564 , 0.017672 , 0.024964 , 0.018423 , 0.03759 , 0.014724 , 0.024548 , 0.021164 , 0.039078 , 0.023733 , 0.028063 , 0.048201 , 0.037396 , 0.019412 , 0.033076 , 0.039171 , 0.030527 , 0.024209 , 0.030276 
 367 , 0.013624 , 0.012577 , 0.013385 , 0.015404 , 0.019503 , 0.03474 , 0.0244 , 0.018786 , 0.029152 , 0.038652 , 0.02102 , 0.01894 , 0.022499 , 0.02279 , 0.01966 , 0.04091 , 0.036646 , 0.04175 , 0.017912 , 0.036439 , 0.03451 , 0.029313 , 0.032873 , 0.023362 , 0.025303 , 0.014978 , 0.014809 , 0.015762 , 0.014443 , 0.019987 , 0.012366 , 0.02191 , 0.047416 , 0.06105 , 0.037541 , 0.021265 , 0.032461 , 0.012947 , 0.036635 , 0.030613 , 0.022231 , 0.012753 , 0.017943 , 0.025517 , 0.018436 , 0.038034 , 0.015282 , 0.025225 , 0.021654 , 0.039475 , 0.023733 , 0.029386 , 0.048382 , 0.037749 , 0.019487 , 0.034567 , 0.039412 , 0.030408 , 0.024736 , 0.030566 
