  time  ,48:41 PM,48:58 PM,49:29 PM,49:41 PM,49:52 PM,51:01 PM,51:10 PM,51:19 PM,51:27 PM,51:39 PM,53:35 PM,53:45 PM,53:53 PM,54:01 PM,54:09 PM,55:37 PM,55:48 PM,55:56 PM,56:05 PM,56:11 PM,58:27 PM,58:39 PM,58:44 PM,58:52 PM,59:01 PM,59:56 PM,00:04 PM,00:13 PM,00:21 PM,00:31 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 1017 , 0.576505 , 0.552503 , 0.568594 , 0.459546 , 0.436885 , 0.364017 , 0.363793 , 0.43301 , 0.357909 , 0.327036 , 0.537167 , 0.591325 , 0.440659 , 0.589276 , 0.59178 , 0.413276 , 0.457867 , 0.385985 , 0.423744 , 0.337358 , 0.484257 , 0.43603 , 0.617553 , 0.50071 , 0.564327 , 0.423259 , 0.458021 , 0.458029 , 0.488031 , 0.503953 
 1018 , 0.575863 , 0.558049 , 0.56852 , 0.464831 , 0.435426 , 0.366123 , 0.363667 , 0.434299 , 0.355938 , 0.325259 , 0.533663 , 0.590233 , 0.440831 , 0.58967 , 0.591731 , 0.410925 , 0.456144 , 0.385443 , 0.424608 , 0.33556 , 0.484761 , 0.436886 , 0.619831 , 0.502529 , 0.56452 , 0.422747 , 0.457163 , 0.459773 , 0.489147 , 0.506529 
 1019 , 0.574765 , 0.561905 , 0.566583 , 0.465757 , 0.437956 , 0.364197 , 0.360926 , 0.434948 , 0.356974 , 0.320334 , 0.533585 , 0.593247 , 0.439982 , 0.588631 , 0.591902 , 0.409916 , 0.455704 , 0.38626 , 0.426124 , 0.336001 , 0.484804 , 0.437918 , 0.621721 , 0.503967 , 0.566042 , 0.423472 , 0.457746 , 0.46203 , 0.489653 , 0.506898 
 1020 , 0.57372 , 0.563078 , 0.567822 , 0.465661 , 0.440671 , 0.360097 , 0.358648 , 0.434974 , 0.359849 , 0.314102 , 0.535406 , 0.596331 , 0.438036 , 0.586285 , 0.591308 , 0.40824 , 0.454197 , 0.387769 , 0.427362 , 0.335805 , 0.48307 , 0.439152 , 0.621452 , 0.504432 , 0.566915 , 0.423099 , 0.456367 , 0.462522 , 0.488922 , 0.506339 
 1021 , 0.572692 , 0.563061 , 0.570741 , 0.465242 , 0.443406 , 0.354992 , 0.356594 , 0.434708 , 0.363605 , 0.307163 , 0.53807 , 0.599386 , 0.43554 , 0.583311 , 0.590322 , 0.406125 , 0.452097 , 0.389599 , 0.428466 , 0.335194 , 0.480423 , 0.440507 , 0.620133 , 0.504458 , 0.567445 , 0.422131 , 0.453939 , 0.462148 , 0.48759 , 0.505399 
 1022 , 0.572829 , 0.561397 , 0.573662 , 0.462632 , 0.444596 , 0.352372 , 0.356001 , 0.434808 , 0.365751 , 0.305478 , 0.539056 , 0.602669 , 0.434652 , 0.580086 , 0.588956 , 0.40464 , 0.449331 , 0.39028 , 0.429442 , 0.334625 , 0.478175 , 0.44057 , 0.617971 , 0.504698 , 0.56772 , 0.421554 , 0.451068 , 0.461962 , 0.487473 , 0.504986 
 1023 , 0.573709 , 0.558668 , 0.575018 , 0.458464 , 0.443867 , 0.351783 , 0.355851 , 0.434562 , 0.366637 , 0.307744 , 0.538157 , 0.604141 , 0.435482 , 0.577473 , 0.58808 , 0.403826 , 0.447468 , 0.389471 , 0.429442 , 0.33428 , 0.475881 , 0.43895 , 0.615971 , 0.504825 , 0.568004 , 0.42094 , 0.448512 , 0.461807 , 0.488623 , 0.504817 
 1024 , 0.57461 , 0.555794 , 0.573792 , 0.453905 , 0.441574 , 0.351945 , 0.354938 , 0.433382 , 0.367144 , 0.311203 , 0.535895 , 0.602429 , 0.437521 , 0.576052 , 0.58836 , 0.403451 , 0.447724 , 0.387379 , 0.42798 , 0.334236 , 0.473056 , 0.435868 , 0.615064 , 0.504538 , 0.568546 , 0.419835 , 0.446858 , 0.461489 , 0.490656 , 0.50446 
 1025 , 0.575424 , 0.552831 , 0.57103 , 0.450635 , 0.438856 , 0.352109 , 0.354259 , 0.43066 , 0.36642 , 0.313958 , 0.533145 , 0.598975 , 0.438552 , 0.575105 , 0.588964 , 0.40242 , 0.448072 , 0.384548 , 0.426095 , 0.333957 , 0.470228 , 0.432452 , 0.613925 , 0.504226 , 0.568623 , 0.417837 , 0.445603 , 0.46035 , 0.492167 , 0.504374 
 1026 , 0.576166 , 0.550125 , 0.565312 , 0.450163 , 0.435544 , 0.352123 , 0.354122 , 0.42518 , 0.362922 , 0.314832 , 0.529764 , 0.592761 , 0.437263 , 0.575123 , 0.590341 , 0.400244 , 0.448537 , 0.3807 , 0.423515 , 0.33331 , 0.46805 , 0.428892 , 0.612399 , 0.503987 , 0.567747 , 0.41428 , 0.445401 , 0.457936 , 0.49241 , 0.504929 
 1027 , 0.578143 , 0.549784 , 0.559281 , 0.448948 , 0.433133 , 0.350884 , 0.354352 , 0.421292 , 0.356703 , 0.313786 , 0.527721 , 0.591248 , 0.434117 , 0.574636 , 0.59306 , 0.399479 , 0.448362 , 0.379672 , 0.421378 , 0.333491 , 0.470441 , 0.428173 , 0.611133 , 0.504665 , 0.566927 , 0.411795 , 0.446769 , 0.458437 , 0.491622 , 0.506258 
 1028 , 0.580196 , 0.549436 , 0.553215 , 0.447689 , 0.430564 , 0.349503 , 0.354701 , 0.417454 , 0.350122 , 0.312453 , 0.525677 , 0.589872 , 0.430729 , 0.57408 , 0.595792 , 0.398572 , 0.448042 , 0.378632 , 0.419061 , 0.333554 , 0.473055 , 0.427506 , 0.609797 , 0.505227 , 0.566035 , 0.409276 , 0.448144 , 0.458957 , 0.490753 , 0.507509 
 1029 , 0.581599 , 0.549672 , 0.55274 , 0.447064 , 0.428241 , 0.347035 , 0.356946 , 0.419022 , 0.343189 , 0.307557 , 0.526043 , 0.592855 , 0.426385 , 0.573277 , 0.596009 , 0.396644 , 0.445719 , 0.379017 , 0.415939 , 0.331611 , 0.476993 , 0.428674 , 0.608956 , 0.503571 , 0.564924 , 0.408946 , 0.448393 , 0.459712 , 0.489468 , 0.50634 
 1030 , 0.582286 , 0.54961 , 0.55409 , 0.445242 , 0.424452 , 0.345575 , 0.358083 , 0.418411 , 0.337451 , 0.301881 , 0.525918 , 0.592697 , 0.422946 , 0.574501 , 0.592137 , 0.392889 , 0.442971 , 0.377817 , 0.413379 , 0.327995 , 0.476096 , 0.427623 , 0.607469 , 0.502312 , 0.563428 , 0.408213 , 0.446686 , 0.457901 , 0.48896 , 0.502012 
 1031 , 0.582809 , 0.549452 , 0.556016 , 0.443014 , 0.420072 , 0.344295 , 0.358973 , 0.417162 , 0.331705 , 0.295722 , 0.525632 , 0.591666 , 0.41955 , 0.57634 , 0.586969 , 0.388431 , 0.439938 , 0.37611 , 0.410827 , 0.323749 , 0.473825 , 0.425901 , 0.605711 , 0.501069 , 0.561733 , 0.407316 , 0.444351 , 0.455288 , 0.488629 , 0.496632 
 1032 , 0.583087 , 0.553591 , 0.559006 , 0.442398 , 0.416923 , 0.342034 , 0.355706 , 0.414825 , 0.327437 , 0.290372 , 0.525496 , 0.590046 , 0.419401 , 0.578939 , 0.581963 , 0.386041 , 0.43859 , 0.373866 , 0.408627 , 0.319845 , 0.470501 , 0.423383 , 0.605135 , 0.500116 , 0.559798 , 0.405587 , 0.440941 , 0.453196 , 0.487632 , 0.491939 
 1033 , 0.58394 , 0.558439 , 0.561563 , 0.443549 , 0.414773 , 0.33873 , 0.351908 , 0.414313 , 0.32314 , 0.286324 , 0.524889 , 0.589498 , 0.418262 , 0.578944 , 0.577771 , 0.384308 , 0.436952 , 0.36971 , 0.407216 , 0.317035 , 0.468122 , 0.421164 , 0.604041 , 0.497636 , 0.55736 , 0.403188 , 0.436904 , 0.451042 , 0.485543 , 0.489278 
 1034 , 0.585481 , 0.562689 , 0.563349 , 0.446021 , 0.413202 , 0.334585 , 0.348804 , 0.416041 , 0.318212 , 0.283206 , 0.523699 , 0.59022 , 0.415047 , 0.575978 , 0.574244 , 0.382538 , 0.434419 , 0.363707 , 0.406458 , 0.315158 , 0.466999 , 0.419476 , 0.601998 , 0.493417 , 0.554419 , 0.400287 , 0.432494 , 0.448606 , 0.482474 , 0.488407 
 1035 , 0.586126 , 0.562643 , 0.563352 , 0.445479 , 0.412791 , 0.328784 , 0.342719 , 0.418349 , 0.317007 , 0.279231 , 0.521969 , 0.59127 , 0.410586 , 0.572175 , 0.569937 , 0.381689 , 0.4316 , 0.357179 , 0.405569 , 0.313328 , 0.466333 , 0.417521 , 0.599161 , 0.489314 , 0.551002 , 0.396778 , 0.429394 , 0.445463 , 0.478039 , 0.488183 
 1036 , 0.58546 , 0.557063 , 0.561092 , 0.441466 , 0.413865 , 0.321363 , 0.332679 , 0.420164 , 0.3202 , 0.274116 , 0.519508 , 0.593034 , 0.40595 , 0.56806 , 0.565114 , 0.381852 , 0.428614 , 0.351337 , 0.403569 , 0.311193 , 0.465818 , 0.414932 , 0.595478 , 0.485799 , 0.547228 , 0.392778 , 0.428526 , 0.441888 , 0.472062 , 0.488522 
 1037 , 0.583638 , 0.548905 , 0.557812 , 0.437261 , 0.41541 , 0.314261 , 0.319808 , 0.417549 , 0.323942 , 0.267852 , 0.516375 , 0.596247 , 0.405681 , 0.566088 , 0.561164 , 0.381707 , 0.425913 , 0.349895 , 0.397653 , 0.307373 , 0.46371 , 0.410813 , 0.591674 , 0.483574 , 0.543845 , 0.389169 , 0.430366 , 0.439448 , 0.465529 , 0.488035 
 1038 , 0.581823 , 0.540276 , 0.55481 , 0.432786 , 0.415774 , 0.307779 , 0.309034 , 0.414551 , 0.32567 , 0.262692 , 0.512848 , 0.598707 , 0.405101 , 0.563979 , 0.557944 , 0.381318 , 0.423504 , 0.348766 , 0.391727 , 0.303159 , 0.461493 , 0.406748 , 0.587898 , 0.481447 , 0.540492 , 0.386051 , 0.432458 , 0.437622 , 0.459494 , 0.487378 
 1039 , 0.580404 , 0.531346 , 0.553814 , 0.428366 , 0.410762 , 0.305905 , 0.309675 , 0.410514 , 0.318006 , 0.263924 , 0.508431 , 0.597225 , 0.403374 , 0.561778 , 0.55887 , 0.379979 , 0.422975 , 0.349476 , 0.386912 , 0.298181 , 0.459277 , 0.403805 , 0.585124 , 0.480339 , 0.538047 , 0.38589 , 0.435227 , 0.439077 , 0.457152 , 0.48613 
 1040 , 0.579081 , 0.526045 , 0.555891 , 0.421432 , 0.40339 , 0.299411 , 0.313845 , 0.406895 , 0.311744 , 0.265909 , 0.508235 , 0.592769 , 0.396574 , 0.561007 , 0.560309 , 0.380136 , 0.423076 , 0.345463 , 0.385893 , 0.291409 , 0.457661 , 0.403126 , 0.583515 , 0.478999 , 0.535298 , 0.387834 , 0.434415 , 0.437486 , 0.455408 , 0.482527 
 1041 , 0.577684 , 0.52065 , 0.558383 , 0.41375 , 0.395294 , 0.292181 , 0.318684 , 0.40306 , 0.305046 , 0.268119 , 0.508373 , 0.587673 , 0.388874 , 0.560276 , 0.561879 , 0.380432 , 0.423224 , 0.340749 , 0.385128 , 0.284093 , 0.45597 , 0.402593 , 0.581881 , 0.477511 , 0.532314 , 0.390115 , 0.433197 , 0.435509 , 0.453578 , 0.478462 
 1042 , 0.577343 , 0.522577 , 0.558499 , 0.411915 , 0.388818 , 0.28759 , 0.319347 , 0.396363 , 0.302553 , 0.271635 , 0.513974 , 0.58045 , 0.384226 , 0.560322 , 0.565003 , 0.377099 , 0.42352 , 0.337877 , 0.383749 , 0.278721 , 0.453841 , 0.398567 , 0.581023 , 0.476567 , 0.52951 , 0.391909 , 0.427895 , 0.429589 , 0.452397 , 0.473565 
 1043 , 0.578132 , 0.526398 , 0.552127 , 0.410852 , 0.382804 , 0.284918 , 0.318217 , 0.389622 , 0.29756 , 0.273899 , 0.515645 , 0.571225 , 0.381745 , 0.561838 , 0.566992 , 0.372883 , 0.422945 , 0.335327 , 0.381188 , 0.276298 , 0.451672 , 0.393588 , 0.58121 , 0.474833 , 0.527456 , 0.391092 , 0.423721 , 0.424036 , 0.452222 , 0.470657 
 1044 , 0.579598 , 0.531136 , 0.541661 , 0.409847 , 0.376728 , 0.283199 , 0.31614 , 0.382766 , 0.290531 , 0.275317 , 0.514435 , 0.560561 , 0.380333 , 0.564336 , 0.568192 , 0.368159 , 0.421771 , 0.332768 , 0.377819 , 0.275535 , 0.449425 , 0.388045 , 0.582039 , 0.472504 , 0.525801 , 0.388587 , 0.420356 , 0.418755 , 0.452651 , 0.468964 
 1045 , 0.579724 , 0.532909 , 0.531981 , 0.408772 , 0.371233 , 0.283763 , 0.313544 , 0.38176 , 0.285717 , 0.272776 , 0.511887 , 0.557071 , 0.37954 , 0.569835 , 0.568357 , 0.363766 , 0.420147 , 0.328656 , 0.374204 , 0.275666 , 0.447312 , 0.385094 , 0.582324 , 0.468164 , 0.523012 , 0.38436 , 0.418564 , 0.414649 , 0.454344 , 0.468625 
 1046 , 0.578302 , 0.530624 , 0.525887 , 0.407642 , 0.366266 , 0.287622 , 0.309855 , 0.384489 , 0.282667 , 0.267107 , 0.50864 , 0.559112 , 0.378363 , 0.572839 , 0.567214 , 0.3591 , 0.41777 , 0.324075 , 0.370866 , 0.275396 , 0.44495 , 0.383665 , 0.58312 , 0.462778 , 0.51893 , 0.379671 , 0.416729 , 0.41108 , 0.454788 , 0.467144 
 1047 , 0.575437 , 0.523785 , 0.525973 , 0.406394 , 0.361461 , 0.29556 , 0.304532 , 0.387218 , 0.280258 , 0.260093 , 0.505582 , 0.563167 , 0.37549 , 0.566595 , 0.564658 , 0.353283 , 0.414353 , 0.320418 , 0.368245 , 0.27298 , 0.441796 , 0.381796 , 0.585609 , 0.45769 , 0.513508 , 0.376139 , 0.412635 , 0.406994 , 0.450874 , 0.461442 
 1048 , 0.572934 , 0.518303 , 0.524845 , 0.405037 , 0.357795 , 0.298436 , 0.296605 , 0.386192 , 0.277166 , 0.25042 , 0.499067 , 0.564569 , 0.372319 , 0.558515 , 0.560386 , 0.348356 , 0.410212 , 0.315515 , 0.365256 , 0.26951 , 0.436991 , 0.380293 , 0.586856 , 0.453696 , 0.50779 , 0.372213 , 0.407291 , 0.402547 , 0.445461 , 0.454745 
 1049 , 0.571422 , 0.516245 , 0.521313 , 0.40345 , 0.356851 , 0.289041 , 0.283695 , 0.377188 , 0.272767 , 0.23583 , 0.485755 , 0.560102 , 0.36888 , 0.547371 , 0.552896 , 0.345752 , 0.404919 , 0.308195 , 0.361633 , 0.263896 , 0.428897 , 0.379685 , 0.584969 , 0.452311 , 0.501922 , 0.367738 , 0.399811 , 0.397852 , 0.437417 , 0.446614 
 1050 , 0.570722 , 0.51452 , 0.519799 , 0.398099 , 0.350982 , 0.271333 , 0.271038 , 0.369953 , 0.266021 , 0.223038 , 0.474679 , 0.555663 , 0.367678 , 0.544687 , 0.547454 , 0.341832 , 0.401054 , 0.297539 , 0.354362 , 0.253909 , 0.418052 , 0.37745 , 0.574707 , 0.445912 , 0.493986 , 0.36073 , 0.395627 , 0.396732 , 0.433611 , 0.443964 
 1051 , 0.569872 , 0.512073 , 0.518392 , 0.391437 , 0.345078 , 0.252738 , 0.257169 , 0.36177 , 0.25913 , 0.209259 , 0.463113 , 0.550997 , 0.3663 , 0.541641 , 0.541395 , 0.337446 , 0.396755 , 0.286261 , 0.34676 , 0.243407 , 0.406537 , 0.374383 , 0.564004 , 0.439035 , 0.485747 , 0.353375 , 0.391256 , 0.395491 , 0.429523 , 0.440955 
 1052 , 0.567435 , 0.50056 , 0.522805 , 0.369774 , 0.344949 , 0.242012 , 0.241209 , 0.35047 , 0.257344 , 0.199954 , 0.459665 , 0.550063 , 0.364385 , 0.537056 , 0.533543 , 0.330518 , 0.391127 , 0.276764 , 0.343164 , 0.233461 , 0.395992 , 0.361052 , 0.558638 , 0.431211 , 0.482852 , 0.349184 , 0.390988 , 0.394985 , 0.426911 , 0.4366 
 1053 , 0.564116 , 0.486962 , 0.519316 , 0.348738 , 0.347993 , 0.230396 , 0.2231 , 0.334252 , 0.260432 , 0.187635 , 0.457614 , 0.545053 , 0.359015 , 0.532139 , 0.523148 , 0.326506 , 0.384408 , 0.268481 , 0.34023 , 0.225483 , 0.389968 , 0.346674 , 0.554396 , 0.42581 , 0.481451 , 0.343645 , 0.387577 , 0.386856 , 0.420241 , 0.427259 
 1054 , 0.56033 , 0.471898 , 0.512628 , 0.326572 , 0.352418 , 0.217816 , 0.203259 , 0.315407 , 0.265706 , 0.173653 , 0.45594 , 0.538269 , 0.352082 , 0.526767 , 0.511219 , 0.323263 , 0.376879 , 0.260119 , 0.337361 , 0.217734 , 0.385161 , 0.331061 , 0.550327 , 0.420976 , 0.480515 , 0.337353 , 0.382794 , 0.37565 , 0.41176 , 0.415643 
 1055 , 0.55706 , 0.457775 , 0.506281 , 0.315308 , 0.339148 , 0.213602 , 0.192813 , 0.307792 , 0.256866 , 0.170355 , 0.457121 , 0.529745 , 0.34565 , 0.528313 , 0.50597 , 0.323258 , 0.371723 , 0.258665 , 0.333227 , 0.212662 , 0.385871 , 0.323487 , 0.550338 , 0.415027 , 0.481852 , 0.331035 , 0.377194 , 0.362195 , 0.408443 , 0.40819 
 1056 , 0.553039 , 0.444525 , 0.498525 , 0.304014 , 0.320147 , 0.212441 , 0.186461 , 0.303761 , 0.23949 , 0.171708 , 0.455906 , 0.521582 , 0.341236 , 0.531069 , 0.50273 , 0.3204 , 0.366227 , 0.259827 , 0.32765 , 0.208489 , 0.385651 , 0.318816 , 0.551823 , 0.407711 , 0.481004 , 0.327013 , 0.369371 , 0.348731 , 0.406968 , 0.402739 
 1057 , 0.54783 , 0.431662 , 0.48871 , 0.288348 , 0.300477 , 0.211757 , 0.181275 , 0.299645 , 0.217034 , 0.174758 , 0.4503 , 0.514371 , 0.339067 , 0.532495 , 0.499265 , 0.3125 , 0.35923 , 0.261545 , 0.320632 , 0.204244 , 0.381824 , 0.314433 , 0.553523 , 0.398986 , 0.476352 , 0.325828 , 0.358985 , 0.335812 , 0.40574 , 0.39804 
 1058 , 0.542282 , 0.421971 , 0.473491 , 0.275774 , 0.280945 , 0.20454 , 0.176684 , 0.292068 , 0.194036 , 0.169746 , 0.443208 , 0.502537 , 0.335144 , 0.527152 , 0.496641 , 0.301587 , 0.35077 , 0.258878 , 0.310968 , 0.195836 , 0.37633 , 0.312824 , 0.551899 , 0.390303 , 0.469558 , 0.324021 , 0.344703 , 0.324819 , 0.400751 , 0.391191 
 1059 , 0.537034 , 0.416912 , 0.452587 , 0.268192 , 0.260741 , 0.189667 , 0.172276 , 0.280213 , 0.169991 , 0.154422 , 0.434327 , 0.483984 , 0.327398 , 0.513974 , 0.494339 , 0.287762 , 0.340705 , 0.250752 , 0.297815 , 0.18224 , 0.3688 , 0.313262 , 0.545721 , 0.381904 , 0.462104 , 0.320143 , 0.326552 , 0.316442 , 0.391599 , 0.38131 
 1060 , 0.534761 , 0.414985 , 0.432359 , 0.267377 , 0.233259 , 0.173854 , 0.164205 , 0.266198 , 0.141217 , 0.13544 , 0.424266 , 0.457475 , 0.310439 , 0.500357 , 0.488074 , 0.275274 , 0.32999 , 0.240886 , 0.281412 , 0.166243 , 0.359967 , 0.306969 , 0.535924 , 0.373609 , 0.46313 , 0.309097 , 0.309645 , 0.308868 , 0.382611 , 0.367798 
 1061 , 0.532415 , 0.414532 , 0.414952 , 0.265586 , 0.208488 , 0.158368 , 0.152912 , 0.251425 , 0.11404 , 0.112534 , 0.417001 , 0.434273 , 0.293095 , 0.486417 , 0.480814 , 0.262608 , 0.317838 , 0.230639 , 0.265932 , 0.150592 , 0.349354 , 0.299348 , 0.525989 , 0.364642 , 0.46406 , 0.297291 , 0.294386 , 0.300607 , 0.373175 , 0.353344 
 1062 , 0.530379 , 0.421611 , 0.415197 , 0.260383 , 0.202277 , 0.150329 , 0.131226 , 0.237398 , 0.099065 , 0.079789 , 0.423746 , 0.429938 , 0.277408 , 0.476024 , 0.471226 , 0.252856 , 0.303188 , 0.222525 , 0.258108 , 0.141194 , 0.334154 , 0.287664 , 0.518375 , 0.355713 , 0.464762 , 0.285042 , 0.290838 , 0.291926 , 0.364527 , 0.338392 
 1063 , 0.527255 , 0.423408 , 0.415453 , 0.253421 , 0.194722 , 0.139748 , 0.106521 , 0.226468 , 0.084915 , 0.043161 , 0.426364 , 0.431628 , 0.266392 , 0.458407 , 0.461793 , 0.244588 , 0.284596 , 0.210756 , 0.252502 , 0.131106 , 0.318676 , 0.281765 , 0.513464 , 0.347077 , 0.458316 , 0.274016 , 0.292576 , 0.278147 , 0.354784 , 0.327608 
 1064 , 0.523762 , 0.424435 , 0.41567 , 0.245282 , 0.186396 , 0.12776 , 0.079277 , 0.214604 , 0.069323 , 0.003335 , 0.428493 , 0.434339 , 0.254929 , 0.438397 , 0.45162 , 0.235602 , 0.264159 , 0.197456 , 0.246654 , 0.119926 , 0.301706 , 0.276068 , 0.508419 , 0.337574 , 0.450065 , 0.26223 , 0.29532 , 0.262895 , 0.34406 , 0.316268 
 1065 , 0.524299 , 0.431129 , 0.411774 , 0.235878 , 0.182289 , 0.117981 , 0.059958 , 0.216175 , 0.068535 , 0 , 0.409084 , 0.442413 , 0.247569 , 0.424096 , 0.444123 , 0.229535 , 0.252452 , 0.188915 , 0.238776 , 0.109985 , 0.295828 , 0.272238 , 0.502769 , 0.329597 , 0.446681 , 0.25691 , 0.295819 , 0.246839 , 0.332246 , 0.319583 
 1066 , 0.523031 , 0.439254 , 0.408438 , 0.22342 , 0.18075 , 0.10752 , 0.040222 , 0.218754 , 0.068671 , 0 , 0.398759 , 0.449504 , 0.241396 , 0.41188 , 0.439419 , 0.220855 , 0.242728 , 0.178375 , 0.228516 , 0.098461 , 0.290131 , 0.267182 , 0.495847 , 0.31978 , 0.439064 , 0.2523 , 0.286615 , 0.235448 , 0.318961 , 0.322866 
 1067 , 0.520084 , 0.448585 , 0.405764 , 0.208175 , 0.180904 , 0.095914 , 0.018282 , 0.221296 , 0.068453 , 0 , 0.396413 , 0.455623 , 0.235561 , 0.400364 , 0.436567 , 0.209706 , 0.233487 , 0.165931 , 0.216299 , 0.085385 , 0.2836 , 0.26084 , 0.487742 , 0.308089 , 0.427709 , 0.247612 , 0.27015 , 0.226877 , 0.304253 , 0.325137 
 1068 , 0.515921 , 0.442302 , 0.395565 , 0.19527 , 0.183128 , 0.081698 , 0.008079 , 0.210157 , 0.067406 , 0 , 0.398692 , 0.44867 , 0.230744 , 0.393342 , 0.432985 , 0.19365 , 0.228065 , 0.153582 , 0.205303 , 0.082113 , 0.276357 , 0.252577 , 0.477588 , 0.298516 , 0.417178 , 0.238407 , 0.253734 , 0.221802 , 0.292311 , 0.327565 
 1069 , 0.511985 , 0.419424 , 0.376689 , 0.182588 , 0.185662 , 0.064638 , 0.005349 , 0.186533 , 0.065849 , 0 , 0.395479 , 0.432017 , 0.22258 , 0.387056 , 0.424902 , 0.17352 , 0.224476 , 0.143242 , 0.195021 , 0.085227 , 0.265928 , 0.240708 , 0.464288 , 0.288727 , 0.407096 , 0.225266 , 0.238893 , 0.216368 , 0.282587 , 0.329533 
 1070 , 0.510329 , 0.38101 , 0.348203 , 0.166549 , 0.185245 , 0.045001 , 0.002208 , 0.154751 , 0.064215 , 0 , 0.370102 , 0.4111 , 0.204612 , 0.375309 , 0.406669 , 0.150708 , 0.219232 , 0.137058 , 0.184266 , 0.08925 , 0.24891 , 0.222952 , 0.445831 , 0.274859 , 0.396593 , 0.209132 , 0.227181 , 0.204014 , 0.273792 , 0.329758 
 1071 , 0.507984 , 0.340917 , 0.324549 , 0.147717 , 0.172148 , 0.028652 , 0.000438 , 0.126269 , 0.057215 , 0 , 0.34714 , 0.389818 , 0.188508 , 0.358687 , 0.387088 , 0.132694 , 0.209794 , 0.129648 , 0.176045 , 0.087934 , 0.229987 , 0.203758 , 0.429758 , 0.25983 , 0.382056 , 0.192016 , 0.215823 , 0.190898 , 0.264895 , 0.326502 
 1072 , 0.504425 , 0.298879 , 0.31144 , 0.124605 , 0.134294 , 0.019337 , 0.001769 , 0.105901 , 0.039688 , 0 , 0.329389 , 0.369036 , 0.176326 , 0.333503 , 0.365798 , 0.125124 , 0.192588 , 0.120475 , 0.173568 , 0.075683 , 0.20807 , 0.182599 , 0.419516 , 0.243368 , 0.360491 , 0.174046 , 0.206001 , 0.177049 , 0.256489 , 0.316373 
 1073 , 0.501546 , 0.266325 , 0.304362 , 0.095693 , 0.095961 , 0.009562 , 0.003131 , 0.082652 , 0.019424 , 0 , 0.323023 , 0.347054 , 0.164833 , 0.31128 , 0.356924 , 0.116471 , 0.173024 , 0.1027 , 0.164525 , 0.061046 , 0.194168 , 0.158361 , 0.398611 , 0.222878 , 0.34308 , 0.152781 , 0.193884 , 0.161435 , 0.243567 , 0.297452 
 1074 , 0.499222 , 0.232861 , 0.296093 , 0.067529 , 0.053846 , 0 , 0.004499 , 0.059099 , 0 , 0 , 0.316025 , 0.32482 , 0.152387 , 0.288628 , 0.347378 , 0.107927 , 0.151925 , 0.084372 , 0.154397 , 0.045546 , 0.179128 , 0.134166 , 0.377458 , 0.20231 , 0.324163 , 0.131547 , 0.181252 , 0.145449 , 0.229797 , 0.27788 
 1075 , 0.504997 , 0.233966 , 0.281923 , 0.054679 , 0.05114 , 0 , 0.00528 , 0.04139 , 0 , 0 , 0.309295 , 0.317183 , 0.134341 , 0.285608 , 0.342749 , 0.106532 , 0.130284 , 0.068357 , 0.133612 , 0.032636 , 0.170305 , 0.117262 , 0.362031 , 0.191312 , 0.307287 , 0.123725 , 0.172978 , 0.136487 , 0.216692 , 0.25924 
 1076 , 0.511851 , 0.232196 , 0.25955 , 0.042896 , 0.043211 , 0 , 0.006197 , 0.024344 , 0 , 0 , 0.292138 , 0.312462 , 0.119164 , 0.276896 , 0.329347 , 0.106454 , 0.106924 , 0.052151 , 0.113323 , 0.018123 , 0.154868 , 0.103202 , 0.354233 , 0.182416 , 0.281993 , 0.114763 , 0.163654 , 0.129253 , 0.205028 , 0.244793 
 1077 , 0.519423 , 0.229007 , 0.233161 , 0.030446 , 0.033744 , 0 , 0.007226 , 0.00451 , 0 , 0 , 0.270421 , 0.308699 , 0.103536 , 0.265507 , 0.311431 , 0.106954 , 0.081309 , 0.034908 , 0.09256 , 0.003047 , 0.136334 , 0.088987 , 0.349135 , 0.173812 , 0.252559 , 0.10512 , 0.153412 , 0.122133 , 0.193024 , 0.231011 
 1078 , 0.521791 , 0.212144 , 0.224437 , 0.026948 , 0.034263 , 0 , 0.005805 , 0.002738 , 0 , 0 , 0.250565 , 0.307415 , 0.092598 , 0.261301 , 0.300614 , 0.099367 , 0.077374 , 0.024354 , 0.073142 , 0 , 0.129928 , 0.077494 , 0.338739 , 0.168422 , 0.233149 , 0.09695 , 0.152588 , 0.123617 , 0.186954 , 0.218864 
 1079 , 0.523584 , 0.188017 , 0.225831 , 0.026126 , 0.038246 , 0 , 0.003555 , 0.006687 , 0 , 0 , 0.236345 , 0.307931 , 0.080087 , 0.260577 , 0.293175 , 0.087357 , 0.079088 , 0.015124 , 0.055064 , 0 , 0.127928 , 0.064827 , 0.323183 , 0.163465 , 0.22039 , 0.091368 , 0.153151 , 0.125475 , 0.182248 , 0.20521 
