DHT_00004_DHT_REF.spu,DHT_00003_DHT_REF.spu,DHT_00002_DHT_REF.spu,
Wavelength,DHT_00005_B1_NP.spu,DHT_00006_B1_NP.spu,DHT_00007_B1_NP.spu,DHT_00008_B1_NP.spu,DHT_00009_B1_NP.spu,DHT_00010_B1_P.spu,DHT_00011_B1_P.spu,DHT_00012_B1_P.spu,DHT_00013_B1_P.spu,DHT_00014_B1_P.spu,DHT_00015_B1_CT2.spu,DHT_00016_B1_CT2.spu,DHT_00017_B1_CT2.spu,DHT_00018_B1_CT2.spu,DHT_00019_B1_CT2.spu,DHT_00020_B1_CT1.spu,DHT_00021_B1_CT1.spu,DHT_00022_B1_CT1.spu,DHT_00023_B1_CT1.spu,DHT_00024_B1_CT1.spu,DHT_00025_B1_N.spu,DHT_00026_B1_N.spu,DHT_00027_B1_N.spu,DHT_00028_B1_N.spu,DHT_00029_B1_N.spu,DHT_00030_B2_EX3.spu,DHT_00031_B2_EX3.spu,DHT_00032_B2_EX3.spu,DHT_00033_B2_EX3.spu,DHT_00034_B2_EX3.spu,DHT_00035_B2_NP.spu,DHT_00036_B2_NP.spu,DHT_00037_B2_NP.spu,DHT_00038_B2_NP.spu,DHT_00039_B2_NP.spu,DHT_00040_B2_CT2.spu,DHT_00041_B2_CT2.spu,DHT_00042_B2_CT2.spu,DHT_00043_B2_CT2.spu,DHT_00044_B2_CT2.spu,DHT_00045_B2_CT1.spu,DHT_00046_B2_CT1.spu,DHT_00047_B2_CT1.spu,DHT_00048_B2_CT1.spu,DHT_00049_B2_CT1.spu,DHT_00050_B2_N.spu,DHT_00051_B2_N.spu,DHT_00052_B2_N.spu,DHT_00053_B2_N.spu,DHT_00054_B2_N.spu,DHT_00055_B2_P.spu,DHT_00056_B2_P.spu,DHT_00057_B2_P.spu,DHT_00058_B2_P.spu,DHT_00059_B2_P.spu,DHT_00060_B3_NP.spu,DHT_00061_B3_NP.spu,DHT_00062_B3_NP.spu,DHT_00063_B3_NP.spu,DHT_00064_B3_NP.spu,DHT_00065_B3_CT2.spu,DHT_00066_B3_CT2.spu,DHT_00067_B3_CT2.spu,DHT_00068_B3_CT2.spu,DHT_00069_B3_CT2.spu,DHT_00070_B3_CT1.spu,DHT_00071_B3_CT1.spu,DHT_00072_B3_CT1.spu,DHT_00073_B3_CT1.spu,DHT_00074_B3_CT1.spu,DHT_00075_B3_N.spu,DHT_00076_B3_N.spu,DHT_00077_B3_N.spu,DHT_00078_B3_N.spu,DHT_00079_B3_N.spu,DHT_00080_B3_P.spu,DHT_00081_B3_P.spu,DHT_00082_B3_P.spu,DHT_00083_B3_P.spu,DHT_00084_B3_P.spu
 656 , 0.054995 , 0.255797 , 0.070548 , 0.189199 , 0.19034 , 0.122332 , 0.113246 , 0.084165 , 0.107405 , 0.128262 , 0.116144 , 0.10839 , 0.102572 , 0.101229 , 0.09738 , 0.092076 , 0.075796 , 0.080518 , 0.098834 , 0.09484 , 0.08882 , 0.120609 , 0.113906 , 0.085172 , 0.098868 , 0.075695 , 0.099651 , 0.131966 , 0.080999 , 0.095343 , 0.171799 , 0.159256 , 0.159021 , 0.211208 , 0.13633 , 0.082476 , 0.07132 , 0.074218 , 0.098163 , 0.111601 , 0.087556 , 0.086392 , 0.068657 , 0.07913 , 0.092826 , 0.056148 , 0.055286 , 0.052992 , 0.100121 , 0.117129 , 0.09851 , 0.11761 , 0.09305 , 0.114287 , 0.107316 , 0.0748 , 0.056114 , 0.06718 , 0.142417 , 0.069306 , 0.122466 , 0.162501 , 0.124771 , 0.06379 , 0.13492 , 0.140637 , 0.147799 , 0.113683 , 0.080876 , 0.124816 , 0.023061 , 0.074252 , 0.088373 , 0.100714 , 0.066386 , 0.141063 , 0.12928 , 0.150215 , 0.130948 , 0.127378 
 657 , 0.054698 , 0.256219 , 0.0703 , 0.189579 , 0.190519 , 0.122323 , 0.113179 , 0.084078 , 0.107403 , 0.128087 , 0.115977 , 0.108097 , 0.10221 , 0.100845 , 0.097039 , 0.091812 , 0.075393 , 0.080127 , 0.09883 , 0.094476 , 0.08879 , 0.120599 , 0.113906 , 0.085164 , 0.098852 , 0.075259 , 0.099199 , 0.131176 , 0.080553 , 0.095025 , 0.172096 , 0.159538 , 0.159214 , 0.211628 , 0.136538 , 0.082243 , 0.070994 , 0.073927 , 0.097756 , 0.111209 , 0.087458 , 0.08588 , 0.068274 , 0.078795 , 0.092596 , 0.055963 , 0.05509 , 0.052806 , 0.100084 , 0.117253 , 0.098069 , 0.117242 , 0.092573 , 0.114242 , 0.107068 , 0.074665 , 0.055806 , 0.066931 , 0.142436 , 0.069237 , 0.122144 , 0.162224 , 0.124562 , 0.06354 , 0.134646 , 0.140668 , 0.147809 , 0.113212 , 0.080217 , 0.124763 , 0.023001 , 0.074117 , 0.088399 , 0.100889 , 0.066047 , 0.140791 , 0.129184 , 0.150092 , 0.130706 , 0.127214 
 658 , 0.054353 , 0.256587 , 0.069974 , 0.189905 , 0.190652 , 0.122262 , 0.113057 , 0.083945 , 0.107277 , 0.127886 , 0.115713 , 0.107734 , 0.101776 , 0.100403 , 0.096565 , 0.091521 , 0.074873 , 0.07966 , 0.098729 , 0.094032 , 0.088676 , 0.120522 , 0.113838 , 0.085116 , 0.098808 , 0.074717 , 0.098674 , 0.13023 , 0.080039 , 0.094612 , 0.172297 , 0.159766 , 0.159331 , 0.212009 , 0.13669 , 0.081925 , 0.07061 , 0.07359 , 0.097245 , 0.110691 , 0.08727 , 0.085272 , 0.067821 , 0.078399 , 0.092325 , 0.055747 , 0.054866 , 0.052556 , 0.100057 , 0.117342 , 0.097558 , 0.116761 , 0.092012 , 0.114072 , 0.106741 , 0.074516 , 0.055468 , 0.066649 , 0.142415 , 0.069149 , 0.121772 , 0.16183 , 0.12426 , 0.063223 , 0.134269 , 0.140618 , 0.147737 , 0.112644 , 0.07947 , 0.124639 , 0.022919 , 0.073947 , 0.088386 , 0.101006 , 0.065667 , 0.140428 , 0.129002 , 0.149801 , 0.130352 , 0.12696 
 659 , 0.054015 , 0.256901 , 0.069638 , 0.190204 , 0.190739 , 0.122204 , 0.112933 , 0.083813 , 0.107138 , 0.127698 , 0.115418 , 0.107349 , 0.101343 , 0.09995 , 0.096072 , 0.091235 , 0.07433 , 0.079189 , 0.098613 , 0.093564 , 0.088538 , 0.120421 , 0.113746 , 0.085062 , 0.098746 , 0.074163 , 0.098133 , 0.129258 , 0.079501 , 0.094177 , 0.172441 , 0.159971 , 0.159436 , 0.21237 , 0.136814 , 0.081585 , 0.070218 , 0.073227 , 0.09674 , 0.110169 , 0.087079 , 0.084672 , 0.067354 , 0.077974 , 0.092027 , 0.055519 , 0.054616 , 0.052287 , 0.100006 , 0.117412 , 0.097019 , 0.116265 , 0.091425 , 0.11388 , 0.106413 , 0.074363 , 0.055118 , 0.066373 , 0.142386 , 0.069037 , 0.12138 , 0.161431 , 0.123932 , 0.062896 , 0.133883 , 0.140525 , 0.147624 , 0.112063 , 0.078721 , 0.124489 , 0.022834 , 0.073762 , 0.088371 , 0.101098 , 0.065281 , 0.140068 , 0.12879 , 0.149485 , 0.12996 , 0.126662 
 660 , 0.053667 , 0.257205 , 0.069304 , 0.190494 , 0.190839 , 0.122147 , 0.112809 , 0.083672 , 0.107011 , 0.127512 , 0.115124 , 0.106966 , 0.100923 , 0.099498 , 0.095581 , 0.090962 , 0.0738 , 0.078708 , 0.098497 , 0.093099 , 0.088402 , 0.120322 , 0.113644 , 0.085008 , 0.098675 , 0.073622 , 0.097595 , 0.128302 , 0.078975 , 0.093744 , 0.172597 , 0.160166 , 0.159531 , 0.21272 , 0.136949 , 0.081257 , 0.069827 , 0.072876 , 0.096226 , 0.10966 , 0.086877 , 0.084062 , 0.066889 , 0.077562 , 0.09173 , 0.055292 , 0.054379 , 0.052031 , 0.099966 , 0.117484 , 0.096505 , 0.11577 , 0.09084 , 0.1137 , 0.106076 , 0.074201 , 0.05478 , 0.066087 , 0.142358 , 0.068937 , 0.121001 , 0.161023 , 0.123605 , 0.062582 , 0.13351 , 0.140433 , 0.147523 , 0.111485 , 0.077974 , 0.12434 , 0.022749 , 0.073578 , 0.088347 , 0.10119 , 0.064897 , 0.13971 , 0.12858 , 0.14917 , 0.129582 , 0.126376 
 661 , 0.053344 , 0.257495 , 0.068984 , 0.19079 , 0.190912 , 0.122117 , 0.112724 , 0.083557 , 0.106888 , 0.127286 , 0.114869 , 0.106577 , 0.100508 , 0.099063 , 0.095117 , 0.090693 , 0.073319 , 0.078221 , 0.098407 , 0.09266 , 0.08827 , 0.120227 , 0.113569 , 0.084957 , 0.098618 , 0.073097 , 0.097051 , 0.12733 , 0.078443 , 0.093338 , 0.172849 , 0.160344 , 0.159643 , 0.213065 , 0.137101 , 0.080956 , 0.06944 , 0.072541 , 0.09575 , 0.109156 , 0.08668 , 0.083457 , 0.066405 , 0.077176 , 0.091438 , 0.055067 , 0.054144 , 0.051788 , 0.099941 , 0.117559 , 0.095984 , 0.11527 , 0.090259 , 0.113524 , 0.105766 , 0.074053 , 0.054467 , 0.065794 , 0.142314 , 0.068851 , 0.120627 , 0.160633 , 0.123295 , 0.062303 , 0.133166 , 0.140347 , 0.147416 , 0.110901 , 0.077232 , 0.124173 , 0.022665 , 0.073397 , 0.088303 , 0.101297 , 0.064515 , 0.139346 , 0.128386 , 0.148872 , 0.129209 , 0.126096 
 662 , 0.053041 , 0.257843 , 0.068712 , 0.191142 , 0.191031 , 0.122119 , 0.112679 , 0.083471 , 0.106782 , 0.12705 , 0.114656 , 0.106194 , 0.100119 , 0.098664 , 0.094699 , 0.090435 , 0.072887 , 0.07773 , 0.098364 , 0.092256 , 0.088158 , 0.120165 , 0.113546 , 0.084926 , 0.098575 , 0.072588 , 0.096521 , 0.126395 , 0.077952 , 0.092967 , 0.173162 , 0.160512 , 0.159746 , 0.213398 , 0.13729 , 0.080684 , 0.069078 , 0.072221 , 0.09531 , 0.108681 , 0.086514 , 0.082838 , 0.065924 , 0.076819 , 0.091179 , 0.054874 , 0.05393 , 0.051553 , 0.099952 , 0.117655 , 0.095488 , 0.114778 , 0.089713 , 0.113368 , 0.105472 , 0.073909 , 0.054174 , 0.065502 , 0.142276 , 0.068789 , 0.120276 , 0.160268 , 0.122997 , 0.062048 , 0.132859 , 0.140311 , 0.147374 , 0.110314 , 0.076519 , 0.124041 , 0.022611 , 0.073232 , 0.088258 , 0.101452 , 0.064158 , 0.139022 , 0.128239 , 0.148651 , 0.128883 , 0.125873 
 663 , 0.052739 , 0.258193 , 0.068429 , 0.191495 , 0.191151 , 0.122122 , 0.112624 , 0.083386 , 0.106666 , 0.126816 , 0.114444 , 0.105811 , 0.09972 , 0.098266 , 0.094283 , 0.090177 , 0.072457 , 0.07725 , 0.098322 , 0.091864 , 0.088047 , 0.120114 , 0.113512 , 0.084884 , 0.098543 , 0.072091 , 0.096002 , 0.125451 , 0.07745 , 0.092607 , 0.173486 , 0.160692 , 0.15986 , 0.213731 , 0.137468 , 0.080402 , 0.068706 , 0.071913 , 0.094871 , 0.108197 , 0.08636 , 0.082243 , 0.065444 , 0.076462 , 0.090921 , 0.05467 , 0.053716 , 0.05133 , 0.099953 , 0.117751 , 0.094993 , 0.1143 , 0.089167 , 0.113223 , 0.105179 , 0.073755 , 0.053893 , 0.065222 , 0.142239 , 0.06874 , 0.119925 , 0.159904 , 0.122711 , 0.061805 , 0.132542 , 0.140275 , 0.147321 , 0.109739 , 0.075819 , 0.123909 , 0.022547 , 0.073067 , 0.088202 , 0.101595 , 0.063813 , 0.1387 , 0.128103 , 0.14842 , 0.128547 , 0.12564 
 664 , 0.052455 , 0.258546 , 0.068164 , 0.191834 , 0.191291 , 0.122128 , 0.112587 , 0.083297 , 0.106573 , 0.126599 , 0.114273 , 0.105453 , 0.099351 , 0.097898 , 0.093904 , 0.089932 , 0.072047 , 0.076807 , 0.098286 , 0.091485 , 0.087935 , 0.120064 , 0.113474 , 0.084839 , 0.098508 , 0.071637 , 0.095512 , 0.124558 , 0.076985 , 0.092262 , 0.173784 , 0.160881 , 0.159993 , 0.214068 , 0.137638 , 0.080146 , 0.068364 , 0.071626 , 0.094447 , 0.107738 , 0.086215 , 0.081677 , 0.065014 , 0.07613 , 0.090686 , 0.054474 , 0.053498 , 0.051112 , 0.099939 , 0.117834 , 0.094525 , 0.11384 , 0.088656 , 0.113075 , 0.104898 , 0.073623 , 0.05362 , 0.064947 , 0.142209 , 0.068675 , 0.119587 , 0.159561 , 0.12245 , 0.061552 , 0.132246 , 0.140223 , 0.147257 , 0.109214 , 0.075154 , 0.123792 , 0.022477 , 0.072913 , 0.088157 , 0.101747 , 0.063483 , 0.138392 , 0.127964 , 0.1482 , 0.128252 , 0.125434 
 665 , 0.052214 , 0.258885 , 0.067932 , 0.192185 , 0.191474 , 0.122144 , 0.112565 , 0.083183 , 0.106515 , 0.12644 , 0.114141 , 0.105117 , 0.099045 , 0.097602 , 0.093584 , 0.089699 , 0.071695 , 0.076445 , 0.098268 , 0.091142 , 0.087878 , 0.120079 , 0.113419 , 0.084759 , 0.098468 , 0.071251 , 0.095105 , 0.123765 , 0.076601 , 0.091974 , 0.174003 , 0.161105 , 0.16015 , 0.214396 , 0.137817 , 0.079942 , 0.068087 , 0.071395 , 0.094061 , 0.107315 , 0.086125 , 0.081207 , 0.064691 , 0.075868 , 0.090531 , 0.054268 , 0.053291 , 0.050927 , 0.099911 , 0.117915 , 0.094083 , 0.113419 , 0.088211 , 0.112931 , 0.104639 , 0.073482 , 0.053369 , 0.064702 , 0.142202 , 0.06862 , 0.11928 , 0.15924 , 0.122233 , 0.061316 , 0.131956 , 0.140159 , 0.147197 , 0.108791 , 0.074581 , 0.123687 , 0.022411 , 0.072816 , 0.088156 , 0.10192 , 0.063181 , 0.13815 , 0.127861 , 0.148029 , 0.127994 , 0.125296 
 666 , 0.051978 , 0.259211 , 0.067697 , 0.192523 , 0.191658 , 0.122151 , 0.112548 , 0.083073 , 0.106453 , 0.126269 , 0.114024 , 0.104788 , 0.098737 , 0.097294 , 0.093275 , 0.089468 , 0.071339 , 0.076079 , 0.09826 , 0.0908 , 0.087813 , 0.120097 , 0.11338 , 0.084694 , 0.098427 , 0.070872 , 0.094685 , 0.122972 , 0.076223 , 0.091688 , 0.174239 , 0.161339 , 0.160329 , 0.214716 , 0.137993 , 0.079731 , 0.067808 , 0.071161 , 0.093675 , 0.106897 , 0.086048 , 0.080742 , 0.064367 , 0.075602 , 0.090378 , 0.054065 , 0.053088 , 0.050745 , 0.09987 , 0.117999 , 0.093653 , 0.113003 , 0.08778 , 0.112781 , 0.104377 , 0.073348 , 0.053121 , 0.064456 , 0.142189 , 0.068552 , 0.118976 , 0.158919 , 0.122006 , 0.061081 , 0.131665 , 0.140113 , 0.14714 , 0.108374 , 0.074014 , 0.123583 , 0.022347 , 0.072704 , 0.088169 , 0.102101 , 0.06289 , 0.137904 , 0.127746 , 0.147862 , 0.127746 , 0.125159 
 667 , 0.051741 , 0.259538 , 0.067474 , 0.192863 , 0.191841 , 0.122169 , 0.112531 , 0.082963 , 0.106402 , 0.12611 , 0.113897 , 0.104459 , 0.098441 , 0.096998 , 0.092956 , 0.089248 , 0.070994 , 0.075713 , 0.098252 , 0.090458 , 0.08776 , 0.120115 , 0.113331 , 0.084629 , 0.098386 , 0.070494 , 0.094277 , 0.122191 , 0.075846 , 0.091402 , 0.174465 , 0.161563 , 0.160497 , 0.215036 , 0.138168 , 0.079521 , 0.06753 , 0.070938 , 0.093289 , 0.10648 , 0.085961 , 0.080276 , 0.064043 , 0.075346 , 0.090225 , 0.053873 , 0.052896 , 0.050553 , 0.099829 , 0.118072 , 0.093211 , 0.112587 , 0.087349 , 0.112642 , 0.104115 , 0.073215 , 0.052885 , 0.064221 , 0.142177 , 0.068496 , 0.118671 , 0.158598 , 0.121791 , 0.060846 , 0.131373 , 0.140067 , 0.147073 , 0.107945 , 0.073448 , 0.123479 , 0.022284 , 0.072604 , 0.088171 , 0.102283 , 0.0626 , 0.137658 , 0.127643 , 0.147695 , 0.127487 , 0.125022 
 668 , 0.051593 , 0.259988 , 0.067371 , 0.19324 , 0.192094 , 0.122255 , 0.112592 , 0.082927 , 0.106388 , 0.126047 , 0.113871 , 0.104331 , 0.098293 , 0.096803 , 0.092767 , 0.089231 , 0.070807 , 0.075532 , 0.098382 , 0.090354 , 0.087786 , 0.120176 , 0.113371 , 0.084639 , 0.098427 , 0.070295 , 0.094001 , 0.121643 , 0.075666 , 0.091288 , 0.174748 , 0.161839 , 0.160727 , 0.215356 , 0.138389 , 0.079424 , 0.067382 , 0.070851 , 0.093045 , 0.106199 , 0.086007 , 0.080013 , 0.063857 , 0.075232 , 0.090232 , 0.05375 , 0.052794 , 0.050425 , 0.09985 , 0.118174 , 0.092978 , 0.112314 , 0.087074 , 0.11257 , 0.103997 , 0.073175 , 0.052716 , 0.064102 , 0.142236 , 0.068494 , 0.118463 , 0.158414 , 0.121699 , 0.060744 , 0.131217 , 0.140135 , 0.147084 , 0.107644 , 0.073086 , 0.123422 , 0.022227 , 0.072552 , 0.08823 , 0.102463 , 0.062423 , 0.137555 , 0.127626 , 0.147618 , 0.127348 , 0.124957 
 669 , 0.051447 , 0.260467 , 0.067283 , 0.19363 , 0.192371 , 0.122349 , 0.112639 , 0.082895 , 0.10638 , 0.125991 , 0.113864 , 0.10422 , 0.098173 , 0.096614 , 0.092594 , 0.08922 , 0.070623 , 0.075367 , 0.098541 , 0.090256 , 0.087806 , 0.120222 , 0.113396 , 0.084643 , 0.098452 , 0.070122 , 0.093708 , 0.12108 , 0.07549 , 0.091158 , 0.175033 , 0.162104 , 0.160946 , 0.215667 , 0.138596 , 0.07932 , 0.067238 , 0.070757 , 0.092806 , 0.105924 , 0.086046 , 0.079755 , 0.063675 , 0.075111 , 0.090234 , 0.053619 , 0.052684 , 0.050312 , 0.099866 , 0.118285 , 0.09275 , 0.112049 , 0.086804 , 0.112516 , 0.103886 , 0.073129 , 0.05255 , 0.063998 , 0.142293 , 0.068519 , 0.118262 , 0.158229 , 0.121603 , 0.060646 , 0.131069 , 0.140189 , 0.147082 , 0.107338 , 0.072739 , 0.123396 , 0.022183 , 0.072483 , 0.088296 , 0.102639 , 0.062249 , 0.137449 , 0.127628 , 0.147516 , 0.127216 , 0.12491 
 670 , 0.051301 , 0.260956 , 0.067194 , 0.19403 , 0.192648 , 0.122454 , 0.112696 , 0.082863 , 0.106372 , 0.125922 , 0.113855 , 0.104097 , 0.098052 , 0.096424 , 0.092409 , 0.08922 , 0.070439 , 0.075201 , 0.098688 , 0.090168 , 0.087826 , 0.120268 , 0.113432 , 0.084658 , 0.098476 , 0.069937 , 0.093413 , 0.120525 , 0.075313 , 0.091026 , 0.175317 , 0.162369 , 0.161175 , 0.215978 , 0.138803 , 0.079216 , 0.067093 , 0.070673 , 0.092565 , 0.105647 , 0.086086 , 0.079506 , 0.063491 , 0.074989 , 0.090235 , 0.053487 , 0.052584 , 0.050186 , 0.09987 , 0.118394 , 0.092532 , 0.11177 , 0.086532 , 0.112461 , 0.103762 , 0.073093 , 0.052394 , 0.063881 , 0.14235 , 0.068532 , 0.118071 , 0.158053 , 0.121517 , 0.060547 , 0.130919 , 0.140253 , 0.147067 , 0.10703 , 0.072391 , 0.123357 , 0.022138 , 0.072413 , 0.08835 , 0.102815 , 0.062075 , 0.137343 , 0.127629 , 0.147413 , 0.127082 , 0.124852 
 671 , 0.05122 , 0.261497 , 0.067176 , 0.194477 , 0.192969 , 0.122586 , 0.112787 , 0.082897 , 0.106429 , 0.125905 , 0.113915 , 0.104071 , 0.098015 , 0.096384 , 0.092361 , 0.0893 , 0.07036 , 0.075132 , 0.09892 , 0.090171 , 0.087858 , 0.120351 , 0.11348 , 0.08473 , 0.09854 , 0.069869 , 0.093244 , 0.120173 , 0.075243 , 0.090998 , 0.175638 , 0.162655 , 0.161448 , 0.216378 , 0.139067 , 0.079221 , 0.067042 , 0.070662 , 0.092451 , 0.105502 , 0.086227 , 0.079366 , 0.06341 , 0.074975 , 0.090305 , 0.053399 , 0.052505 , 0.050125 , 0.099948 , 0.118519 , 0.092417 , 0.111636 , 0.086372 , 0.112485 , 0.103747 , 0.073087 , 0.052293 , 0.063835 , 0.142464 , 0.068561 , 0.117971 , 0.157973 , 0.121525 , 0.060516 , 0.130866 , 0.140341 , 0.147135 , 0.106876 , 0.072171 , 0.123391 , 0.022101 , 0.072416 , 0.088428 , 0.102987 , 0.061991 , 0.137313 , 0.127692 , 0.147403 , 0.127055 , 0.124877 
 672 , 0.051181 , 0.262009 , 0.067193 , 0.194928 , 0.193304 , 0.122775 , 0.11291 , 0.082981 , 0.106505 , 0.125955 , 0.113985 , 0.104064 , 0.098018 , 0.096417 , 0.092364 , 0.08943 , 0.070362 , 0.075098 , 0.099183 , 0.090203 , 0.087907 , 0.120446 , 0.113537 , 0.084828 , 0.098623 , 0.069869 , 0.093147 , 0.119931 , 0.075221 , 0.091031 , 0.175949 , 0.16296 , 0.16174 , 0.216829 , 0.139346 , 0.079274 , 0.067059 , 0.070709 , 0.092397 , 0.105442 , 0.086429 , 0.079297 , 0.063408 , 0.075042 , 0.090427 , 0.053342 , 0.052447 , 0.050106 , 0.100056 , 0.118654 , 0.092386 , 0.111578 , 0.086295 , 0.112563 , 0.103785 , 0.073094 , 0.052223 , 0.063845 , 0.142604 , 0.068593 , 0.117938 , 0.157955 , 0.121588 , 0.060553 , 0.130892 , 0.140455 , 0.147251 , 0.106808 , 0.072019 , 0.123435 , 0.02208 , 0.072467 , 0.088534 , 0.103169 , 0.061964 , 0.137331 , 0.127768 , 0.147441 , 0.127063 , 0.124924 
 673 , 0.051131 , 0.262523 , 0.06721 , 0.19538 , 0.19363 , 0.122953 , 0.113034 , 0.083064 , 0.106593 , 0.126005 , 0.114055 , 0.104069 , 0.098021 , 0.096461 , 0.092377 , 0.089561 , 0.070363 , 0.075075 , 0.099446 , 0.090245 , 0.087945 , 0.120552 , 0.113606 , 0.084938 , 0.098717 , 0.069858 , 0.09305 , 0.119699 , 0.07521 , 0.091053 , 0.176272 , 0.163268 , 0.162033 , 0.217294 , 0.139637 , 0.079328 , 0.067075 , 0.070756 , 0.092344 , 0.105382 , 0.086632 , 0.079238 , 0.063406 , 0.075098 , 0.09056 , 0.053286 , 0.052388 , 0.050088 , 0.100164 , 0.11879 , 0.092344 , 0.111519 , 0.086217 , 0.112652 , 0.103833 , 0.073112 , 0.052163 , 0.063844 , 0.142757 , 0.068635 , 0.117915 , 0.157938 , 0.121662 , 0.06059 , 0.13093 , 0.140569 , 0.147368 , 0.106739 , 0.071866 , 0.12348 , 0.022059 , 0.072517 , 0.08863 , 0.103362 , 0.061936 , 0.137348 , 0.127834 , 0.14748 , 0.127071 , 0.124972 
 674 , 0.051139 , 0.263086 , 0.067267 , 0.195841 , 0.194008 , 0.123175 , 0.113211 , 0.08317 , 0.10671 , 0.126099 , 0.114189 , 0.104134 , 0.098106 , 0.096565 , 0.092438 , 0.089772 , 0.070439 , 0.075095 , 0.099759 , 0.090357 , 0.08804 , 0.12069 , 0.113717 , 0.085071 , 0.098848 , 0.069944 , 0.093011 , 0.119565 , 0.075275 , 0.091133 , 0.17662 , 0.163608 , 0.162359 , 0.217761 , 0.139944 , 0.079448 , 0.067155 , 0.070866 , 0.092359 , 0.105383 , 0.086893 , 0.079245 , 0.063477 , 0.07523 , 0.090751 , 0.053287 , 0.052388 , 0.050127 , 0.100288 , 0.118935 , 0.092381 , 0.111523 , 0.086207 , 0.112772 , 0.103921 , 0.073172 , 0.052152 , 0.063882 , 0.142936 , 0.068707 , 0.117934 , 0.157973 , 0.121792 , 0.060677 , 0.130992 , 0.14072 , 0.147513 , 0.106732 , 0.0718 , 0.123569 , 0.022066 , 0.072609 , 0.088771 , 0.103561 , 0.061959 , 0.137425 , 0.127955 , 0.14757 , 0.127123 , 0.125065 
 675 , 0.051258 , 0.263734 , 0.067427 , 0.196351 , 0.194513 , 0.123444 , 0.113476 , 0.08336 , 0.106914 , 0.126308 , 0.114469 , 0.104355 , 0.09839 , 0.096856 , 0.092651 , 0.090159 , 0.070709 , 0.075264 , 0.100194 , 0.090666 , 0.088242 , 0.120907 , 0.113939 , 0.085276 , 0.099055 , 0.070212 , 0.09309 , 0.119633 , 0.075546 , 0.091343 , 0.177036 , 0.164024 , 0.162739 , 0.218293 , 0.140323 , 0.079695 , 0.067405 , 0.071126 , 0.092538 , 0.105561 , 0.087284 , 0.079447 , 0.063718 , 0.075568 , 0.091117 , 0.053412 , 0.052521 , 0.0503 , 0.100453 , 0.119137 , 0.092594 , 0.111706 , 0.086393 , 0.113014 , 0.104129 , 0.073347 , 0.052296 , 0.064045 , 0.143232 , 0.068893 , 0.118133 , 0.158172 , 0.122046 , 0.060876 , 0.131156 , 0.140977 , 0.147765 , 0.106914 , 0.071938 , 0.12376 , 0.022111 , 0.072828 , 0.089009 , 0.103825 , 0.062117 , 0.137674 , 0.12818 , 0.147765 , 0.127311 , 0.125282 
 676 , 0.051391 , 0.264394 , 0.067588 , 0.196875 , 0.195032 , 0.123715 , 0.113735 , 0.083547 , 0.107146 , 0.126495 , 0.114763 , 0.104591 , 0.098669 , 0.097154 , 0.092871 , 0.090554 , 0.070967 , 0.075431 , 0.100624 , 0.090972 , 0.088452 , 0.121127 , 0.114164 , 0.085479 , 0.099279 , 0.070481 , 0.093176 , 0.119714 , 0.075816 , 0.09156 , 0.177469 , 0.16446 , 0.163115 , 0.218824 , 0.140702 , 0.079941 , 0.067655 , 0.071385 , 0.092713 , 0.105733 , 0.087683 , 0.079647 , 0.06396 , 0.075906 , 0.091481 , 0.053539 , 0.052657 , 0.050476 , 0.100624 , 0.11933 , 0.092814 , 0.111893 , 0.086587 , 0.113249 , 0.104354 , 0.073521 , 0.052443 , 0.064208 , 0.143528 , 0.069091 , 0.118324 , 0.158368 , 0.122302 , 0.061066 , 0.13131 , 0.141233 , 0.148003 , 0.1071 , 0.072075 , 0.123941 , 0.022164 , 0.073058 , 0.089254 , 0.104094 , 0.062276 , 0.137922 , 0.128405 , 0.14797 , 0.127512 , 0.125501 
 677 , 0.051525 , 0.265056 , 0.067748 , 0.197388 , 0.195541 , 0.123986 , 0.114005 , 0.083745 , 0.107366 , 0.126694 , 0.115059 , 0.104817 , 0.09896 , 0.097453 , 0.09308 , 0.09095 , 0.071226 , 0.075599 , 0.101056 , 0.091279 , 0.088662 , 0.121346 , 0.114402 , 0.085694 , 0.099492 , 0.07075 , 0.093261 , 0.119783 , 0.076086 , 0.091766 , 0.17789 , 0.164884 , 0.163491 , 0.219343 , 0.141082 , 0.080199 , 0.067907 , 0.071657 , 0.092888 , 0.105905 , 0.088084 , 0.079848 , 0.064202 , 0.076245 , 0.091857 , 0.053666 , 0.052782 , 0.050641 , 0.100784 , 0.119522 , 0.093024 , 0.112068 , 0.086781 , 0.113484 , 0.104568 , 0.073696 , 0.052579 , 0.064372 , 0.143835 , 0.069278 , 0.118525 , 0.158563 , 0.12257 , 0.061257 , 0.131463 , 0.14149 , 0.148253 , 0.107287 , 0.072212 , 0.124133 , 0.022216 , 0.073277 , 0.089489 , 0.104364 , 0.062435 , 0.138181 , 0.128631 , 0.148174 , 0.127713 , 0.125719 
