MAT_00009_MAT_REF.spu,MAT_00008_MAT_REF.spu,MAT_00007_MAT_REF.spu,MAT_00006_MAT_REF.spu,MAT_00005_MAT_REF.spu,
Wavelength,MAT_00010_B2_P.spu,MAT_00011_B2_P.spu,MAT_00012_B2_P.spu,MAT_00013_B2_P.spu,MAT_00014_B2_P.spu,MAT_00015_B2_CT2.spu,MAT_00016_B2_CT2.spu,MAT_00017_B2_CT2.spu,MAT_00018_B2_CT2.spu,MAT_00019_B2_CT2.spu,MAT_00020_B2_CT1.spu,MAT_00021_B2_CT1.spu,MAT_00022_B2_CT1.spu,MAT_00023_B2_CT1.spu,MAT_00024_B2_CT1.spu,MAT_00025_B2_N.spu,MAT_00026_B2_N.spu,MAT_00027_B2_N.spu,MAT_00028_B2_N.spu,MAT_00029_B2_N.spu,MAT_00030_B2_NP.spu,MAT_00031_B2_NP.spu,MAT_00032_B2_NP.spu,MAT_00033_B2_NP.spu,MAT_00034_B2_NP.spu,MAT_00035_B4_N.spu,MAT_00036_B4_N.spu,MAT_00037_B4_N.spu,MAT_00038_B4_N.spu,MAT_00039_B4_N.spu,MAT_00040_B4_P.spu,MAT_00041_B4_P.spu,MAT_00042_B4_P.spu,MAT_00043_B4_P.spu,MAT_00044_B4_P.spu,MAT_00045_B4_CT2.spu,MAT_00046_B4_CT2.spu,MAT_00047_B4_CT2.spu,MAT_00048_B4_CT2.spu,MAT_00049_B4_CT2.spu,MAT_00055_B4_CT1.spu,MAT_00056_B4_CT1.spu,MAT_00057_B4_CT1.spu,MAT_00058_B4_CT1.spu,MAT_00059_B4_CT1.spu,MAT_00060_B4_NP.spu,MAT_00061_B4_NP.spu,MAT_00062_B4_NP.spu,MAT_00063_B4_NP.spu,MAT_00064_B4_NP.spu,MAT_00065_B3_N.spu,MAT_00066_B3_N.spu,MAT_00067_B3_N.spu,MAT_00068_B3_N.spu,MAT_00069_B3_N.spu,MAT_00070_B3_CT2.spu,MAT_00071_B3_CT2.spu,MAT_00072_B3_CT2.spu,MAT_00073_B3_CT2.spu,MAT_00074_B3_CT2.spu,MAT_00075_B3_CT1.spu,MAT_00076_B3_CT1.spu,MAT_00077_B3_CT1.spu,MAT_00078_B3_CT1.spu,MAT_00079_B3_CT1.spu,MAT_00080_B3_NP.spu,MAT_00081_B3_NP.spu,MAT_00082_B3_NP.spu,MAT_00083_B3_NP.spu,MAT_00084_B3_NP.spu,MAT_00085_B3_P.spu,MAT_00086_B3_P.spu,MAT_00087_B3_P.spu,MAT_00088_B3_P.spu,MAT_00089_B3_P.spu,MAT_00090_B1_CT2.spu,MAT_00091_B1_CT2.spu,MAT_00092_B1_CT2.spu,MAT_00093_B1_CT2.spu,MAT_00094_B1_CT2.spu,MAT_00100_B1_NP.spu,MAT_00101_B1_NP.spu,MAT_00102_B1_NP.spu,MAT_00103_B1_NP.spu,MAT_00104_B1_NP.spu,MAT_00105_B1_N.spu,MAT_00106_B1_N.spu,MAT_00107_B1_N.spu,MAT_00108_B1_N.spu,MAT_00109_B1_N.spu,MAT_00110_B1_P.spu,MAT_00111_B1_P.spu,MAT_00112_B1_P.spu,MAT_00113_B1_P.spu,MAT_00114_B1_P.spu
 793 , 0.273831 , 0.449221 , 0.27183 , 0.288245 , 0.244984 , 0.299691 , 0.305577 , 0.347891 , 0.240813 , 0.324013 , 0.345387 , 0.301308 , 0.234829 , 0.299434 , 0.406719 , 0.268931 , 0.362817 , 0.432648 , 0.307815 , 0.403899 , 0.112451 , 0.175883 , 0.39966 , 0.277213 , 0.304236 , 0.305458 , 0.348759 , 0.366505 , 0.261162 , 0.306424 , 0.352416 , 0.286362 , 0.248296 , 0.250061 , 0.301219 , 0.414064 , 0.313276 , 0.240754 , 0.280121 , 0.312774 , 0.281767 , 0.161873 , 0.222042 , 0.275813 , 0.462974 , 0.174473 , 0.426683 , 0.139198 , 0.436572 , 0.200313 , 0.1586 , 0.271573 , 0.260797 , 0.362048 , 0.252053 , 0.363793 , 0.410515 , 0.394662 , 0.264987 , 0.36057 , 0.408691 , 0.347664 , 0.334089 , 0.333822 , 0.330303 , 0.222229 , 0.375673 , 0.306839 , 0.220908 , 0.269917 , 0.410298 , 0.316086 , 0.281541 , 0.191351 , 0.378306 , 0.407735 , 0.334049 , 0.401533 , 0.350592 , 0.298458 , 0.269148 , 0.216334 , 0.309402 , 0.304788 , 0.310516 , 0.486616 , 0.432865 , 0.383452 , 0.293992 , 0.311245 , 0.243002 , 0.32703 , 0.303122 , 0.4227 , 0.290187 
 794 , 0.274273 , 0.44998 , 0.272272 , 0.2887 , 0.24531 , 0.300072 , 0.305965 , 0.348488 , 0.241191 , 0.324551 , 0.346044 , 0.301846 , 0.235239 , 0.299954 , 0.407497 , 0.269385 , 0.363516 , 0.433079 , 0.30836 , 0.404491 , 0.112727 , 0.176427 , 0.400618 , 0.277919 , 0.304724 , 0.305965 , 0.349207 , 0.367251 , 0.261521 , 0.30696 , 0.352912 , 0.286837 , 0.24868 , 0.250435 , 0.301728 , 0.41478 , 0.31378 , 0.241191 , 0.280452 , 0.313208 , 0.282275 , 0.162108 , 0.222625 , 0.276224 , 0.463668 , 0.174722 , 0.427039 , 0.139354 , 0.436952 , 0.20062 , 0.158718 , 0.271888 , 0.261147 , 0.36255 , 0.252346 , 0.364275 , 0.411015 , 0.395228 , 0.265414 , 0.36119 , 0.4093 , 0.348064 , 0.334583 , 0.334189 , 0.330769 , 0.222457 , 0.376041 , 0.307227 , 0.221245 , 0.270351 , 0.410848 , 0.316569 , 0.28191 , 0.191553 , 0.378929 , 0.408433 , 0.334494 , 0.402264 , 0.351089 , 0.299037 , 0.269464 , 0.216584 , 0.309582 , 0.305019 , 0.310745 , 0.487191 , 0.433355 , 0.383876 , 0.294356 , 0.311592 , 0.243369 , 0.327389 , 0.303482 , 0.423136 , 0.290503 
 795 , 0.274718 , 0.450771 , 0.272697 , 0.289161 , 0.245655 , 0.300537 , 0.306324 , 0.34911 , 0.241583 , 0.325075 , 0.346695 , 0.30241 , 0.235658 , 0.300518 , 0.408252 , 0.269867 , 0.364214 , 0.433549 , 0.308887 , 0.405067 , 0.113018 , 0.176951 , 0.401538 , 0.278602 , 0.30523 , 0.306482 , 0.349633 , 0.367999 , 0.261872 , 0.307488 , 0.353418 , 0.287337 , 0.249056 , 0.250821 , 0.302243 , 0.415507 , 0.31428 , 0.241633 , 0.280781 , 0.313649 , 0.282802 , 0.16236 , 0.223197 , 0.276581 , 0.464337 , 0.174989 , 0.427407 , 0.139538 , 0.437344 , 0.200956 , 0.158841 , 0.272155 , 0.261488 , 0.36305 , 0.252645 , 0.364706 , 0.411485 , 0.39579 , 0.265865 , 0.361818 , 0.409908 , 0.348469 , 0.335091 , 0.334549 , 0.331256 , 0.222665 , 0.376409 , 0.307616 , 0.22158 , 0.270774 , 0.411367 , 0.317021 , 0.282309 , 0.191758 , 0.379573 , 0.409109 , 0.334904 , 0.402977 , 0.351575 , 0.299591 , 0.269808 , 0.216838 , 0.309775 , 0.30525 , 0.310987 , 0.48778 , 0.433864 , 0.384286 , 0.294721 , 0.311963 , 0.243742 , 0.327757 , 0.30383 , 0.423572 , 0.290797 
 796 , 0.275185 , 0.451595 , 0.273123 , 0.289629 , 0.246002 , 0.301024 , 0.306696 , 0.349751 , 0.241997 , 0.325609 , 0.347363 , 0.303007 , 0.236087 , 0.301103 , 0.409014 , 0.270361 , 0.364914 , 0.434044 , 0.309419 , 0.40567 , 0.113308 , 0.177495 , 0.402483 , 0.279309 , 0.305749 , 0.307012 , 0.350076 , 0.368772 , 0.262222 , 0.308009 , 0.353934 , 0.287853 , 0.249446 , 0.251231 , 0.30277 , 0.416256 , 0.314786 , 0.242096 , 0.281105 , 0.314106 , 0.283325 , 0.162607 , 0.223765 , 0.276951 , 0.465032 , 0.175255 , 0.427779 , 0.139729 , 0.437743 , 0.201311 , 0.158967 , 0.272423 , 0.261837 , 0.363563 , 0.252958 , 0.365141 , 0.411974 , 0.396356 , 0.266326 , 0.362468 , 0.410524 , 0.348873 , 0.335603 , 0.334913 , 0.331765 , 0.222887 , 0.376783 , 0.308018 , 0.22193 , 0.2712 , 0.411895 , 0.31747 , 0.282713 , 0.191978 , 0.380226 , 0.409803 , 0.335317 , 0.403687 , 0.352079 , 0.300146 , 0.270173 , 0.217106 , 0.309972 , 0.305493 , 0.311225 , 0.488394 , 0.434389 , 0.384715 , 0.295084 , 0.31235 , 0.244108 , 0.328135 , 0.3042 , 0.42401 , 0.291099 
 797 , 0.275616 , 0.452408 , 0.273542 , 0.29012 , 0.246351 , 0.301494 , 0.307102 , 0.350387 , 0.242382 , 0.326167 , 0.348047 , 0.303607 , 0.236507 , 0.301661 , 0.409785 , 0.270847 , 0.365621 , 0.434547 , 0.309955 , 0.40628 , 0.113613 , 0.178037 , 0.403426 , 0.280009 , 0.306272 , 0.307546 , 0.350535 , 0.369531 , 0.262593 , 0.308543 , 0.354445 , 0.288352 , 0.249826 , 0.251633 , 0.3033 , 0.416992 , 0.315277 , 0.242559 , 0.281451 , 0.314576 , 0.28384 , 0.162881 , 0.224353 , 0.277324 , 0.465728 , 0.175529 , 0.428159 , 0.139926 , 0.438131 , 0.201644 , 0.1591 , 0.272693 , 0.262178 , 0.364091 , 0.253262 , 0.365562 , 0.412451 , 0.39694 , 0.266789 , 0.363123 , 0.411147 , 0.349291 , 0.33612 , 0.33529 , 0.332249 , 0.223099 , 0.377144 , 0.308415 , 0.222279 , 0.271617 , 0.412421 , 0.317913 , 0.283129 , 0.192205 , 0.380876 , 0.410486 , 0.335744 , 0.404394 , 0.352569 , 0.300714 , 0.270511 , 0.217363 , 0.310153 , 0.305739 , 0.311476 , 0.488989 , 0.434923 , 0.385131 , 0.295451 , 0.312739 , 0.244485 , 0.328507 , 0.304554 , 0.424447 , 0.291413 
 798 , 0.275959 , 0.453159 , 0.273894 , 0.290675 , 0.246676 , 0.301882 , 0.307555 , 0.35098 , 0.242674 , 0.326738 , 0.348737 , 0.304244 , 0.236912 , 0.302129 , 0.410544 , 0.271314 , 0.366289 , 0.435034 , 0.3105 , 0.406897 , 0.11394 , 0.178574 , 0.404377 , 0.280693 , 0.306794 , 0.308108 , 0.35102 , 0.370252 , 0.262963 , 0.309037 , 0.354923 , 0.288787 , 0.250214 , 0.252033 , 0.303819 , 0.417709 , 0.315708 , 0.243039 , 0.28184 , 0.315046 , 0.284281 , 0.163186 , 0.224964 , 0.277699 , 0.466402 , 0.175787 , 0.428541 , 0.140139 , 0.438513 , 0.201956 , 0.159253 , 0.272915 , 0.262489 , 0.364628 , 0.253575 , 0.365963 , 0.412926 , 0.397499 , 0.267243 , 0.363769 , 0.41175 , 0.349705 , 0.336601 , 0.335682 , 0.332687 , 0.223333 , 0.377486 , 0.3088 , 0.222651 , 0.271986 , 0.412926 , 0.318307 , 0.283579 , 0.192439 , 0.381498 , 0.411147 , 0.336186 , 0.405039 , 0.353056 , 0.301299 , 0.270761 , 0.217581 , 0.310292 , 0.305993 , 0.311735 , 0.489518 , 0.435469 , 0.385541 , 0.295844 , 0.313119 , 0.244818 , 0.328892 , 0.304877 , 0.424874 , 0.291782 
 799 , 0.276319 , 0.453939 , 0.274261 , 0.291258 , 0.247024 , 0.3023 , 0.308018 , 0.35159 , 0.242987 , 0.32734 , 0.349453 , 0.304882 , 0.237328 , 0.302596 , 0.411327 , 0.271798 , 0.366984 , 0.435547 , 0.311056 , 0.407548 , 0.114281 , 0.179124 , 0.405401 , 0.281404 , 0.307336 , 0.308711 , 0.35155 , 0.370991 , 0.263368 , 0.309542 , 0.355428 , 0.28923 , 0.250625 , 0.252446 , 0.304358 , 0.418461 , 0.316171 , 0.243532 , 0.282245 , 0.315537 , 0.284748 , 0.163512 , 0.225594 , 0.27808 , 0.467088 , 0.176047 , 0.428948 , 0.140361 , 0.438891 , 0.202265 , 0.159426 , 0.273163 , 0.262824 , 0.365213 , 0.25391 , 0.366371 , 0.413464 , 0.39809 , 0.267712 , 0.364461 , 0.412366 , 0.350125 , 0.337105 , 0.336096 , 0.333138 , 0.223576 , 0.377857 , 0.309215 , 0.223042 , 0.272381 , 0.413474 , 0.318733 , 0.284056 , 0.192688 , 0.382161 , 0.411862 , 0.33668 , 0.405728 , 0.353588 , 0.301914 , 0.271046 , 0.217798 , 0.310462 , 0.306287 , 0.312015 , 0.4901 , 0.436071 , 0.386 , 0.296255 , 0.313519 , 0.245184 , 0.329299 , 0.305228 , 0.425347 , 0.292178 
 800 , 0.276695 , 0.454741 , 0.274645 , 0.291859 , 0.247388 , 0.302715 , 0.308499 , 0.352208 , 0.243297 , 0.327952 , 0.350188 , 0.305538 , 0.23776 , 0.303081 , 0.412131 , 0.272298 , 0.367699 , 0.436071 , 0.311629 , 0.408229 , 0.114626 , 0.179699 , 0.406456 , 0.282133 , 0.307895 , 0.309321 , 0.352099 , 0.37174 , 0.26378 , 0.310064 , 0.355942 , 0.28969 , 0.251042 , 0.252865 , 0.304924 , 0.419233 , 0.316641 , 0.24404 , 0.282668 , 0.316037 , 0.285233 , 0.163842 , 0.226241 , 0.278478 , 0.467795 , 0.176322 , 0.429365 , 0.140596 , 0.43929 , 0.202589 , 0.159603 , 0.273407 , 0.263166 , 0.365807 , 0.254242 , 0.366798 , 0.414003 , 0.398681 , 0.268197 , 0.365154 , 0.412993 , 0.350564 , 0.337629 , 0.336529 , 0.333607 , 0.223834 , 0.378238 , 0.309638 , 0.223448 , 0.272773 , 0.414043 , 0.319166 , 0.28455 , 0.192942 , 0.382823 , 0.412597 , 0.337183 , 0.406436 , 0.35414 , 0.302537 , 0.271327 , 0.21803 , 0.310639 , 0.306588 , 0.312312 , 0.490685 , 0.436685 , 0.386468 , 0.296683 , 0.313927 , 0.245555 , 0.329715 , 0.305577 , 0.425819 , 0.292582 
 801 , 0.277148 , 0.455584 , 0.275063 , 0.292362 , 0.24777 , 0.30315 , 0.308926 , 0.352804 , 0.243721 , 0.328548 , 0.350938 , 0.306098 , 0.238163 , 0.303587 , 0.412898 , 0.272781 , 0.368425 , 0.436598 , 0.312261 , 0.408918 , 0.114938 , 0.180302 , 0.407489 , 0.282844 , 0.30852 , 0.309859 , 0.352645 , 0.372504 , 0.264136 , 0.310703 , 0.356436 , 0.290179 , 0.251452 , 0.253239 , 0.305532 , 0.419994 , 0.317134 , 0.244475 , 0.283053 , 0.316529 , 0.285732 , 0.164105 , 0.22679 , 0.278904 , 0.468486 , 0.17662 , 0.42978 , 0.140861 , 0.439754 , 0.20294 , 0.159778 , 0.273694 , 0.263511 , 0.366351 , 0.254589 , 0.367264 , 0.414506 , 0.399251 , 0.268642 , 0.365855 , 0.413622 , 0.351027 , 0.338115 , 0.336954 , 0.334086 , 0.22413 , 0.378697 , 0.310078 , 0.223812 , 0.273217 , 0.414615 , 0.319645 , 0.284958 , 0.193165 , 0.38354 , 0.413354 , 0.337668 , 0.407181 , 0.354689 , 0.30316 , 0.271619 , 0.218294 , 0.310832 , 0.306852 , 0.312638 , 0.491313 , 0.437273 , 0.386945 , 0.297106 , 0.314316 , 0.245964 , 0.330126 , 0.305999 , 0.426276 , 0.293057 
 802 , 0.277658 , 0.456484 , 0.275511 , 0.29286 , 0.248171 , 0.303617 , 0.309403 , 0.353496 , 0.244184 , 0.329197 , 0.351756 , 0.306729 , 0.238577 , 0.304084 , 0.413664 , 0.273284 , 0.369214 , 0.437157 , 0.312942 , 0.409638 , 0.115257 , 0.180953 , 0.408524 , 0.283604 , 0.309204 , 0.310427 , 0.353237 , 0.37332 , 0.264525 , 0.311421 , 0.357015 , 0.290722 , 0.251879 , 0.253659 , 0.306182 , 0.420793 , 0.317685 , 0.24494 , 0.283465 , 0.317088 , 0.286288 , 0.16438 , 0.227362 , 0.279349 , 0.469269 , 0.176967 , 0.430257 , 0.141126 , 0.440338 , 0.203333 , 0.159986 , 0.27404 , 0.263899 , 0.366937 , 0.254971 , 0.367812 , 0.415046 , 0.399875 , 0.269138 , 0.366559 , 0.41434 , 0.351547 , 0.338613 , 0.337429 , 0.334586 , 0.224459 , 0.379186 , 0.310556 , 0.224211 , 0.273702 , 0.415245 , 0.32017 , 0.285403 , 0.19341 , 0.384276 , 0.414151 , 0.338195 , 0.408007 , 0.355255 , 0.303806 , 0.271932 , 0.218593 , 0.311063 , 0.307146 , 0.313012 , 0.491997 , 0.437873 , 0.387457 , 0.297552 , 0.314732 , 0.246411 , 0.330579 , 0.30646 , 0.426778 , 0.293556 
 803 , 0.278191 , 0.457404 , 0.27597 , 0.293379 , 0.248591 , 0.304096 , 0.309892 , 0.354203 , 0.244657 , 0.329861 , 0.352589 , 0.307363 , 0.23901 , 0.304594 , 0.414458 , 0.273799 , 0.370018 , 0.437724 , 0.313657 , 0.410365 , 0.115581 , 0.181613 , 0.409578 , 0.284366 , 0.309902 , 0.311008 , 0.353834 , 0.374162 , 0.264935 , 0.312153 , 0.357609 , 0.291268 , 0.252316 , 0.254099 , 0.306855 , 0.421619 , 0.318249 , 0.245424 , 0.283898 , 0.317651 , 0.286856 , 0.164662 , 0.227935 , 0.279815 , 0.470072 , 0.17732 , 0.430752 , 0.141406 , 0.440951 , 0.203723 , 0.16019 , 0.274387 , 0.264297 , 0.367529 , 0.255354 , 0.368375 , 0.415603 , 0.400515 , 0.269636 , 0.36729 , 0.415076 , 0.352091 , 0.339134 , 0.337919 , 0.3351 , 0.224798 , 0.379699 , 0.311058 , 0.224618 , 0.274197 , 0.415902 , 0.320709 , 0.28586 , 0.193654 , 0.385038 , 0.414976 , 0.338735 , 0.408861 , 0.355836 , 0.304474 , 0.272255 , 0.218902 , 0.311287 , 0.307452 , 0.313398 , 0.492701 , 0.438491 , 0.387986 , 0.298021 , 0.315141 , 0.246868 , 0.331047 , 0.306934 , 0.427286 , 0.294057 
 804 , 0.2786 , 0.45817 , 0.27636 , 0.29383 , 0.24895 , 0.30453 , 0.31031 , 0.35489 , 0.24499 , 0.33044 , 0.35335 , 0.30795 , 0.23942 , 0.30502 , 0.41515 , 0.27425 , 0.37072 , 0.43821 , 0.31426 , 0.41102 , 0.11585 , 0.18215 , 0.41056 , 0.28508 , 0.31047 , 0.31152 , 0.35435 , 0.37493 , 0.2653 , 0.31275 , 0.35816 , 0.29173 , 0.25269 , 0.25447 , 0.3074 , 0.42235 , 0.31874 , 0.24586 , 0.28424 , 0.31817 , 0.28734 , 0.16491 , 0.22848 , 0.28019 , 0.47082 , 0.17758 , 0.43116 , 0.1416 , 0.44143 , 0.20405 , 0.16035 , 0.27473 , 0.26462 , 0.36805 , 0.25566 , 0.36883 , 0.41611 , 0.40108 , 0.27009 , 0.36792 , 0.41575 , 0.35256 , 0.33961 , 0.33834 , 0.33557 , 0.22504 , 0.3801 , 0.31149 , 0.22497 , 0.27463 , 0.41647 , 0.32117 , 0.28626 , 0.19386 , 0.38571 , 0.41572 , 0.33919 , 0.40965 , 0.35634 , 0.30507 , 0.27253 , 0.21915 , 0.31148 , 0.30774 , 0.31369 , 0.49331 , 0.43903 , 0.38845 , 0.29843 , 0.31552 , 0.24726 , 0.33145 , 0.3074 , 0.42775 , 0.29441 
 805 , 0.278889 , 0.458821 , 0.276683 , 0.294185 , 0.24922 , 0.304898 , 0.310655 , 0.35545 , 0.245208 , 0.330946 , 0.353935 , 0.308378 , 0.239752 , 0.305409 , 0.415782 , 0.274576 , 0.371257 , 0.43852 , 0.314677 , 0.411499 , 0.116049 , 0.182549 , 0.411388 , 0.28566 , 0.310866 , 0.311859 , 0.354698 , 0.37555 , 0.265549 , 0.313133 , 0.358569 , 0.292019 , 0.252951 , 0.254717 , 0.307786 , 0.422993 , 0.319151 , 0.246231 , 0.284476 , 0.318599 , 0.287666 , 0.165077 , 0.228939 , 0.280454 , 0.471369 , 0.177725 , 0.431388 , 0.141727 , 0.441639 , 0.204255 , 0.160423 , 0.275008 , 0.264857 , 0.368489 , 0.25591 , 0.369191 , 0.416554 , 0.401559 , 0.270474 , 0.368479 , 0.416303 , 0.352912 , 0.340064 , 0.338649 , 0.335991 , 0.225218 , 0.380395 , 0.311829 , 0.225278 , 0.274968 , 0.416925 , 0.321558 , 0.286583 , 0.194034 , 0.386303 , 0.416363 , 0.339542 , 0.410315 , 0.356764 , 0.30558 , 0.272751 , 0.21933 , 0.311588 , 0.307947 , 0.313885 , 0.493796 , 0.439503 , 0.38882 , 0.298789 , 0.315841 , 0.247565 , 0.331779 , 0.307847 , 0.428119 , 0.294647 
 806 , 0.279177 , 0.459472 , 0.276995 , 0.294541 , 0.249494 , 0.305259 , 0.311011 , 0.355997 , 0.245422 , 0.331462 , 0.354508 , 0.308788 , 0.240083 , 0.305822 , 0.416427 , 0.274883 , 0.371793 , 0.438819 , 0.315073 , 0.411963 , 0.116246 , 0.18295 , 0.412224 , 0.286245 , 0.311242 , 0.312197 , 0.355021 , 0.376177 , 0.265783 , 0.313504 , 0.358963 , 0.292298 , 0.253215 , 0.254944 , 0.308165 , 0.423646 , 0.319567 , 0.246619 , 0.284707 , 0.319024 , 0.287985 , 0.165233 , 0.229404 , 0.280705 , 0.47191 , 0.177883 , 0.43158 , 0.141856 , 0.441806 , 0.204448 , 0.160488 , 0.275275 , 0.265079 , 0.368947 , 0.256161 , 0.369541 , 0.41701 , 0.402048 , 0.270851 , 0.369068 , 0.416859 , 0.353252 , 0.340522 , 0.338963 , 0.33642 , 0.225382 , 0.380682 , 0.312157 , 0.225604 , 0.275305 , 0.417382 , 0.32194 , 0.286889 , 0.194212 , 0.386906 , 0.417 , 0.339889 , 0.410977 , 0.357183 , 0.306094 , 0.272963 , 0.21949 , 0.311694 , 0.308135 , 0.314067 , 0.494263 , 0.439976 , 0.389198 , 0.299146 , 0.316169 , 0.247865 , 0.332106 , 0.308306 , 0.428483 , 0.294872 
 807 , 0.279471 , 0.460118 , 0.277341 , 0.294919 , 0.249767 , 0.305621 , 0.311366 , 0.356538 , 0.245648 , 0.331963 , 0.355023 , 0.309185 , 0.240438 , 0.306247 , 0.417076 , 0.275241 , 0.372339 , 0.439117 , 0.315506 , 0.412412 , 0.116463 , 0.183393 , 0.413048 , 0.286811 , 0.311598 , 0.312537 , 0.355336 , 0.376801 , 0.266033 , 0.31386 , 0.359335 , 0.292607 , 0.253473 , 0.255199 , 0.308539 , 0.424265 , 0.319999 , 0.247001 , 0.284964 , 0.319474 , 0.288326 , 0.165411 , 0.229877 , 0.280986 , 0.472415 , 0.178052 , 0.431777 , 0.141997 , 0.441954 , 0.204656 , 0.160565 , 0.275534 , 0.265346 , 0.369411 , 0.256411 , 0.369916 , 0.41743 , 0.402548 , 0.271212 , 0.369643 , 0.4174 , 0.35359 , 0.340979 , 0.339293 , 0.33685 , 0.225566 , 0.380961 , 0.312517 , 0.225919 , 0.275665 , 0.417844 , 0.322341 , 0.287225 , 0.194408 , 0.387514 , 0.417642 , 0.340262 , 0.411624 , 0.357608 , 0.306641 , 0.273201 , 0.21969 , 0.31181 , 0.308357 , 0.314274 , 0.494759 , 0.44047 , 0.389563 , 0.299533 , 0.316515 , 0.248192 , 0.332458 , 0.308741 , 0.428859 , 0.295141 
 808 , 0.279767 , 0.460662 , 0.277725 , 0.295314 , 0.250002 , 0.305906 , 0.311725 , 0.357058 , 0.245919 , 0.332391 , 0.355433 , 0.309603 , 0.240821 , 0.306688 , 0.417725 , 0.275725 , 0.372961 , 0.439437 , 0.316031 , 0.412871 , 0.116734 , 0.183942 , 0.413856 , 0.287373 , 0.311928 , 0.312944 , 0.355626 , 0.37744 , 0.266372 , 0.314233 , 0.359688 , 0.292989 , 0.253769 , 0.255567 , 0.308942 , 0.424763 , 0.320428 , 0.247361 , 0.285271 , 0.3199 , 0.288744 , 0.165632 , 0.230351 , 0.281381 , 0.472909 , 0.178265 , 0.432034 , 0.142183 , 0.442108 , 0.204912 , 0.160686 , 0.275735 , 0.265681 , 0.369874 , 0.256613 , 0.37029 , 0.417746 , 0.40301 , 0.27151 , 0.370118 , 0.417857 , 0.353859 , 0.341358 , 0.339611 , 0.337225 , 0.225761 , 0.381156 , 0.312913 , 0.226167 , 0.276009 , 0.418253 , 0.322733 , 0.287545 , 0.194605 , 0.388082 , 0.418243 , 0.340678 , 0.412191 , 0.358084 , 0.307267 , 0.273491 , 0.219942 , 0.311979 , 0.308607 , 0.314538 , 0.495301 , 0.441001 , 0.38988 , 0.300006 , 0.316904 , 0.248559 , 0.332848 , 0.309085 , 0.429231 , 0.295477 
 809 , 0.280067 , 0.461174 , 0.2781 , 0.29572 , 0.250229 , 0.306186 , 0.312076 , 0.357607 , 0.246194 , 0.332783 , 0.355916 , 0.310099 , 0.241262 , 0.307123 , 0.418414 , 0.276276 , 0.373657 , 0.439835 , 0.316651 , 0.413401 , 0.117049 , 0.184541 , 0.414746 , 0.288006 , 0.31232 , 0.313411 , 0.355977 , 0.378131 , 0.266758 , 0.314674 , 0.360094 , 0.293417 , 0.254112 , 0.255997 , 0.309406 , 0.425242 , 0.32087 , 0.247712 , 0.285601 , 0.32033 , 0.289218 , 0.165892 , 0.230888 , 0.28182 , 0.473515 , 0.178478 , 0.432386 , 0.142352 , 0.442332 , 0.205207 , 0.160827 , 0.27595 , 0.266025 , 0.370305 , 0.256792 , 0.370631 , 0.418027 , 0.403475 , 0.271813 , 0.370559 , 0.418292 , 0.354112 , 0.34171 , 0.339906 , 0.337562 , 0.225915 , 0.381321 , 0.313288 , 0.226373 , 0.276327 , 0.418628 , 0.323102 , 0.287843 , 0.194772 , 0.388648 , 0.418873 , 0.341109 , 0.412789 , 0.358596 , 0.307918 , 0.27378 , 0.220208 , 0.312137 , 0.308876 , 0.314807 , 0.495873 , 0.441527 , 0.390207 , 0.300499 , 0.317314 , 0.248915 , 0.333231 , 0.309406 , 0.429614 , 0.295822 
 810 , 0.28038 , 0.461715 , 0.278498 , 0.29614 , 0.250474 , 0.30648 , 0.312443 , 0.358171 , 0.246475 , 0.333205 , 0.356432 , 0.310612 , 0.241719 , 0.307575 , 0.419127 , 0.276851 , 0.374381 , 0.440237 , 0.317301 , 0.413952 , 0.117372 , 0.185181 , 0.415691 , 0.288674 , 0.312729 , 0.313906 , 0.35634 , 0.378861 , 0.267176 , 0.315133 , 0.360523 , 0.29387 , 0.254463 , 0.256437 , 0.309896 , 0.425734 , 0.321341 , 0.248081 , 0.285943 , 0.320779 , 0.289707 , 0.166168 , 0.231451 , 0.282292 , 0.474142 , 0.178707 , 0.43275 , 0.142542 , 0.442569 , 0.205513 , 0.160983 , 0.276176 , 0.266378 , 0.370761 , 0.256989 , 0.370996 , 0.418319 , 0.40397 , 0.272126 , 0.371027 , 0.418749 , 0.354376 , 0.342072 , 0.340232 , 0.33792 , 0.226091 , 0.38149 , 0.313691 , 0.226582 , 0.276667 , 0.419025 , 0.323489 , 0.288153 , 0.194948 , 0.389242 , 0.419526 , 0.341561 , 0.41341 , 0.359132 , 0.308618 , 0.27409 , 0.220487 , 0.3123 , 0.30915 , 0.315092 , 0.496468 , 0.442078 , 0.390551 , 0.301009 , 0.317731 , 0.249298 , 0.333624 , 0.309743 , 0.430009 , 0.296171 
