MAY26LOF00011.spu,MAY26LOF00010.spu,MAY26LOF00009.spu,
Wavelength,MAY26LOF00027.spu,MAY26LOF00028.spu,MAY26LOF00029.spu,MAY26LOF00030.spu,MAY26LOF00031.spu,MAY26LOF00032.spu,MAY26LOF00033.spu,MAY26LOF00034.spu,MAY26LOF00035.spu,MAY26LOF00036.spu,MAY26LOF00037.spu,MAY26LOF00038.spu,MAY26LOF00039.spu,MAY26LOF00040.spu,MAY26LOF00041.spu,MAY26LOF00042.spu,MAY26LOF00043.spu,MAY26LOF00044.spu,MAY26LOF00045.spu,MAY26LOF00046.spu,MAY26LOF00047.spu,MAY26LOF00048.spu,MAY26LOF00049.spu,MAY26LOF00050.spu,MAY26LOF00051.spu,MAY26LOF00052.spu,MAY26LOF00053.spu,MAY26LOF00054.spu,MAY26LOF00055.spu,MAY26LOF00056.spu,MAY26LOF00057.spu,MAY26LOF00058.spu,MAY26LOF00059.spu,MAY26LOF00060.spu,MAY26LOF00061.spu,MAY26LOF00062.spu,MAY26LOF00063.spu,MAY26LOF00064.spu,MAY26LOF00065.spu,MAY26LOF00066.spu,MAY26LOF00067.spu,MAY26LOF00068.spu,MAY26LOF00069.spu,MAY26LOF00070.spu,MAY26LOF00071.spu,MAY26LOF00072.spu,MAY26LOF00073.spu,MAY26LOF00074.spu,MAY26LOF00075.spu,MAY26LOF00076.spu,MAY26LOF00077.spu,MAY26LOF00078.spu,MAY26LOF00079.spu,MAY26LOF00080.spu,MAY26LOF00081.spu,MAY26LOF00082.spu,MAY26LOF00083.spu,MAY26LOF00084.spu,MAY26LOF00085.spu,MAY26LOF00086.spu,MAY26LOF00087.spu,MAY26LOF00088.spu,MAY26LOF00089.spu,MAY26LOF00090.spu,MAY26LOF00091.spu,MAY26LOF00092.spu,MAY26LOF00093.spu,MAY26LOF00094.spu,MAY26LOF00095.spu,MAY26LOF00096.spu,MAY26LOF00097.spu,MAY26LOF00098.spu,MAY26LOF00099.spu,MAY26LOF00100.spu,MAY26LOF00101.spu,MAY26LOF00102.spu,MAY26LOF00103.spu,MAY26LOF00104.spu,MAY26LOF00105.spu,MAY26LOF00106.spu,MAY26LOF00107.spu,MAY26LOF00108.spu,MAY26LOF00109.spu,MAY26LOF00110.spu,MAY26LOF00111.spu,MAY26LOF00112.spu,MAY26LOF00113.spu,MAY26LOF00114.spu,MAY26LOF00115.spu,MAY26LOF00116.spu,MAY26LOF00117.spu,MAY26LOF00118.spu,MAY26LOF00119.spu,MAY26LOF00120.spu,MAY26LOF00121.spu,MAY26LOF00122.spu,MAY26LOF00123.spu,MAY26LOF00124.spu,MAY26LOF00125.spu,MAY26LOF00126.spu
 615 , 0.11943 , 0.077943 , 0.11499 , 0.094533 , 0.093442 , 0.101336 , 0.10585 , 0.107754 , 0.091285 , 0.08974 , 0.100677 , 0.109152 , 0.119741 , 0.101531 , 0.107327 , 0.084155 , 0.082647 , 0.076182 , 0.085526 , 0.081935 , 0.071288 , 0.074246 , 0.062212 , 0.066832 , 0.081497 , 0.062386 , 0.074505 , 0.070412 , 0.071272 , 0.081007 , 0.087098 , 0.075596 , 0.079646 , 0.078787 , 0.084915 , 0.094154 , 0.111947 , 0.082214 , 0.081539 , 0.094243 , 0.097365 , 0.126169 , 0.105402 , 0.117579 , 0.089413 , 0.108529 , 0.107865 , 0.07991 , 0.073877 , 0.084946 , 0.096506 , 0.074309 , 0.084081 , 0.07721 , 0.069832 , 0.079978 , 0.071003 , 0.085178 , 0.072759 , 0.068999 , 0.093669 , 0.079657 , 0.11268 , 0.095477 , 0.087625 , 0.168057 , 0.128843 , 0.156687 , 0.132877 , 0.106868 , 0.075169 , 0.071778 , 0.089481 , 0.068635 , 0.059965 , 0.071509 , 0.089471 , 0.07471 , 0.115733 , 0.070222 , 0.061853 , 0.087356 , 0.071277 , 0.077811 , 0.080047 , 0.129835 , 0.096806 , 0.099248 , 0.080748 , 0.101326 , 0.097592 , 0.132624 , 0.124619 , 0.144136 , 0.167335 , 0.080052 , 0.087377 , 0.057819 , 0.06131 , 0.064168 
 616 , 0.119516 , 0.0779 , 0.115068 , 0.094449 , 0.093449 , 0.101287 , 0.105783 , 0.10763 , 0.091149 , 0.089633 , 0.100519 , 0.109125 , 0.1196 , 0.101498 , 0.107172 , 0.084006 , 0.082622 , 0.076226 , 0.085401 , 0.081932 , 0.071225 , 0.074105 , 0.062092 , 0.06684 , 0.081437 , 0.062408 , 0.074515 , 0.070436 , 0.071278 , 0.081074 , 0.08688 , 0.075557 , 0.079532 , 0.078547 , 0.084764 , 0.094049 , 0.111857 , 0.081995 , 0.081448 , 0.09417 , 0.097376 , 0.126191 , 0.105282 , 0.117537 , 0.089207 , 0.108467 , 0.107783 , 0.079937 , 0.073794 , 0.084917 , 0.096429 , 0.074126 , 0.083906 , 0.076989 , 0.069562 , 0.079769 , 0.070909 , 0.085127 , 0.07261 , 0.06882 , 0.093591 , 0.079637 , 0.11262 , 0.095307 , 0.087517 , 0.168043 , 0.128807 , 0.156742 , 0.132876 , 0.106735 , 0.075089 , 0.071799 , 0.08938 , 0.068557 , 0.059871 , 0.071373 , 0.089133 , 0.07461 , 0.115636 , 0.070162 , 0.061645 , 0.087159 , 0.07102 , 0.077779 , 0.079948 , 0.129665 , 0.096597 , 0.099045 , 0.080621 , 0.101203 , 0.097581 , 0.132723 , 0.124527 , 0.144135 , 0.167422 , 0.080042 , 0.087301 , 0.057708 , 0.061145 , 0.064072 
 617 , 0.119605 , 0.077856 , 0.11515 , 0.094369 , 0.093466 , 0.101237 , 0.105724 , 0.10751 , 0.091012 , 0.08953 , 0.10037 , 0.109102 , 0.119468 , 0.101463 , 0.107027 , 0.083866 , 0.0826 , 0.076274 , 0.085275 , 0.081928 , 0.071167 , 0.073968 , 0.061973 , 0.066848 , 0.081381 , 0.06243 , 0.074535 , 0.070463 , 0.071293 , 0.081145 , 0.086672 , 0.075518 , 0.079421 , 0.078313 , 0.084613 , 0.093954 , 0.111771 , 0.081775 , 0.081366 , 0.094102 , 0.097391 , 0.126215 , 0.105167 , 0.117498 , 0.089016 , 0.108414 , 0.107704 , 0.079963 , 0.073715 , 0.084886 , 0.09635 , 0.073947 , 0.08373 , 0.076763 , 0.069302 , 0.079569 , 0.070815 , 0.08507 , 0.07247 , 0.06864 , 0.093513 , 0.079621 , 0.112565 , 0.095142 , 0.087413 , 0.168038 , 0.128774 , 0.156799 , 0.132877 , 0.106606 , 0.075008 , 0.071819 , 0.089283 , 0.068482 , 0.059782 , 0.071236 , 0.088805 , 0.074514 , 0.115549 , 0.070111 , 0.061442 , 0.086972 , 0.070768 , 0.077745 , 0.079852 , 0.129499 , 0.096387 , 0.098851 , 0.080499 , 0.101084 , 0.09758 , 0.13283 , 0.124439 , 0.144147 , 0.167512 , 0.080031 , 0.087224 , 0.057596 , 0.060985 , 0.06398 
 618 , 0.119843 , 0.077961 , 0.115399 , 0.094468 , 0.093608 , 0.101274 , 0.105891 , 0.107607 , 0.091047 , 0.08951 , 0.100361 , 0.109197 , 0.119539 , 0.101552 , 0.107051 , 0.083848 , 0.082668 , 0.076392 , 0.085323 , 0.082064 , 0.07124 , 0.073963 , 0.061978 , 0.066947 , 0.081461 , 0.062592 , 0.074729 , 0.070668 , 0.071465 , 0.081345 , 0.086661 , 0.07561 , 0.079446 , 0.078428 , 0.084735 , 0.09407 , 0.111878 , 0.081665 , 0.08145 , 0.094253 , 0.097575 , 0.126397 , 0.105172 , 0.117671 , 0.0892 , 0.108546 , 0.107885 , 0.080149 , 0.073847 , 0.085018 , 0.096515 , 0.07401 , 0.083827 , 0.076796 , 0.06944 , 0.079556 , 0.070872 , 0.085123 , 0.072525 , 0.068642 , 0.093608 , 0.079735 , 0.112681 , 0.095171 , 0.087526 , 0.16819 , 0.128994 , 0.157087 , 0.133061 , 0.106663 , 0.075065 , 0.072 , 0.089494 , 0.068532 , 0.059853 , 0.071334 , 0.088775 , 0.074571 , 0.115756 , 0.070316 , 0.061485 , 0.087112 , 0.07094 , 0.077835 , 0.079955 , 0.129734 , 0.096488 , 0.099075 , 0.080632 , 0.101237 , 0.097858 , 0.133166 , 0.124571 , 0.144515 , 0.167828 , 0.08017 , 0.087479 , 0.05776 , 0.061039 , 0.064219 
 619 , 0.120075 , 0.07806 , 0.115645 , 0.094556 , 0.093744 , 0.101303 , 0.106047 , 0.107693 , 0.091076 , 0.089493 , 0.100344 , 0.109281 , 0.119593 , 0.101623 , 0.107064 , 0.083831 , 0.082725 , 0.076498 , 0.085362 , 0.082185 , 0.071303 , 0.073955 , 0.061972 , 0.067041 , 0.08153 , 0.062742 , 0.074925 , 0.070873 , 0.071628 , 0.081546 , 0.086636 , 0.075695 , 0.079454 , 0.078531 , 0.084848 , 0.094158 , 0.111981 , 0.081551 , 0.08153 , 0.094383 , 0.097749 , 0.12657 , 0.105166 , 0.117821 , 0.089372 , 0.108652 , 0.10805 , 0.080324 , 0.073966 , 0.085136 , 0.096674 , 0.074065 , 0.083905 , 0.076807 , 0.069568 , 0.079533 , 0.070925 , 0.085163 , 0.072576 , 0.06864 , 0.093686 , 0.079842 , 0.112794 , 0.095191 , 0.087616 , 0.168302 , 0.129201 , 0.157356 , 0.133232 , 0.106708 , 0.075098 , 0.072173 , 0.089692 , 0.068572 , 0.059922 , 0.071423 , 0.088733 , 0.07461 , 0.115955 , 0.070511 , 0.061516 , 0.087223 , 0.071109 , 0.077908 , 0.080046 , 0.129956 , 0.096575 , 0.099274 , 0.080749 , 0.101387 , 0.098116 , 0.133505 , 0.124698 , 0.14488 , 0.168087 , 0.080293 , 0.087731 , 0.057909 , 0.061086 , 0.064441 
 620 , 0.12031 , 0.078158 , 0.11589 , 0.094644 , 0.093879 , 0.101337 , 0.106202 , 0.107778 , 0.091098 , 0.08947 , 0.100331 , 0.109365 , 0.119651 , 0.101703 , 0.107076 , 0.083819 , 0.082782 , 0.076607 , 0.0854 , 0.082311 , 0.07137 , 0.073942 , 0.061965 , 0.067134 , 0.081598 , 0.062897 , 0.075125 , 0.071077 , 0.071795 , 0.08174 , 0.086615 , 0.075785 , 0.079467 , 0.078639 , 0.08496 , 0.094246 , 0.112078 , 0.081436 , 0.081609 , 0.094518 , 0.097917 , 0.126742 , 0.10516 , 0.117969 , 0.089543 , 0.108763 , 0.108218 , 0.080498 , 0.074078 , 0.085259 , 0.096833 , 0.07412 , 0.083986 , 0.076822 , 0.0697 , 0.079509 , 0.070978 , 0.085201 , 0.072632 , 0.068631 , 0.093764 , 0.079949 , 0.1129 , 0.095209 , 0.08771 , 0.168407 , 0.129412 , 0.15763 , 0.133403 , 0.106752 , 0.075136 , 0.072344 , 0.089889 , 0.068616 , 0.059985 , 0.071512 , 0.088689 , 0.074654 , 0.116157 , 0.07071 , 0.061546 , 0.087333 , 0.071276 , 0.077979 , 0.080132 , 0.130177 , 0.096665 , 0.099483 , 0.08087 , 0.10153 , 0.098378 , 0.133843 , 0.124825 , 0.145254 , 0.168345 , 0.08042 , 0.087982 , 0.058063 , 0.061127 , 0.064662 
 621 , 0.120488 , 0.078175 , 0.116088 , 0.094667 , 0.093929 , 0.101323 , 0.106246 , 0.1078 , 0.091083 , 0.089424 , 0.100255 , 0.109412 , 0.119604 , 0.101736 , 0.10702 , 0.083779 , 0.0828 , 0.076658 , 0.085375 , 0.08235 , 0.071368 , 0.073906 , 0.061908 , 0.067193 , 0.081623 , 0.062928 , 0.075224 , 0.0712 , 0.071886 , 0.081906 , 0.086531 , 0.075779 , 0.079415 , 0.078484 , 0.084878 , 0.094154 , 0.112127 , 0.08133 , 0.081607 , 0.094515 , 0.098 , 0.12683 , 0.105132 , 0.118034 , 0.089576 , 0.10869 , 0.108187 , 0.080462 , 0.073994 , 0.085165 , 0.096875 , 0.073994 , 0.083946 , 0.076705 , 0.06962 , 0.079399 , 0.070955 , 0.085218 , 0.072639 , 0.068553 , 0.093731 , 0.080001 , 0.112917 , 0.095148 , 0.087708 , 0.168437 , 0.129467 , 0.157805 , 0.13348 , 0.106696 , 0.075046 , 0.072304 , 0.089953 , 0.068537 , 0.059862 , 0.071399 , 0.08853 , 0.074554 , 0.11614 , 0.07074 , 0.061395 , 0.087321 , 0.071274 , 0.077971 , 0.080043 , 0.130246 , 0.096556 , 0.099449 , 0.080765 , 0.101506 , 0.098335 , 0.133961 , 0.124794 , 0.14542 , 0.168348 , 0.080367 , 0.08798 , 0.058015 , 0.060982 , 0.064597 
 622 , 0.120655 , 0.078157 , 0.116269 , 0.094677 , 0.093961 , 0.101306 , 0.106257 , 0.107805 , 0.09106 , 0.089382 , 0.100167 , 0.109478 , 0.119526 , 0.101751 , 0.106953 , 0.083746 , 0.082815 , 0.076693 , 0.08533 , 0.082366 , 0.071356 , 0.07386 , 0.061836 , 0.067241 , 0.08165 , 0.062913 , 0.075282 , 0.071298 , 0.071947 , 0.082068 , 0.086449 , 0.075747 , 0.079339 , 0.078236 , 0.084734 , 0.094019 , 0.112165 , 0.081242 , 0.081582 , 0.094484 , 0.098055 , 0.126897 , 0.105118 , 0.118072 , 0.089565 , 0.108568 , 0.108103 , 0.080353 , 0.073844 , 0.084995 , 0.096884 , 0.073808 , 0.083882 , 0.076552 , 0.069479 , 0.079255 , 0.070906 , 0.085236 , 0.072626 , 0.068459 , 0.093674 , 0.080045 , 0.112902 , 0.095064 , 0.087709 , 0.168469 , 0.129464 , 0.157961 , 0.133531 , 0.106628 , 0.074963 , 0.072182 , 0.089962 , 0.068428 , 0.059666 , 0.071204 , 0.088352 , 0.074419 , 0.116054 , 0.070707 , 0.061187 , 0.087306 , 0.071215 , 0.077969 , 0.079888 , 0.130321 , 0.096387 , 0.099351 , 0.080593 , 0.101442 , 0.09817 , 0.134007 , 0.124743 , 0.14555 , 0.168339 , 0.080306 , 0.087892 , 0.057894 , 0.060759 , 0.064424 
 623 , 0.120826 , 0.078139 , 0.116449 , 0.094687 , 0.093998 , 0.10129 , 0.106273 , 0.107814 , 0.091036 , 0.089333 , 0.100078 , 0.109543 , 0.119452 , 0.10177 , 0.10689 , 0.083713 , 0.08283 , 0.076734 , 0.085285 , 0.082375 , 0.071338 , 0.073814 , 0.061768 , 0.067295 , 0.081675 , 0.062897 , 0.075339 , 0.071401 , 0.072012 , 0.082229 , 0.086366 , 0.075715 , 0.079267 , 0.077982 , 0.08459 , 0.093883 , 0.112202 , 0.081158 , 0.08155 , 0.094452 , 0.098104 , 0.126964 , 0.105108 , 0.118115 , 0.089553 , 0.108446 , 0.108018 , 0.080239 , 0.073694 , 0.08482 , 0.096897 , 0.073621 , 0.083817 , 0.076405 , 0.069332 , 0.079116 , 0.070857 , 0.085259 , 0.072618 , 0.068366 , 0.093611 , 0.080093 , 0.112881 , 0.094985 , 0.087709 , 0.168501 , 0.12946 , 0.158122 , 0.133587 , 0.106566 , 0.07488 , 0.072064 , 0.089976 , 0.068319 , 0.059465 , 0.071004 , 0.088174 , 0.074284 , 0.115973 , 0.07068 , 0.06098 , 0.087296 , 0.07116 , 0.077972 , 0.079727 , 0.13039 , 0.096218 , 0.099258 , 0.080422 , 0.101379 , 0.098009 , 0.134057 , 0.124686 , 0.14568 , 0.168334 , 0.080244 , 0.087803 , 0.057778 , 0.060531 , 0.064255 
 624 , 0.121052 , 0.078186 , 0.116673 , 0.094749 , 0.094086 , 0.101326 , 0.106342 , 0.107882 , 0.091058 , 0.089346 , 0.100052 , 0.109652 , 0.119434 , 0.101843 , 0.10689 , 0.083729 , 0.082889 , 0.076818 , 0.08529 , 0.08245 , 0.071368 , 0.073816 , 0.061742 , 0.06737 , 0.081746 , 0.062948 , 0.075461 , 0.071561 , 0.072109 , 0.082445 , 0.086339 , 0.075748 , 0.07923 , 0.077862 , 0.084575 , 0.093846 , 0.112283 , 0.08113 , 0.081599 , 0.094519 , 0.09821 , 0.127102 , 0.105121 , 0.118207 , 0.089607 , 0.10843 , 0.108081 , 0.080247 , 0.073644 , 0.084773 , 0.096978 , 0.073555 , 0.083807 , 0.076332 , 0.069301 , 0.079036 , 0.070846 , 0.085321 , 0.072642 , 0.06832 , 0.093626 , 0.080195 , 0.112925 , 0.094984 , 0.087775 , 0.168607 , 0.12953 , 0.158349 , 0.13369 , 0.106582 , 0.074871 , 0.072042 , 0.090051 , 0.068309 , 0.059378 , 0.070909 , 0.088062 , 0.074224 , 0.115989 , 0.07071 , 0.060886 , 0.087347 , 0.071191 , 0.078039 , 0.079663 , 0.130537 , 0.096158 , 0.099233 , 0.080362 , 0.10142 , 0.097975 , 0.134222 , 0.124759 , 0.145879 , 0.168461 , 0.080279 , 0.087848 , 0.05776 , 0.060427 , 0.064185 
 625 , 0.121343 , 0.078338 , 0.116949 , 0.094867 , 0.094251 , 0.101448 , 0.106464 , 0.108077 , 0.091151 , 0.089465 , 0.100112 , 0.109814 , 0.119522 , 0.102012 , 0.107012 , 0.083829 , 0.083015 , 0.07696 , 0.085379 , 0.082639 , 0.07148 , 0.073907 , 0.06182 , 0.067483 , 0.081892 , 0.063119 , 0.075703 , 0.071804 , 0.072274 , 0.082748 , 0.086396 , 0.075891 , 0.079262 , 0.077989 , 0.084779 , 0.093959 , 0.112455 , 0.081204 , 0.081788 , 0.094757 , 0.098406 , 0.127366 , 0.105164 , 0.118405 , 0.089773 , 0.108604 , 0.108426 , 0.080494 , 0.073792 , 0.084935 , 0.097174 , 0.073714 , 0.083876 , 0.076412 , 0.06945 , 0.079074 , 0.070932 , 0.085447 , 0.072733 , 0.06837 , 0.093792 , 0.08041 , 0.113082 , 0.095128 , 0.087952 , 0.168842 , 0.12973 , 0.158686 , 0.133864 , 0.106746 , 0.074972 , 0.072185 , 0.090274 , 0.068459 , 0.059503 , 0.071011 , 0.088082 , 0.074299 , 0.116171 , 0.070859 , 0.060995 , 0.087519 , 0.071355 , 0.078218 , 0.079794 , 0.130759 , 0.096313 , 0.099319 , 0.080489 , 0.101647 , 0.098181 , 0.134579 , 0.125012 , 0.146171 , 0.168826 , 0.080447 , 0.088181 , 0.057947 , 0.060552 , 0.064304 
 626 , 0.121627 , 0.078493 , 0.117228 , 0.094982 , 0.094414 , 0.101568 , 0.106582 , 0.108268 , 0.091246 , 0.089581 , 0.100174 , 0.109974 , 0.119612 , 0.102178 , 0.10713 , 0.083925 , 0.083147 , 0.077105 , 0.085464 , 0.082829 , 0.071594 , 0.074005 , 0.061899 , 0.067587 , 0.082041 , 0.063292 , 0.075946 , 0.072043 , 0.072434 , 0.083048 , 0.086456 , 0.076035 , 0.079286 , 0.078112 , 0.084984 , 0.094074 , 0.11263 , 0.081279 , 0.081973 , 0.095003 , 0.098604 , 0.127633 , 0.10521 , 0.1186 , 0.089936 , 0.108769 , 0.108769 , 0.080742 , 0.073942 , 0.085099 , 0.097377 , 0.073875 , 0.083941 , 0.076494 , 0.069601 , 0.079114 , 0.071015 , 0.085569 , 0.072826 , 0.068422 , 0.09396 , 0.080622 , 0.113241 , 0.095269 , 0.088131 , 0.169081 , 0.129934 , 0.159026 , 0.134025 , 0.106906 , 0.07507 , 0.07233 , 0.090495 , 0.068604 , 0.059629 , 0.071104 , 0.088094 , 0.074376 , 0.116361 , 0.07101 , 0.061106 , 0.087687 , 0.071511 , 0.078394 , 0.079928 , 0.130972 , 0.096475 , 0.099397 , 0.080611 , 0.10187 , 0.09839 , 0.134933 , 0.125269 , 0.146455 , 0.169196 , 0.080611 , 0.088517 , 0.058136 , 0.060683 , 0.064419 
 627 , 0.12192 , 0.078647 , 0.117506 , 0.095098 , 0.094581 , 0.101687 , 0.106706 , 0.108459 , 0.091341 , 0.089698 , 0.100231 , 0.110139 , 0.119703 , 0.102345 , 0.107254 , 0.084026 , 0.083275 , 0.077254 , 0.085555 , 0.083019 , 0.071703 , 0.074103 , 0.061977 , 0.067696 , 0.08219 , 0.06347 , 0.07619 , 0.072287 , 0.072595 , 0.083353 , 0.08651 , 0.076179 , 0.079315 , 0.078235 , 0.085184 , 0.09419 , 0.112805 , 0.08135 , 0.082164 , 0.095244 , 0.098802 , 0.127905 , 0.105256 , 0.118795 , 0.090099 , 0.108939 , 0.109117 , 0.080995 , 0.074092 , 0.085258 , 0.097581 , 0.07403 , 0.084005 , 0.076576 , 0.069757 , 0.079153 , 0.071098 , 0.085696 , 0.072913 , 0.068468 , 0.094122 , 0.080838 , 0.113395 , 0.095411 , 0.088315 , 0.16932 , 0.130132 , 0.159365 , 0.134197 , 0.107066 , 0.075167 , 0.07248 , 0.09072 , 0.06875 , 0.05976 , 0.071207 , 0.088111 , 0.074452 , 0.116546 , 0.07116 , 0.061216 , 0.087861 , 0.071671 , 0.078574 , 0.080066 , 0.131186 , 0.096637 , 0.099475 , 0.080734 , 0.102099 , 0.098598 , 0.135292 , 0.125525 , 0.146745 , 0.169566 , 0.080771 , 0.088852 , 0.058325 , 0.060814 , 0.064539 
 628 , 0.122319 , 0.078902 , 0.117936 , 0.095326 , 0.094861 , 0.101951 , 0.107038 , 0.108749 , 0.091564 , 0.089921 , 0.10047 , 0.110445 , 0.119961 , 0.102603 , 0.107471 , 0.08424 , 0.08354 , 0.077562 , 0.085799 , 0.083285 , 0.071969 , 0.074301 , 0.062145 , 0.067947 , 0.08245 , 0.063773 , 0.076524 , 0.072705 , 0.072845 , 0.08376 , 0.086728 , 0.07643 , 0.079529 , 0.078516 , 0.085439 , 0.094564 , 0.113111 , 0.081579 , 0.082398 , 0.095534 , 0.099186 , 0.128292 , 0.105478 , 0.119162 , 0.090427 , 0.109318 , 0.109485 , 0.081448 , 0.074463 , 0.085585 , 0.09796 , 0.074322 , 0.084234 , 0.076868 , 0.06996 , 0.079325 , 0.071317 , 0.085961 , 0.073049 , 0.068661 , 0.094387 , 0.081114 , 0.113731 , 0.095654 , 0.088622 , 0.169726 , 0.130546 , 0.15985 , 0.134584 , 0.107445 , 0.075475 , 0.072845 , 0.091016 , 0.068964 , 0.060095 , 0.071526 , 0.088288 , 0.074724 , 0.116992 , 0.071625 , 0.061431 , 0.088137 , 0.071948 , 0.078923 , 0.080415 , 0.131662 , 0.096943 , 0.099802 , 0.081052 , 0.102437 , 0.099004 , 0.135904 , 0.12595 , 0.147209 , 0.170211 , 0.081203 , 0.089305 , 0.058681 , 0.060972 , 0.064916 
 629 , 0.122733 , 0.07916 , 0.118374 , 0.095572 , 0.09515 , 0.102233 , 0.107381 , 0.109041 , 0.091793 , 0.090154 , 0.100714 , 0.110753 , 0.120217 , 0.10287 , 0.107683 , 0.084458 , 0.083801 , 0.077886 , 0.086045 , 0.083555 , 0.072238 , 0.074503 , 0.062314 , 0.068192 , 0.08271 , 0.064084 , 0.076853 , 0.07312 , 0.073094 , 0.084171 , 0.086949 , 0.076685 , 0.079734 , 0.078784 , 0.08568 , 0.094935 , 0.11341 , 0.081812 , 0.082631 , 0.095802 , 0.099576 , 0.128679 , 0.105705 , 0.119523 , 0.090754 , 0.109683 , 0.109845 , 0.08188 , 0.074817 , 0.085915 , 0.098334 , 0.074613 , 0.084458 , 0.077134 , 0.070165 , 0.079499 , 0.071533 , 0.086233 , 0.073172 , 0.06886 , 0.094638 , 0.081394 , 0.114073 , 0.095896 , 0.088922 , 0.170133 , 0.13096 , 0.160319 , 0.13499 , 0.107814 , 0.075777 , 0.073204 , 0.091297 , 0.069163 , 0.060419 , 0.071841 , 0.088462 , 0.074978 , 0.117414 , 0.072076 , 0.061636 , 0.088405 , 0.072217 , 0.079264 , 0.080747 , 0.132125 , 0.097227 , 0.10013 , 0.081363 , 0.10275 , 0.099378 , 0.13651 , 0.126346 , 0.147634 , 0.170827 , 0.081624 , 0.08972 , 0.05902 , 0.061119 , 0.065274 
 630 , 0.123144 , 0.079418 , 0.118808 , 0.09582 , 0.095444 , 0.102516 , 0.107724 , 0.109338 , 0.092022 , 0.090382 , 0.100965 , 0.111062 , 0.120469 , 0.103138 , 0.107897 , 0.084678 , 0.084067 , 0.078211 , 0.086297 , 0.083827 , 0.072502 , 0.074706 , 0.062483 , 0.068443 , 0.08297 , 0.064395 , 0.077182 , 0.073542 , 0.073348 , 0.084579 , 0.08717 , 0.076942 , 0.079946 , 0.079047 , 0.085927 , 0.095313 , 0.11371 , 0.08204 , 0.082871 , 0.096071 , 0.099967 , 0.129067 , 0.105927 , 0.11989 , 0.091082 , 0.110049 , 0.110205 , 0.082312 , 0.075177 , 0.086245 , 0.098708 , 0.0749 , 0.084689 , 0.077402 , 0.070371 , 0.079669 , 0.071755 , 0.086512 , 0.073301 , 0.06906 , 0.09489 , 0.08168 , 0.114421 , 0.096138 , 0.089228 , 0.170542 , 0.131376 , 0.160795 , 0.135398 , 0.108179 , 0.076085 , 0.073557 , 0.091573 , 0.069368 , 0.060744 , 0.072157 , 0.088632 , 0.075239 , 0.117837 , 0.072533 , 0.061851 , 0.088674 , 0.072486 , 0.079606 , 0.081084 , 0.132588 , 0.097507 , 0.100458 , 0.081675 , 0.103065 , 0.099753 , 0.137117 , 0.126748 , 0.148055 , 0.171446 , 0.082051 , 0.090142 , 0.059355 , 0.061261 , 0.065628 
 631 , 0.123593 , 0.079675 , 0.119293 , 0.096107 , 0.095767 , 0.102784 , 0.108045 , 0.109623 , 0.092246 , 0.090621 , 0.101164 , 0.111383 , 0.120793 , 0.103458 , 0.108113 , 0.084895 , 0.084309 , 0.0785 , 0.086519 , 0.084095 , 0.072737 , 0.074916 , 0.062674 , 0.068704 , 0.083238 , 0.06467 , 0.077523 , 0.073902 , 0.073646 , 0.084963 , 0.087371 , 0.077188 , 0.080156 , 0.079294 , 0.086206 , 0.09561 , 0.114027 , 0.082225 , 0.08317 , 0.096399 , 0.100318 , 0.129476 , 0.106174 , 0.120276 , 0.091399 , 0.110338 , 0.110537 , 0.082591 , 0.075469 , 0.086566 , 0.099074 , 0.075119 , 0.084931 , 0.077643 , 0.070558 , 0.079863 , 0.071948 , 0.086802 , 0.073495 , 0.069226 , 0.095124 , 0.081948 , 0.114764 , 0.096384 , 0.089555 , 0.171064 , 0.13178 , 0.161331 , 0.135871 , 0.108447 , 0.076316 , 0.073834 , 0.091828 , 0.069519 , 0.060961 , 0.072413 , 0.088813 , 0.075407 , 0.11816 , 0.072868 , 0.061995 , 0.089022 , 0.072716 , 0.079916 , 0.081326 , 0.132992 , 0.097773 , 0.100783 , 0.081911 , 0.103379 , 0.100156 , 0.137674 , 0.127167 , 0.148562 , 0.172057 , 0.082387 , 0.090469 , 0.059597 , 0.061394 , 0.06594 
