MAY31MAT00004.spu,MAY31MAT00003.spu,MAY31MAT00002.spu,
Wavelength,MAY31MAT00005.spu,MAY31MAT00006.spu,MAY31MAT00007.spu,MAY31MAT00008.spu,MAY31MAT00009.spu,MAY31MAT00010.spu,MAY31MAT00011.spu,MAY31MAT00012.spu,MAY31MAT00013.spu,MAY31MAT00014.spu,MAY31MAT00015.spu,MAY31MAT00016.spu,MAY31MAT00017.spu,MAY31MAT00018.spu,MAY31MAT00019.spu,MAY31MAT00020.spu,MAY31MAT00021.spu,MAY31MAT00022.spu,MAY31MAT00023.spu,MAY31MAT00024.spu,MAY31MAT00025.spu,MAY31MAT00026.spu,MAY31MAT00027.spu,MAY31MAT00028.spu,MAY31MAT00029.spu,MAY31MAT00030.spu,MAY31MAT00031.spu,MAY31MAT00032.spu,MAY31MAT00033.spu,MAY31MAT00034.spu,MAY31MAT00035.spu,MAY31MAT00036.spu,MAY31MAT00037.spu,MAY31MAT00038.spu,MAY31MAT00039.spu,MAY31MAT00040.spu,MAY31MAT00041.spu,MAY31MAT00042.spu,MAY31MAT00043.spu,MAY31MAT00044.spu,MAY31MAT00045.spu,MAY31MAT00046.spu,MAY31MAT00047.spu,MAY31MAT00048.spu,MAY31MAT00049.spu,MAY31MAT00050.spu,MAY31MAT00051.spu,MAY31MAT00052.spu,MAY31MAT00053.spu,MAY31MAT00054.spu,MAY31MAT00055.spu,MAY31MAT00056.spu,MAY31MAT00057.spu,MAY31MAT00058.spu,MAY31MAT00059.spu,MAY31MAT00060.spu,MAY31MAT00061.spu,MAY31MAT00062.spu,MAY31MAT00063.spu,MAY31MAT00064.spu,MAY31MAT00065.spu,MAY31MAT00066.spu,MAY31MAT00067.spu,MAY31MAT00068.spu,MAY31MAT00069.spu,MAY31MAT00070.spu,MAY31MAT00071.spu,MAY31MAT00072.spu,MAY31MAT00073.spu,MAY31MAT00074.spu,MAY31MAT00075.spu,MAY31MAT00076.spu,MAY31MAT00077.spu,MAY31MAT00078.spu,MAY31MAT00079.spu,MAY31MAT00080.spu,MAY31MAT00081.spu,MAY31MAT00082.spu,MAY31MAT00083.spu,MAY31MAT00084.spu,MAY31MAT00085.spu,MAY31MAT00086.spu,MAY31MAT00087.spu,MAY31MAT00088.spu,MAY31MAT00089.spu,MAY31MAT00090.spu,MAY31MAT00091.spu,MAY31MAT00092.spu,MAY31MAT00093.spu,MAY31MAT00094.spu,MAY31MAT00095.spu,MAY31MAT00096.spu,MAY31MAT00097.spu,MAY31MAT00098.spu,MAY31MAT00099.spu,MAY31MAT00100.spu,MAY31MAT00101.spu,MAY31MAT00102.spu,MAY31MAT00103.spu,MAY31MAT00104.spu,MAY31MAT00105.spu,MAY31MAT00106.spu,MAY31MAT00107.spu,MAY31MAT00108.spu,MAY31MAT00109.spu,MAY31MAT00110.spu,MAY31MAT00111.spu,MAY31MAT00112.spu,MAY31MAT00113.spu,MAY31MAT00114.spu,MAY31MAT00115.spu,MAY31MAT00116.spu,MAY31MAT00117.spu,MAY31MAT00118.spu,MAY31MAT00119.spu,MAY31MAT00120.spu,MAY31MAT00121.spu,MAY31MAT00122.spu,MAY31MAT00123.spu,MAY31MAT00124.spu,MAY31MAT00125.spu,MAY31MAT00126.spu,MAY31MAT00127.spu,MAY31MAT00128.spu,MAY31MAT00129.spu,MAY31MAT00130.spu,MAY31MAT00131.spu,MAY31MAT00132.spu,MAY31MAT00133.spu,MAY31MAT00134.spu,MAY31MAT00135.spu,MAY31MAT00136.spu,MAY31MAT00137.spu,MAY31MAT00138.spu,MAY31MAT00139.spu,MAY31MAT00140.spu,MAY31MAT00141.spu,MAY31MAT00142.spu,MAY31MAT00143.spu,MAY31MAT00144.spu,MAY31MAT00145.spu
 1048 , 0.267063 , 0.3178 , 0.384348 , 0.206257 , 0.208096 , 0.337394 , 0.25721 , 0.384616 , 0.23469 , 0.286723 , 0.291169 , 0.238116 , 0.20724 , 0.268612 , 0.25231 , 0.235353 , 0.162318 , 0.236894 , 0.334407 , 0.314985 , 0.281957 , 0.053404 , 0 , 0.309824 , 0.210807 , 0.333499 , 0.19907 , 0.108684 , 0.15925 , 0.181547 , 0.19169 , 0.246531 , 0.323371 , 0.154186 , 0.296464 , 0.234846 , 0.257121 , 0.52495 , 0.374965 , 0.025343 , 0.218314 , 0.314419 , 0.281227 , 0.359102 , 0.47104 , 0.298981 , 0.215789 , 0.429292 , 0.38484 , 0.284146 , 0.395176 , 0.253829 , 0.185933 , 0.214903 , 0.232769 , 0.236485 , 0.120428 , 0.063435 , 0.206666 , 0.104513 , 0.045785 , 0.237296 , 0.199428 , 0.200947 , 0.119951 , 0.120808 , 0.28679 , 0.20018 , 0.291169 , 0.160866 , 0.288257 , 0.274681 , 0.22276 , 0.287922 , 0.339658 , 0.211827 , 0.21984 , 0.1984 , 0.164284 , 0.176058 , 0.171434 , 0.391244 , 0.324674 , 0.301357 , 0.346219 , 0.33714 , 0.201051 , 0.38335 , 0.393925 , 0.170741 , 0.274703 , 0.320146 , 0.301923 , 0.385957 , 0.27346 , 0.150835 , 0.187884 , 0.232351 , 0.095026 , 0.146575 , 0.16739 , 0.278367 , 0.222432 , 0.269319 , 0.223177 , 0.351975 , 0.221717 , 0.306972 , 0.341966 , 0.337915 , 0.36229 , 0.15324 , 0.206219 , 0.167219 , 0.234169 , 0.101043 , 0.177987 , 0.047781 , 0.042106 , 0.307173 , 0.155191 , 0.281897 , 0.284407 , 0.280244 , 0.388176 , 0.287781 , 0.266884 , 0.345816 , 0.262282 , 0.220451 , 0.306868 , 0.14131 , 0.285189 , 0.081152 , 0.179737 , 0.20292 , 0.335018 , 0.221903 , 0.172417 , 0.272283 , 0.248758 
 1049 , 0.265547 , 0.298676 , 0.377599 , 0.207498 , 0.20399 , 0.331492 , 0.254693 , 0.383663 , 0.230608 , 0.286615 , 0.289707 , 0.239085 , 0.198372 , 0.261226 , 0.253829 , 0.232828 , 0.16207 , 0.234489 , 0.323275 , 0.315848 , 0.274442 , 0.052752 , 0 , 0.304666 , 0.205673 , 0.325942 , 0.194625 , 0.104312 , 0.152392 , 0.175986 , 0.186319 , 0.242743 , 0.322091 , 0.148779 , 0.290958 , 0.230824 , 0.252532 , 0.522505 , 0.370268 , 0.019101 , 0.215336 , 0.312101 , 0.277474 , 0.356665 , 0.470304 , 0.296411 , 0.205398 , 0.425203 , 0.377904 , 0.282264 , 0.39375 , 0.249158 , 0.178258 , 0.207774 , 0.227434 , 0.231084 , 0.117528 , 0.061714 , 0.203744 , 0.097756 , 0.040855 , 0.234779 , 0.193925 , 0.200831 , 0.115106 , 0.115889 , 0.287591 , 0.196517 , 0.28692 , 0.157019 , 0.283233 , 0.275165 , 0.216073 , 0.281713 , 0.335255 , 0.207424 , 0.217161 , 0.197158 , 0.160252 , 0.17162 , 0.165996 , 0.386591 , 0.320951 , 0.298132 , 0.340589 , 0.332692 , 0.198082 , 0.381428 , 0.39594 , 0.168089 , 0.270777 , 0.311751 , 0.296687 , 0.381838 , 0.272423 , 0.145569 , 0.180933 , 0.228239 , 0.089941 , 0.140719 , 0.161653 , 0.274442 , 0.219344 , 0.267752 , 0.217615 , 0.350817 , 0.213257 , 0.301336 , 0.338748 , 0.330971 , 0.356635 , 0.148347 , 0.20101 , 0.165616 , 0.233245 , 0.094925 , 0.174138 , 0.042568 , 0.03701 , 0.306245 , 0.149487 , 0.277973 , 0.27842 , 0.278107 , 0.382456 , 0.286466 , 0.259371 , 0.342101 , 0.260861 , 0.218606 , 0.304249 , 0.137158 , 0.280052 , 0.076755 , 0.174332 , 0.200995 , 0.330703 , 0.216081 , 0.168305 , 0.266814 , 0.244427 
 1050 , 0.263941 , 0.278472 , 0.370772 , 0.204944 , 0.198878 , 0.321574 , 0.249685 , 0.37838 , 0.222143 , 0.284806 , 0.284255 , 0.240363 , 0.188937 , 0.252472 , 0.253135 , 0.23502 , 0.158578 , 0.228909 , 0.308056 , 0.31252 , 0.270752 , 0.051657 , 0 , 0.299598 , 0.199973 , 0.318079 , 0.189824 , 0.099022 , 0.145999 , 0.171537 , 0.180225 , 0.23727 , 0.319681 , 0.145239 , 0.288495 , 0.227411 , 0.248694 , 0.52034 , 0.366517 , 0.012504 , 0.211151 , 0.309882 , 0.271937 , 0.351501 , 0.468698 , 0.292571 , 0.194936 , 0.419694 , 0.371122 , 0.278256 , 0.384923 , 0.245728 , 0.170933 , 0.201076 , 0.220809 , 0.22417 , 0.113486 , 0.059414 , 0.200294 , 0.091465 , 0.034719 , 0.228335 , 0.1889 , 0.197797 , 0.110818 , 0.109954 , 0.287079 , 0.192879 , 0.284598 , 0.152132 , 0.280492 , 0.271191 , 0.208215 , 0.276803 , 0.330248 , 0.20054 , 0.209609 , 0.194846 , 0.156923 , 0.167274 , 0.159934 , 0.384797 , 0.316127 , 0.294434 , 0.33539 , 0.329771 , 0.193736 , 0.378112 , 0.395162 , 0.164353 , 0.265878 , 0.299524 , 0.292772 , 0.369341 , 0.2676 , 0.140022 , 0.175017 , 0.222873 , 0.084386 , 0.134821 , 0.157266 , 0.269008 , 0.214661 , 0.265111 , 0.210235 , 0.347701 , 0.204593 , 0.292638 , 0.332603 , 0.330196 , 0.347045 , 0.1443 , 0.19694 , 0.163444 , 0.23104 , 0.087523 , 0.169115 , 0.036828 , 0.031455 , 0.305761 , 0.142042 , 0.273941 , 0.275029 , 0.274813 , 0.376696 , 0.283994 , 0.251489 , 0.341739 , 0.257808 , 0.216256 , 0.303555 , 0.130856 , 0.275439 , 0.072724 , 0.167535 , 0.198766 , 0.325807 , 0.211494 , 0.164263 , 0.261817 , 0.236056 
 1051 , 0.262317 , 0.257868 , 0.363784 , 0.201736 , 0.193651 , 0.311683 , 0.244113 , 0.372704 , 0.213397 , 0.282406 , 0.278047 , 0.241654 , 0.178815 , 0.243196 , 0.252496 , 0.237458 , 0.155067 , 0.223099 , 0.293084 , 0.308695 , 0.266899 , 0.050246 , 0 , 0.294329 , 0.194031 , 0.30991 , 0.184746 , 0.093442 , 0.139254 , 0.166952 , 0.173688 , 0.231378 , 0.31713 , 0.141393 , 0.285946 , 0.223748 , 0.244619 , 0.518158 , 0.362689 , 0.005641 , 0.206572 , 0.307458 , 0.266251 , 0.346013 , 0.466862 , 0.288412 , 0.183986 , 0.413732 , 0.363986 , 0.274202 , 0.375677 , 0.242175 , 0.16336 , 0.194157 , 0.213912 , 0.217064 , 0.109337 , 0.056997 , 0.196505 , 0.084903 , 0.028621 , 0.221512 , 0.183643 , 0.194388 , 0.106334 , 0.10377 , 0.286505 , 0.189098 , 0.282205 , 0.146974 , 0.277756 , 0.266885 , 0.200134 , 0.271639 , 0.325148 , 0.19345 , 0.201892 , 0.19222 , 0.153591 , 0.162734 , 0.153763 , 0.382942 , 0.31102 , 0.290439 , 0.329984 , 0.326624 , 0.189336 , 0.3745 , 0.394232 , 0.160305 , 0.260745 , 0.286996 , 0.288598 , 0.356579 , 0.262361 , 0.13418 , 0.168912 , 0.21725 , 0.078726 , 0.128651 , 0.152682 , 0.263285 , 0.209888 , 0.262153 , 0.202794 , 0.344194 , 0.195782 , 0.283554 , 0.326087 , 0.3295 , 0.337041 , 0.140134 , 0.192719 , 0.160998 , 0.228651 , 0.080067 , 0.163822 , 0.030961 , 0.025849 , 0.305029 , 0.134404 , 0.269701 , 0.271356 , 0.271244 , 0.370804 , 0.281229 , 0.243524 , 0.341422 , 0.254537 , 0.213703 , 0.302876 , 0.124389 , 0.270685 , 0.068398 , 0.160432 , 0.196341 , 0.320633 , 0.206706 , 0.159977 , 0.256631 , 0.227555 
 1052 , 0.262059 , 0.254904 , 0.362197 , 0.19078 , 0.193409 , 0.313917 , 0.234949 , 0.366619 , 0.20732 , 0.272429 , 0.265563 , 0.241511 , 0.170558 , 0.237341 , 0.253592 , 0.240334 , 0.154647 , 0.217638 , 0.298754 , 0.300184 , 0.266999 , 0.044665 , 0 , 0.293139 , 0.191091 , 0.306835 , 0.181646 , 0.089471 , 0.135292 , 0.166551 , 0.167373 , 0.225541 , 0.315398 , 0.137863 , 0.285658 , 0.220468 , 0.241808 , 0.518755 , 0.362693 , 0.004059 , 0.201357 , 0.304547 , 0.265118 , 0.34116 , 0.46352 , 0.284021 , 0.179054 , 0.406818 , 0.3595 , 0.273873 , 0.369315 , 0.241134 , 0.16241 , 0.192928 , 0.209512 , 0.214794 , 0.107686 , 0.055258 , 0.191017 , 0.08302 , 0.029592 , 0.214808 , 0.181335 , 0.187928 , 0.104219 , 0.100264 , 0.285421 , 0.187439 , 0.282029 , 0.143011 , 0.279244 , 0.260844 , 0.19752 , 0.268733 , 0.324731 , 0.19018 , 0.197668 , 0.187187 , 0.15481 , 0.160432 , 0.15167 , 0.382611 , 0.30748 , 0.286095 , 0.327264 , 0.323813 , 0.189505 , 0.370078 , 0.39167 , 0.155507 , 0.257244 , 0.282769 , 0.285362 , 0.349086 , 0.255363 , 0.130463 , 0.167336 , 0.213038 , 0.077835 , 0.124922 , 0.151373 , 0.259926 , 0.209386 , 0.256992 , 0.202994 , 0.338234 , 0.195046 , 0.276081 , 0.320428 , 0.331183 , 0.330368 , 0.140011 , 0.19158 , 0.157077 , 0.225778 , 0.079575 , 0.15978 , 0.030399 , 0.026333 , 0.300687 , 0.132041 , 0.268362 , 0.267614 , 0.26734 , 0.369048 , 0.276718 , 0.244111 , 0.342471 , 0.251711 , 0.211216 , 0.303539 , 0.122226 , 0.270073 , 0.064539 , 0.156344 , 0.193276 , 0.316879 , 0.204838 , 0.156862 , 0.254074 , 0.225823 
 1053 , 0.261942 , 0.25407 , 0.358517 , 0.182229 , 0.19181 , 0.315316 , 0.224793 , 0.358842 , 0.205631 , 0.263414 , 0.252967 , 0.243061 , 0.160684 , 0.229728 , 0.256105 , 0.237452 , 0.156659 , 0.215737 , 0.305594 , 0.293756 , 0.263821 , 0.039605 , 0 , 0.289058 , 0.187793 , 0.301436 , 0.176628 , 0.08544 , 0.13106 , 0.16405 , 0.161209 , 0.217328 , 0.313636 , 0.133383 , 0.282799 , 0.216233 , 0.237615 , 0.516411 , 0.360929 , 0.002316 , 0.195206 , 0.300622 , 0.262408 , 0.335662 , 0.459486 , 0.278116 , 0.173151 , 0.40154 , 0.356571 , 0.273913 , 0.366137 , 0.240271 , 0.159256 , 0.190856 , 0.206067 , 0.213333 , 0.106489 , 0.053544 , 0.185632 , 0.080542 , 0.031082 , 0.208812 , 0.178914 , 0.182813 , 0.101613 , 0.096434 , 0.284959 , 0.18638 , 0.281378 , 0.139228 , 0.27961 , 0.258405 , 0.19562 , 0.266278 , 0.32489 , 0.188207 , 0.195909 , 0.182362 , 0.155394 , 0.157554 , 0.151088 , 0.381186 , 0.301695 , 0.282732 , 0.324927 , 0.318394 , 0.188777 , 0.366744 , 0.390989 , 0.150822 , 0.254469 , 0.2785 , 0.281933 , 0.346257 , 0.250541 , 0.125888 , 0.166522 , 0.209671 , 0.07645 , 0.120931 , 0.149157 , 0.255505 , 0.20916 , 0.25222 , 0.204292 , 0.331519 , 0.194607 , 0.272389 , 0.317698 , 0.332814 , 0.325829 , 0.138917 , 0.189191 , 0.15165 , 0.222862 , 0.079343 , 0.1564 , 0.029602 , 0.026805 , 0.297826 , 0.129432 , 0.262564 , 0.261794 , 0.264761 , 0.369393 , 0.270902 , 0.243342 , 0.340908 , 0.248343 , 0.207651 , 0.30279 , 0.119577 , 0.267018 , 0.060536 , 0.152878 , 0.190737 , 0.313422 , 0.202627 , 0.153885 , 0.252672 , 0.225925 
 1054 , 0.261859 , 0.253968 , 0.353935 , 0.173855 , 0.18963 , 0.316462 , 0.21386 , 0.35016 , 0.20545 , 0.254197 , 0.239673 , 0.245358 , 0.149766 , 0.221129 , 0.259283 , 0.232367 , 0.15973 , 0.215007 , 0.313198 , 0.287688 , 0.259224 , 0.034334 , 0 , 0.283735 , 0.184196 , 0.294987 , 0.170738 , 0.081157 , 0.126477 , 0.1607 , 0.154726 , 0.207989 , 0.311762 , 0.12832 , 0.278834 , 0.211431 , 0.232722 , 0.512866 , 0.358429 , 0.000444 , 0.188394 , 0.296127 , 0.259017 , 0.329676 , 0.454969 , 0.271387 , 0.166607 , 0.396538 , 0.354032 , 0.274081 , 0.363937 , 0.239436 , 0.155178 , 0.188372 , 0.202763 , 0.212098 , 0.105386 , 0.051746 , 0.180007 , 0.077722 , 0.032891 , 0.202778 , 0.176298 , 0.177897 , 0.098709 , 0.09232 , 0.284704 , 0.185485 , 0.280492 , 0.135294 , 0.279567 , 0.257121 , 0.193879 , 0.263836 , 0.325272 , 0.186602 , 0.194938 , 0.177327 , 0.155762 , 0.154348 , 0.151017 , 0.379268 , 0.294868 , 0.27953 , 0.322599 , 0.311791 , 0.187691 , 0.363611 , 0.390957 , 0.145902 , 0.251814 , 0.274029 , 0.278234 , 0.344956 , 0.246217 , 0.120814 , 0.165934 , 0.206427 , 0.07485 , 0.116653 , 0.146479 , 0.250474 , 0.209003 , 0.247328 , 0.206064 , 0.324213 , 0.19425 , 0.269825 , 0.315878 , 0.334503 , 0.321792 , 0.137411 , 0.186232 , 0.145443 , 0.219782 , 0.079195 , 0.15306 , 0.028678 , 0.027309 , 0.295313 , 0.12661 , 0.254945 , 0.254967 , 0.262511 , 0.37054 , 0.264361 , 0.242035 , 0.338256 , 0.244603 , 0.203503 , 0.301457 , 0.116646 , 0.262925 , 0.056239 , 0.149433 , 0.188238 , 0.309889 , 0.200164 , 0.15078 , 0.251614 , 0.226726 
 1055 , 0.260879 , 0.255983 , 0.349184 , 0.166107 , 0.180462 , 0.31155 , 0.202505 , 0.33557 , 0.207534 , 0.244391 , 0.23151 , 0.245554 , 0.140709 , 0.217423 , 0.251894 , 0.225096 , 0.153686 , 0.211749 , 0.312335 , 0.273048 , 0.256968 , 0.028457 , 0 , 0.27787 , 0.180047 , 0.288581 , 0.165152 , 0.079135 , 0.124888 , 0.15439 , 0.150316 , 0.200024 , 0.307676 , 0.125044 , 0.272071 , 0.206164 , 0.228451 , 0.507003 , 0.354287 , 0 , 0.182669 , 0.289862 , 0.251591 , 0.320645 , 0.450022 , 0.266938 , 0.162619 , 0.395359 , 0.353806 , 0.273026 , 0.365257 , 0.235362 , 0.147242 , 0.18484 , 0.195476 , 0.208912 , 0.100001 , 0.044671 , 0.173114 , 0.074306 , 0.028746 , 0.197831 , 0.17364 , 0.175285 , 0.096823 , 0.085202 , 0.279292 , 0.182166 , 0.279715 , 0.131806 , 0.276189 , 0.256227 , 0.191832 , 0.262953 , 0.325238 , 0.183195 , 0.193624 , 0.173018 , 0.152345 , 0.150997 , 0.147642 , 0.377804 , 0.288262 , 0.272952 , 0.322823 , 0.305572 , 0.182654 , 0.359406 , 0.387537 , 0.139154 , 0.248895 , 0.270767 , 0.274767 , 0.343607 , 0.241925 , 0.115266 , 0.161448 , 0.201675 , 0.066929 , 0.113037 , 0.141368 , 0.247169 , 0.20526 , 0.239428 , 0.203705 , 0.320986 , 0.191402 , 0.267093 , 0.315557 , 0.330919 , 0.320038 , 0.133747 , 0.183395 , 0.138169 , 0.213949 , 0.074832 , 0.14999 , 0.024458 , 0.024895 , 0.292995 , 0.120896 , 0.248739 , 0.246332 , 0.259457 , 0.366642 , 0.254079 , 0.238347 , 0.331941 , 0.239073 , 0.196246 , 0.297247 , 0.110615 , 0.256842 , 0.051878 , 0.149012 , 0.181795 , 0.305609 , 0.19538 , 0.147005 , 0.249969 , 0.227681 
 1056 , 0.259431 , 0.25765 , 0.350451 , 0.155503 , 0.1698 , 0.305862 , 0.192239 , 0.319847 , 0.20681 , 0.233407 , 0.225204 , 0.241646 , 0.132856 , 0.214879 , 0.240726 , 0.219875 , 0.142461 , 0.206447 , 0.308356 , 0.25284 , 0.25477 , 0.021734 , 0 , 0.27211 , 0.175582 , 0.282932 , 0.160573 , 0.077696 , 0.123488 , 0.147516 , 0.145682 , 0.192944 , 0.301297 , 0.121818 , 0.264026 , 0.200382 , 0.224158 , 0.502198 , 0.350682 , 0 , 0.177163 , 0.282487 , 0.243138 , 0.31163 , 0.445821 , 0.263432 , 0.159949 , 0.394113 , 0.35112 , 0.27237 , 0.364288 , 0.22896 , 0.139187 , 0.180704 , 0.185529 , 0.204205 , 0.092527 , 0.035407 , 0.165435 , 0.070184 , 0.021905 , 0.192469 , 0.169488 , 0.172887 , 0.095422 , 0.077176 , 0.272392 , 0.176198 , 0.27761 , 0.128149 , 0.270083 , 0.253226 , 0.188505 , 0.260812 , 0.322979 , 0.178039 , 0.191549 , 0.167595 , 0.147249 , 0.147598 , 0.142223 , 0.375459 , 0.282153 , 0.264687 , 0.323632 , 0.300792 , 0.176443 , 0.351906 , 0.381991 , 0.130807 , 0.245729 , 0.267894 , 0.271175 , 0.340297 , 0.236116 , 0.109741 , 0.154211 , 0.196151 , 0.056986 , 0.109555 , 0.134941 , 0.244125 , 0.19964 , 0.230163 , 0.198979 , 0.319453 , 0.187147 , 0.261807 , 0.313122 , 0.32479 , 0.318503 , 0.129025 , 0.181483 , 0.130465 , 0.207174 , 0.069278 , 0.14569 , 0.019047 , 0.0214 , 0.286503 , 0.114291 , 0.243791 , 0.237697 , 0.254028 , 0.360962 , 0.243383 , 0.234542 , 0.323217 , 0.232998 , 0.187088 , 0.290237 , 0.103847 , 0.25134 , 0.047024 , 0.148659 , 0.173014 , 0.300851 , 0.188528 , 0.141585 , 0.246887 , 0.227446 
 1057 , 0.257745 , 0.257954 , 0.359853 , 0.141243 , 0.15964 , 0.301434 , 0.183106 , 0.304617 , 0.20154 , 0.220988 , 0.21905 , 0.233414 , 0.12547 , 0.211819 , 0.228755 , 0.21788 , 0.128518 , 0.199535 , 0.303752 , 0.229076 , 0.251662 , 0.014163 , 0 , 0.266578 , 0.170851 , 0.278088 , 0.157001 , 0.076041 , 0.121109 , 0.140907 , 0.139871 , 0.186274 , 0.292839 , 0.117896 , 0.255352 , 0.194026 , 0.21952 , 0.499553 , 0.348314 , 0 , 0.171365 , 0.274286 , 0.234808 , 0.303611 , 0.442632 , 0.260123 , 0.157836 , 0.391168 , 0.344356 , 0.272691 , 0.358944 , 0.220884 , 0.132164 , 0.176129 , 0.173795 , 0.198275 , 0.084084 , 0.025344 , 0.157135 , 0.065403 , 0.014185 , 0.186117 , 0.163456 , 0.169792 , 0.094192 , 0.068922 , 0.265505 , 0.167892 , 0.273734 , 0.124046 , 0.261867 , 0.247346 , 0.183665 , 0.256403 , 0.318042 , 0.17135 , 0.188614 , 0.160467 , 0.141481 , 0.14412 , 0.135496 , 0.371787 , 0.276455 , 0.255471 , 0.324162 , 0.297565 , 0.170188 , 0.340696 , 0.375007 , 0.121131 , 0.242292 , 0.26499 , 0.267249 , 0.334501 , 0.228323 , 0.104307 , 0.14503 , 0.190157 , 0.046649 , 0.105932 , 0.127721 , 0.24069 , 0.193027 , 0.220183 , 0.192871 , 0.318393 , 0.182062 , 0.253332 , 0.307316 , 0.317424 , 0.316253 , 0.123733 , 0.180646 , 0.122488 , 0.200161 , 0.063704 , 0.13973 , 0.013291 , 0.017629 , 0.274845 , 0.107535 , 0.239773 , 0.229546 , 0.245908 , 0.354933 , 0.23334 , 0.231446 , 0.312824 , 0.226802 , 0.176688 , 0.280823 , 0.097181 , 0.24722 , 0.041535 , 0.147154 , 0.162785 , 0.295702 , 0.17996 , 0.134377 , 0.242203 , 0.225625 
 1058 , 0.254849 , 0.256801 , 0.3678 , 0.128629 , 0.139429 , 0.288889 , 0.174217 , 0.292419 , 0.191368 , 0.211885 , 0.214451 , 0.21852 , 0.120386 , 0.206911 , 0.217488 , 0.214129 , 0.116893 , 0.187053 , 0.292823 , 0.214862 , 0.241677 , 0.008721 , 0 , 0.259314 , 0.165474 , 0.27194 , 0.152526 , 0.071446 , 0.115801 , 0.133954 , 0.13263 , 0.179162 , 0.287513 , 0.112899 , 0.246299 , 0.18605 , 0.211945 , 0.496705 , 0.344882 , 0 , 0.164763 , 0.265964 , 0.226486 , 0.2966 , 0.439186 , 0.255619 , 0.154793 , 0.386282 , 0.337036 , 0.266532 , 0.35121 , 0.213306 , 0.125001 , 0.16976 , 0.16486 , 0.190448 , 0.074992 , 0.017749 , 0.150679 , 0.059606 , 0.008676 , 0.181862 , 0.155758 , 0.16397 , 0.091462 , 0.060047 , 0.26078 , 0.160761 , 0.268394 , 0.11883 , 0.25247 , 0.242253 , 0.176476 , 0.251101 , 0.311298 , 0.163349 , 0.181974 , 0.152571 , 0.136138 , 0.138666 , 0.126437 , 0.365623 , 0.271199 , 0.247788 , 0.322031 , 0.294125 , 0.160836 , 0.329982 , 0.368062 , 0.115532 , 0.23882 , 0.261005 , 0.263465 , 0.327297 , 0.220928 , 0.096518 , 0.137911 , 0.183814 , 0.037802 , 0.100714 , 0.11794 , 0.236045 , 0.186694 , 0.212768 , 0.18246 , 0.313864 , 0.17403 , 0.243517 , 0.300258 , 0.30696 , 0.314096 , 0.118307 , 0.176342 , 0.114013 , 0.192647 , 0.057736 , 0.132511 , 0.008826 , 0.013523 , 0.263398 , 0.097954 , 0.234452 , 0.222843 , 0.238199 , 0.349609 , 0.226067 , 0.22683 , 0.30515 , 0.220046 , 0.169041 , 0.273541 , 0.091469 , 0.241273 , 0.036927 , 0.143842 , 0.154778 , 0.290332 , 0.170709 , 0.128412 , 0.238064 , 0.220749 
 1059 , 0.250795 , 0.25436 , 0.370555 , 0.118432 , 0.106857 , 0.266761 , 0.164722 , 0.284145 , 0.176837 , 0.206824 , 0.211703 , 0.196601 , 0.117681 , 0.200474 , 0.207004 , 0.207462 , 0.108163 , 0.16837 , 0.275062 , 0.212529 , 0.223991 , 0.005862 , 0 , 0.250495 , 0.159303 , 0.264659 , 0.146865 , 0.063404 , 0.10739 , 0.126704 , 0.123656 , 0.171785 , 0.286449 , 0.106752 , 0.236729 , 0.176237 , 0.201315 , 0.492815 , 0.339788 , 0 , 0.157028 , 0.257385 , 0.218496 , 0.291178 , 0.43465 , 0.249714 , 0.150048 , 0.37894 , 0.330533 , 0.252214 , 0.342032 , 0.206261 , 0.117373 , 0.161299 , 0.159738 , 0.180643 , 0.065273 , 0.013098 , 0.146212 , 0.052813 , 0.005772 , 0.180643 , 0.146445 , 0.155009 , 0.086756 , 0.050426 , 0.258294 , 0.155475 , 0.261356 , 0.112262 , 0.242456 , 0.238305 , 0.166816 , 0.244835 , 0.303263 , 0.154108 , 0.171155 , 0.144035 , 0.131312 , 0.131117 , 0.114641 , 0.356541 , 0.26631 , 0.241555 , 0.316924 , 0.290067 , 0.147796 , 0.320369 , 0.360842 , 0.114941 , 0.2351 , 0.256229 , 0.259269 , 0.319116 , 0.214285 , 0.085923 , 0.133399 , 0.176927 , 0.030835 , 0.093647 , 0.105289 , 0.230513 , 0.180575 , 0.208085 , 0.166584 , 0.305267 , 0.162598 , 0.232795 , 0.291726 , 0.292176 , 0.31155 , 0.112787 , 0.167162 , 0.105138 , 0.184501 , 0.051139 , 0.124444 , 0.005915 , 0.009037 , 0.253227 , 0.085022 , 0.227991 , 0.217873 , 0.23185 , 0.34508 , 0.221859 , 0.220688 , 0.300748 , 0.212499 , 0.164527 , 0.269733 , 0.087019 , 0.232285 , 0.03335 , 0.138631 , 0.149327 , 0.284212 , 0.160789 , 0.124069 , 0.23507 , 0.212356 
