MAT_00005.spu,MAT_00004.spu,MAT_00003.spu,MAT_00002.spu,MAT_00001.spu,
Wavelength,MAT_00006.spu,MAT_00007.spu,MAT_00008.spu,MAT_00009.spu,MAT_00010.spu,MAT_00011.spu,MAT_00012.spu,MAT_00013.spu,MAT_00014.spu,MAT_00015.spu,MAT_00016.spu,MAT_00017.spu,MAT_00018.spu,MAT_00019.spu,MAT_00020.spu,MAT_00021.spu,MAT_00022.spu,MAT_00023.spu,MAT_00024.spu,MAT_00025.spu,MAT_00026.spu,MAT_00027.spu,MAT_00028.spu,MAT_00029.spu,MAT_00030.spu,MAT_00031.spu,MAT_00032.spu,MAT_00033.spu,MAT_00034.spu,MAT_00035.spu,MAT_00036.spu,MAT_00037.spu,MAT_00038.spu,MAT_00039.spu,MAT_00040.spu,MAT_00041.spu,MAT_00042.spu,MAT_00043.spu,MAT_00044.spu,MAT_00045.spu,MAT_00046.spu,MAT_00047.spu,MAT_00048.spu,MAT_00049.spu,MAT_00050.spu,MAT_00051.spu,MAT_00052.spu,MAT_00053.spu,MAT_00054.spu,MAT_00055.spu,MAT_00056.spu,MAT_00057.spu,MAT_00058.spu,MAT_00059.spu,MAT_00060.spu,MAT_00061.spu,MAT_00062.spu,MAT_00063.spu,MAT_00064.spu,MAT_00065.spu,MAT_00066.spu,MAT_00067.spu,MAT_00068.spu,MAT_00069.spu,MAT_00070.spu,MAT_00071.spu,MAT_00072.spu,MAT_00073.spu,MAT_00074.spu,MAT_00075.spu,MAT_00076.spu,MAT_00077.spu,MAT_00078.spu,MAT_00079.spu,MAT_00080.spu,MAT_00081.spu,MAT_00082.spu,MAT_00083.spu,MAT_00084.spu,MAT_00085.spu,MAT_00086.spu,MAT_00087.spu,MAT_00088.spu,MAT_00089.spu,MAT_00090.spu,MAT_00091.spu,MAT_00092.spu,MAT_00093.spu,MAT_00094.spu,MAT_00095.spu,MAT_00096.spu,MAT_00097.spu,MAT_00098.spu,MAT_00099.spu,MAT_00100.spu,MAT_00101.spu,MAT_00102.spu,MAT_00103.spu,MAT_00104.spu,MAT_00105.spu,MAT_00106.spu,MAT_00107.spu,MAT_00108.spu,MAT_00109.spu,MAT_00110.spu
 972 , 0.356453 , 0.382522 , 0.351035 , 0.370443 , 0.335483 , 0.397838 , 0.313782 , 0.374697 , 0.456801 , 0.28415 , 0.323152 , 0.332482 , 0.245685 , 0.369524 , 0.400888 , 0.246824 , 0.300947 , 0.300434 , 0.294554 , 0.311456 , 0.215728 , 0.268061 , 0.425567 , 0.300288 , 0.326284 , 0.274601 , 0.356404 , 0.268143 , 0.278099 , 0.280799 , 0.353264 , 0.356371 , 0.305079 , 0.334589 , 0.435864 , 0.349913 , 0.357168 , 0.262156 , 0.337972 , 0.310895 , 0.307169 , 0.305046 , 0.279058 , 0.37416 , 0.45179 , 0.223439 , 0.263848 , 0.280043 , 0.210327 , 0.268883 , 0.329586 , 0.318239 , 0.32534 , 0.338338 , 0.278863 , 0.349775 , 0.372363 , 0.42285 , 0.249972 , 0.397415 , 0.34779 , 0.352857 , 0.312115 , 0.331978 , 0.351044 , 0.246938 , 0.267557 , 0.250883 , 0.278871 , 0.227384 , 0.263515 , 0.371208 , 0.316003 , 0.363269 , 0.26205 , 0.268688 , 0.349872 , 0.38728 , 0.368458 , 0.335931 , 0.269851 , 0.282467 , 0.265044 , 0.209497 , 0.23302 , 0.2318 , 0.246986 , 0.23132 , 0.312668 , 0.364432 , 0.209286 , 0.24331 , 0.259448 , 0.193237 , 0.312887 , 0.336655 , 0.281263 , 0.385954 , 0.343333 , 0.389777 , 0.443298 , 0.346318 , 0.308031 , 0.353801 , 0.32046 
 973 , 0.357358 , 0.383622 , 0.352147 , 0.37104 , 0.336459 , 0.398495 , 0.314093 , 0.375288 , 0.45731 , 0.285024 , 0.32404 , 0.333287 , 0.246692 , 0.370535 , 0.401601 , 0.247866 , 0.301894 , 0.301242 , 0.295281 , 0.312486 , 0.216326 , 0.268756 , 0.426365 , 0.301128 , 0.326992 , 0.274994 , 0.357203 , 0.268756 , 0.278908 , 0.281599 , 0.353786 , 0.356934 , 0.305849 , 0.33544 , 0.43677 , 0.350582 , 0.357896 , 0.262771 , 0.338563 , 0.311426 , 0.307928 , 0.306436 , 0.279919 , 0.375068 , 0.452727 , 0.224439 , 0.264883 , 0.281126 , 0.211262 , 0.269979 , 0.33036 , 0.319115 , 0.326348 , 0.339003 , 0.27943 , 0.35006 , 0.372899 , 0.423585 , 0.25085 , 0.398136 , 0.348356 , 0.353452 , 0.312551 , 0.332635 , 0.351552 , 0.247784 , 0.267973 , 0.251543 , 0.279683 , 0.227954 , 0.264272 , 0.371807 , 0.316571 , 0.363799 , 0.262665 , 0.269319 , 0.350541 , 0.38809 , 0.368912 , 0.336296 , 0.270656 , 0.283197 , 0.265764 , 0.210349 , 0.233988 , 0.232544 , 0.24767 , 0.231965 , 0.313187 , 0.365226 , 0.210162 , 0.244115 , 0.260309 , 0.194057 , 0.313636 , 0.337438 , 0.281892 , 0.386459 , 0.34383 , 0.390716 , 0.44388 , 0.347214 , 0.308491 , 0.354243 , 0.320983 
 974 , 0.358325 , 0.384751 , 0.353362 , 0.372073 , 0.337631 , 0.399731 , 0.314879 , 0.376245 , 0.458019 , 0.285906 , 0.325108 , 0.33448 , 0.247602 , 0.371763 , 0.402417 , 0.24899 , 0.30305 , 0.302323 , 0.296078 , 0.313703 , 0.217201 , 0.269693 , 0.427749 , 0.302405 , 0.328177 , 0.275791 , 0.358578 , 0.269807 , 0.280077 , 0.282649 , 0.354889 , 0.35795 , 0.306862 , 0.33661 , 0.43788 , 0.35168 , 0.35893 , 0.263636 , 0.339467 , 0.312209 , 0.309009 , 0.307915 , 0.281138 , 0.376253 , 0.453774 , 0.225561 , 0.266101 , 0.282371 , 0.212213 , 0.271252 , 0.331328 , 0.320226 , 0.327589 , 0.340112 , 0.280485 , 0.351084 , 0.374 , 0.424614 , 0.25197 , 0.399315 , 0.349435 , 0.35457 , 0.313401 , 0.333614 , 0.352652 , 0.248941 , 0.268844 , 0.252452 , 0.28082 , 0.228867 , 0.265293 , 0.372734 , 0.31754 , 0.36506 , 0.26375 , 0.270411 , 0.351582 , 0.389347 , 0.369828 , 0.337369 , 0.271848 , 0.284453 , 0.266893 , 0.211429 , 0.235259 , 0.233496 , 0.248737 , 0.232981 , 0.314307 , 0.366726 , 0.211266 , 0.245308 , 0.261513 , 0.195086 , 0.314805 , 0.338782 , 0.282828 , 0.387453 , 0.344888 , 0.392082 , 0.445186 , 0.34857 , 0.309344 , 0.355223 , 0.321883 
 975 , 0.359309 , 0.385891 , 0.354594 , 0.373176 , 0.338839 , 0.401058 , 0.315746 , 0.377262 , 0.458758 , 0.286793 , 0.326197 , 0.335742 , 0.248501 , 0.373037 , 0.403256 , 0.250135 , 0.304232 , 0.303439 , 0.296885 , 0.314961 , 0.218127 , 0.270679 , 0.429234 , 0.303758 , 0.32945 , 0.276661 , 0.360061 , 0.270932 , 0.28131 , 0.283745 , 0.356081 , 0.359039 , 0.307925 , 0.337834 , 0.43904 , 0.352845 , 0.360028 , 0.264542 , 0.340432 , 0.313041 , 0.310148 , 0.309421 , 0.282422 , 0.377499 , 0.454852 , 0.226699 , 0.267353 , 0.283639 , 0.213167 , 0.272567 , 0.332342 , 0.321384 , 0.328878 , 0.341299 , 0.281629 , 0.352224 , 0.375195 , 0.425696 , 0.253134 , 0.400568 , 0.350606 , 0.355779 , 0.314324 , 0.334655 , 0.353842 , 0.250143 , 0.269796 , 0.253404 , 0.282013 , 0.229829 , 0.266356 , 0.373724 , 0.318573 , 0.366435 , 0.264918 , 0.271586 , 0.352682 , 0.390688 , 0.370823 , 0.338561 , 0.273122 , 0.285796 , 0.268088 , 0.212554 , 0.236587 , 0.234495 , 0.249874 , 0.234062 , 0.315533 , 0.368347 , 0.212415 , 0.246564 , 0.262777 , 0.196145 , 0.316048 , 0.340212 , 0.283827 , 0.388539 , 0.34603 , 0.393524 , 0.446615 , 0.349993 , 0.310262 , 0.356294 , 0.322847 
 976 , 0.359699 , 0.386289 , 0.355046 , 0.37348 , 0.339102 , 0.401572 , 0.316227 , 0.37757 , 0.458792 , 0.286861 , 0.326652 , 0.336318 , 0.248597 , 0.373594 , 0.40336 , 0.250393 , 0.304569 , 0.303728 , 0.297099 , 0.315484 , 0.218391 , 0.271024 , 0.430055 , 0.304283 , 0.32995 , 0.277016 , 0.360883 , 0.271277 , 0.281947 , 0.284094 , 0.356891 , 0.359495 , 0.308381 , 0.338335 , 0.439542 , 0.353225 , 0.360467 , 0.264795 , 0.340678 , 0.313304 , 0.310479 , 0.309679 , 0.282763 , 0.37806 , 0.45529 , 0.226939 , 0.267742 , 0.283857 , 0.213362 , 0.273081 , 0.332799 , 0.321901 , 0.329273 , 0.342057 , 0.282102 , 0.352768 , 0.375782 , 0.426137 , 0.253496 , 0.401237 , 0.351307 , 0.356132 , 0.314692 , 0.335036 , 0.354442 , 0.250614 , 0.270264 , 0.253733 , 0.282551 , 0.230229 , 0.266844 , 0.374255 , 0.31906 , 0.367275 , 0.265333 , 0.27193 , 0.353323 , 0.391391 , 0.371251 , 0.339151 , 0.273636 , 0.28638 , 0.268517 , 0.212921 , 0.237201 , 0.234923 , 0.250279 , 0.234449 , 0.316292 , 0.369227 , 0.212823 , 0.246989 , 0.263341 , 0.196422 , 0.316725 , 0.34089 , 0.284282 , 0.388983 , 0.346776 , 0.394241 , 0.447624 , 0.350776 , 0.310667 , 0.356989 , 0.32328 
 977 , 0.359629 , 0.386314 , 0.355116 , 0.373208 , 0.338776 , 0.40144 , 0.316359 , 0.377468 , 0.458558 , 0.286481 , 0.326704 , 0.336463 , 0.248401 , 0.373501 , 0.403127 , 0.250127 , 0.304548 , 0.303555 , 0.296989 , 0.31548 , 0.218262 , 0.270931 , 0.430203 , 0.304255 , 0.329906 , 0.276967 , 0.361046 , 0.271127 , 0.28214 , 0.284021 , 0.357185 , 0.359409 , 0.308442 , 0.338214 , 0.439456 , 0.353023 , 0.360509 , 0.264741 , 0.340462 , 0.313272 , 0.31021 , 0.309403 , 0.282539 , 0.378266 , 0.45521 , 0.226684 , 0.267714 , 0.283622 , 0.213195 , 0.273139 , 0.332928 , 0.322086 , 0.329189 , 0.342344 , 0.282066 , 0.352681 , 0.375847 , 0.426146 , 0.253394 , 0.401481 , 0.351532 , 0.355939 , 0.314714 , 0.334874 , 0.354457 , 0.250518 , 0.270329 , 0.253565 , 0.282571 , 0.230163 , 0.26685 , 0.374389 , 0.319048 , 0.367449 , 0.265221 , 0.271762 , 0.353569 , 0.391584 , 0.37118 , 0.339061 , 0.273619 , 0.286392 , 0.268431 , 0.212845 , 0.237331 , 0.235058 , 0.25025 , 0.234325 , 0.316563 , 0.36933 , 0.212739 , 0.24682 , 0.263405 , 0.196203 , 0.316962 , 0.341016 , 0.284388 , 0.389043 , 0.347109 , 0.394403 , 0.448074 , 0.351052 , 0.31078 , 0.357324 , 0.323348 
 978 , 0.359411 , 0.386287 , 0.355137 , 0.372743 , 0.338303 , 0.401089 , 0.316327 , 0.377285 , 0.458343 , 0.286014 , 0.326628 , 0.336483 , 0.248227 , 0.373149 , 0.40286 , 0.249738 , 0.30453 , 0.303287 , 0.296836 , 0.315295 , 0.218045 , 0.270716 , 0.430029 , 0.304059 , 0.329675 , 0.276769 , 0.360906 , 0.270854 , 0.282179 , 0.283861 , 0.357201 , 0.359102 , 0.308389 , 0.337848 , 0.439128 , 0.352627 , 0.360443 , 0.264663 , 0.340123 , 0.313191 , 0.309746 , 0.309104 , 0.282171 , 0.378414 , 0.45493 , 0.22634 , 0.26762 , 0.283374 , 0.212975 , 0.273104 , 0.33299 , 0.322217 , 0.329033 , 0.342398 , 0.281846 , 0.352294 , 0.375717 , 0.426023 , 0.253191 , 0.401585 , 0.351554 , 0.3556 , 0.314645 , 0.334525 , 0.354235 , 0.250242 , 0.270228 , 0.253216 , 0.282391 , 0.229923 , 0.266662 , 0.374376 , 0.318829 , 0.367275 , 0.264939 , 0.271463 , 0.353667 , 0.391608 , 0.370923 , 0.338653 , 0.273421 , 0.286225 , 0.268197 , 0.212666 , 0.2373 , 0.235147 , 0.250112 , 0.234034 , 0.316611 , 0.369071 , 0.21252 , 0.246472 , 0.263323 , 0.195857 , 0.317058 , 0.34096 , 0.284397 , 0.389016 , 0.347265 , 0.394387 , 0.448228 , 0.351132 , 0.310843 , 0.357518 , 0.323306 
 979 , 0.359394 , 0.38624 , 0.355203 , 0.372647 , 0.33805 , 0.400933 , 0.316326 , 0.37734 , 0.4585 , 0.285863 , 0.326779 , 0.336731 , 0.248151 , 0.372938 , 0.402907 , 0.249607 , 0.304772 , 0.303364 , 0.296972 , 0.31533 , 0.217988 , 0.270725 , 0.430012 , 0.304043 , 0.3297 , 0.276785 , 0.360939 , 0.270822 , 0.282149 , 0.283994 , 0.357355 , 0.358965 , 0.308542 , 0.337678 , 0.439106 , 0.352589 , 0.360583 , 0.264721 , 0.340097 , 0.313324 , 0.30957 , 0.309068 , 0.282084 , 0.37878 , 0.454973 , 0.226232 , 0.267715 , 0.283347 , 0.212995 , 0.273112 , 0.333236 , 0.322458 , 0.329045 , 0.342589 , 0.281826 , 0.352241 , 0.375689 , 0.426209 , 0.253151 , 0.401847 , 0.351756 , 0.355534 , 0.314732 , 0.334449 , 0.35407 , 0.250125 , 0.270296 , 0.252997 , 0.282351 , 0.229825 , 0.266525 , 0.374492 , 0.318745 , 0.367218 , 0.264891 , 0.271404 , 0.353892 , 0.391855 , 0.370867 , 0.338471 , 0.273443 , 0.286243 , 0.268273 , 0.212704 , 0.237333 , 0.235375 , 0.250174 , 0.233975 , 0.316738 , 0.368957 , 0.21255 , 0.24633 , 0.263394 , 0.195689 , 0.317224 , 0.341092 , 0.28456 , 0.389169 , 0.347508 , 0.394468 , 0.44854 , 0.351254 , 0.311155 , 0.357808 , 0.32351 
 980 , 0.359703 , 0.386175 , 0.355274 , 0.37304 , 0.338161 , 0.401089 , 0.316376 , 0.377767 , 0.459235 , 0.286216 , 0.327248 , 0.337234 , 0.248172 , 0.373015 , 0.403401 , 0.249888 , 0.305343 , 0.303926 , 0.297564 , 0.315764 , 0.218206 , 0.271092 , 0.430363 , 0.304353 , 0.330115 , 0.277172 , 0.361298 , 0.271157 , 0.282117 , 0.28459 , 0.357859 , 0.359172 , 0.308951 , 0.337838 , 0.439641 , 0.353051 , 0.361048 , 0.264972 , 0.340552 , 0.313783 , 0.309861 , 0.30941 , 0.282423 , 0.379434 , 0.455619 , 0.226541 , 0.267992 , 0.283615 , 0.213342 , 0.273234 , 0.333788 , 0.322899 , 0.329318 , 0.343073 , 0.282166 , 0.352761 , 0.375874 , 0.426892 , 0.253391 , 0.402426 , 0.352302 , 0.355838 , 0.315039 , 0.334883 , 0.354082 , 0.250314 , 0.270649 , 0.253085 , 0.282592 , 0.22998 , 0.266542 , 0.374916 , 0.318945 , 0.367459 , 0.265221 , 0.271712 , 0.354364 , 0.392456 , 0.371187 , 0.338805 , 0.273854 , 0.286595 , 0.268821 , 0.213084 , 0.237526 , 0.235802 , 0.250548 , 0.234296 , 0.317101 , 0.369238 , 0.212987 , 0.246578 , 0.263764 , 0.195825 , 0.317552 , 0.341607 , 0.285057 , 0.389605 , 0.347986 , 0.394792 , 0.449289 , 0.351513 , 0.311842 , 0.358342 , 0.324115 
 981 , 0.360134 , 0.386111 , 0.355264 , 0.373409 , 0.338407 , 0.40135 , 0.316463 , 0.378247 , 0.460099 , 0.286774 , 0.327749 , 0.337602 , 0.24807 , 0.37332 , 0.403926 , 0.250275 , 0.305853 , 0.304549 , 0.298302 , 0.316487 , 0.218526 , 0.2716 , 0.431216 , 0.304854 , 0.330671 , 0.277774 , 0.361889 , 0.271592 , 0.282322 , 0.285349 , 0.358806 , 0.359675 , 0.309354 , 0.338198 , 0.44057 , 0.353525 , 0.361591 , 0.265264 , 0.341192 , 0.314281 , 0.310377 , 0.309773 , 0.282862 , 0.380074 , 0.456726 , 0.227035 , 0.268106 , 0.28386 , 0.213712 , 0.273524 , 0.334454 , 0.323498 , 0.329721 , 0.343809 , 0.282781 , 0.353597 , 0.37629 , 0.427762 , 0.253761 , 0.40321 , 0.353106 , 0.356117 , 0.315344 , 0.335614 , 0.35433 , 0.250742 , 0.271165 , 0.25356 , 0.283079 , 0.230376 , 0.266786 , 0.375638 , 0.319441 , 0.368112 , 0.265627 , 0.272131 , 0.355046 , 0.393099 , 0.371782 , 0.339655 , 0.274466 , 0.287201 , 0.269563 , 0.213575 , 0.237919 , 0.236268 , 0.251056 , 0.234827 , 0.317767 , 0.369995 , 0.213599 , 0.247104 , 0.264323 , 0.196115 , 0.318089 , 0.342432 , 0.285816 , 0.390088 , 0.348687 , 0.395417 , 0.450632 , 0.352003 , 0.312655 , 0.359208 , 0.324907 
 982 , 0.360459 , 0.386044 , 0.35521 , 0.373702 , 0.338569 , 0.401598 , 0.316503 , 0.378702 , 0.460899 , 0.287287 , 0.328152 , 0.337893 , 0.247911 , 0.373566 , 0.4044 , 0.250568 , 0.306303 , 0.305127 , 0.298912 , 0.317163 , 0.2188 , 0.272055 , 0.43207 , 0.30532 , 0.331195 , 0.27831 , 0.362464 , 0.271999 , 0.282529 , 0.286031 , 0.359694 , 0.360145 , 0.309676 , 0.338521 , 0.441465 , 0.353946 , 0.362093 , 0.265518 , 0.341798 , 0.314707 , 0.310827 , 0.310086 , 0.28327 , 0.380618 , 0.457807 , 0.227455 , 0.268191 , 0.284083 , 0.213986 , 0.273762 , 0.335084 , 0.32407 , 0.330076 , 0.344479 , 0.283334 , 0.354389 , 0.376713 , 0.428592 , 0.25407 , 0.403925 , 0.353842 , 0.356377 , 0.315633 , 0.336291 , 0.35459 , 0.251132 , 0.271628 , 0.254006 , 0.283551 , 0.230731 , 0.266999 , 0.376327 , 0.319924 , 0.368727 , 0.265969 , 0.272538 , 0.355693 , 0.393692 , 0.372342 , 0.340469 , 0.27501 , 0.287794 , 0.270244 , 0.21401 , 0.238283 , 0.236697 , 0.251534 , 0.235312 , 0.318411 , 0.37074 , 0.214139 , 0.247581 , 0.26485 , 0.196355 , 0.31858 , 0.343231 , 0.286482 , 0.390585 , 0.349349 , 0.396011 , 0.451922 , 0.352481 , 0.313403 , 0.360016 , 0.325624 
 983 , 0.360008 , 0.385871 , 0.354829 , 0.373396 , 0.338168 , 0.401724 , 0.316142 , 0.378996 , 0.461225 , 0.28745 , 0.327906 , 0.337602 , 0.247334 , 0.373428 , 0.404576 , 0.25025 , 0.306349 , 0.305412 , 0.298601 , 0.317604 , 0.21869 , 0.272131 , 0.432985 , 0.305557 , 0.331437 , 0.278425 , 0.362957 , 0.272204 , 0.282715 , 0.286117 , 0.360161 , 0.360347 , 0.30946 , 0.33862 , 0.44214 , 0.354037 , 0.362238 , 0.26553 , 0.342167 , 0.314671 , 0.310866 , 0.31005 , 0.283443 , 0.380539 , 0.458793 , 0.227287 , 0.26805 , 0.284138 , 0.213584 , 0.273674 , 0.335461 , 0.324464 , 0.330096 , 0.344672 , 0.283483 , 0.354829 , 0.377186 , 0.429172 , 0.253943 , 0.404181 , 0.354037 , 0.356436 , 0.315738 , 0.336576 , 0.354958 , 0.251269 , 0.271791 , 0.254331 , 0.283855 , 0.230802 , 0.267049 , 0.37683 , 0.320287 , 0.369009 , 0.265796 , 0.272826 , 0.356113 , 0.393984 , 0.372645 , 0.341085 , 0.275137 , 0.288291 , 0.270491 , 0.214028 , 0.238478 , 0.236806 , 0.251786 , 0.23544 , 0.318905 , 0.371408 , 0.214238 , 0.247786 , 0.26515 , 0.196277 , 0.318776 , 0.343775 , 0.286416 , 0.391132 , 0.349771 , 0.396359 , 0.452821 , 0.352873 , 0.313775 , 0.360436 , 0.325862 
 984 , 0.359766 , 0.385779 , 0.354418 , 0.373352 , 0.337625 , 0.401766 , 0.3158 , 0.379127 , 0.461188 , 0.287321 , 0.327768 , 0.337609 , 0.246834 , 0.37324 , 0.404513 , 0.249919 , 0.306377 , 0.305579 , 0.297928 , 0.317773 , 0.218332 , 0.272124 , 0.433233 , 0.305507 , 0.331472 , 0.278373 , 0.363301 , 0.272204 , 0.282642 , 0.286033 , 0.360096 , 0.360289 , 0.309171 , 0.338834 , 0.442237 , 0.354257 , 0.362335 , 0.265431 , 0.342216 , 0.314471 , 0.310645 , 0.309735 , 0.283488 , 0.380351 , 0.459166 , 0.226853 , 0.268048 , 0.284261 , 0.213306 , 0.273501 , 0.335596 , 0.324433 , 0.32987 , 0.344616 , 0.283383 , 0.354804 , 0.377395 , 0.429447 , 0.253648 , 0.404207 , 0.353878 , 0.356504 , 0.315767 , 0.336538 , 0.355255 , 0.251272 , 0.271826 , 0.25426 , 0.283963 , 0.230759 , 0.266808 , 0.376952 , 0.320398 , 0.368899 , 0.265455 , 0.272856 , 0.356085 , 0.394155 , 0.372547 , 0.341137 , 0.275055 , 0.288521 , 0.270513 , 0.213918 , 0.238547 , 0.236743 , 0.251949 , 0.235462 , 0.319126 , 0.371701 , 0.214184 , 0.247761 , 0.265294 , 0.196127 , 0.318804 , 0.343827 , 0.285888 , 0.391602 , 0.349908 , 0.396507 , 0.453247 , 0.353153 , 0.313947 , 0.360281 , 0.325819 
 985 , 0.359528 , 0.385685 , 0.354006 , 0.373309 , 0.337071 , 0.401794 , 0.315465 , 0.379256 , 0.461139 , 0.287181 , 0.327633 , 0.337617 , 0.246345 , 0.373052 , 0.404442 , 0.249587 , 0.306396 , 0.305746 , 0.297246 , 0.317929 , 0.217964 , 0.272108 , 0.433457 , 0.305449 , 0.331493 , 0.27832 , 0.36363 , 0.272205 , 0.282558 , 0.285953 , 0.360018 , 0.360219 , 0.308884 , 0.339054 , 0.442317 , 0.35448 , 0.362418 , 0.265326 , 0.342256 , 0.314261 , 0.310425 , 0.309413 , 0.283521 , 0.380155 , 0.459525 , 0.2264 , 0.268055 , 0.28438 , 0.213028 , 0.273328 , 0.335731 , 0.324382 , 0.329631 , 0.344552 , 0.283281 , 0.354777 , 0.377595 , 0.429708 , 0.253351 , 0.404234 , 0.353709 , 0.356575 , 0.315802 , 0.336501 , 0.355555 , 0.251273 , 0.271851 , 0.254178 , 0.284067 , 0.230718 , 0.266554 , 0.377065 , 0.320497 , 0.368774 , 0.265101 , 0.272879 , 0.356045 , 0.394329 , 0.372426 , 0.341173 , 0.274966 , 0.288738 , 0.270519 , 0.213799 , 0.238607 , 0.236681 , 0.252115 , 0.235469 , 0.319334 , 0.371985 , 0.214128 , 0.247733 , 0.265431 , 0.195973 , 0.318828 , 0.343861 , 0.285351 , 0.392066 , 0.350033 , 0.396657 , 0.45365 , 0.353429 , 0.314117 , 0.360098 , 0.325771 
 986 , 0.360636 , 0.386729 , 0.354731 , 0.374461 , 0.337512 , 0.402777 , 0.316313 , 0.379925 , 0.461639 , 0.287828 , 0.328822 , 0.338876 , 0.247188 , 0.373755 , 0.405088 , 0.250558 , 0.307005 , 0.30646 , 0.29777 , 0.318744 , 0.218607 , 0.27288 , 0.434037 , 0.306243 , 0.332368 , 0.278938 , 0.364279 , 0.272952 , 0.283311 , 0.286577 , 0.360652 , 0.360845 , 0.309605 , 0.339975 , 0.442952 , 0.355116 , 0.363131 , 0.266004 , 0.342976 , 0.314989 , 0.311105 , 0.310223 , 0.284563 , 0.380968 , 0.460219 , 0.227113 , 0.268884 , 0.285606 , 0.214202 , 0.274292 , 0.336444 , 0.325171 , 0.33033 , 0.345367 , 0.284025 , 0.35534 , 0.378345 , 0.430274 , 0.25404 , 0.404999 , 0.354337 , 0.357298 , 0.316634 , 0.336982 , 0.356367 , 0.252163 , 0.272704 , 0.2551 , 0.284844 , 0.23155 , 0.267087 , 0.377855 , 0.321199 , 0.369414 , 0.265579 , 0.273434 , 0.35668 , 0.395066 , 0.372993 , 0.341724 , 0.275705 , 0.289554 , 0.271332 , 0.214403 , 0.239405 , 0.237495 , 0.253037 , 0.236348 , 0.320277 , 0.372961 , 0.214644 , 0.248568 , 0.2661 , 0.196711 , 0.319763 , 0.344637 , 0.285863 , 0.393028 , 0.350743 , 0.397618 , 0.454618 , 0.354257 , 0.314877 , 0.3607 , 0.326423 
 987 , 0.361979 , 0.388232 , 0.355821 , 0.375908 , 0.338359 , 0.404128 , 0.317541 , 0.38099 , 0.46284 , 0.288912 , 0.330331 , 0.340366 , 0.248432 , 0.374937 , 0.406336 , 0.251917 , 0.307835 , 0.307409 , 0.298964 , 0.319926 , 0.219755 , 0.274011 , 0.435375 , 0.307546 , 0.333687 , 0.279856 , 0.365375 , 0.274236 , 0.284536 , 0.287595 , 0.361754 , 0.361971 , 0.310942 , 0.341169 , 0.444383 , 0.35603 , 0.364058 , 0.267026 , 0.344164 , 0.316217 , 0.312243 , 0.311624 , 0.285949 , 0.382251 , 0.461508 , 0.228305 , 0.270133 , 0.287057 , 0.215708 , 0.275657 , 0.337564 , 0.326565 , 0.331623 , 0.346661 , 0.285211 , 0.356503 , 0.379585 , 0.431337 , 0.255176 , 0.4062 , 0.355444 , 0.358575 , 0.317911 , 0.33799 , 0.357435 , 0.253531 , 0.273979 , 0.256549 , 0.286038 , 0.232769 , 0.26815 , 0.379264 , 0.322391 , 0.370601 , 0.266633 , 0.274396 , 0.357916 , 0.396357 , 0.374118 , 0.342767 , 0.276974 , 0.290823 , 0.272606 , 0.215419 , 0.240613 , 0.238838 , 0.254301 , 0.237626 , 0.321588 , 0.374487 , 0.215548 , 0.249902 , 0.267155 , 0.197797 , 0.321202 , 0.346066 , 0.286985 , 0.394478 , 0.352072 , 0.39911 , 0.456024 , 0.355484 , 0.315984 , 0.362027 , 0.327497 
 988 , 0.363308 , 0.389861 , 0.356978 , 0.377384 , 0.339303 , 0.405592 , 0.318848 , 0.382213 , 0.464337 , 0.29015 , 0.331871 , 0.341841 , 0.249747 , 0.376275 , 0.407817 , 0.253338 , 0.308725 , 0.308444 , 0.300378 , 0.321234 , 0.221073 , 0.275247 , 0.437069 , 0.309022 , 0.335149 , 0.280871 , 0.366675 , 0.275705 , 0.285924 , 0.288752 , 0.363019 , 0.363284 , 0.312485 , 0.34242 , 0.446156 , 0.357042 , 0.365028 , 0.268129 , 0.345529 , 0.317603 , 0.313537 , 0.313208 , 0.287403 , 0.383667 , 0.463059 , 0.229622 , 0.271527 , 0.288519 , 0.217233 , 0.277103 , 0.338829 , 0.328192 , 0.333132 , 0.3481 , 0.286535 , 0.357926 , 0.381032 , 0.432626 , 0.256439 , 0.40756 , 0.35672 , 0.360071 , 0.319338 , 0.339206 , 0.358576 , 0.255057 , 0.275376 , 0.258175 , 0.287387 , 0.234105 , 0.269406 , 0.380919 , 0.323781 , 0.371985 , 0.267896 , 0.275528 , 0.359404 , 0.397887 , 0.375456 , 0.344003 , 0.278445 , 0.292279 , 0.274042 , 0.216582 , 0.241962 , 0.240363 , 0.25566 , 0.239038 , 0.323034 , 0.376219 , 0.21659 , 0.251402 , 0.268362 , 0.198988 , 0.322801 , 0.347754 , 0.28831 , 0.396136 , 0.35366 , 0.400795 , 0.457612 , 0.356873 , 0.317217 , 0.363662 , 0.328722 
