JUN23MAT00005.spu,JUN23MAT00004.spu,JUN23MAT00003.spu,
Wavelength,JUN23MAT00006.spu,JUN23MAT00007.spu,JUN23MAT00008.spu,JUN23MAT00009.spu,JUN23MAT00010.spu,JUN23MAT00011.spu,JUN23MAT00012.spu,JUN23MAT00013.spu,JUN23MAT00014.spu,JUN23MAT00015.spu,JUN23MAT00016.spu,JUN23MAT00017.spu,JUN23MAT00018.spu,JUN23MAT00019.spu,JUN23MAT00020.spu,JUN23MAT00021.spu,JUN23MAT00022.spu,JUN23MAT00023.spu,JUN23MAT00024.spu,JUN23MAT00025.spu,JUN23MAT00026.spu,JUN23MAT00027.spu,JUN23MAT00028.spu,JUN23MAT00029.spu,JUN23MAT00030.spu,JUN23MAT00031.spu,JUN23MAT00032.spu,JUN23MAT00033.spu,JUN23MAT00034.spu,JUN23MAT00035.spu,JUN23MAT00036.spu,JUN23MAT00037.spu,JUN23MAT00038.spu,JUN23MAT00039.spu,JUN23MAT00040.spu,JUN23MAT00041.spu,JUN23MAT00042.spu,JUN23MAT00043.spu,JUN23MAT00044.spu,JUN23MAT00045.spu,JUN23MAT00046.spu,JUN23MAT00047.spu,JUN23MAT00048.spu,JUN23MAT00049.spu,JUN23MAT00050.spu,JUN23MAT00051.spu,JUN23MAT00052.spu,JUN23MAT00053.spu,JUN23MAT00054.spu,JUN23MAT00055.spu,JUN23MAT00056.spu,JUN23MAT00057.spu,JUN23MAT00058.spu,JUN23MAT00059.spu,JUN23MAT00060.spu,JUN23MAT00061.spu,JUN23MAT00062.spu,JUN23MAT00063.spu,JUN23MAT00064.spu,JUN23MAT00065.spu,JUN23MAT00066.spu,JUN23MAT00067.spu,JUN23MAT00068.spu,JUN23MAT00069.spu,JUN23MAT00070.spu,JUN23MAT00071.spu,JUN23MAT00072.spu,JUN23MAT00073.spu,JUN23MAT00074.spu,JUN23MAT00075.spu,JUN23MAT00076.spu,JUN23MAT00077.spu,JUN23MAT00078.spu,JUN23MAT00079.spu,JUN23MAT00080.spu,JUN23MAT00081.spu,JUN23MAT00082.spu,JUN23MAT00083.spu,JUN23MAT00084.spu,JUN23MAT00085.spu,JUN23MAT00086.spu,JUN23MAT00087.spu,JUN23MAT00088.spu,JUN23MAT00089.spu,JUN23MAT00090.spu,JUN23MAT00091.spu,JUN23MAT00092.spu,JUN23MAT00093.spu,JUN23MAT00094.spu,JUN23MAT00095.spu,JUN23MAT00096.spu,JUN23MAT00097.spu,JUN23MAT00098.spu,JUN23MAT00099.spu,JUN23MAT00100.spu
 711 , 0.128443 , 0.184825 , 0.129887 , 0.142016 , 0.105886 , 0.099525 , 0.144194 , 0.134843 , 0.149691 , 0.160172 , 0.137441 , 0.111789 , 0.181473 , 0.103969 , 0.123927 , 0.17076 , 0.1129 , 0.173489 , 0.137036 , 0.121502 , 0.103075 , 0.084923 , 0.137137 , 0.150338 , 0.128158 , 0.117227 , 0.127211 , 0.14003 , 0.075437 , 0.126448 , 0.139349 , 0.087029 , 0.130447 , 0.096588 , 0.088348 , 0.246366 , 0.160539 , 0.14913 , 0.134495 , 0.121444 , 0.181792 , 0.123255 , 0.103896 , 0.14844 , 0.171653 , 0.156714 , 0.162727 , 0.147875 , 0.158989 , 0.176541 , 0.126071 , 0.147039 , 0.122816 , 0.09681 , 0.098564 , 0.145749 , 0.156849 , 0.119526 , 0.124651 , 0.117421 , 0.124757 , 0.189423 , 0.174266 , 0.20403 , 0.113102 , 0.142624 , 0.049509 , 0.107751 , 0.127458 , 0.116305 , 0.107693 , 0.099462 , 0.116822 , 0.136311 , 0.145136 , 0.132684 , 0.094849 , 0.098216 , 0.165075 , 0.144199 , 0.131177 , 0.12439 , 0.138369 , 0.128105 , 0.139523 , 0.147792 , 0.153618 , 0.16492 , 0.15583 , 0.142368 , 0.156689 , 0.089246 , 0.146628 , 0.195611 , 0.171243 
 712 , 0.131623 , 0.189805 , 0.132752 , 0.144666 , 0.107258 , 0.100991 , 0.146279 , 0.137146 , 0.152387 , 0.163451 , 0.138865 , 0.112627 , 0.182717 , 0.104463 , 0.124656 , 0.176124 , 0.114475 , 0.175644 , 0.139388 , 0.123806 , 0.103786 , 0.085265 , 0.139902 , 0.152637 , 0.130754 , 0.117678 , 0.127614 , 0.140478 , 0.075613 , 0.126975 , 0.141905 , 0.0878 , 0.131436 , 0.096766 , 0.088833 , 0.249979 , 0.164594 , 0.153036 , 0.136229 , 0.123796 , 0.18423 , 0.125534 , 0.105856 , 0.15134 , 0.175355 , 0.16081 , 0.166289 , 0.151691 , 0.163125 , 0.180494 , 0.128872 , 0.151561 , 0.124656 , 0.097543 , 0.098917 , 0.150078 , 0.161727 , 0.124368 , 0.128641 , 0.121222 , 0.128176 , 0.193502 , 0.179149 , 0.21017 , 0.11594 , 0.144262 , 0.050042 , 0.109534 , 0.130039 , 0.119085 , 0.109409 , 0.101011 , 0.11872 , 0.138399 , 0.148363 , 0.135763 , 0.09617 , 0.098691 , 0.170126 , 0.148142 , 0.135071 , 0.127801 , 0.143163 , 0.132848 , 0.143676 , 0.150697 , 0.157578 , 0.168657 , 0.159888 , 0.145737 , 0.158423 , 0.091099 , 0.14941 , 0.199495 , 0.174933 
 713 , 0.134852 , 0.19486 , 0.135654 , 0.147354 , 0.10865 , 0.102483 , 0.148394 , 0.139487 , 0.155116 , 0.166777 , 0.140308 , 0.113476 , 0.183981 , 0.10497 , 0.1254 , 0.181566 , 0.116073 , 0.177828 , 0.141769 , 0.12614 , 0.104502 , 0.085613 , 0.142704 , 0.154972 , 0.133396 , 0.11814 , 0.128021 , 0.140933 , 0.075789 , 0.127506 , 0.144499 , 0.088582 , 0.132437 , 0.09695 , 0.089322 , 0.253636 , 0.168711 , 0.157001 , 0.137988 , 0.126183 , 0.186697 , 0.127849 , 0.107843 , 0.15428 , 0.179117 , 0.164963 , 0.169904 , 0.155564 , 0.167321 , 0.184506 , 0.131711 , 0.156156 , 0.126522 , 0.098287 , 0.099275 , 0.154471 , 0.166677 , 0.129276 , 0.13269 , 0.125081 , 0.131644 , 0.197638 , 0.1841 , 0.216398 , 0.118822 , 0.145922 , 0.05058 , 0.111347 , 0.132661 , 0.121906 , 0.111156 , 0.102578 , 0.120646 , 0.140513 , 0.151636 , 0.138881 , 0.097513 , 0.099175 , 0.17525 , 0.152142 , 0.139029 , 0.131262 , 0.148027 , 0.137664 , 0.147893 , 0.153645 , 0.161603 , 0.172453 , 0.164004 , 0.149158 , 0.160175 , 0.092974 , 0.152232 , 0.203443 , 0.178673 
 714 , 0.138077 , 0.199835 , 0.138485 , 0.149945 , 0.110034 , 0.103924 , 0.150472 , 0.141737 , 0.157793 , 0.170102 , 0.141699 , 0.114278 , 0.185175 , 0.105448 , 0.126075 , 0.186932 , 0.117663 , 0.179996 , 0.144125 , 0.128421 , 0.105178 , 0.085937 , 0.145478 , 0.157256 , 0.135983 , 0.118556 , 0.128402 , 0.141343 , 0.075953 , 0.128017 , 0.14703 , 0.089336 , 0.133396 , 0.097126 , 0.089791 , 0.25725 , 0.172808 , 0.160926 , 0.139757 , 0.12853 , 0.18912 , 0.130106 , 0.109792 , 0.157133 , 0.182778 , 0.169072 , 0.173468 , 0.159392 , 0.171484 , 0.188465 , 0.134516 , 0.160717 , 0.128326 , 0.099001 , 0.099614 , 0.158823 , 0.171655 , 0.134217 , 0.136724 , 0.128933 , 0.135091 , 0.201763 , 0.189011 , 0.222584 , 0.121675 , 0.147543 , 0.051096 , 0.113148 , 0.135233 , 0.124689 , 0.112892 , 0.104147 , 0.122543 , 0.142577 , 0.154873 , 0.141974 , 0.09883 , 0.099623 , 0.180366 , 0.15614 , 0.142957 , 0.134706 , 0.152865 , 0.142478 , 0.152062 , 0.156563 , 0.16564 , 0.176198 , 0.168104 , 0.152556 , 0.161899 , 0.094828 , 0.155039 , 0.20735 , 0.182346 
 715 , 0.141275 , 0.204582 , 0.141128 , 0.152343 , 0.111366 , 0.10523 , 0.152428 , 0.143741 , 0.160365 , 0.173375 , 0.142937 , 0.114957 , 0.186258 , 0.105858 , 0.12662 , 0.192035 , 0.119232 , 0.182157 , 0.146381 , 0.130556 , 0.105773 , 0.086229 , 0.148134 , 0.159387 , 0.13844 , 0.118892 , 0.128732 , 0.141671 , 0.076101 , 0.128486 , 0.149433 , 0.090018 , 0.134255 , 0.097274 , 0.090216 , 0.260752 , 0.176809 , 0.164735 , 0.14153 , 0.13074 , 0.191402 , 0.13219 , 0.11164 , 0.159736 , 0.186224 , 0.173025 , 0.176894 , 0.163076 , 0.175477 , 0.192267 , 0.137245 , 0.165155 , 0.129993 , 0.099669 , 0.09992 , 0.163029 , 0.176644 , 0.139158 , 0.140675 , 0.132714 , 0.138435 , 0.205773 , 0.19375 , 0.228538 , 0.124438 , 0.14905 , 0.051535 , 0.114923 , 0.137665 , 0.127353 , 0.114579 , 0.105707 , 0.124353 , 0.144487 , 0.157988 , 0.144974 , 0.10008 , 0.099981 , 0.185379 , 0.160077 , 0.146769 , 0.138062 , 0.157596 , 0.147232 , 0.15608 , 0.159392 , 0.169619 , 0.17979 , 0.172132 , 0.155877 , 0.16353 , 0.096627 , 0.157781 , 0.211102 , 0.185809 
 716 , 0.144543 , 0.20942 , 0.143833 , 0.154806 , 0.112725 , 0.106554 , 0.154416 , 0.145774 , 0.163006 , 0.176699 , 0.144204 , 0.115647 , 0.187381 , 0.106282 , 0.127184 , 0.197235 , 0.12084 , 0.184378 , 0.148692 , 0.132748 , 0.106385 , 0.086536 , 0.150835 , 0.161563 , 0.140953 , 0.119242 , 0.129082 , 0.14201 , 0.076254 , 0.12897 , 0.151897 , 0.090709 , 0.135126 , 0.097429 , 0.090657 , 0.264344 , 0.180891 , 0.168617 , 0.14333 , 0.132978 , 0.193739 , 0.134313 , 0.113528 , 0.16239 , 0.189759 , 0.177061 , 0.180402 , 0.166836 , 0.179538 , 0.196154 , 0.140032 , 0.169698 , 0.131709 , 0.100352 , 0.100248 , 0.167325 , 0.181732 , 0.144195 , 0.144707 , 0.136559 , 0.141845 , 0.209857 , 0.198579 , 0.234594 , 0.127264 , 0.150586 , 0.051987 , 0.116742 , 0.140154 , 0.130074 , 0.116305 , 0.107306 , 0.126207 , 0.146437 , 0.161173 , 0.148034 , 0.101362 , 0.100342 , 0.190487 , 0.164092 , 0.150661 , 0.141474 , 0.162428 , 0.15209 , 0.160186 , 0.162292 , 0.173673 , 0.183462 , 0.176253 , 0.15927 , 0.165201 , 0.098462 , 0.160576 , 0.214927 , 0.189345 
 717 , 0.147871 , 0.214356 , 0.146595 , 0.157321 , 0.114112 , 0.107905 , 0.156438 , 0.147843 , 0.165697 , 0.180092 , 0.145496 , 0.11635 , 0.188524 , 0.106708 , 0.127764 , 0.202536 , 0.122478 , 0.186645 , 0.151044 , 0.13498 , 0.107007 , 0.086849 , 0.153587 , 0.16378 , 0.143515 , 0.119599 , 0.129432 , 0.14236 , 0.076417 , 0.129456 , 0.154405 , 0.09142 , 0.136022 , 0.097585 , 0.091107 , 0.268007 , 0.185056 , 0.172576 , 0.145164 , 0.135261 , 0.196114 , 0.136471 , 0.115453 , 0.165094 , 0.193361 , 0.181172 , 0.183976 , 0.170665 , 0.183672 , 0.200115 , 0.142879 , 0.174329 , 0.133457 , 0.101053 , 0.100576 , 0.171702 , 0.18692 , 0.149334 , 0.148819 , 0.140477 , 0.145323 , 0.214024 , 0.203499 , 0.240763 , 0.130143 , 0.152152 , 0.05245 , 0.118594 , 0.142692 , 0.132849 , 0.118066 , 0.108938 , 0.128096 , 0.148422 , 0.164421 , 0.151161 , 0.10267 , 0.100716 , 0.195689 , 0.168188 , 0.154629 , 0.144954 , 0.167356 , 0.157041 , 0.164379 , 0.165253 , 0.177802 , 0.18721 , 0.180457 , 0.162729 , 0.166912 , 0.100338 , 0.16343 , 0.218833 , 0.192945 
 718 , 0.150989 , 0.218991 , 0.149383 , 0.159757 , 0.115477 , 0.109263 , 0.158466 , 0.149949 , 0.168279 , 0.183307 , 0.146861 , 0.117093 , 0.189869 , 0.107285 , 0.128582 , 0.207585 , 0.124087 , 0.188847 , 0.153288 , 0.137095 , 0.107722 , 0.087232 , 0.1562 , 0.166013 , 0.146002 , 0.120084 , 0.129906 , 0.142835 , 0.076593 , 0.130045 , 0.156873 , 0.09209 , 0.137025 , 0.097779 , 0.091593 , 0.27177 , 0.189307 , 0.17641 , 0.146903 , 0.137452 , 0.198572 , 0.138548 , 0.117293 , 0.16774 , 0.196802 , 0.185164 , 0.18744 , 0.174367 , 0.187644 , 0.203954 , 0.145663 , 0.178904 , 0.135191 , 0.101773 , 0.101002 , 0.175993 , 0.192065 , 0.154379 , 0.152958 , 0.144223 , 0.148695 , 0.218067 , 0.208398 , 0.246706 , 0.13292 , 0.153729 , 0.052941 , 0.120362 , 0.145166 , 0.135492 , 0.119717 , 0.110517 , 0.129924 , 0.150376 , 0.167522 , 0.154236 , 0.103988 , 0.10116 , 0.200768 , 0.172301 , 0.158615 , 0.148319 , 0.172184 , 0.161949 , 0.168414 , 0.168167 , 0.181965 , 0.190937 , 0.184593 , 0.166147 , 0.168683 , 0.102204 , 0.166217 , 0.22266 , 0.196528 
 719 , 0.154164 , 0.223692 , 0.152197 , 0.162207 , 0.116875 , 0.110645 , 0.160527 , 0.152113 , 0.170867 , 0.186556 , 0.148258 , 0.11787 , 0.191217 , 0.107868 , 0.129417 , 0.212719 , 0.125714 , 0.191069 , 0.155566 , 0.139224 , 0.108438 , 0.08762 , 0.158871 , 0.168307 , 0.148541 , 0.120577 , 0.13038 , 0.143311 , 0.076772 , 0.130643 , 0.159343 , 0.092776 , 0.138048 , 0.097969 , 0.092091 , 0.275565 , 0.193596 , 0.18029 , 0.148679 , 0.139687 , 0.201084 , 0.140654 , 0.119152 , 0.170441 , 0.20026 , 0.189227 , 0.190948 , 0.178133 , 0.191689 , 0.207832 , 0.148457 , 0.183525 , 0.136915 , 0.102495 , 0.101435 , 0.180322 , 0.197275 , 0.159481 , 0.157149 , 0.148022 , 0.15209 , 0.222179 , 0.213344 , 0.252725 , 0.135716 , 0.155302 , 0.053432 , 0.122142 , 0.147647 , 0.138169 , 0.121369 , 0.112098 , 0.131759 , 0.15234 , 0.17064 , 0.15732 , 0.105309 , 0.101611 , 0.205925 , 0.176467 , 0.162647 , 0.151734 , 0.177041 , 0.16691 , 0.172463 , 0.171084 , 0.186167 , 0.194683 , 0.18875 , 0.169571 , 0.170478 , 0.104082 , 0.169015 , 0.226483 , 0.200158 
 720 , 0.157384 , 0.228461 , 0.155045 , 0.164694 , 0.118287 , 0.112047 , 0.162619 , 0.154307 , 0.173485 , 0.189853 , 0.149672 , 0.11866 , 0.192588 , 0.108463 , 0.13026 , 0.217927 , 0.127368 , 0.193326 , 0.157882 , 0.141384 , 0.109169 , 0.088013 , 0.161581 , 0.170634 , 0.151107 , 0.121077 , 0.130855 , 0.143796 , 0.076949 , 0.131252 , 0.161848 , 0.093474 , 0.139092 , 0.098164 , 0.092588 , 0.279416 , 0.197947 , 0.184231 , 0.150484 , 0.141956 , 0.203634 , 0.142791 , 0.12104 , 0.17318 , 0.203763 , 0.193349 , 0.194507 , 0.181948 , 0.195793 , 0.21177 , 0.151296 , 0.188207 , 0.138663 , 0.103224 , 0.101877 , 0.184715 , 0.20255 , 0.164657 , 0.161401 , 0.151872 , 0.155534 , 0.226349 , 0.218356 , 0.258827 , 0.138548 , 0.156899 , 0.053929 , 0.123941 , 0.150161 , 0.140882 , 0.123047 , 0.113702 , 0.133618 , 0.154335 , 0.173798 , 0.160446 , 0.106651 , 0.102066 , 0.211161 , 0.180689 , 0.166737 , 0.155193 , 0.181962 , 0.171944 , 0.176566 , 0.174047 , 0.190425 , 0.198487 , 0.192966 , 0.173042 , 0.172295 , 0.105986 , 0.171857 , 0.230366 , 0.203837 
 721 , 0.160396 , 0.23301 , 0.157679 , 0.167049 , 0.119596 , 0.113405 , 0.164639 , 0.156409 , 0.17603 , 0.19293 , 0.151089 , 0.119463 , 0.193924 , 0.109029 , 0.131102 , 0.222906 , 0.128944 , 0.195574 , 0.160098 , 0.143483 , 0.109904 , 0.088409 , 0.164144 , 0.172837 , 0.153536 , 0.121603 , 0.131372 , 0.144358 , 0.077224 , 0.131908 , 0.164213 , 0.094165 , 0.140138 , 0.098371 , 0.093069 , 0.283231 , 0.202186 , 0.18804 , 0.152217 , 0.14412 , 0.206136 , 0.144807 , 0.122845 , 0.175774 , 0.207098 , 0.197264 , 0.197911 , 0.185612 , 0.199698 , 0.215543 , 0.154008 , 0.192719 , 0.140372 , 0.103952 , 0.102367 , 0.188916 , 0.207675 , 0.169661 , 0.165528 , 0.155603 , 0.158833 , 0.230353 , 0.223172 , 0.264586 , 0.141224 , 0.158481 , 0.054423 , 0.125672 , 0.152565 , 0.143446 , 0.124632 , 0.115215 , 0.135427 , 0.156267 , 0.176768 , 0.163484 , 0.107966 , 0.102591 , 0.21618 , 0.18476 , 0.170642 , 0.158494 , 0.18673 , 0.1768 , 0.180443 , 0.176933 , 0.194579 , 0.202167 , 0.197035 , 0.176374 , 0.174133 , 0.107778 , 0.174546 , 0.234041 , 0.207332 
 722 , 0.163244 , 0.237424 , 0.160199 , 0.169328 , 0.120812 , 0.114742 , 0.166577 , 0.15843 , 0.178572 , 0.195893 , 0.152478 , 0.120241 , 0.195198 , 0.109567 , 0.131916 , 0.22771 , 0.130453 , 0.197767 , 0.162211 , 0.145534 , 0.110623 , 0.088785 , 0.166586 , 0.174896 , 0.155847 , 0.122106 , 0.131875 , 0.144904 , 0.077549 , 0.132565 , 0.166481 , 0.094829 , 0.141146 , 0.098564 , 0.093508 , 0.28695 , 0.20637 , 0.191783 , 0.153854 , 0.146174 , 0.208523 , 0.146718 , 0.124575 , 0.178224 , 0.210338 , 0.200999 , 0.201177 , 0.189132 , 0.203431 , 0.219175 , 0.156615 , 0.197063 , 0.141982 , 0.104657 , 0.102824 , 0.192958 , 0.212656 , 0.174531 , 0.169534 , 0.159217 , 0.162033 , 0.234174 , 0.227838 , 0.270073 , 0.143806 , 0.16003 , 0.054902 , 0.127331 , 0.154865 , 0.145868 , 0.126143 , 0.116639 , 0.137201 , 0.158161 , 0.179605 , 0.166435 , 0.109251 , 0.10313 , 0.220962 , 0.188688 , 0.174403 , 0.161667 , 0.191399 , 0.181516 , 0.184153 , 0.179733 , 0.198604 , 0.205703 , 0.200999 , 0.179628 , 0.175875 , 0.109507 , 0.177136 , 0.237602 , 0.210667 
 723 , 0.166102 , 0.241861 , 0.162728 , 0.171621 , 0.12203 , 0.116087 , 0.168519 , 0.160457 , 0.181129 , 0.19887 , 0.153871 , 0.121017 , 0.196475 , 0.110113 , 0.132729 , 0.232526 , 0.131972 , 0.199973 , 0.164333 , 0.147596 , 0.111345 , 0.089162 , 0.169035 , 0.176961 , 0.158167 , 0.122609 , 0.132382 , 0.145453 , 0.07787 , 0.133221 , 0.168757 , 0.095501 , 0.14216 , 0.098753 , 0.093951 , 0.290686 , 0.210581 , 0.195545 , 0.155499 , 0.148239 , 0.210923 , 0.148636 , 0.126312 , 0.180682 , 0.213595 , 0.204753 , 0.204456 , 0.192663 , 0.207179 , 0.222826 , 0.159234 , 0.201423 , 0.143596 , 0.105361 , 0.103282 , 0.197018 , 0.217659 , 0.179419 , 0.173554 , 0.162837 , 0.165245 , 0.238012 , 0.232526 , 0.275577 , 0.146406 , 0.161583 , 0.055387 , 0.128994 , 0.157168 , 0.148298 , 0.127662 , 0.118067 , 0.138981 , 0.16006 , 0.182447 , 0.1694 , 0.110537 , 0.103669 , 0.225763 , 0.192631 , 0.178183 , 0.164853 , 0.196088 , 0.186246 , 0.187883 , 0.182548 , 0.202641 , 0.209254 , 0.204985 , 0.182894 , 0.177627 , 0.11124 , 0.179738 , 0.241173 , 0.214015 
 724 , 0.168899 , 0.246183 , 0.165195 , 0.173808 , 0.123246 , 0.117392 , 0.170445 , 0.162436 , 0.183662 , 0.20178 , 0.155213 , 0.121782 , 0.197762 , 0.110665 , 0.133546 , 0.237211 , 0.133441 , 0.202112 , 0.166399 , 0.1496 , 0.112078 , 0.089534 , 0.171431 , 0.178976 , 0.160436 , 0.123142 , 0.132928 , 0.146036 , 0.078211 , 0.133896 , 0.170981 , 0.096165 , 0.143173 , 0.09897 , 0.09442 , 0.294391 , 0.214748 , 0.199203 , 0.157159 , 0.150268 , 0.21328 , 0.150509 , 0.128005 , 0.183044 , 0.216766 , 0.208402 , 0.207652 , 0.196107 , 0.21083 , 0.226379 , 0.161818 , 0.205703 , 0.145186 , 0.10606 , 0.103765 , 0.200975 , 0.22257 , 0.184208 , 0.177481 , 0.166377 , 0.168399 , 0.241779 , 0.237033 , 0.280959 , 0.148936 , 0.163145 , 0.055871 , 0.130609 , 0.159436 , 0.150686 , 0.129137 , 0.119469 , 0.140736 , 0.161922 , 0.185249 , 0.172313 , 0.111792 , 0.104224 , 0.230452 , 0.196507 , 0.181894 , 0.167995 , 0.200666 , 0.190867 , 0.191526 , 0.185312 , 0.206625 , 0.212734 , 0.208912 , 0.186103 , 0.179344 , 0.112951 , 0.182308 , 0.244692 , 0.217311 
 725 , 0.171563 , 0.25025 , 0.167507 , 0.175742 , 0.124449 , 0.118596 , 0.172321 , 0.164282 , 0.186068 , 0.204519 , 0.156438 , 0.122512 , 0.199038 , 0.111229 , 0.134362 , 0.241548 , 0.13477 , 0.204083 , 0.168369 , 0.151456 , 0.112812 , 0.089897 , 0.173678 , 0.180909 , 0.162558 , 0.123741 , 0.133554 , 0.146697 , 0.078564 , 0.134607 , 0.173061 , 0.096815 , 0.144148 , 0.099247 , 0.094937 , 0.297986 , 0.218723 , 0.202563 , 0.158833 , 0.15225 , 0.215561 , 0.152287 , 0.129575 , 0.185201 , 0.219685 , 0.211846 , 0.210675 , 0.199351 , 0.214273 , 0.229721 , 0.1643 , 0.209827 , 0.146802 , 0.106755 , 0.104328 , 0.204732 , 0.22728 , 0.18879 , 0.181177 , 0.169726 , 0.171414 , 0.245422 , 0.24114 , 0.286058 , 0.151298 , 0.164708 , 0.056338 , 0.132116 , 0.161619 , 0.152981 , 0.130496 , 0.120828 , 0.142392 , 0.163678 , 0.187923 , 0.17512 , 0.112966 , 0.104786 , 0.234933 , 0.200236 , 0.185432 , 0.17101 , 0.204972 , 0.195209 , 0.194996 , 0.18795 , 0.210462 , 0.216051 , 0.212653 , 0.189148 , 0.181014 , 0.114563 , 0.184793 , 0.248076 , 0.220461 
 726 , 0.174228 , 0.254314 , 0.169815 , 0.177656 , 0.125656 , 0.119792 , 0.1742 , 0.166123 , 0.18845 , 0.207253 , 0.157661 , 0.123248 , 0.200309 , 0.111792 , 0.13518 , 0.245861 , 0.136091 , 0.206042 , 0.170345 , 0.153302 , 0.113547 , 0.090254 , 0.17591 , 0.182853 , 0.164681 , 0.124336 , 0.134182 , 0.147352 , 0.078907 , 0.135329 , 0.175126 , 0.097461 , 0.145116 , 0.099529 , 0.095452 , 0.301571 , 0.222659 , 0.205897 , 0.160504 , 0.154237 , 0.217847 , 0.154064 , 0.131139 , 0.187352 , 0.222591 , 0.215298 , 0.213706 , 0.202595 , 0.21772 , 0.233071 , 0.166785 , 0.213969 , 0.14845 , 0.107452 , 0.104898 , 0.208495 , 0.232001 , 0.19338 , 0.184872 , 0.173071 , 0.174418 , 0.249085 , 0.245248 , 0.291158 , 0.153651 , 0.166273 , 0.056808 , 0.13362 , 0.163806 , 0.155284 , 0.131851 , 0.1222 , 0.144037 , 0.16542 , 0.190595 , 0.177928 , 0.114146 , 0.105347 , 0.239434 , 0.203974 , 0.188967 , 0.174014 , 0.209275 , 0.199543 , 0.198468 , 0.190586 , 0.214305 , 0.219366 , 0.216373 , 0.192182 , 0.18269 , 0.116164 , 0.187271 , 0.251461 , 0.223602 
 727 , 0.176889 , 0.25837 , 0.17212 , 0.179564 , 0.126862 , 0.120986 , 0.176078 , 0.167963 , 0.190825 , 0.209984 , 0.158882 , 0.123983 , 0.201579 , 0.112354 , 0.135997 , 0.250169 , 0.137411 , 0.207994 , 0.172324 , 0.155142 , 0.114277 , 0.090612 , 0.178141 , 0.184791 , 0.166793 , 0.124926 , 0.134814 , 0.148011 , 0.079255 , 0.136047 , 0.177193 , 0.098106 , 0.146079 , 0.099815 , 0.095961 , 0.305152 , 0.226586 , 0.209218 , 0.162173 , 0.156221 , 0.22013 , 0.15584 , 0.132701 , 0.189497 , 0.225489 , 0.218743 , 0.21673 , 0.205836 , 0.221164 , 0.23641 , 0.169264 , 0.218099 , 0.150096 , 0.108143 , 0.105468 , 0.212251 , 0.236714 , 0.197966 , 0.188563 , 0.176413 , 0.177424 , 0.25274 , 0.249344 , 0.296248 , 0.156003 , 0.167831 , 0.057272 , 0.135122 , 0.165991 , 0.157581 , 0.133204 , 0.12357 , 0.14568 , 0.16716 , 0.19326 , 0.180738 , 0.115319 , 0.105903 , 0.243927 , 0.207704 , 0.192498 , 0.177016 , 0.213575 , 0.203868 , 0.201942 , 0.193215 , 0.21814 , 0.222673 , 0.220089 , 0.195214 , 0.184365 , 0.117758 , 0.189746 , 0.254843 , 0.226735 
 728 , 0.179164 , 0.26192 , 0.174196 , 0.181323 , 0.127935 , 0.122061 , 0.177852 , 0.169666 , 0.192943 , 0.212433 , 0.160091 , 0.124763 , 0.202803 , 0.112889 , 0.136804 , 0.253992 , 0.1387 , 0.209854 , 0.17406 , 0.156855 , 0.114993 , 0.091073 , 0.180096 , 0.186567 , 0.168702 , 0.125509 , 0.135483 , 0.148755 , 0.079575 , 0.136763 , 0.179024 , 0.098693 , 0.14699 , 0.100096 , 0.096463 , 0.308475 , 0.230226 , 0.21227 , 0.163652 , 0.157923 , 0.222234 , 0.157466 , 0.134103 , 0.1915 , 0.228095 , 0.221859 , 0.219442 , 0.208704 , 0.224185 , 0.239421 , 0.171471 , 0.221827 , 0.151647 , 0.108839 , 0.106029 , 0.215619 , 0.240964 , 0.202084 , 0.191943 , 0.179363 , 0.18016 , 0.25601 , 0.253182 , 0.300796 , 0.158104 , 0.16929 , 0.057773 , 0.136533 , 0.167982 , 0.159602 , 0.134438 , 0.12474 , 0.147221 , 0.168761 , 0.195595 , 0.183287 , 0.116473 , 0.106463 , 0.247946 , 0.211098 , 0.195676 , 0.179648 , 0.217465 , 0.207835 , 0.204962 , 0.195667 , 0.22166 , 0.225701 , 0.223406 , 0.197925 , 0.185974 , 0.119215 , 0.191975 , 0.257933 , 0.229484 
 729 , 0.181422 , 0.265434 , 0.176256 , 0.183116 , 0.129002 , 0.123129 , 0.179625 , 0.171352 , 0.195056 , 0.214843 , 0.161255 , 0.125534 , 0.204035 , 0.113399 , 0.137582 , 0.257805 , 0.139973 , 0.211719 , 0.175762 , 0.158538 , 0.115708 , 0.091528 , 0.182034 , 0.188318 , 0.170596 , 0.12609 , 0.136124 , 0.149491 , 0.079883 , 0.137447 , 0.180834 , 0.099271 , 0.147906 , 0.100353 , 0.096971 , 0.311742 , 0.233861 , 0.215301 , 0.165094 , 0.159575 , 0.224284 , 0.159077 , 0.1355 , 0.193489 , 0.23066 , 0.224909 , 0.222097 , 0.211529 , 0.227146 , 0.242382 , 0.17367 , 0.225507 , 0.153132 , 0.109532 , 0.106566 , 0.218964 , 0.245176 , 0.20615 , 0.195282 , 0.182301 , 0.182898 , 0.259222 , 0.257003 , 0.305312 , 0.160186 , 0.170741 , 0.05827 , 0.137927 , 0.169944 , 0.161603 , 0.135649 , 0.125873 , 0.148753 , 0.170351 , 0.197904 , 0.185801 , 0.11761 , 0.107019 , 0.251891 , 0.214436 , 0.198805 , 0.182278 , 0.2213 , 0.21176 , 0.207925 , 0.198072 , 0.225108 , 0.228694 , 0.226693 , 0.200598 , 0.187558 , 0.120661 , 0.194169 , 0.260979 , 0.232185 
