JUL8MAT00050.spu,JUL8MAT00049.spu,JUL8MAT00048.spu,JUL8MAT00047.spu,
Wavelength,JUL8MAT00051.spu,JUL8MAT00052.spu,JUL8MAT00053.spu,JUL8MAT00054.spu,JUL8MAT00055.spu,JUL8MAT00056.spu,JUL8MAT00057.spu,JUL8MAT00058.spu,JUL8MAT00059.spu,JUL8MAT00060.spu,JUL8MAT00061.spu,JUL8MAT00062.spu,JUL8MAT00063.spu,JUL8MAT00064.spu,JUL8MAT00065.spu,JUL8MAT00066.spu,JUL8MAT00067.spu,JUL8MAT00068.spu,JUL8MAT00069.spu,JUL8MAT00070.spu,JUL8MAT00071.spu,JUL8MAT00072.spu,JUL8MAT00073.spu,JUL8MAT00074.spu,JUL8MAT00075.spu,JUL8MAT00076.spu,JUL8MAT00077.spu,JUL8MAT00078.spu,JUL8MAT00079.spu,JUL8MAT00080.spu,JUL8MAT00081.spu,JUL8MAT00082.spu,JUL8MAT00083.spu,JUL8MAT00084.spu,JUL8MAT00085.spu
 979 , 0.364576 , 0.421038 , 0.184422 , 0.182485 , 0.209217 , 0.357923 , 0.42874 , 0.392622 , 0.298883 , 0.261146 , 0.303391 , 0.301227 , 0.294672 , 0.38095 , 0.287677 , 0.358273 , 0.202209 , 0.275513 , 0.279269 , 0.190187 , 0.301435 , 0.303553 , 0.340389 , 0.346912 , 0.405823 , 0.136904 , 0.289296 , 0.244389 , 0.287955 , 0.190368 , 0.299634 , 0.308119 , 0.298578 , 0.340188 , 0.355954 
 980 , 0.365856 , 0.421454 , 0.18596 , 0.182553 , 0.209841 , 0.358135 , 0.429058 , 0.393034 , 0.299517 , 0.26143 , 0.303817 , 0.301347 , 0.294926 , 0.381433 , 0.287328 , 0.357967 , 0.201952 , 0.275675 , 0.279639 , 0.190183 , 0.301573 , 0.303888 , 0.340203 , 0.347349 , 0.405773 , 0.136687 , 0.289985 , 0.244863 , 0.287884 , 0.190888 , 0.299691 , 0.308408 , 0.299006 , 0.33946 , 0.355904 
 981 , 0.367308 , 0.421917 , 0.187198 , 0.182591 , 0.210096 , 0.358056 , 0.429509 , 0.39332 , 0.299518 , 0.261695 , 0.30397 , 0.301689 , 0.295473 , 0.381322 , 0.286874 , 0.357823 , 0.201626 , 0.275295 , 0.279669 , 0.190047 , 0.302342 , 0.304428 , 0.340346 , 0.347899 , 0.406081 , 0.136569 , 0.291002 , 0.245135 , 0.287726 , 0.191514 , 0.299596 , 0.309048 , 0.299014 , 0.338924 , 0.35602 
 982 , 0.36864 , 0.422345 , 0.188243 , 0.182702 , 0.210388 , 0.357965 , 0.430023 , 0.3936 , 0.299398 , 0.261754 , 0.304151 , 0.302097 , 0.295969 , 0.381214 , 0.286443 , 0.357791 , 0.201321 , 0.274903 , 0.27974 , 0.189884 , 0.303124 , 0.304977 , 0.34047 , 0.348446 , 0.406284 , 0.136476 , 0.291894 , 0.245325 , 0.287593 , 0.192105 , 0.299449 , 0.309679 , 0.29903 , 0.338475 , 0.356215 
 983 , 0.36911 , 0.422498 , 0.187929 , 0.183374 , 0.210958 , 0.357774 , 0.430974 , 0.393905 , 0.2984 , 0.260276 , 0.304554 , 0.30291 , 0.296071 , 0.381145 , 0.286242 , 0.358531 , 0.201129 , 0.274395 , 0.280069 , 0.18956 , 0.303945 , 0.305628 , 0.340387 , 0.348922 , 0.40572 , 0.136541 , 0.291904 , 0.244941 , 0.287562 , 0.192478 , 0.298937 , 0.310164 , 0.299112 , 0.338673 , 0.356945 
 984 , 0.368688 , 0.422057 , 0.18767 , 0.183601 , 0.211552 , 0.357884 , 0.430724 , 0.394585 , 0.29756 , 0.258243 , 0.305258 , 0.304063 , 0.295719 , 0.380881 , 0.286051 , 0.358633 , 0.200812 , 0.273755 , 0.280188 , 0.189336 , 0.303817 , 0.305503 , 0.339931 , 0.349108 , 0.404337 , 0.136555 , 0.291605 , 0.244475 , 0.28766 , 0.192979 , 0.298651 , 0.309811 , 0.299394 , 0.338613 , 0.357677 
 985 , 0.368236 , 0.421592 , 0.187411 , 0.183809 , 0.212152 , 0.358008 , 0.430427 , 0.395291 , 0.296719 , 0.256189 , 0.305974 , 0.305246 , 0.295353 , 0.380603 , 0.285854 , 0.358717 , 0.200488 , 0.2731 , 0.280292 , 0.189119 , 0.30366 , 0.305349 , 0.339454 , 0.349282 , 0.402921 , 0.136569 , 0.291306 , 0.244002 , 0.287755 , 0.193476 , 0.298363 , 0.309428 , 0.29969 , 0.338539 , 0.358414 
 986 , 0.367299 , 0.421496 , 0.186738 , 0.183711 , 0.212897 , 0.357604 , 0.429984 , 0.395337 , 0.296946 , 0.255516 , 0.306647 , 0.305789 , 0.294978 , 0.380253 , 0.286155 , 0.358728 , 0.20077 , 0.27282 , 0.280249 , 0.189132 , 0.303723 , 0.30555 , 0.33961 , 0.349072 , 0.402391 , 0.136607 , 0.291144 , 0.244014 , 0.287607 , 0.193502 , 0.298579 , 0.308958 , 0.299838 , 0.338751 , 0.359095 
 987 , 0.366431 , 0.421622 , 0.185816 , 0.184022 , 0.213683 , 0.357119 , 0.429979 , 0.394975 , 0.297437 , 0.25556 , 0.307059 , 0.305445 , 0.294571 , 0.380577 , 0.286408 , 0.3593 , 0.201298 , 0.273068 , 0.280445 , 0.189056 , 0.304284 , 0.306201 , 0.339817 , 0.348962 , 0.402494 , 0.13666 , 0.29097 , 0.244318 , 0.287589 , 0.193451 , 0.298986 , 0.308782 , 0.300179 , 0.339378 , 0.3597 
 988 , 0.365631 , 0.421825 , 0.184804 , 0.184585 , 0.21447 , 0.356646 , 0.430216 , 0.394472 , 0.297965 , 0.255815 , 0.307355 , 0.304719 , 0.294156 , 0.381253 , 0.286583 , 0.360165 , 0.201896 , 0.273538 , 0.280776 , 0.188916 , 0.30508 , 0.307052 , 0.33998 , 0.348951 , 0.402812 , 0.136718 , 0.290766 , 0.244716 , 0.287653 , 0.193401 , 0.299447 , 0.308767 , 0.300633 , 0.340199 , 0.360281 
 989 , 0.365457 , 0.421866 , 0.18462 , 0.184962 , 0.21467 , 0.357073 , 0.430592 , 0.394178 , 0.298238 , 0.255976 , 0.307118 , 0.303891 , 0.29392 , 0.381805 , 0.286368 , 0.360888 , 0.202084 , 0.27397 , 0.280766 , 0.188776 , 0.305711 , 0.307422 , 0.34017 , 0.34896 , 0.403465 , 0.136685 , 0.29079 , 0.245101 , 0.288059 , 0.193655 , 0.29987 , 0.309139 , 0.301032 , 0.340789 , 0.36061 
 990 , 0.36569 , 0.421637 , 0.185321 , 0.184953 , 0.214471 , 0.35801 , 0.43116 , 0.394162 , 0.298333 , 0.255859 , 0.306472 , 0.303214 , 0.293879 , 0.382124 , 0.285843 , 0.361055 , 0.201904 , 0.274342 , 0.28051 , 0.188754 , 0.305981 , 0.307242 , 0.340555 , 0.348888 , 0.404395 , 0.136576 , 0.291047 , 0.245412 , 0.288565 , 0.194223 , 0.300072 , 0.309795 , 0.301113 , 0.341021 , 0.36048 
 991 , 0.365702 , 0.421181 , 0.186309 , 0.184522 , 0.214471 , 0.358476 , 0.431839 , 0.394302 , 0.298487 , 0.255408 , 0.305893 , 0.302958 , 0.293919 , 0.382238 , 0.285396 , 0.360514 , 0.20169 , 0.274692 , 0.280338 , 0.188935 , 0.305874 , 0.306822 , 0.341249 , 0.348624 , 0.405329 , 0.136462 , 0.29137 , 0.245633 , 0.288725 , 0.194896 , 0.299958 , 0.31039 , 0.3007 , 0.340965 , 0.359901 
 992 , 0.365451 , 0.420855 , 0.186988 , 0.184075 , 0.214297 , 0.35871 , 0.432331 , 0.394532 , 0.298492 , 0.255022 , 0.305226 , 0.302694 , 0.293827 , 0.382379 , 0.284993 , 0.359935 , 0.201409 , 0.274908 , 0.280327 , 0.18896 , 0.305561 , 0.306264 , 0.341795 , 0.348426 , 0.405989 , 0.136262 , 0.291694 , 0.245801 , 0.288666 , 0.195339 , 0.299768 , 0.310762 , 0.300239 , 0.340771 , 0.359187 
 993 , 0.36452 , 0.421086 , 0.186624 , 0.183637 , 0.213565 , 0.358301 , 0.43224 , 0.395035 , 0.298078 , 0.254918 , 0.304303 , 0.302484 , 0.293355 , 0.382597 , 0.284788 , 0.359346 , 0.200934 , 0.274718 , 0.280795 , 0.188495 , 0.304632 , 0.305361 , 0.341863 , 0.348489 , 0.405886 , 0.135827 , 0.292052 , 0.245822 , 0.288007 , 0.195011 , 0.299407 , 0.310406 , 0.299742 , 0.340218 , 0.358179 
 994 , 0.365065 , 0.422399 , 0.185929 , 0.183757 , 0.212301 , 0.358729 , 0.432169 , 0.395575 , 0.298302 , 0.255727 , 0.303355 , 0.302717 , 0.292921 , 0.383014 , 0.285006 , 0.359761 , 0.200604 , 0.274578 , 0.280785 , 0.187817 , 0.303774 , 0.305101 , 0.342037 , 0.348746 , 0.406873 , 0.13544 , 0.292966 , 0.245976 , 0.288061 , 0.194449 , 0.299424 , 0.309832 , 0.300268 , 0.34022 , 0.357969 
 995 , 0.365628 , 0.423765 , 0.185215 , 0.183883 , 0.211 , 0.359176 , 0.432096 , 0.396132 , 0.298541 , 0.256577 , 0.302378 , 0.302964 , 0.292463 , 0.383449 , 0.285233 , 0.360187 , 0.200268 , 0.274436 , 0.280778 , 0.187121 , 0.302893 , 0.304831 , 0.342212 , 0.34901 , 0.407901 , 0.135036 , 0.293912 , 0.24614 , 0.288124 , 0.193868 , 0.299442 , 0.309235 , 0.30082 , 0.340222 , 0.35776 
 996 , 0.36679 , 0.424458 , 0.184862 , 0.183824 , 0.210914 , 0.358646 , 0.432918 , 0.395537 , 0.298824 , 0.256471 , 0.301984 , 0.303486 , 0.291725 , 0.383614 , 0.285721 , 0.360709 , 0.199674 , 0.27474 , 0.280227 , 0.186552 , 0.302261 , 0.304815 , 0.341816 , 0.349038 , 0.408414 , 0.134952 , 0.293724 , 0.245728 , 0.288204 , 0.19269 , 0.29925 , 0.308458 , 0.30112 , 0.340713 , 0.357924 
 997 , 0.366401 , 0.423786 , 0.184737 , 0.183159 , 0.210849 , 0.357826 , 0.433657 , 0.394227 , 0.297568 , 0.255504 , 0.301665 , 0.303076 , 0.290732 , 0.383049 , 0.285746 , 0.360758 , 0.198808 , 0.274458 , 0.279689 , 0.185878 , 0.301872 , 0.30421 , 0.340657 , 0.348826 , 0.407828 , 0.134858 , 0.292813 , 0.245086 , 0.287891 , 0.191103 , 0.298721 , 0.308308 , 0.300551 , 0.340805 , 0.357775 
 998 , 0.365504 , 0.422667 , 0.184681 , 0.182295 , 0.210768 , 0.356911 , 0.434373 , 0.392671 , 0.295799 , 0.254245 , 0.301349 , 0.302366 , 0.289631 , 0.382245 , 0.285611 , 0.360661 , 0.197834 , 0.273977 , 0.279154 , 0.185157 , 0.301536 , 0.303395 , 0.339225 , 0.348544 , 0.406891 , 0.134753 , 0.29167 , 0.244372 , 0.287444 , 0.189351 , 0.298069 , 0.308353 , 0.29969 , 0.340762 , 0.357516 
 999 , 0.364108 , 0.421379 , 0.184161 , 0.181431 , 0.210349 , 0.356387 , 0.43465 , 0.391118 , 0.294143 , 0.253046 , 0.300971 , 0.301607 , 0.289563 , 0.381303 , 0.285305 , 0.360209 , 0.197091 , 0.273357 , 0.278419 , 0.1847 , 0.301511 , 0.302744 , 0.337951 , 0.347606 , 0.406066 , 0.134308 , 0.290565 , 0.24298 , 0.286949 , 0.187848 , 0.297361 , 0.308725 , 0.298877 , 0.340411 , 0.357292 
 1000 , 0.362742 , 0.420349 , 0.183257 , 0.180871 , 0.210081 , 0.355827 , 0.434313 , 0.389996 , 0.293166 , 0.251839 , 0.300465 , 0.301351 , 0.29019 , 0.380676 , 0.285212 , 0.359701 , 0.196541 , 0.273083 , 0.277951 , 0.184578 , 0.301286 , 0.302107 , 0.337251 , 0.34652 , 0.405397 , 0.133693 , 0.289644 , 0.24121 , 0.286457 , 0.186887 , 0.296771 , 0.30874 , 0.298252 , 0.339804 , 0.357084 
 1001 , 0.361693 , 0.419704 , 0.182165 , 0.180661 , 0.210204 , 0.354958 , 0.433513 , 0.389341 , 0.292881 , 0.250547 , 0.299821 , 0.301696 , 0.290993 , 0.380469 , 0.285481 , 0.359356 , 0.196076 , 0.273292 , 0.277902 , 0.184668 , 0.300615 , 0.301357 , 0.337117 , 0.345631 , 0.40482 , 0.13309 , 0.2889 , 0.239376 , 0.285974 , 0.186384 , 0.296338 , 0.308124 , 0.297804 , 0.339069 , 0.356853 
 1002 , 0.360473 , 0.419008 , 0.181306 , 0.180265 , 0.209734 , 0.354025 , 0.431769 , 0.388786 , 0.29279 , 0.249608 , 0.299059 , 0.301676 , 0.291257 , 0.380142 , 0.285525 , 0.359094 , 0.195631 , 0.273504 , 0.2778 , 0.184447 , 0.299448 , 0.300355 , 0.336916 , 0.344672 , 0.404184 , 0.132526 , 0.288206 , 0.23774 , 0.285288 , 0.185921 , 0.295886 , 0.307147 , 0.297163 , 0.338154 , 0.356374 
 1003 , 0.359191 , 0.418389 , 0.180985 , 0.179535 , 0.208155 , 0.353078 , 0.428561 , 0.388358 , 0.293097 , 0.249471 , 0.298212 , 0.30089 , 0.29061 , 0.379649 , 0.285101 , 0.35886 , 0.195247 , 0.273619 , 0.277455 , 0.183613 , 0.297703 , 0.299115 , 0.336666 , 0.343574 , 0.403796 , 0.132048 , 0.287652 , 0.236609 , 0.284338 , 0.185508 , 0.295444 , 0.305686 , 0.296284 , 0.337092 , 0.355533 
 1004 , 0.358966 , 0.41854 , 0.181087 , 0.178692 , 0.20623 , 0.3523 , 0.426241 , 0.387488 , 0.293628 , 0.24997 , 0.297803 , 0.299658 , 0.290254 , 0.379216 , 0.284301 , 0.357943 , 0.194786 , 0.273245 , 0.27632 , 0.182517 , 0.297326 , 0.298692 , 0.336695 , 0.342248 , 0.405057 , 0.13145 , 0.287109 , 0.235845 , 0.283786 , 0.184855 , 0.29509 , 0.304856 , 0.295725 , 0.336746 , 0.354969 
 1005 , 0.358872 , 0.418719 , 0.18121 , 0.177922 , 0.204416 , 0.351587 , 0.424125 , 0.386584 , 0.294069 , 0.250391 , 0.297413 , 0.298492 , 0.2899 , 0.378823 , 0.283465 , 0.357 , 0.194326 , 0.272849 , 0.275222 , 0.181406 , 0.29702 , 0.298257 , 0.336789 , 0.34104 , 0.406414 , 0.130837 , 0.286498 , 0.23513 , 0.283332 , 0.184236 , 0.294818 , 0.304051 , 0.295167 , 0.336452 , 0.354423 
 1006 , 0.360532 , 0.419192 , 0.181608 , 0.178512 , 0.204973 , 0.351889 , 0.425752 , 0.385626 , 0.293286 , 0.249652 , 0.297509 , 0.298732 , 0.289765 , 0.379091 , 0.282617 , 0.356233 , 0.194044 , 0.272447 , 0.275189 , 0.180633 , 0.297763 , 0.297984 , 0.337699 , 0.341821 , 0.408098 , 0.130249 , 0.285415 , 0.235354 , 0.284339 , 0.184401 , 0.295623 , 0.304063 , 0.295021 , 0.336971 , 0.354428 
 1007 , 0.361679 , 0.419918 , 0.181734 , 0.178892 , 0.206147 , 0.3537 , 0.427878 , 0.385261 , 0.292206 , 0.24905 , 0.297483 , 0.29964 , 0.289187 , 0.379477 , 0.282121 , 0.357004 , 0.194159 , 0.27293 , 0.275696 , 0.179945 , 0.297636 , 0.298187 , 0.338103 , 0.343228 , 0.408444 , 0.130084 , 0.28476 , 0.235666 , 0.285013 , 0.184626 , 0.296824 , 0.304251 , 0.295251 , 0.337582 , 0.354879 
 1008 , 0.362796 , 0.420717 , 0.18183 , 0.179249 , 0.207465 , 0.35584 , 0.430177 , 0.384979 , 0.291028 , 0.248442 , 0.29743 , 0.300685 , 0.288504 , 0.379892 , 0.281669 , 0.358053 , 0.194343 , 0.273562 , 0.276309 , 0.179243 , 0.297367 , 0.298473 , 0.338432 , 0.344797 , 0.408586 , 0.129975 , 0.284142 , 0.236013 , 0.285668 , 0.184876 , 0.298136 , 0.304475 , 0.295548 , 0.338229 , 0.355421 
 1009 , 0.362388 , 0.421276 , 0.180599 , 0.179154 , 0.208095 , 0.35732 , 0.431863 , 0.385167 , 0.289691 , 0.248056 , 0.297535 , 0.301354 , 0.288093 , 0.380105 , 0.281829 , 0.359046 , 0.194286 , 0.273999 , 0.276367 , 0.178873 , 0.297165 , 0.299731 , 0.338196 , 0.345556 , 0.408512 , 0.129649 , 0.284006 , 0.235985 , 0.285859 , 0.184629 , 0.298413 , 0.304608 , 0.296382 , 0.338725 , 0.355525 
 1010 , 0.360903 , 0.420537 , 0.178717 , 0.17887 , 0.207589 , 0.357746 , 0.43186 , 0.38565 , 0.288023 , 0.24744 , 0.297456 , 0.300983 , 0.288093 , 0.38003 , 0.281467 , 0.358872 , 0.193637 , 0.273441 , 0.276178 , 0.178551 , 0.296731 , 0.300206 , 0.337721 , 0.345232 , 0.407921 , 0.128764 , 0.283161 , 0.23548 , 0.285178 , 0.184089 , 0.29787 , 0.304286 , 0.296215 , 0.338581 , 0.35478 
 1011 , 0.358884 , 0.41883 , 0.176571 , 0.178523 , 0.206351 , 0.357498 , 0.430687 , 0.386273 , 0.286088 , 0.246576 , 0.297202 , 0.299885 , 0.288345 , 0.379769 , 0.28057 , 0.357816 , 0.192567 , 0.27214 , 0.275904 , 0.17818 , 0.296076 , 0.299872 , 0.337179 , 0.344236 , 0.406948 , 0.127484 , 0.281644 , 0.234655 , 0.283914 , 0.183425 , 0.29689 , 0.303623 , 0.295167 , 0.337973 , 0.353461 
 1012 , 0.357583 , 0.417671 , 0.175426 , 0.17688 , 0.204857 , 0.356929 , 0.428586 , 0.385973 , 0.285697 , 0.246264 , 0.296352 , 0.298803 , 0.288357 , 0.379578 , 0.279372 , 0.356643 , 0.191364 , 0.2708 , 0.275518 , 0.177312 , 0.295475 , 0.29905 , 0.336546 , 0.343023 , 0.405162 , 0.126228 , 0.280369 , 0.233463 , 0.282185 , 0.182087 , 0.295437 , 0.302682 , 0.293862 , 0.337555 , 0.352566 
 1013 , 0.357239 , 0.417518 , 0.175551 , 0.173913 , 0.203361 , 0.355741 , 0.426066 , 0.38423 , 0.287097 , 0.246511 , 0.295119 , 0.298254 , 0.287941 , 0.379464 , 0.278218 , 0.355563 , 0.190319 , 0.269536 , 0.274937 , 0.175912 , 0.294992 , 0.298216 , 0.335908 , 0.342121 , 0.402813 , 0.125102 , 0.279621 , 0.231971 , 0.280408 , 0.17986 , 0.293608 , 0.301567 , 0.292834 , 0.337361 , 0.352441 
 1014 , 0.357352 , 0.418482 , 0.176188 , 0.170924 , 0.20249 , 0.353773 , 0.424915 , 0.381227 , 0.288938 , 0.246649 , 0.294506 , 0.29907 , 0.287056 , 0.379371 , 0.277954 , 0.354994 , 0.190051 , 0.268521 , 0.27414 , 0.174459 , 0.29464 , 0.29867 , 0.335499 , 0.342599 , 0.401186 , 0.124205 , 0.279543 , 0.2307 , 0.279696 , 0.177103 , 0.292059 , 0.300723 , 0.29314 , 0.33724 , 0.353112 
 1015 , 0.357323 , 0.419378 , 0.176492 , 0.168206 , 0.201336 , 0.351984 , 0.423769 , 0.378496 , 0.290215 , 0.246412 , 0.293843 , 0.299876 , 0.286225 , 0.379126 , 0.277538 , 0.354211 , 0.189767 , 0.267197 , 0.27323 , 0.173049 , 0.294002 , 0.2988 , 0.335088 , 0.343106 , 0.399593 , 0.123219 , 0.279263 , 0.229408 , 0.278792 , 0.17436 , 0.290546 , 0.299889 , 0.293359 , 0.33685 , 0.353619 
 1016 , 0.356726 , 0.419894 , 0.175415 , 0.166974 , 0.199185 , 0.351147 , 0.422858 , 0.377245 , 0.28901 , 0.244689 , 0.293138 , 0.300504 , 0.285728 , 0.378295 , 0.276632 , 0.352738 , 0.189478 , 0.264808 , 0.272033 , 0.172037 , 0.292324 , 0.297597 , 0.334775 , 0.343648 , 0.398426 , 0.122017 , 0.278191 , 0.228266 , 0.277224 , 0.172037 , 0.289468 , 0.299244 , 0.29317 , 0.335443 , 0.35338 
 1017 , 0.357498 , 0.421506 , 0.174258 , 0.166201 , 0.197366 , 0.352475 , 0.42347 , 0.377578 , 0.288014 , 0.243054 , 0.292037 , 0.3004 , 0.286013 , 0.37828 , 0.275705 , 0.352832 , 0.188493 , 0.263395 , 0.271306 , 0.171549 , 0.291208 , 0.295007 , 0.334256 , 0.343467 , 0.399042 , 0.120717 , 0.277764 , 0.227276 , 0.275526 , 0.170733 , 0.288703 , 0.299259 , 0.292929 , 0.334913 , 0.353418 
 1018 , 0.358346 , 0.423241 , 0.173036 , 0.165381 , 0.195438 , 0.353931 , 0.424136 , 0.377963 , 0.286972 , 0.24133 , 0.290857 , 0.300276 , 0.286327 , 0.378276 , 0.274723 , 0.35296 , 0.187445 , 0.261918 , 0.270557 , 0.171042 , 0.290046 , 0.292257 , 0.333701 , 0.343253 , 0.399733 , 0.119349 , 0.277324 , 0.226237 , 0.273726 , 0.169374 , 0.287899 , 0.299285 , 0.292678 , 0.334365 , 0.353458 
 1019 , 0.358167 , 0.424015 , 0.171585 , 0.16488 , 0.194843 , 0.352622 , 0.425623 , 0.377243 , 0.285646 , 0.239623 , 0.290679 , 0.299107 , 0.285768 , 0.37823 , 0.274613 , 0.352308 , 0.186659 , 0.261786 , 0.269182 , 0.170816 , 0.289187 , 0.29025 , 0.332943 , 0.342613 , 0.402205 , 0.117205 , 0.276111 , 0.225689 , 0.272275 , 0.16748 , 0.287804 , 0.299132 , 0.292165 , 0.333065 , 0.353268 
 1020 , 0.356901 , 0.424052 , 0.169933 , 0.163979 , 0.193506 , 0.350228 , 0.42615 , 0.376342 , 0.283987 , 0.238182 , 0.290005 , 0.297801 , 0.284808 , 0.377413 , 0.274151 , 0.350844 , 0.185871 , 0.260818 , 0.267523 , 0.169952 , 0.28808 , 0.288684 , 0.332378 , 0.341989 , 0.402 , 0.115062 , 0.274068 , 0.225349 , 0.271379 , 0.165114 , 0.288177 , 0.298391 , 0.291718 , 0.331255 , 0.352377 
 1021 , 0.355102 , 0.423752 , 0.168133 , 0.162829 , 0.191713 , 0.347336 , 0.426189 , 0.375345 , 0.282112 , 0.236803 , 0.289029 , 0.296422 , 0.283667 , 0.3762 , 0.273452 , 0.348956 , 0.18504 , 0.259342 , 0.265687 , 0.168731 , 0.286798 , 0.287235 , 0.331882 , 0.341377 , 0.40041 , 0.112866 , 0.271594 , 0.225077 , 0.270682 , 0.162463 , 0.288752 , 0.297347 , 0.291292 , 0.329162 , 0.351135 
 1022 , 0.353726 , 0.422341 , 0.166164 , 0.161737 , 0.191063 , 0.345244 , 0.426158 , 0.374577 , 0.281597 , 0.23494 , 0.28757 , 0.294829 , 0.282885 , 0.37544 , 0.272961 , 0.348366 , 0.183862 , 0.258192 , 0.264337 , 0.167361 , 0.286192 , 0.286508 , 0.331936 , 0.341164 , 0.398807 , 0.112312 , 0.269878 , 0.22483 , 0.270728 , 0.160462 , 0.289204 , 0.296502 , 0.291122 , 0.327978 , 0.35 
 1023 , 0.352602 , 0.419802 , 0.163714 , 0.160784 , 0.191419 , 0.343386 , 0.425791 , 0.37366 , 0.281622 , 0.232215 , 0.286258 , 0.292962 , 0.282118 , 0.375354 , 0.272632 , 0.348345 , 0.182396 , 0.257614 , 0.263236 , 0.166123 , 0.285975 , 0.286194 , 0.33231 , 0.340862 , 0.3977 , 0.112691 , 0.268465 , 0.224069 , 0.270951 , 0.158768 , 0.288963 , 0.295847 , 0.290444 , 0.32721 , 0.348886 
 1024 , 0.351426 , 0.416503 , 0.160597 , 0.159985 , 0.192259 , 0.341061 , 0.42494 , 0.372239 , 0.281134 , 0.228523 , 0.285627 , 0.290829 , 0.280973 , 0.375907 , 0.272355 , 0.347913 , 0.180773 , 0.257652 , 0.262029 , 0.165219 , 0.285691 , 0.285814 , 0.332662 , 0.339984 , 0.397397 , 0.112905 , 0.266721 , 0.222413 , 0.270711 , 0.156872 , 0.287722 , 0.295289 , 0.288676 , 0.326165 , 0.347668 
 1025 , 0.350166 , 0.414101 , 0.15758 , 0.15872 , 0.192031 , 0.339657 , 0.423476 , 0.371363 , 0.279826 , 0.225929 , 0.28518 , 0.288807 , 0.279111 , 0.37626 , 0.271379 , 0.347414 , 0.179081 , 0.25723 , 0.260741 , 0.164004 , 0.284549 , 0.285167 , 0.332299 , 0.338478 , 0.396505 , 0.112568 , 0.264987 , 0.220684 , 0.269723 , 0.154958 , 0.286121 , 0.2946 , 0.286449 , 0.324696 , 0.346293 
 1026 , 0.34864 , 0.41358 , 0.154963 , 0.156518 , 0.18963 , 0.340059 , 0.420684 , 0.371629 , 0.277103 , 0.225665 , 0.284991 , 0.287104 , 0.275883 , 0.375997 , 0.269023 , 0.346713 , 0.177323 , 0.255778 , 0.259266 , 0.16217 , 0.281677 , 0.283816 , 0.330379 , 0.335697 , 0.394362 , 0.111092 , 0.263338 , 0.218953 , 0.267038 , 0.153165 , 0.283841 , 0.293592 , 0.283437 , 0.322465 , 0.34469 
 1027 , 0.345393 , 0.412081 , 0.152659 , 0.15337 , 0.186785 , 0.338957 , 0.416282 , 0.371962 , 0.275707 , 0.225226 , 0.28343 , 0.284973 , 0.272243 , 0.373761 , 0.266306 , 0.345226 , 0.175079 , 0.253256 , 0.256624 , 0.159671 , 0.278083 , 0.280439 , 0.32702 , 0.331906 , 0.391096 , 0.109024 , 0.261343 , 0.217401 , 0.261952 , 0.151641 , 0.281029 , 0.291486 , 0.280471 , 0.320143 , 0.343036 
 1028 , 0.342117 , 0.410527 , 0.150384 , 0.150148 , 0.183811 , 0.337617 , 0.411663 , 0.372211 , 0.274261 , 0.22461 , 0.281767 , 0.282706 , 0.268485 , 0.371369 , 0.263455 , 0.343604 , 0.172686 , 0.250613 , 0.253836 , 0.157118 , 0.274395 , 0.276923 , 0.323479 , 0.32796 , 0.387587 , 0.106694 , 0.259198 , 0.215687 , 0.25669 , 0.15004 , 0.278091 , 0.289274 , 0.277382 , 0.317696 , 0.3413 
 1029 , 0.341047 , 0.409454 , 0.150645 , 0.148196 , 0.181137 , 0.333441 , 0.407222 , 0.370917 , 0.273429 , 0.221741 , 0.279928 , 0.280106 , 0.266001 , 0.368506 , 0.260863 , 0.34127 , 0.169913 , 0.24817 , 0.250987 , 0.155935 , 0.272418 , 0.273734 , 0.319896 , 0.324666 , 0.383018 , 0.101755 , 0.256437 , 0.212857 , 0.252393 , 0.148743 , 0.275439 , 0.28707 , 0.274726 , 0.315343 , 0.339801 
 1030 , 0.342375 , 0.410989 , 0.151653 , 0.147049 , 0.179181 , 0.331541 , 0.405626 , 0.369067 , 0.272029 , 0.220649 , 0.279079 , 0.278283 , 0.264583 , 0.367157 , 0.257978 , 0.340572 , 0.16764 , 0.246629 , 0.248953 , 0.155449 , 0.271175 , 0.273181 , 0.31765 , 0.324153 , 0.378965 , 0.097434 , 0.255297 , 0.210077 , 0.250743 , 0.147144 , 0.273487 , 0.286569 , 0.273277 , 0.313752 , 0.339082 
 1031 , 0.344425 , 0.413324 , 0.152932 , 0.146052 , 0.177298 , 0.330166 , 0.404706 , 0.36697 , 0.27039 , 0.219966 , 0.278452 , 0.276567 , 0.263375 , 0.366146 , 0.254885 , 0.340279 , 0.165377 , 0.245258 , 0.247047 , 0.155124 , 0.270064 , 0.273316 , 0.315645 , 0.324359 , 0.37486 , 0.093022 , 0.254527 , 0.207176 , 0.249717 , 0.145368 , 0.271629 , 0.286514 , 0.272076 , 0.312272 , 0.338535 
 1032 , 0.344919 , 0.412162 , 0.151925 , 0.146233 , 0.176707 , 0.328946 , 0.406669 , 0.363921 , 0.267363 , 0.217502 , 0.276236 , 0.275679 , 0.262305 , 0.365208 , 0.252222 , 0.340066 , 0.163301 , 0.243495 , 0.246223 , 0.153909 , 0.270033 , 0.273195 , 0.31545 , 0.324938 , 0.371047 , 0.090188 , 0.253156 , 0.204135 , 0.249091 , 0.144063 , 0.270103 , 0.285891 , 0.271307 , 0.31109 , 0.337768 
